Line_No,Process_ID,Local_Process_Desc,WC_ID,Station_No,Linked_Asset_ID,Product_Ref,Material_Ref
L42,PR-0172,CENTER CONSOLE FASTENING,WU233,S03,000150000215,MER-VEH-COMPACT-0001,MER-WHEELS-0014
L42,PR-0034,CHASSIS FRAME MOLDING,WU234,S04,000150000216,MER-VEH-COMPACT-0001,MER-FUEL-PUMP-0037
L43,PR-0021,CUSHION MOLDING,WU235,S01,000150000217,MER-VEH-COMPACT-0001,MER-CYLINDER-HEAD-0028
L43,PR-0006,CATHODIC DIP COATING,WU236,S01,000150000218,MER-VEH-COMPACT-0001,MER-LIGHTING-SYSTEM-0024
L43,PR-0003,BOLT TORQUING,WU237,S01,000150000219,MER-VEH-COMPACT-0001,
L43,PR-0155,CHECK - REAR AXLE,WU238,S02,000150000220,MER-VEH-COMPACT-0001,
L43,PR-0007,BASE COAT SPRAY,WU239,S03,000150000221,MER-VEH-COMPACT-0001,MER-EXHAUST-PIPE-0042
L43,PR-0037,INSPECTION - GLASS PANEL,WU240,S03,000150000222,MER-VEH-COMPACT-0001,
L43,PR-0066,MILLING - RADIATOR CORE,WU241,S04,000150000223,MER-VEH-COMPACT-0001,
L43,PR-0027,CRANK GRINDING,WU242,S04,000150000224,MER-VEH-COMPACT-0001,
L43,PR-0002,RESISTANCE WELDING,WU243,S04,,MER-VEH-COMPACT-0001,MER-CLUTCH-ASSEMBLY-0033
L44,PR-0003,BOLT TORQUING,WU244,S01,000150000225,MER-VEH-COMPACT-0001,
L44,PR-0001,BEAD APPLICATION,WU245,S01,000150000226,MER-VEH-COMPACT-0001,MER-STEERING-SYSTEM-0013
L44,PR-0167,DEFLASHING - WIRE HARNESS,WU246,S01,000150000227,MER-VEH-COMPACT-0001,
L44,PR-0076,CUTTING - CENTER CONSOLE,WU247,S02,000150000228,MER-VEH-COMPACT-0001,
L44,PR-0006,CATHODIC DIP COATING,WU248,S02,000150000229,MER-VEH-COMPACT-0001,MER-HOOD-0005
L44,PR-0107,PACKING - FUEL RAIL,WU249,S02,000150000230,MER-VEH-COMPACT-0001,MER-BRAKE-SYSTEM-0012
L44,PR-0001,BEAD APPLICATION,WU250,S03,000150000231,MER-VEH-COMPACT-0001,MER-FENDERS-0008
L44,PR-0001,BEAD APPLICATION,WU251,S03,000150000232,MER-VEH-COMPACT-0001,MER-FRONT-SUSPENSION-0010
L45,PR-0001,BEAD APPLICATION,WU252,S01,000150000233,MER-VEH-COMPACT-0001,MER-LOW-VOLTAGE-BATT-0023
L45,PR-0101,SEALING - REAR AXLE,WU253,S01,000150000234,MER-VEH-COMPACT-0001,MER-EXHAUST-PIPE-0042
L45,PR-0001,BEAD APPLICATION,WU254,S02,000150000235,MER-VEH-COMPACT-0001,MER-CYLINDER-HEAD-0028
L46,PR-0001,BEAD APPLICATION,WU255,S01,000150000236,MER-VEH-SUV-0001,MER-DOOR-PANELS-0019
L46,PR-0002,RESISTANCE WELDING,WU256,S01,,MER-VEH-SUV-0001,MER-BRAKE-SYSTEM-0012
L46,PR-0006,CATHODIC DIP COATING,WU257,S02,000150000237,MER-VEH-SUV-0001,MER-CLUTCH-ASSEMBLY-0033
L46,PR-0010,CABLE ROUTING,WU258,S02,,MER-VEH-SUV-0001,MER-LIGHTING-SYSTEM-0024
L46,PR-0002,RESISTANCE WELDING,WU259,S03,000150000238,MER-VEH-SUV-0001,MER-DOORS-0004
L47,PR-0064,DEFLASHING - CENTER CONSOLE,WU260,S01,000150000239,MER-VEH-COMPACT-0001,
L47,PR-0158,BRAKE CALIPER CUTTING,WU261,S01,000150000241,MER-VEH-COMPACT-0001,
L47,PR-0003,BOLT TORQUING,WU262,S01,000150000242,MER-VEH-COMPACT-0001,
L47,PR-0134,SEALING - STEERING COLUMN,WU263,S02,000150000243,MER-VEH-COMPACT-0001,MER-HEADLINER-0020
L48,PR-0069,INSPECTION - ROOF RAIL,WU264,S01,000150000244,MER-VEH-SUV-0001,
L48,PR-0103,DISPENSING - FUEL RAIL,WU265,S01,000150000245,MER-VEH-SUV-0001,MER-FENDERS-0008
L48,PR-0001,BEAD APPLICATION,WU266,S01,000150000246,MER-VEH-SUV-0001,MER-WIRING-HARNESS-0022
L48,PR-0076,CUTTING - CENTER CONSOLE,WU267,S02,000150000247,MER-VEH-SUV-0001,
L49,PR-0018,DRAW FORMING,WU268,S01,000150000248,MER-VEH-COMPACT-0001,MER-HOOD-0005
L49,PR-0001,BEAD APPLICATION,WU269,S02,000150000249,MER-VEH-COMPACT-0001,MER-REAR-SUSPENSION-0011
L49,PR-0047,SEALING - ENGINE BLOCK,WU270,S03,000150000250,MER-VEH-COMPACT-0001,MER-GEAR-SET-0034
L49,PR-0002,RESISTANCE WELDING,WU271,S03,000150000251,MER-VEH-COMPACT-0001,MER-FENDERS-0008
L50,PR-0061,SUSPENSION ARM CUTTING,WU272,S01,000150000252,MER-VEH-COMPACT-0001,
L50,PR-0022,COVER STITCHING,WU273,S02,000150000253,MER-VEH-COMPACT-0001,MER-BUMPER-FRONT-0006
L50,PR-0010,CABLE ROUTING,WU274,S03,000150000254,MER-VEH-COMPACT-0001,MER-REAR-SUSPENSION-0011
L51,PR-0001,BEAD APPLICATION,WU275,S01,000150000255,MER-VEH-SUV-0001,MER-CATALYTIC-CONVER-0040
L51,PR-0105,EXHAUST MANIFOLD FORMING,WU276,S01,000150000256,MER-VEH-SUV-0001,MER-MUFFLER-0041
L51,PR-0001,BEAD APPLICATION,WU277,S01,000150000257,MER-VEH-SUV-0001,MER-CYLINDER-HEAD-0028
L51,PR-0074,RADIATOR CORE ALIGNMENT,WU278,S02,000150000258,MER-VEH-SUV-0001,
L51,PR-0032,TESTING - FUEL RAIL,WU279,S03,,MER-VEH-SUV-0001,
L52,PR-0001,BEAD APPLICATION,WU280,S01,000150000259,MER-VEH-SUV-0001,MER-CLUTCH-ASSEMBLY-0033
L52,PR-0014,ALIGNMENT CHECK,WU281,S01,000150000260,MER-VEH-SUV-0001,
L52,PR-0160,SHAPING - RADIATOR CORE,WU282,S02,000150000261,MER-VEH-SUV-0001,MER-CATALYTIC-CONVER-0040
L52,PR-0127,WELDING - REAR AXLE,WU283,S03,000150000262,MER-VEH-SUV-0001,MER-STEERING-SYSTEM-0013
L53,PR-0001,BEAD APPLICATION,WU284,S01,000150000263,MER-VEH-SUV-0001,MER-CENTER-CONSOLE-0018
L53,PR-0002,RESISTANCE WELDING,WU285,S01,000150000264,MER-VEH-SUV-0001,MER-BODY-SHELL-0003
L53,PR-0001,BEAD APPLICATION,WU286,S02,000150000265,MER-VEH-SUV-0001,MER-LOW-VOLTAGE-BATT-0023
L53,PR-0048,GRINDING - TRUNK LID,WU287,S02,000150000266,MER-VEH-SUV-0001,
L53,PR-0001,BEAD APPLICATION,WU288,S03,000150000267,MER-VEH-SUV-0001,MER-CATALYTIC-CONVER-0040
L54,PR-0001,BEAD APPLICATION,WU289,S01,000150000268,MER-VEH-SUV-0001,MER-BODY-SHELL-0003
L54,PR-0006,CATHODIC DIP COATING,WU290,S01,000150000269,MER-VEH-SUV-0001,MER-PISTONS-0030
L54,PR-0165,BAKING - GLASS PANEL,WU291,S02,000150000270,MER-VEH-SUV-0001,
L54,PR-0003,BOLT TORQUING,WU292,S02,000150000271,MER-VEH-SUV-0001,
L54,PR-0040,SHAPING - GLASS PANEL,WU293,S03,000150000272,MER-VEH-SUV-0001,MER-HEADLINER-0020
L54,PR-0001,BEAD APPLICATION,WU294,S04,000150000273,MER-VEH-SUV-0001,MER-MUFFLER-0041
L54,PR-0022,COVER STITCHING,WU295,S04,000150000274,MER-VEH-SUV-0001,MER-INFOTAINMENT-UNI-0025
L54,PR-0017,BLANKING OPERATION,WU296,S04,000150000275,MER-VEH-SUV-0001,
L55,PR-0114,QC REVIEW - BRAKE CALIPER,WU297,S01,000150000276,MER-VEH-COMPACT-0001,
L55,PR-0038,SETTING - BODY PANEL,WU298,S02,000150000277,MER-VEH-COMPACT-0001,
L55,PR-0001,BEAD APPLICATION,WU299,S02,000150000278,MER-VEH-COMPACT-0001,MER-CENTER-CONSOLE-0018
L55,PR-0006,CATHODIC DIP COATING,WU300,S02,000150000279,MER-VEH-COMPACT-0001,MER-BUMPER-FRONT-0006
L55,PR-0001,BEAD APPLICATION,WU301,S03,000150000280,MER-VEH-COMPACT-0001,MER-LIGHTING-SYSTEM-0024
L55,PR-0002,RESISTANCE WELDING,WU302,S03,000150000281,MER-VEH-COMPACT-0001,MER-EXHAUST-PIPE-0042
L55,PR-0169,WIRE HARNESS CALIBRATION,WU303,S03,000150000282,MER-VEH-COMPACT-0001,
L55,PR-0008,CLEAR COAT SPRAY,WU304,S04,000150000283,MER-VEH-COMPACT-0001,MER-BODY-SHELL-0003
L56,PR-0092,DRILLING - FENDER PANEL,WU305,S01,000150000284,MER-VEH-COMPACT-0001,
L56,PR-0001,BEAD APPLICATION,WU306,S02,,MER-VEH-COMPACT-0001,MER-BODY-SHELL-0003
L56,PR-0099,QC REVIEW - BUMPER FASCIA,WU307,S03,000150000285,MER-VEH-COMPACT-0001,
L56,PR-0105,EXHAUST MANIFOLD FORMING,WU308,S04,000150000286,MER-VEH-COMPACT-0001,MER-FUEL-INJECTOR-0038
L56,PR-0026,CAMSHAFT FITTING,WU309,S04,000150000287,MER-VEH-COMPACT-0001,MER-BRAKE-SYSTEM-0012
L57,PR-0001,BEAD APPLICATION,WU310,S01,000150000288,MER-VEH-SUV-0001,MER-CYLINDER-BLOCK-0027
L57,PR-0097,PRESS FORMING - REAR AXLE,WU311,S01,000150000289,MER-VEH-SUV-0001,MER-CYLINDER-BLOCK-0027
L57,PR-0111,RADIATOR CORE CUTTING,WU312,S02,000150000290,MER-VEH-SUV-0001,
L57,PR-0002,RESISTANCE WELDING,WU313,S03,000150000291,MER-VEH-SUV-0001,MER-HEADLINER-0020
L58,PR-0141,SUSPENSION ARM FASTENING,WU314,S01,,MER-VEH-SUV-0001,MER-WIRING-HARNESS-0022
L58,PR-0100,MACHINING - BRAKE CALIPER,WU315,S01,000150000292,MER-VEH-SUV-0001,
L58,PR-0002,RESISTANCE WELDING,WU316,S01,000150000293,MER-VEH-SUV-0001,MER-CRANKSHAFT-0029
L58,PR-0006,CATHODIC DIP COATING,WU317,S02,000150000294,MER-VEH-SUV-0001,MER-REAR-SUSPENSION-0011
L58,PR-0004,AOI CHECK,WU318,S02,000150000295,MER-VEH-SUV-0001,
L58,PR-0010,CABLE ROUTING,WU319,S02,000150000296,MER-VEH-SUV-0001,MER-FENDERS-0008
L58,PR-0104,WELDING - DASHBOARD ASSEMBLY,WU320,S03,000150000297,MER-VEH-SUV-0001,MER-EXHAUST-PIPE-0042
L58,PR-0096,STEERING COLUMN ALIGNMENT,WU321,S04,000150000298,MER-VEH-SUV-0001,
L58,PR-0002,RESISTANCE WELDING,WU322,S04,000150000299,MER-VEH-SUV-0001,MER-BODY-SHELL-0003
L58,PR-0014,ALIGNMENT CHECK,WU323,S04,000150000300,MER-VEH-SUV-0001,
L59,PR-0013,DOOR MOUNTING,WU324,S01,000150000301,MER-VEH-COMPACT-0001,MER-FRONT-SUSPENSION-0010
L59,PR-0008,CLEAR COAT SPRAY,WU325,S01,000150000302,MER-VEH-COMPACT-0001,MER-GEARBOX-HOUSING-0032
L59,PR-0037,INSPECTION - GLASS PANEL,WU326,S02,000150000303,MER-VEH-COMPACT-0001,
L59,PR-0025,CELL FORMATION,WU327,S03,,MER-VEH-COMPACT-0001,
L59,PR-0003,BOLT TORQUING,WU328,S03,000150000304,MER-VEH-COMPACT-0001,
L59,PR-0004,AOI CHECK,WU329,S03,000150000305,MER-VEH-COMPACT-0001,
L59,PR-0104,WELDING - DASHBOARD ASSEMBLY,WU330,S04,000150000306,MER-VEH-COMPACT-0001,MER-LIGHTING-SYSTEM-0024
L59,PR-0004,AOI CHECK,WU331,S04,000150000307,MER-VEH-COMPACT-0001,
L60,PR-0008,CLEAR COAT SPRAY,WU332,S01,,MER-VEH-COMPACT-0001,MER-WHEELS-0014
L60,PR-0171,DRILLING - SEAT FRAME,WU333,S02,,MER-VEH-COMPACT-0001,
L60,PR-0087,TRIMMING OPERATION - REAR AXLE,WU334,S02,000150000308,MER-VEH-COMPACT-0001,
L61,PR-0034,CHASSIS FRAME MOLDING,WU335,S01,000150000309,MER-VEH-SUV-0001,MER-BUMPER-FRONT-0006
L61,PR-0003,BOLT TORQUING,WU336,S02,000150000310,MER-VEH-SUV-0001,
L61,PR-0023,INTERIOR FITTING,WU337,S02,000150000311,MER-VEH-SUV-0001,MER-DASHBOARD-0017
L62,PR-0024,CIRCUIT BOARD ASSEMBLY,WU338,S01,000150000312,MER-VEH-SUV-0001,MER-DOORS-0004
L62,PR-0006,CATHODIC DIP COATING,WU339,S02,000150000313,MER-VEH-SUV-0001,MER-LIGHTING-SYSTEM-0024
L62,PR-0001,BEAD APPLICATION,WU340,S02,000150000314,MER-VEH-SUV-0001,MER-WIRING-HARNESS-0022
L62,PR-0005,PRESSURE DECAY TEST,WU341,S03,000150000315,MER-VEH-SUV-0001,
L62,PR-0011,EOL FUNCTIONAL CHECK,WU342,S03,000150000316,MER-VEH-SUV-0001,
L62,PR-0150,PACKAGING - SEAT FRAME,WU343,S03,000150000317,MER-VEH-SUV-0001,MER-CATALYTIC-CONVER-0040
L62,PR-0040,SHAPING - GLASS PANEL,WU344,S04,000150000318,MER-VEH-SUV-0001,MER-GEAR-SET-0034
L62,PR-0001,BEAD APPLICATION,WU345,S04,000150000319,MER-VEH-SUV-0001,MER-HEADLINER-0020
L62,PR-0003,BOLT TORQUING,WU346,S04,,MER-VEH-SUV-0001,
L63,PR-0012,UNDERBODY SEAM SEALING,WU347,S01,000150000320,MER-VEH-COMPACT-0001,MER-LOW-VOLTAGE-BATT-0023
L63,PR-0008,CLEAR COAT SPRAY,WU348,S02,,MER-VEH-COMPACT-0001,MER-CRANKSHAFT-0029
L63,PR-0001,BEAD APPLICATION,WU349,S02,000150000321,MER-VEH-COMPACT-0001,MER-STEERING-SYSTEM-0013
L63,PR-0137,PACKAGING - CHASSIS FRAME,WU350,S02,000150000322,MER-VEH-COMPACT-0001,MER-INFOTAINMENT-UNI-0025
L63,PR-0114,QC REVIEW - BRAKE CALIPER,WU351,S03,000150000323,MER-VEH-COMPACT-0001,
L63,PR-0128,GRINDING - ROOF RAIL,WU352,S03,000150000324,MER-VEH-COMPACT-0001,
L63,PR-0007,BASE COAT SPRAY,WU353,S03,,MER-VEH-COMPACT-0001,MER-BODY-SHELL-0003
L63,PR-0075,FUSING - DOOR MODULE,WU354,S04,000150000325,MER-VEH-COMPACT-0001,MER-CATALYTIC-CONVER-0040
L64,PR-0036,MOLDING - HOOD PANEL,WU355,S01,000150000326,MER-VEH-COMPACT-0001,MER-MUFFLER-0041
L64,PR-0011,EOL FUNCTIONAL CHECK,WU356,S01,000150000327,MER-VEH-COMPACT-0001,
L64,PR-0001,BEAD APPLICATION,WU357,S02,000150000328,MER-VEH-COMPACT-0001,MER-FUEL-INJECTOR-0038
L64,PR-0001,BEAD APPLICATION,WU358,S02,000150000329,MER-VEH-COMPACT-0001,MER-FRONT-SUSPENSION-0010
L64,PR-0002,RESISTANCE WELDING,WU359,S03,000150000330,MER-VEH-COMPACT-0001,MER-GEAR-SET-0034
L65,PR-0109,FUSING - WHEEL HUB,WU360,S01,000150000331,MER-VEH-SUV-0001,MER-LIGHTING-SYSTEM-0024
L65,PR-0028,GEAR HOBBING,WU361,S01,000150000332,MER-VEH-SUV-0001,
L65,PR-0181,CURING - HOOD PANEL,WU362,S01,000150000333,MER-VEH-SUV-0001,
L65,PR-0016,SHEET METAL FORMING,WU363,S02,000150000334,MER-VEH-SUV-0001,MER-EXHAUST-PIPE-0042
L65,PR-0001,BEAD APPLICATION,WU364,S02,000150000335,MER-VEH-SUV-0001,MER-BODY-SHELL-0003
L65,PR-0009,STACKING OPERATION,WU365,S03,000150000336,MER-VEH-SUV-0001,MER-CENTER-CONSOLE-0018
L65,PR-0001,BEAD APPLICATION,WU366,S03,000150000338,MER-VEH-SUV-0001,MER-BUMPER-FRONT-0006
L65,PR-0112,MOLDING - GLASS PANEL,WU367,S03,000150000339,MER-VEH-SUV-0001,MER-MUFFLER-0041
L65,PR-0003,BOLT TORQUING,WU368,S04,000150000340,MER-VEH-SUV-0001,
L65,PR-0002,RESISTANCE WELDING,WU369,S04,000150000341,MER-VEH-SUV-0001,MER-FENDERS-0008
L66,PR-0011,EOL FUNCTIONAL CHECK,WU370,S01,000150000342,MER-VEH-COMPACT-0001,
L66,PR-0065,BAKING - SEAT FRAME,WU371,S01,000150000343,MER-VEH-COMPACT-0001,
L66,PR-0011,EOL FUNCTIONAL CHECK,WU372,S02,000150000344,MER-VEH-COMPACT-0001,
L66,PR-0001,BEAD APPLICATION,WU373,S02,000150000345,MER-VEH-COMPACT-0001,MER-DOORS-0004
L66,PR-0044,MILLING - WHEEL HUB,WU374,S03,000150000346,MER-VEH-COMPACT-0001,
L66,PR-0001,BEAD APPLICATION,WU375,S04,000150000347,MER-VEH-COMPACT-0001,MER-BUMPER-FRONT-0006
L66,PR-0020,WIRE CRIMPING,WU376,S04,000150000348,MER-VEH-COMPACT-0001,MER-MUFFLER-0041
L67,PR-0021,CUSHION MOLDING,WU377,S01,000150000349,MER-VEH-COMPACT-0001,MER-LOW-VOLTAGE-BATT-0023
L67,PR-0002,RESISTANCE WELDING,WU378,S02,000150000350,MER-VEH-COMPACT-0001,MER-BUMPER-FRONT-0006
L68,PR-0008,CLEAR COAT SPRAY,WU379,S01,000150000351,MER-VEH-COMPACT-0001,MER-CENTER-CONSOLE-0018
L68,PR-0001,BEAD APPLICATION,WU380,S02,000150000352,MER-VEH-COMPACT-0001,MER-DOOR-PANELS-0019
L68,PR-0003,BOLT TORQUING,WU381,S02,000150000354,MER-VEH-COMPACT-0001,
L68,PR-0021,CUSHION MOLDING,WU382,S02,000150000355,MER-VEH-COMPACT-0001,MER-GEAR-SET-0034
L68,PR-0003,BOLT TORQUING,WU383,S03,000150000356,MER-VEH-COMPACT-0001,
L68,PR-0001,BEAD APPLICATION,WU384,S03,,MER-VEH-COMPACT-0001,MER-REAR-SUSPENSION-0011
L68,PR-0030,BLOCK MACHINING,WU385,S03,000150000357,MER-VEH-COMPACT-0001,
L68,PR-0044,MILLING - WHEEL HUB,WU386,S04,000150000358,MER-VEH-COMPACT-0001,
L69,PR-0090,TESTING - WIRE HARNESS,WU387,S01,000150000359,MER-VEH-SUV-0001,
L69,PR-0096,STEERING COLUMN ALIGNMENT,WU388,S01,000150000360,MER-VEH-SUV-0001,
L69,PR-0010,CABLE ROUTING,WU389,S02,000150000361,MER-VEH-SUV-0001,MER-BUMPER-FRONT-0006
L69,PR-0006,CATHODIC DIP COATING,WU390,S02,000150000362,MER-VEH-SUV-0001,MER-GEARBOX-HOUSING-0032
L69,PR-0018,DRAW FORMING,WU391,S03,000150000363,MER-VEH-SUV-0001,MER-DOOR-PANELS-0019
L69,PR-0059,DRILLING - TRUNK LID,WU392,S03,000150000364,MER-VEH-SUV-0001,
L69,PR-0009,STACKING OPERATION,WU393,S03,,MER-VEH-SUV-0001,MER-BUMPER-REAR-0007
L70,PR-0195,CENTER CONSOLE MACHINING,WU394,S01,000150000365,MER-VEH-COMPACT-0001,
L70,PR-0024,CIRCUIT BOARD ASSEMBLY,WU395,S01,000150000366,MER-VEH-COMPACT-0001,MER-DOOR-PANELS-0019
L70,PR-0003,BOLT TORQUING,WU396,S02,000150000367,MER-VEH-COMPACT-0001,
L70,PR-0060,GRINDING - REAR AXLE,WU397,S02,000150000368,MER-VEH-COMPACT-0001,
L70,PR-0001,BEAD APPLICATION,WU398,S03,000150000369,MER-VEH-COMPACT-0001,MER-DOOR-PANELS-0019
L70,PR-0137,PACKAGING - CHASSIS FRAME,WU399,S03,000150000370,MER-VEH-COMPACT-0001,MER-REAR-SUSPENSION-0011
L70,PR-0004,AOI CHECK,WU400,S03,000150000371,MER-VEH-COMPACT-0001,
L71,PR-0031,TRANSMISSION HOUSING STAMPING,WU401,S01,000150000372,MER-VEH-COMPACT-0001,MER-FRONT-SUSPENSION-0010
L71,PR-0022,COVER STITCHING,WU402,S01,000150000373,MER-VEH-COMPACT-0001,MER-BUMPER-FRONT-0006
L71,PR-0001,BEAD APPLICATION,WU403,S02,000150000374,MER-VEH-COMPACT-0001,MER-FUEL-TANK-0036
L71,PR-0039,COATING - HOOD PANEL,WU404,S02,000150000375,MER-VEH-COMPACT-0001,MER-BODY-SHELL-0003
L71,PR-0003,BOLT TORQUING,WU405,S02,000150000376,MER-VEH-COMPACT-0001,
L71,PR-0005,PRESSURE DECAY TEST,WU406,S03,000150000377,MER-VEH-COMPACT-0001,
L71,PR-0001,BEAD APPLICATION,WU407,S03,000150000378,MER-VEH-COMPACT-0001,MER-WIRING-HARNESS-0022
L71,PR-0066,MILLING - RADIATOR CORE,WU408,S03,,MER-VEH-COMPACT-0001,
L72,PR-0088,ROOF RAIL DRILLING,WU409,S01,000150000379,MER-VEH-COMPACT-0001,
L72,PR-0001,BEAD APPLICATION,WU410,S01,000150000380,MER-VEH-COMPACT-0001,MER-BODY-SHELL-0003
L72,PR-0067,ENGINE BLOCK FORMING,WU411,S01,000150000381,MER-VEH-COMPACT-0001,MER-GEAR-SET-0034
L72,PR-0110,CUTTING - EXHAUST MANIFOLD,WU412,S02,000150000382,MER-VEH-COMPACT-0001,
L72,PR-0001,BEAD APPLICATION,WU413,S02,000150000383,MER-VEH-COMPACT-0001,MER-CENTER-CONSOLE-0018
L72,PR-0197,STAMPING - ROOF RAIL,WU414,S03,000150000384,MER-VEH-COMPACT-0001,MER-EXHAUST-PIPE-0042
L72,PR-0001,BEAD APPLICATION,WU415,S03,000150000385,MER-VEH-COMPACT-0001,MER-DOORS-0004
L72,PR-0079,TRUNK LID ASSEMBLY,WU416,S03,000150000386,MER-VEH-COMPACT-0001,MER-WHEELS-0014
L72,PR-0015,MOTOR COIL WINDING,WU417,S04,000150000387,MER-VEH-COMPACT-0001,MER-CENTER-CONSOLE-0018
L73,PR-0156,PACKING - WHEEL HUB,WU418,S01,,MER-VEH-SUV-0001,MER-HOOD-0005
L73,PR-0004,AOI CHECK,WU419,S01,000150000388,MER-VEH-SUV-0001,
L73,PR-0005,PRESSURE DECAY TEST,WU420,S02,000150000389,MER-VEH-SUV-0001,
L73,PR-0078,ASSEMBLY - FLOOR PAN,WU421,S02,000150000390,MER-VEH-SUV-0001,MER-DOOR-PANELS-0019
L73,PR-0037,INSPECTION - GLASS PANEL,WU422,S02,000150000391,MER-VEH-SUV-0001,
L74,PR-0019,PIERCING STATION,WU423,S01,000150000392,MER-VEH-COMPACT-0001,
L74,PR-0025,CELL FORMATION,WU424,S01,000150000393,MER-VEH-COMPACT-0001,
L74,PR-0031,TRANSMISSION HOUSING STAMPING,WU425,S02,000150000394,MER-VEH-COMPACT-0001,MER-HEADLINER-0020
L74,PR-0001,BEAD APPLICATION,WU426,S02,000150000395,MER-VEH-COMPACT-0001,MER-DOOR-PANELS-0019
L74,PR-0001,BEAD APPLICATION,WU427,S03,000150000396,MER-VEH-COMPACT-0001,MER-LOW-VOLTAGE-BATT-0023
L75,PR-0002,RESISTANCE WELDING,WU428,S01,000150000397,MER-VEH-COMPACT-0001,MER-FRONT-SUSPENSION-0010
L75,PR-0002,RESISTANCE WELDING,WU429,S01,000150000398,MER-VEH-COMPACT-0001,MER-REAR-SUSPENSION-0011
L75,PR-0080,SEALING - DASHBOARD ASSEMBLY,WU430,S02,,MER-VEH-COMPACT-0001,MER-WIRING-HARNESS-0022
L75,PR-0006,CATHODIC DIP COATING,WU431,S02,000150000399,MER-VEH-COMPACT-0001,MER-CYLINDER-HEAD-0028
L75,PR-0010,CABLE ROUTING,WU432,S03,000150000400,MER-VEH-COMPACT-0001,MER-DASHBOARD-0017
L75,PR-0001,BEAD APPLICATION,WU433,S03,000150000401,MER-VEH-COMPACT-0001,MER-HEADLINER-0020
L76,PR-0094,GRINDING - CHASSIS FRAME,WU434,S01,000150000402,MER-VEH-COMPACT-0001,
L76,PR-0001,BEAD APPLICATION,WU435,S01,000150000403,MER-VEH-COMPACT-0001,MER-EXHAUST-PIPE-0042
L76,PR-0001,BEAD APPLICATION,WU436,S01,000150000404,MER-VEH-COMPACT-0001,MER-CYLINDER-HEAD-0028
L76,PR-0066,MILLING - RADIATOR CORE,WU437,S02,,MER-VEH-COMPACT-0001,
L76,PR-0001,BEAD APPLICATION,WU438,S02,000150000405,MER-VEH-COMPACT-0001,MER-DOORS-0004
L77,PR-0060,GRINDING - REAR AXLE,WU439,S01,000150000406,MER-VEH-SUV-0001,
L77,PR-0004,AOI CHECK,WU440,S01,000150000407,MER-VEH-SUV-0001,
L77,PR-0054,VERIFICATION - CHASSIS FRAME,WU441,S02,000150000408,MER-VEH-SUV-0001,
L77,PR-0001,BEAD APPLICATION,WU442,S02,000150000409,MER-VEH-SUV-0001,MER-SEATS-0016
L78,PR-0004,AOI CHECK,WU443,S01,000150000410,MER-VEH-SUV-0001,
L78,PR-0009,STACKING OPERATION,WU444,S02,000150000411,MER-VEH-SUV-0001,MER-DOORS-0004
L79,PR-0022,COVER STITCHING,WU445,S01,000150000412,MER-VEH-SUV-0001,MER-FUEL-PUMP-0037
L79,PR-0077,FASTENING - EXHAUST MANIFOLD,WU446,S01,000150000413,MER-VEH-SUV-0001,MER-FUEL-TANK-0036
L79,PR-0002,RESISTANCE WELDING,WU447,S01,000150000414,MER-VEH-SUV-0001,MER-HEADLINER-0020
L79,PR-0027,CRANK GRINDING,WU448,S02,000150000415,MER-VEH-SUV-0001,
L79,PR-0001,BEAD APPLICATION,WU449,S02,000150000416,MER-VEH-SUV-0001,MER-BRAKE-SYSTEM-0012
L79,PR-0060,GRINDING - REAR AXLE,WU450,S02,000150000417,MER-VEH-SUV-0001,
L79,PR-0135,DOOR MODULE FASTENING,WU451,S03,000150000418,MER-VEH-SUV-0001,MER-PISTONS-0030
L79,PR-0001,BEAD APPLICATION,WU452,S03,000150000419,MER-VEH-SUV-0001,MER-FRONT-SUSPENSION-0010
L80,PR-0001,BEAD APPLICATION,WU453,S01,000150000420,MER-VEH-COMPACT-0001,MER-CLUTCH-ASSEMBLY-0033
L80,PR-0058,TRANSMISSION HOUSING MOLDING,WU454,S02,000150000421,MER-VEH-COMPACT-0001,MER-FUEL-PUMP-0037
L80,PR-0099,QC REVIEW - BUMPER FASCIA,WU455,S02,000150000422,MER-VEH-COMPACT-0001,
L80,PR-0025,CELL FORMATION,WU456,S02,,MER-VEH-COMPACT-0001,
L80,PR-0008,CLEAR COAT SPRAY,WU457,S03,000150000423,MER-VEH-COMPACT-0001,MER-FENDERS-0008
L80,PR-0052,BUILD - ENGINE BLOCK,WU458,S03,000150000424,MER-VEH-COMPACT-0001,MER-LOW-VOLTAGE-BATT-0023
L80,PR-0003,BOLT TORQUING,WU459,S04,000150000425,MER-VEH-COMPACT-0001,
L80,PR-0191,REAR AXLE FASTENING,WU460,S04,,MER-VEH-COMPACT-0001,MER-FENDERS-0008
L80,PR-0082,CURING - STEERING COLUMN,WU461,S04,000150000426,MER-VEH-COMPACT-0001,
L81,PR-0103,DISPENSING - FUEL RAIL,WU462,S01,000150000427,MER-VEH-SUV-0001,MER-CYLINDER-BLOCK-0027
L81,PR-0085,BRAKE CALIPER TRIMMING,WU463,S01,000150000428,MER-VEH-SUV-0001,
L81,PR-0135,DOOR MODULE FASTENING,WU464,S02,000150000429,MER-VEH-SUV-0001,MER-CRANKSHAFT-0029
L81,PR-0001,BEAD APPLICATION,WU465,S03,000150000430,MER-VEH-SUV-0001,MER-BODY-SHELL-0003
