WorkOrderID,EquipmentID,WOType,FailureCode,DowntimeMinutes,MTBF_Hours,ERPAssetRef
WO-2151337,ASSET-00279,Corrective,CALIBRATION-DRIFT,31,1018,
WO-2151338,ASSET-00280,Emergency,PNEUMATIC-LEAK,145,239,000150000259
WO-2151339,ASSET-00280,Preventive,,0,,000150000259
WO-2151340,ASSET-00280,Emergency,SENSOR-FAULT,391,976,000150000259
WO-2151341,ASSET-00280,Corrective,CALIBRATION-DRIFT,37,1036,000150000259
WO-2151342,ASSET-00280,Preventive,,0,,000150000259
WO-2151343,ASSET-00281,Corrective,PNEUMATIC-LEAK,226,1792,000150000260
WO-2151344,ASSET-00281,Corrective,PNEUMATIC-LEAK,133,1578,000150000260
WO-2151345,ASSET-00281,Preventive,,0,,000150000260
WO-2151346,ASSET-00281,Corrective,SENSOR-FAULT,224,1737,000150000260
WO-2151347,ASSET-00281,Preventive,,0,,000150000260
WO-2151348,ASSET-00281,Corrective,BELT-FAILURE,192,446,000150000260
WO-2151349,ASSET-00282,Emergency,HYDRAULIC-LEAK,79,1764,000150000261
WO-2151350,ASSET-00282,Preventive,,0,,000150000261
WO-2151351,ASSET-00282,Preventive,,0,,000150000261
WO-2151352,ASSET-00282,Corrective,SENSOR-FAULT,49,1017,000150000261
WO-2151353,ASSET-00282,Preventive,,0,,000150000261
WO-2151354,ASSET-00282,Preventive,,0,,000150000261
WO-2151355,ASSET-00282,Emergency,BELT-FAILURE,376,1466,000150000261
WO-2151356,ASSET-00283,Emergency,DIE-WEAR,182,256,000150000262
WO-2151357,ASSET-00283,Corrective,DIE-WEAR,229,956,000150000262
WO-2151358,ASSET-00283,Preventive,,0,,000150000262
WO-2151359,ASSET-00283,Preventive,,0,,000150000262
WO-2151360,ASSET-00284,Preventive,,0,,000150000263
WO-2151361,ASSET-00284,Preventive,,0,,000150000263
WO-2151362,ASSET-00284,Preventive,,0,,000150000263
WO-2151363,ASSET-00284,Corrective,BELT-FAILURE,143,894,000150000263
WO-2151364,ASSET-00284,Preventive,,0,,000150000263
WO-2151365,ASSET-00284,Corrective,CALIBRATION-DRIFT,77,963,000150000263
WO-2151366,ASSET-00284,Preventive,,0,,000150000263
WO-2151367,ASSET-00284,Preventive,,0,,000150000263
WO-2151368,ASSET-00284,Corrective,CALIBRATION-DRIFT,88,1337,000150000263
WO-2151369,ASSET-00285,Corrective,CONTROLLER-FAULT,43,1836,000150000264
WO-2151370,ASSET-00285,Preventive,,0,,000150000264
WO-2151371,ASSET-00285,Corrective,BELT-FAILURE,31,1032,000150000264
WO-2151372,ASSET-00285,Corrective,MOTOR-BURNOUT,34,221,000150000264
WO-2151373,ASSET-00285,Preventive,,0,,000150000264
WO-2151374,ASSET-00286,Preventive,,0,,000150000265
WO-2151375,ASSET-00286,Preventive,,0,,000150000265
WO-2151376,ASSET-00286,Corrective,PNEUMATIC-LEAK,62,1941,000150000265
WO-2151377,ASSET-00286,Corrective,MOTOR-BURNOUT,134,743,000150000265
WO-2151378,ASSET-00286,Preventive,,0,,000150000265
WO-2151379,ASSET-00287,Corrective,DIE-WEAR,97,1493,000150000266
WO-2151380,ASSET-00287,Corrective,SPINDLE-SEIZURE,106,721,000150000266
WO-2151381,ASSET-00287,Preventive,,0,,000150000266
WO-2151382,ASSET-00287,Preventive,,0,,000150000266
WO-2151383,ASSET-00288,Preventive,,0,,000150000267
WO-2151384,ASSET-00288,Preventive,,0,,000150000267
WO-2151385,ASSET-00288,Preventive,,0,,000150000267
WO-2151386,ASSET-00288,Preventive,,0,,000150000267
WO-2151387,ASSET-00288,Preventive,,0,,000150000267
WO-2151388,ASSET-00289,Preventive,,0,,000150000268
WO-2151389,ASSET-00289,Preventive,,0,,000150000268
WO-2151390,ASSET-00289,Corrective,PNEUMATIC-LEAK,59,1429,000150000268
WO-2151391,ASSET-00289,Preventive,,0,,000150000268
WO-2151392,ASSET-00289,Corrective,SPINDLE-SEIZURE,63,559,000150000268
WO-2151393,ASSET-00290,Preventive,,0,,000150000269
WO-2151394,ASSET-00290,Corrective,CONTROLLER-FAULT,157,265,000150000269
WO-2151395,ASSET-00290,Corrective,MOTOR-BURNOUT,156,353,000150000269
WO-2151396,ASSET-00291,Preventive,,0,,000150000270
WO-2151397,ASSET-00291,Preventive,,0,,000150000270
WO-2151398,ASSET-00291,Corrective,BELT-FAILURE,75,1884,000150000270
WO-2151399,ASSET-00291,Corrective,DIE-WEAR,134,879,000150000270
WO-2151400,ASSET-00291,Preventive,,0,,000150000270
WO-2151401,ASSET-00291,Corrective,SENSOR-FAULT,151,1622,000150000270
WO-2151402,ASSET-00292,Corrective,BEARING-FAILURE,203,719,000150000271
WO-2151403,ASSET-00292,Preventive,,0,,000150000271
WO-2151404,ASSET-00292,Emergency,CONTROLLER-FAULT,93,487,000150000271
WO-2151405,ASSET-00292,Corrective,HYDRAULIC-LEAK,191,813,000150000271
WO-2151406,ASSET-00293,Preventive,,0,,000150000272
WO-2151407,ASSET-00293,Corrective,CONTROLLER-FAULT,133,558,000150000272
WO-2151408,ASSET-00293,Preventive,,0,,000150000272
WO-2151409,ASSET-00293,Preventive,,0,,000150000272
WO-2151410,ASSET-00293,Corrective,BEARING-FAILURE,65,703,000150000272
WO-2151411,ASSET-00293,Preventive,,0,,000150000272
WO-2151412,ASSET-00294,Preventive,,0,,000150000273
WO-2151413,ASSET-00294,Preventive,,0,,000150000273
WO-2151414,ASSET-00294,Preventive,,0,,000150000273
WO-2151415,ASSET-00294,Emergency,CONTROLLER-FAULT,507,1734,000150000273
WO-2151416,ASSET-00295,Corrective,DIE-WEAR,132,594,000150000274
WO-2151417,ASSET-00295,Preventive,,0,,000150000274
WO-2151418,ASSET-00295,Preventive,,0,,000150000274
WO-2151419,ASSET-00295,Preventive,,0,,000150000274
WO-2151420,ASSET-00296,Preventive,,0,,000150000275
WO-2151421,ASSET-00296,Preventive,,0,,000150000275
WO-2151422,ASSET-00296,Preventive,,0,,000150000275
WO-2151423,ASSET-00296,Preventive,,0,,000150000275
WO-2151424,ASSET-00297,Emergency,CALIBRATION-DRIFT,227,328,000150000276
WO-2151425,ASSET-00297,Preventive,,0,,000150000276
WO-2151426,ASSET-00297,Corrective,BEARING-FAILURE,174,748,000150000276
WO-2151427,ASSET-00297,Corrective,BELT-FAILURE,159,1527,000150000276
WO-2151428,ASSET-00297,Preventive,,0,,000150000276
WO-2151429,ASSET-00297,Emergency,BEARING-FAILURE,335,1874,000150000276
WO-2151430,ASSET-00298,Preventive,,0,,000150000277
WO-2151431,ASSET-00298,Preventive,,0,,000150000277
WO-2151432,ASSET-00298,Preventive,,0,,000150000277
WO-2151433,ASSET-00298,Preventive,,0,,000150000277
WO-2151434,ASSET-00298,Preventive,,0,,000150000277
WO-2151435,ASSET-00298,Preventive,,0,,000150000277
WO-2151436,ASSET-00298,Preventive,,0,,000150000277
WO-2151437,ASSET-00299,Corrective,DIE-WEAR,178,1788,000150000278
WO-2151438,ASSET-00299,Preventive,,0,,000150000278
WO-2151439,ASSET-00300,Preventive,,0,,000150000279
WO-2151440,ASSET-00300,Emergency,DIE-WEAR,407,1327,000150000279
WO-2151441,ASSET-00300,Preventive,,0,,000150000279
WO-2151442,ASSET-00300,Corrective,MOTOR-BURNOUT,105,1235,000150000279
WO-2151443,ASSET-00300,Preventive,,0,,000150000279
WO-2151444,ASSET-00300,Preventive,,0,,000150000279
WO-2151445,ASSET-00300,Preventive,,0,,000150000279
WO-2151446,ASSET-00300,Preventive,,0,,000150000279
WO-2151447,ASSET-00300,Preventive,,0,,000150000279
WO-2151448,ASSET-00300,Corrective,BEARING-FAILURE,106,928,000150000279
WO-2151449,ASSET-00301,Emergency,SENSOR-FAULT,102,1521,000150000280
WO-2151450,ASSET-00301,Corrective,CALIBRATION-DRIFT,202,621,000150000280
WO-2151451,ASSET-00302,Preventive,,0,,000150000281
WO-2151452,ASSET-00302,Preventive,,0,,000150000281
WO-2151453,ASSET-00302,Corrective,SPINDLE-SEIZURE,37,420,000150000281
WO-2151454,ASSET-00302,Preventive,,0,,000150000281
WO-2151455,ASSET-00303,Preventive,,0,,000150000282
WO-2151456,ASSET-00303,Emergency,CALIBRATION-DRIFT,566,1050,000150000282
WO-2151457,ASSET-00303,Preventive,,0,,000150000282
WO-2151458,ASSET-00303,Corrective,SPINDLE-SEIZURE,132,1886,000150000282
WO-2151459,ASSET-00303,Corrective,PNEUMATIC-LEAK,187,1065,000150000282
WO-2151460,ASSET-00303,Corrective,BEARING-FAILURE,122,1273,000150000282
WO-2151461,ASSET-00304,Preventive,,0,,000150000283
WO-2151462,ASSET-00304,Preventive,,0,,000150000283
WO-2151463,ASSET-00304,Preventive,,0,,000150000283
WO-2151464,ASSET-00304,Preventive,,0,,000150000283
WO-2151465,ASSET-00304,Emergency,MOTOR-BURNOUT,340,1542,000150000283
WO-2151466,ASSET-00304,Preventive,,0,,000150000283
WO-2151467,ASSET-00304,Corrective,PNEUMATIC-LEAK,134,1524,000150000283
WO-2151468,ASSET-00305,Preventive,,0,,000150000284
WO-2151469,ASSET-00305,Preventive,,0,,000150000284
WO-2151470,ASSET-00305,Preventive,,0,,000150000284
WO-2151471,ASSET-00305,Preventive,,0,,000150000284
WO-2151472,ASSET-00305,Corrective,CONTROLLER-FAULT,153,1698,000150000284
WO-2151473,ASSET-00306,Corrective,SPINDLE-SEIZURE,105,864,
WO-2151474,ASSET-00306,Corrective,MOTOR-BURNOUT,229,598,
WO-2151475,ASSET-00306,Preventive,,0,,
WO-2151476,ASSET-00306,Preventive,,0,,
WO-2151477,ASSET-00306,Preventive,,0,,
WO-2151478,ASSET-00306,Corrective,HYDRAULIC-LEAK,111,224,
WO-2151479,ASSET-00307,Preventive,,0,,000150000285
WO-2151480,ASSET-00307,Preventive,,0,,000150000285
WO-2151481,ASSET-00307,Preventive,,0,,000150000285
WO-2151482,ASSET-00307,Corrective,BELT-FAILURE,43,1553,000150000285
WO-2151483,ASSET-00308,Preventive,,0,,000150000286
WO-2151484,ASSET-00308,Preventive,,0,,000150000286
WO-2151485,ASSET-00308,Preventive,,0,,000150000286
WO-2151486,ASSET-00308,Corrective,BELT-FAILURE,130,1213,000150000286
WO-2151487,ASSET-00308,Preventive,,0,,000150000286
WO-2151488,ASSET-00308,Corrective,HYDRAULIC-LEAK,151,934,000150000286
WO-2151489,ASSET-00308,Preventive,,0,,000150000286
WO-2151490,ASSET-00309,Preventive,,0,,000150000287
WO-2151491,ASSET-00309,Preventive,,0,,000150000287
WO-2151492,ASSET-00309,Corrective,MOTOR-BURNOUT,88,793,000150000287
WO-2151493,ASSET-00309,Corrective,HYDRAULIC-LEAK,115,1337,000150000287
WO-2151494,ASSET-00309,Corrective,CONTROLLER-FAULT,149,360,000150000287
WO-2151495,ASSET-00309,Corrective,BEARING-FAILURE,235,1125,000150000287
WO-2151496,ASSET-00310,Preventive,,0,,000150000288
WO-2151497,ASSET-00310,Emergency,CALIBRATION-DRIFT,444,1367,000150000288
WO-2151498,ASSET-00310,Preventive,,0,,000150000288
WO-2151499,ASSET-00310,Preventive,,0,,000150000288
WO-2151500,ASSET-00310,Preventive,,0,,000150000288
WO-2151501,ASSET-00310,Corrective,DIE-WEAR,223,739,000150000288
WO-2151502,ASSET-00310,Preventive,,0,,000150000288
WO-2151503,ASSET-00310,Corrective,CALIBRATION-DRIFT,180,1795,000150000288
WO-2151504,ASSET-00310,Corrective,MOTOR-BURNOUT,146,968,000150000288
WO-2151505,ASSET-00311,Emergency,SPINDLE-SEIZURE,508,1696,000150000289
WO-2151506,ASSET-00311,Preventive,,0,,000150000289
WO-2151507,ASSET-00311,Corrective,BEARING-FAILURE,49,959,000150000289
WO-2151508,ASSET-00311,Preventive,,0,,000150000289
WO-2151509,ASSET-00311,Corrective,PNEUMATIC-LEAK,111,1610,000150000289
WO-2151510,ASSET-00311,Preventive,,0,,000150000289
WO-2151511,ASSET-00312,Preventive,,0,,000150000290
WO-2151512,ASSET-00312,Preventive,,0,,000150000290
WO-2151513,ASSET-00312,Preventive,,0,,000150000290
WO-2151514,ASSET-00313,Emergency,SENSOR-FAULT,318,276,000150000291
WO-2151515,ASSET-00313,Emergency,CALIBRATION-DRIFT,177,1597,000150000291
WO-2151516,ASSET-00314,Preventive,,0,,
WO-2151517,ASSET-00314,Preventive,,0,,
WO-2151518,ASSET-00315,Preventive,,0,,000150000292
WO-2151519,ASSET-00315,Corrective,BELT-FAILURE,189,1007,000150000292
WO-2151520,ASSET-00315,Preventive,,0,,000150000292
WO-2151521,ASSET-00315,Emergency,CONTROLLER-FAULT,225,1614,000150000292
WO-2151522,ASSET-00315,Corrective,CONTROLLER-FAULT,185,1895,000150000292
WO-2151523,ASSET-00315,Preventive,,0,,000150000292
WO-2151524,ASSET-00316,Corrective,HYDRAULIC-LEAK,133,1709,000150000293
WO-2151525,ASSET-00316,Corrective,PNEUMATIC-LEAK,79,1006,000150000293
WO-2151526,ASSET-00316,Preventive,,0,,000150000293
WO-2151527,ASSET-00316,Preventive,,0,,000150000293
WO-2151528,ASSET-00316,Corrective,CALIBRATION-DRIFT,125,261,000150000293
WO-2151529,ASSET-00317,Corrective,CONTROLLER-FAULT,65,423,000150000294
WO-2151530,ASSET-00317,Emergency,HYDRAULIC-LEAK,397,513,000150000294
WO-2151531,ASSET-00317,Corrective,CONTROLLER-FAULT,44,204,000150000294
WO-2151532,ASSET-00317,Preventive,,0,,000150000294
WO-2151533,ASSET-00318,Corrective,CALIBRATION-DRIFT,151,1111,000150000295
WO-2151534,ASSET-00318,Preventive,,0,,000150000295
WO-2151535,ASSET-00319,Corrective,SENSOR-FAULT,97,399,000150000296
WO-2151536,ASSET-00319,Corrective,HYDRAULIC-LEAK,221,454,000150000296
WO-2151537,ASSET-00319,Preventive,,0,,000150000296
WO-2151538,ASSET-00319,Preventive,,0,,000150000296
WO-2151539,ASSET-00320,Preventive,,0,,000150000297
WO-2151540,ASSET-00320,Preventive,,0,,000150000297
WO-2151541,ASSET-00320,Corrective,BELT-FAILURE,178,1163,000150000297
WO-2151542,ASSET-00320,Corrective,PNEUMATIC-LEAK,86,956,000150000297
WO-2151543,ASSET-00321,Preventive,,0,,000150000298
WO-2151544,ASSET-00321,Corrective,SENSOR-FAULT,36,1543,000150000298
WO-2151545,ASSET-00321,Preventive,,0,,000150000298
WO-2151546,ASSET-00321,Preventive,,0,,000150000298
WO-2151547,ASSET-00321,Corrective,SPINDLE-SEIZURE,170,987,000150000298
WO-2151548,ASSET-00321,Preventive,,0,,000150000298
WO-2151549,ASSET-00321,Preventive,,0,,000150000298
WO-2151550,ASSET-00322,Corrective,SENSOR-FAULT,192,274,000150000299
WO-2151551,ASSET-00322,Preventive,,0,,000150000299
WO-2151552,ASSET-00322,Preventive,,0,,000150000299
WO-2151553,ASSET-00322,Preventive,,0,,000150000299
WO-2151554,ASSET-00322,Corrective,DIE-WEAR,154,1750,000150000299
WO-2151555,ASSET-00323,Preventive,,0,,000150000300
WO-2151556,ASSET-00323,Preventive,,0,,000150000300
WO-2151557,ASSET-00323,Corrective,SENSOR-FAULT,90,233,000150000300
WO-2151558,ASSET-00324,Preventive,,0,,000150000301
WO-2151559,ASSET-00324,Corrective,CONTROLLER-FAULT,168,851,000150000301
WO-2151560,ASSET-00324,Corrective,BEARING-FAILURE,122,978,000150000301
WO-2151561,ASSET-00325,Corrective,PNEUMATIC-LEAK,119,1870,000150000302
WO-2151562,ASSET-00325,Emergency,CONTROLLER-FAULT,215,743,000150000302
WO-2151563,ASSET-00325,Corrective,BELT-FAILURE,236,273,000150000302
WO-2151564,ASSET-00325,Corrective,HYDRAULIC-LEAK,53,253,000150000302
WO-2151565,ASSET-00326,Corrective,SENSOR-FAULT,116,1398,000150000303
WO-2151566,ASSET-00326,Preventive,,0,,000150000303
WO-2151567,ASSET-00326,Emergency,CALIBRATION-DRIFT,411,489,000150000303
WO-2151568,ASSET-00326,Corrective,CALIBRATION-DRIFT,196,1798,000150000303
WO-2151569,ASSET-00327,Corrective,SENSOR-FAULT,105,964,
WO-2151570,ASSET-00327,Preventive,,0,,
WO-2151571,ASSET-00327,Preventive,,0,,
WO-2151572,ASSET-00327,Preventive,,0,,
WO-2151573,ASSET-00327,Preventive,,0,,
WO-2151574,ASSET-00327,Preventive,,0,,
WO-2151575,ASSET-00328,Preventive,,0,,000150000304
WO-2151576,ASSET-00328,Preventive,,0,,000150000304
WO-2151577,ASSET-00328,Preventive,,0,,000150000304
WO-2151578,ASSET-00328,Preventive,,0,,000150000304
WO-2151579,ASSET-00329,Preventive,,0,,000150000305
WO-2151580,ASSET-00329,Preventive,,0,,000150000305
WO-2151581,ASSET-00329,Preventive,,0,,000150000305
WO-2151582,ASSET-00329,Corrective,BELT-FAILURE,171,1771,000150000305
WO-2151583,ASSET-00330,Corrective,SENSOR-FAULT,152,1899,000150000306
WO-2151584,ASSET-00331,Preventive,,0,,000150000307
WO-2151585,ASSET-00331,Corrective,BEARING-FAILURE,54,1860,000150000307
WO-2151586,ASSET-00331,Preventive,,0,,000150000307
WO-2151587,ASSET-00331,Preventive,,0,,000150000307
WO-2151588,ASSET-00331,Emergency,PNEUMATIC-LEAK,63,218,000150000307
WO-2151589,ASSET-00331,Emergency,SENSOR-FAULT,489,1607,000150000307
WO-2151590,ASSET-00332,Preventive,,0,,
WO-2151591,ASSET-00332,Corrective,SENSOR-FAULT,165,589,
WO-2151592,ASSET-00332,Corrective,DIE-WEAR,176,1471,
WO-2151593,ASSET-00332,Corrective,SENSOR-FAULT,80,1766,
WO-2151594,ASSET-00332,Preventive,,0,,
WO-2151595,ASSET-00332,Emergency,CONTROLLER-FAULT,159,1453,
WO-2151596,ASSET-00333,Emergency,BELT-FAILURE,514,405,
WO-2151597,ASSET-00333,Preventive,,0,,
WO-2151598,ASSET-00333,Preventive,,0,,
WO-2151599,ASSET-00333,Preventive,,0,,
WO-2151600,ASSET-00333,Preventive,,0,,
WO-2151601,ASSET-00333,Corrective,MOTOR-BURNOUT,66,1281,
WO-2151602,ASSET-00334,Preventive,,0,,000150000308
WO-2151603,ASSET-00334,Corrective,HYDRAULIC-LEAK,136,786,000150000308
WO-2151604,ASSET-00334,Corrective,SPINDLE-SEIZURE,180,573,000150000308
WO-2151605,ASSET-00334,Corrective,CALIBRATION-DRIFT,206,1139,000150000308
WO-2151606,ASSET-00334,Corrective,MOTOR-BURNOUT,75,549,000150000308
WO-2151607,ASSET-00334,Preventive,,0,,000150000308
WO-2151608,ASSET-00335,Corrective,DIE-WEAR,153,371,000150000309
WO-2151609,ASSET-00335,Corrective,MOTOR-BURNOUT,159,1746,000150000309
WO-2151610,ASSET-00335,Corrective,BELT-FAILURE,220,1140,000150000309
WO-2151611,ASSET-00335,Preventive,,0,,000150000309
WO-2151612,ASSET-00335,Preventive,,0,,000150000309
WO-2151613,ASSET-00335,Preventive,,0,,000150000309
WO-2151614,ASSET-00335,Corrective,SENSOR-FAULT,205,1834,000150000309
WO-2151615,ASSET-00336,Preventive,,0,,000150000310
WO-2151616,ASSET-00336,Preventive,,0,,000150000310
WO-2151617,ASSET-00336,Preventive,,0,,000150000310
WO-2151618,ASSET-00337,Corrective,PNEUMATIC-LEAK,48,1776,000150000311
WO-2151619,ASSET-00337,Preventive,,0,,000150000311
WO-2151620,ASSET-00338,Corrective,CALIBRATION-DRIFT,111,1963,000150000312
WO-2151621,ASSET-00338,Preventive,,0,,000150000312
WO-2151622,ASSET-00338,Corrective,CALIBRATION-DRIFT,110,354,000150000312
WO-2151623,ASSET-00338,Corrective,BELT-FAILURE,50,1267,000150000312
WO-2151624,ASSET-00338,Preventive,,0,,000150000312
WO-2151625,ASSET-00338,Corrective,HYDRAULIC-LEAK,158,365,000150000312
WO-2151626,ASSET-00338,Preventive,,0,,000150000312
WO-2151627,ASSET-00339,Preventive,,0,,000150000313
WO-2151628,ASSET-00339,Preventive,,0,,000150000313
WO-2151629,ASSET-00339,Preventive,,0,,000150000313
WO-2151630,ASSET-00339,Corrective,CONTROLLER-FAULT,150,1611,000150000313
WO-2151631,ASSET-00339,Preventive,,0,,000150000313
WO-2151632,ASSET-00339,Corrective,SPINDLE-SEIZURE,106,1382,000150000313
WO-2151633,ASSET-00340,Preventive,,0,,000150000314
WO-2151634,ASSET-00340,Corrective,SENSOR-FAULT,200,1027,000150000314
WO-2151635,ASSET-00340,Preventive,,0,,000150000314
WO-2151636,ASSET-00340,Preventive,,0,,000150000314
WO-2151637,ASSET-00341,Preventive,,0,,000150000315
WO-2151638,ASSET-00341,Preventive,,0,,000150000315
WO-2151639,ASSET-00341,Corrective,DIE-WEAR,73,1679,000150000315
WO-2151640,ASSET-00341,Corrective,PNEUMATIC-LEAK,74,717,000150000315
WO-2151641,ASSET-00341,Preventive,,0,,000150000315
WO-2151642,ASSET-00341,Preventive,,0,,000150000315
WO-2151643,ASSET-00341,Preventive,,0,,000150000315
WO-2151644,ASSET-00342,Preventive,,0,,000150000316
WO-2151645,ASSET-00342,Preventive,,0,,000150000316
WO-2151646,ASSET-00342,Corrective,BEARING-FAILURE,134,902,000150000316
WO-2151647,ASSET-00342,Corrective,BELT-FAILURE,51,1316,000150000316
WO-2151648,ASSET-00343,Preventive,,0,,000150000317
WO-2151649,ASSET-00343,Preventive,,0,,000150000317
WO-2151650,ASSET-00343,Preventive,,0,,000150000317
WO-2151651,ASSET-00343,Preventive,,0,,000150000317
WO-2151652,ASSET-00343,Corrective,CALIBRATION-DRIFT,208,847,000150000317
WO-2151653,ASSET-00343,Preventive,,0,,000150000317
WO-2151654,ASSET-00343,Preventive,,0,,000150000317
WO-2151655,ASSET-00343,Corrective,MOTOR-BURNOUT,118,241,000150000317
WO-2151656,ASSET-00343,Preventive,,0,,000150000317
WO-2151657,ASSET-00344,Preventive,,0,,000150000318
WO-2151658,ASSET-00344,Corrective,DIE-WEAR,66,739,000150000318
WO-2151659,ASSET-00344,Corrective,HYDRAULIC-LEAK,58,1995,000150000318
WO-2151660,ASSET-00345,Preventive,,0,,000150000319
WO-2151661,ASSET-00345,Preventive,,0,,000150000319
WO-2151662,ASSET-00345,Corrective,CALIBRATION-DRIFT,65,225,000150000319
WO-2151663,ASSET-00345,Preventive,,0,,000150000319
WO-2151664,ASSET-00346,Emergency,SPINDLE-SEIZURE,433,909,
WO-2151665,ASSET-00346,Corrective,HYDRAULIC-LEAK,192,529,
WO-2151666,ASSET-00346,Preventive,,0,,
WO-2151667,ASSET-00346,Preventive,,0,,
WO-2151668,ASSET-00346,Preventive,,0,,
WO-2151669,ASSET-00346,Preventive,,0,,
WO-2151670,ASSET-00346,Emergency,CONTROLLER-FAULT,572,1876,
WO-2151671,ASSET-00347,Preventive,,0,,000150000320
WO-2151672,ASSET-00347,Preventive,,0,,000150000320
WO-2151673,ASSET-00347,Corrective,SPINDLE-SEIZURE,227,1643,000150000320
WO-2151674,ASSET-00347,Preventive,,0,,000150000320
WO-2151675,ASSET-00348,Emergency,MOTOR-BURNOUT,405,1771,
WO-2151676,ASSET-00348,Preventive,,0,,
WO-2151677,ASSET-00348,Corrective,BELT-FAILURE,129,767,
WO-2151678,ASSET-00348,Preventive,,0,,
WO-2151679,ASSET-00348,Corrective,PNEUMATIC-LEAK,76,1224,
WO-2151680,ASSET-00348,Preventive,,0,,
WO-2151681,ASSET-00348,Corrective,PNEUMATIC-LEAK,168,1198,
WO-2151682,ASSET-00349,Preventive,,0,,000150000321
WO-2151683,ASSET-00349,Corrective,DIE-WEAR,92,1714,000150000321
WO-2151684,ASSET-00350,Preventive,,0,,000150000322
WO-2151685,ASSET-00350,Emergency,HYDRAULIC-LEAK,186,388,000150000322
WO-2151686,ASSET-00350,Preventive,,0,,000150000322
WO-2151687,ASSET-00351,Preventive,,0,,000150000323
WO-2151688,ASSET-00351,Preventive,,0,,000150000323
WO-2151689,ASSET-00351,Corrective,CONTROLLER-FAULT,136,431,000150000323
WO-2151690,ASSET-00351,Corrective,BEARING-FAILURE,181,1812,000150000323
WO-2151691,ASSET-00351,Preventive,,0,,000150000323
WO-2151692,ASSET-00351,Preventive,,0,,000150000323
WO-2151693,ASSET-00352,Preventive,,0,,000150000324
WO-2151694,ASSET-00352,Corrective,BELT-FAILURE,174,1524,000150000324
WO-2151695,ASSET-00352,Preventive,,0,,000150000324
WO-2151696,ASSET-00352,Preventive,,0,,000150000324
WO-2151697,ASSET-00352,Preventive,,0,,000150000324
WO-2151698,ASSET-00352,Emergency,SPINDLE-SEIZURE,88,1818,000150000324
WO-2151699,ASSET-00352,Preventive,,0,,000150000324
WO-2151700,ASSET-00353,Corrective,MOTOR-BURNOUT,144,1546,
WO-2151701,ASSET-00353,Preventive,,0,,
WO-2151702,ASSET-00353,Corrective,CALIBRATION-DRIFT,70,1494,
WO-2151703,ASSET-00353,Preventive,,0,,
WO-2151704,ASSET-00353,Preventive,,0,,
WO-2151705,ASSET-00353,Corrective,PNEUMATIC-LEAK,32,1419,
WO-2151706,ASSET-00354,Preventive,,0,,000150000325
WO-2151707,ASSET-00354,Preventive,,0,,000150000325
WO-2151708,ASSET-00354,Emergency,SENSOR-FAULT,543,397,000150000325
WO-2151709,ASSET-00354,Preventive,,0,,000150000325
WO-2151710,ASSET-00355,Corrective,BELT-FAILURE,174,848,000150000326
WO-2151711,ASSET-00355,Corrective,BELT-FAILURE,103,900,000150000326
WO-2151712,ASSET-00355,Preventive,,0,,000150000326
WO-2151713,ASSET-00355,Corrective,MOTOR-BURNOUT,185,1175,000150000326
WO-2151714,ASSET-00355,Corrective,BEARING-FAILURE,202,1050,000150000326
WO-2151715,ASSET-00356,Preventive,,0,,000150000327
WO-2151716,ASSET-00356,Preventive,,0,,000150000327
WO-2151717,ASSET-00356,Preventive,,0,,000150000327
WO-2151718,ASSET-00356,Corrective,CONTROLLER-FAULT,200,723,000150000327
WO-2151719,ASSET-00357,Emergency,MOTOR-BURNOUT,514,425,000150000328
WO-2151720,ASSET-00357,Preventive,,0,,000150000328
WO-2151721,ASSET-00357,Preventive,,0,,000150000328
WO-2151722,ASSET-00357,Preventive,,0,,000150000328
WO-2151723,ASSET-00358,Preventive,,0,,000150000329
WO-2151724,ASSET-00358,Corrective,CALIBRATION-DRIFT,160,1949,000150000329
WO-2151725,ASSET-00358,Corrective,CONTROLLER-FAULT,137,918,000150000329
WO-2151726,ASSET-00358,Corrective,HYDRAULIC-LEAK,157,1528,000150000329
WO-2151727,ASSET-00358,Corrective,SENSOR-FAULT,73,1992,000150000329
WO-2151728,ASSET-00358,Preventive,,0,,000150000329
WO-2151729,ASSET-00358,Preventive,,0,,000150000329
WO-2151730,ASSET-00358,Corrective,CALIBRATION-DRIFT,136,1736,000150000329
WO-2151731,ASSET-00359,Preventive,,0,,000150000330
WO-2151732,ASSET-00359,Emergency,CALIBRATION-DRIFT,71,1963,000150000330
WO-2151733,ASSET-00359,Preventive,,0,,000150000330
WO-2151734,ASSET-00359,Emergency,DIE-WEAR,219,640,000150000330
WO-2151735,ASSET-00359,Preventive,,0,,000150000330
WO-2151736,ASSET-00359,Preventive,,0,,000150000330
WO-2151737,ASSET-00359,Corrective,PNEUMATIC-LEAK,62,739,000150000330
WO-2151738,ASSET-00359,Corrective,HYDRAULIC-LEAK,149,1858,000150000330
WO-2151739,ASSET-00360,Corrective,SENSOR-FAULT,220,672,000150000331
WO-2151740,ASSET-00360,Corrective,HYDRAULIC-LEAK,203,1371,000150000331
WO-2151741,ASSET-00360,Preventive,,0,,000150000331
WO-2151742,ASSET-00361,Preventive,,0,,000150000332
WO-2151743,ASSET-00361,Emergency,CONTROLLER-FAULT,221,599,000150000332
WO-2151744,ASSET-00361,Preventive,,0,,000150000332
WO-2151745,ASSET-00361,Preventive,,0,,000150000332
