Material_No,Bin_Location,Quantity,Kanban_ID,Ship_From,Ship_To
MAT-186890,A-22-1,2455,KANBAN-00017,Paint Shop DE,Assembly Plant MX
MAT-535251,A-27-5,701,KANBAN-00018,Paint Shop DE,Assembly Plant MX
MAT-408531,C-25-5,2699,KANBAN-00019,Paint Shop DE,Assembly Plant MX
MAT-641800,A-14-3,4056,KANBAN-00020,Paint Shop DE,Assembly Plant MX
MAT-554843,D-08-3,4821,KANBAN-00021,Paint Shop DE,Assembly Plant MX
MAT-752618,F-05-4,2283,KANBAN-00022,Paint Shop DE,Assembly Plant MX
MAT-529256,D-06-1,3205,KANBAN-00023,Paint Shop DE,Assembly Plant MX
MAT-593160,G-16-2,1401,KANBAN-00024,Paint Shop DE,Assembly Plant MX
MAT-207624,A-28-1,2000,KANBAN-00025,Paint Shop DE,Assembly Plant MX
MAT-947164,E-18-3,1445,KANBAN-00026,Paint Shop DE,Assembly Plant MX
MAT-484664,A-04-4,2421,KANBAN-00027,Paint Shop DE,Assembly Plant MX
MAT-573330,H-24-1,717,KANBAN-00028,Paint Shop DE,Assembly Plant MX
MAT-692486,G-04-5,1921,KANBAN-00029,Paint Shop DE,Assembly Plant MX
MAT-555486,A-06-3,4352,KANBAN-00030,Paint Shop DE,Assembly Plant MX
MAT-300750,H-20-2,3298,KANBAN-00031,Paint Shop DE,Assembly Plant MX
MAT-952774,C-25-1,4269,KANBAN-00032,Paint Shop DE,Assembly Plant MX
MAT-227940,D-04-1,2129,KANBAN-00033,Paint Shop DE,Assembly Plant MX
MAT-182859,E-11-2,2454,KANBAN-00034,Paint Shop DE,Assembly Plant MX
MAT-658221,H-09-2,4045,KANBAN-00035,Paint Shop DE,Assembly Plant MX
MAT-476077,G-11-5,1304,KANBAN-00036,Paint Shop DE,Assembly Plant MX
MAT-917854,D-16-2,3236,KANBAN-00037,Paint Shop DE,Assembly Plant MX
MAT-385502,A-14-4,382,KANBAN-00038,Paint Shop DE,Assembly Plant MX
MAT-842987,H-21-2,2481,KANBAN-00039,Paint Shop DE,Assembly Plant MX
MAT-744781,A-15-4,2026,KANBAN-00040,Paint Shop DE,Assembly Plant MX
MAT-303235,G-13-3,2504,KANBAN-00041,Paint Shop DE,Assembly Plant MX
MAT-469026,D-27-2,2477,KANBAN-00042,Paint Shop DE,Assembly Plant MX
MAT-481673,E-20-3,4990,KANBAN-00043,Paint Shop DE,Assembly Plant MX
MAT-898632,E-12-3,2544,KANBAN-00044,Paint Shop DE,Assembly Plant MX
MAT-298747,D-02-2,4440,KANBAN-00045,Paint Shop DE,Assembly Plant MX
MAT-865377,C-13-1,4277,KANBAN-00046,Paint Shop DE,Assembly Plant MX
MAT-681739,E-03-5,4963,KANBAN-00047,Paint Shop DE,Assembly Plant MX
MAT-469778,F-18-5,3336,KANBAN-00048,Paint Shop DE,Assembly Plant MX
MAT-165163,F-18-2,3197,KANBAN-00049,Paint Shop DE,Assembly Plant MX
MAT-156068,G-19-2,268,KANBAN-00050,Paint Shop DE,Assembly Plant MX
MAT-116032,D-12-1,87,KANBAN-00051,Paint Shop DE,Assembly Plant MX
MAT-396079,F-24-2,3981,KANBAN-00052,Paint Shop DE,Assembly Plant MX
MAT-213856,H-11-3,853,KANBAN-00053,Paint Shop DE,Assembly Plant MX
MAT-300287,B-06-3,4229,KANBAN-00054,Paint Shop DE,Assembly Plant MX
MAT-125995,D-08-4,130,KANBAN-00055,Paint Shop DE,Assembly Plant MX
MAT-752213,H-06-5,3847,KANBAN-00056,Paint Shop DE,Assembly Plant MX
MAT-456038,F-04-4,1243,KANBAN-00057,Paint Shop DE,Assembly Plant MX
MAT-598403,C-11-4,1582,KANBAN-00058,Paint Shop DE,Assembly Plant MX
MAT-566971,B-23-1,4197,KANBAN-00059,Paint Shop DE,Assembly Plant MX
MAT-989670,H-05-3,1614,KANBAN-00060,Paint Shop DE,Assembly Plant MX
MAT-917257,F-24-4,156,KANBAN-00061,Paint Shop DE,Assembly Plant MX
MAT-455772,E-22-1,2167,KANBAN-00062,Paint Shop DE,Assembly Plant MX
MAT-573795,F-20-5,2675,KANBAN-00063,Paint Shop DE,Assembly Plant MX
MAT-235490,E-15-3,3771,KANBAN-00064,Paint Shop DE,Assembly Plant MX
MAT-472443,E-05-1,1363,KANBAN-00065,Paint Shop DE,Assembly Plant MX
MAT-100882,C-20-3,4835,KANBAN-00066,Paint Shop DE,Assembly Plant MX
MAT-169160,H-27-2,3931,KANBAN-00067,Paint Shop DE,Assembly Plant MX
MAT-245490,B-09-4,4259,KANBAN-00068,Paint Shop DE,Assembly Plant MX
MAT-948934,B-19-5,259,KANBAN-00069,Paint Shop DE,Assembly Plant MX
MAT-685466,A-27-4,790,KANBAN-00070,Paint Shop DE,Assembly Plant MX
MAT-681518,G-29-5,3102,KANBAN-00071,Paint Shop DE,Assembly Plant MX
MAT-216916,E-05-4,2364,KANBAN-00072,Paint Shop DE,Assembly Plant MX
MAT-934383,C-22-1,3512,KANBAN-00073,Paint Shop DE,Assembly Plant MX
MAT-531180,A-26-5,3163,KANBAN-00074,Paint Shop DE,Assembly Plant MX
MAT-740916,F-05-2,1629,KANBAN-00075,Paint Shop DE,Assembly Plant MX
MAT-697117,C-02-4,1230,KANBAN-00076,Paint Shop DE,Assembly Plant MX
MAT-795957,B-26-1,2208,KANBAN-00077,Paint Shop DE,Assembly Plant MX
MAT-636071,A-21-5,553,KANBAN-00078,Paint Shop DE,Assembly Plant MX
MAT-883942,F-27-4,2930,KANBAN-00079,Paint Shop DE,Assembly Plant MX
MAT-619783,G-05-4,3062,KANBAN-00080,Paint Shop DE,Assembly Plant MX
MAT-671747,H-27-5,2159,KANBAN-00081,Paint Shop DE,Assembly Plant MX
MAT-883901,B-05-1,1486,KANBAN-00082,Paint Shop DE,Assembly Plant MX
MAT-528094,H-12-3,606,KANBAN-00083,Paint Shop DE,Assembly Plant MX
MAT-405529,C-23-2,408,KANBAN-00084,Paint Shop DE,Assembly Plant MX
MAT-852924,A-10-5,3764,KANBAN-00085,Paint Shop DE,Assembly Plant MX
MAT-501757,D-12-2,1596,KANBAN-00086,Paint Shop DE,Assembly Plant MX
MAT-786902,E-16-5,210,KANBAN-00087,Paint Shop DE,Assembly Plant MX
MAT-555032,E-09-5,2249,KANBAN-00088,Paint Shop DE,Assembly Plant MX
MAT-873799,H-14-3,381,KANBAN-00089,Paint Shop DE,Assembly Plant MX
MAT-462191,G-28-2,2407,KANBAN-00090,Paint Shop DE,Assembly Plant MX
MAT-674026,B-10-4,3732,KANBAN-00091,Paint Shop DE,Assembly Plant MX
MAT-939646,F-18-2,297,KANBAN-00092,Paint Shop DE,Assembly Plant MX
MAT-630476,D-09-2,4056,KANBAN-00093,Paint Shop DE,Assembly Plant MX
MAT-731154,E-20-2,3891,KANBAN-00094,Paint Shop DE,Assembly Plant MX
MAT-759584,A-29-1,194,KANBAN-00095,Paint Shop DE,Assembly Plant MX
MAT-971792,F-12-4,982,KANBAN-00096,Paint Shop DE,Assembly Plant MX
MAT-211841,G-19-4,1472,KANBAN-00097,Paint Shop DE,Assembly Plant MX
MAT-282904,G-01-2,1517,KANBAN-00098,Paint Shop DE,Assembly Plant MX
MAT-687250,F-10-4,1474,KANBAN-00099,Paint Shop DE,Assembly Plant MX
MAT-239070,D-25-5,2196,KANBAN-00100,Paint Shop DE,Assembly Plant MX
MAT-837359,H-20-3,590,KANBAN-00101,Paint Shop DE,Assembly Plant MX
MAT-791528,A-09-2,4982,KANBAN-00102,Paint Shop DE,Assembly Plant MX
MAT-110852,C-06-4,4698,KANBAN-00103,Paint Shop DE,Assembly Plant MX
MAT-861424,G-12-1,3560,KANBAN-00104,Paint Shop DE,Assembly Plant MX
MAT-453745,H-10-4,2218,KANBAN-00105,Paint Shop DE,Assembly Plant MX
MAT-949620,E-10-4,3127,KANBAN-00106,Paint Shop DE,Assembly Plant MX
MAT-594288,A-07-3,2782,KANBAN-00107,Paint Shop DE,Assembly Plant MX
MAT-354543,D-10-4,2477,KANBAN-00108,Paint Shop DE,Assembly Plant MX
MAT-129045,G-22-2,2888,KANBAN-00109,Paint Shop DE,Assembly Plant MX
MAT-143964,C-28-3,718,KANBAN-00110,Paint Shop DE,Assembly Plant MX
MAT-404093,E-08-4,3604,KANBAN-00111,Paint Shop DE,Assembly Plant MX
MAT-618382,D-18-1,2322,KANBAN-00112,Paint Shop DE,Assembly Plant MX
MAT-694271,B-16-4,4167,KANBAN-00113,Paint Shop DE,Assembly Plant MX
MAT-947913,C-05-5,4491,KANBAN-00114,Paint Shop DE,Assembly Plant MX
MAT-368516,C-06-2,3431,KANBAN-00115,Paint Shop DE,Assembly Plant MX
MAT-317553,D-03-4,398,KANBAN-00116,Paint Shop DE,Assembly Plant MX
MAT-822668,G-16-2,3849,KANBAN-00117,Paint Shop DE,Assembly Plant MX
MAT-683378,D-26-3,2148,KANBAN-00118,Paint Shop DE,Assembly Plant MX
MAT-524060,D-03-3,1546,KANBAN-00119,Paint Shop DE,Assembly Plant MX
MAT-414209,G-04-3,3522,KANBAN-00120,Paint Shop DE,Assembly Plant MX
MAT-902233,H-17-4,4446,KANBAN-00001,Transmission Plant PL,Assembly Plant MX
MAT-706339,B-01-5,3735,KANBAN-00002,Transmission Plant PL,Assembly Plant MX
MAT-248136,B-03-1,4337,KANBAN-00003,Transmission Plant PL,Assembly Plant MX
MAT-211999,C-01-2,1478,KANBAN-00004,Transmission Plant PL,Assembly Plant MX
MAT-706936,D-14-5,4424,KANBAN-00005,Transmission Plant PL,Assembly Plant MX
MAT-404113,E-28-2,1011,KANBAN-00006,Transmission Plant PL,Assembly Plant MX
MAT-361418,C-23-5,3578,KANBAN-00007,Transmission Plant PL,Assembly Plant MX
MAT-225616,F-17-2,3664,KANBAN-00008,Transmission Plant PL,Assembly Plant MX
MAT-717989,D-01-4,1314,KANBAN-00009,Transmission Plant PL,Assembly Plant MX
MAT-867926,H-13-5,3832,KANBAN-00010,Transmission Plant PL,Assembly Plant MX
MAT-955509,B-08-2,4748,KANBAN-00011,Transmission Plant PL,Assembly Plant MX
MAT-280967,G-21-3,359,KANBAN-00012,Transmission Plant PL,Assembly Plant MX
MAT-859663,D-24-3,2204,KANBAN-00013,Transmission Plant PL,Assembly Plant MX
MAT-461562,A-07-2,877,KANBAN-00014,Transmission Plant PL,Assembly Plant MX
MAT-269951,B-24-1,4795,KANBAN-00015,Transmission Plant PL,Assembly Plant MX
MAT-326312,D-20-2,2705,KANBAN-00016,Transmission Plant PL,Assembly Plant MX
MAT-460742,F-15-3,3922,KANBAN-00017,Transmission Plant PL,Assembly Plant MX
MAT-527428,G-20-5,4026,KANBAN-00018,Transmission Plant PL,Assembly Plant MX
MAT-140450,A-27-5,4136,KANBAN-00019,Transmission Plant PL,Assembly Plant MX
MAT-590760,H-13-4,124,KANBAN-00020,Transmission Plant PL,Assembly Plant MX
MAT-322838,G-13-2,3022,KANBAN-00021,Transmission Plant PL,Assembly Plant MX
MAT-533194,C-14-3,4079,KANBAN-00022,Transmission Plant PL,Assembly Plant MX
MAT-957358,B-24-5,1011,KANBAN-00023,Transmission Plant PL,Assembly Plant MX
MAT-942888,H-23-3,3412,KANBAN-00024,Transmission Plant PL,Assembly Plant MX
MAT-363786,F-14-5,1652,KANBAN-00025,Transmission Plant PL,Assembly Plant MX
MAT-272613,B-19-2,854,KANBAN-00026,Transmission Plant PL,Assembly Plant MX
MAT-822756,A-27-1,2647,KANBAN-00027,Transmission Plant PL,Assembly Plant MX
MAT-193628,G-14-4,3237,KANBAN-00028,Transmission Plant PL,Assembly Plant MX
MAT-504100,E-28-3,3931,KANBAN-00029,Transmission Plant PL,Assembly Plant MX
MAT-505940,C-01-1,3096,KANBAN-00030,Transmission Plant PL,Assembly Plant MX
MAT-603571,C-04-2,2978,KANBAN-00031,Transmission Plant PL,Assembly Plant MX
MAT-755246,D-10-3,1386,KANBAN-00032,Transmission Plant PL,Assembly Plant MX
MAT-737112,H-24-2,1832,KANBAN-00033,Transmission Plant PL,Assembly Plant MX
MAT-149880,H-21-5,4964,KANBAN-00034,Transmission Plant PL,Assembly Plant MX
MAT-488734,C-22-5,1046,KANBAN-00035,Transmission Plant PL,Assembly Plant MX
MAT-775183,G-12-2,2336,KANBAN-00036,Transmission Plant PL,Assembly Plant MX
MAT-536892,D-07-2,2531,KANBAN-00037,Transmission Plant PL,Assembly Plant MX
MAT-298566,D-02-3,1818,KANBAN-00038,Transmission Plant PL,Assembly Plant MX
MAT-547607,B-15-4,1747,KANBAN-00039,Transmission Plant PL,Assembly Plant MX
MAT-960525,D-14-4,2571,KANBAN-00040,Transmission Plant PL,Assembly Plant MX
MAT-877378,C-04-5,1719,KANBAN-00041,Transmission Plant PL,Assembly Plant MX
MAT-360508,E-15-3,1968,KANBAN-00042,Transmission Plant PL,Assembly Plant MX
MAT-490759,A-12-3,4838,KANBAN-00043,Transmission Plant PL,Assembly Plant MX
MAT-598630,B-22-3,1381,KANBAN-00044,Transmission Plant PL,Assembly Plant MX
MAT-538580,G-23-2,4664,KANBAN-00045,Transmission Plant PL,Assembly Plant MX
MAT-684517,A-10-5,4439,KANBAN-00046,Transmission Plant PL,Assembly Plant MX
MAT-471155,C-09-4,82,KANBAN-00047,Transmission Plant PL,Assembly Plant MX
MAT-767788,G-12-1,3080,KANBAN-00048,Transmission Plant PL,Assembly Plant MX
MAT-454340,F-05-5,4164,KANBAN-00049,Transmission Plant PL,Assembly Plant MX
MAT-619883,A-26-4,796,KANBAN-00050,Transmission Plant PL,Assembly Plant MX
MAT-890464,D-15-3,649,KANBAN-00051,Transmission Plant PL,Assembly Plant MX
MAT-249265,G-13-1,2519,KANBAN-00052,Transmission Plant PL,Assembly Plant MX
MAT-509093,D-25-2,4941,KANBAN-00053,Transmission Plant PL,Assembly Plant MX
MAT-781915,D-08-3,573,KANBAN-00054,Transmission Plant PL,Assembly Plant MX
MAT-855421,H-07-1,2176,KANBAN-00055,Transmission Plant PL,Assembly Plant MX
MAT-693309,F-24-1,2465,KANBAN-00056,Transmission Plant PL,Assembly Plant MX
MAT-860430,D-14-1,2050,KANBAN-00057,Transmission Plant PL,Assembly Plant MX
MAT-306272,G-13-4,4009,KANBAN-00058,Transmission Plant PL,Assembly Plant MX
MAT-641224,C-25-4,2353,KANBAN-00059,Transmission Plant PL,Assembly Plant MX
MAT-174769,A-13-2,1129,KANBAN-00060,Transmission Plant PL,Assembly Plant MX
MAT-128683,B-18-4,2743,KANBAN-00061,Transmission Plant PL,Assembly Plant MX
MAT-192684,G-03-1,2563,KANBAN-00062,Transmission Plant PL,Assembly Plant MX
MAT-321689,B-29-3,685,KANBAN-00063,Transmission Plant PL,Assembly Plant MX
MAT-975636,B-26-4,1327,KANBAN-00064,Transmission Plant PL,Assembly Plant MX
MAT-454376,A-10-5,923,KANBAN-00065,Transmission Plant PL,Assembly Plant MX
MAT-362489,H-15-3,2657,KANBAN-00066,Transmission Plant PL,Assembly Plant MX
MAT-831913,G-29-1,3449,KANBAN-00067,Transmission Plant PL,Assembly Plant MX
MAT-752492,G-10-1,3679,KANBAN-00068,Transmission Plant PL,Assembly Plant MX
MAT-137567,A-12-5,3142,KANBAN-00069,Transmission Plant PL,Assembly Plant MX
MAT-963559,C-05-4,2720,KANBAN-00070,Transmission Plant PL,Assembly Plant MX
MAT-120379,B-26-5,485,KANBAN-00071,Transmission Plant PL,Assembly Plant MX
MAT-483030,A-27-3,3405,KANBAN-00072,Transmission Plant PL,Assembly Plant MX
MAT-617997,F-19-4,4112,KANBAN-00073,Transmission Plant PL,Assembly Plant MX
MAT-559574,B-04-5,4399,KANBAN-00074,Transmission Plant PL,Assembly Plant MX
MAT-557161,A-01-3,1290,KANBAN-00075,Transmission Plant PL,Assembly Plant MX
MAT-595777,H-21-4,2431,KANBAN-00076,Transmission Plant PL,Assembly Plant MX
MAT-116665,F-12-4,1863,KANBAN-00077,Transmission Plant PL,Assembly Plant MX
MAT-362560,D-23-2,4573,KANBAN-00078,Transmission Plant PL,Assembly Plant MX
MAT-369674,B-27-3,2622,KANBAN-00079,Transmission Plant PL,Assembly Plant MX
MAT-842626,D-25-5,4249,KANBAN-00080,Transmission Plant PL,Assembly Plant MX
MAT-533707,B-22-3,2268,KANBAN-00081,Transmission Plant PL,Assembly Plant MX
MAT-718539,H-21-4,1722,KANBAN-00082,Transmission Plant PL,Assembly Plant MX
MAT-924644,A-19-3,3688,KANBAN-00083,Transmission Plant PL,Assembly Plant MX
MAT-398101,E-13-3,4298,KANBAN-00084,Transmission Plant PL,Assembly Plant MX
MAT-564889,E-13-4,2244,KANBAN-00085,Transmission Plant PL,Assembly Plant MX
MAT-907968,F-16-5,807,KANBAN-00086,Transmission Plant PL,Assembly Plant MX
MAT-953014,H-24-3,3276,KANBAN-00087,Transmission Plant PL,Assembly Plant MX
MAT-245174,A-04-3,3853,KANBAN-00088,Transmission Plant PL,Assembly Plant MX
MAT-193524,D-11-5,4373,KANBAN-00089,Transmission Plant PL,Assembly Plant MX
MAT-602148,A-29-3,3059,KANBAN-00090,Transmission Plant PL,Assembly Plant MX
MAT-272846,E-02-2,914,KANBAN-00091,Transmission Plant PL,Assembly Plant MX
MAT-260674,G-13-4,4540,KANBAN-00092,Transmission Plant PL,Assembly Plant MX
MAT-148041,C-03-4,318,KANBAN-00093,Transmission Plant PL,Assembly Plant MX
MAT-291153,C-04-5,2651,KANBAN-00094,Transmission Plant PL,Assembly Plant MX
MAT-642971,B-26-2,4834,KANBAN-00095,Transmission Plant PL,Assembly Plant MX
MAT-250856,D-17-5,526,KANBAN-00096,Transmission Plant PL,Assembly Plant MX
MAT-461715,G-04-1,2734,KANBAN-00097,Transmission Plant PL,Assembly Plant MX
MAT-855747,G-08-2,1431,KANBAN-00098,Transmission Plant PL,Assembly Plant MX
MAT-536359,G-02-4,4478,KANBAN-00099,Transmission Plant PL,Assembly Plant MX
MAT-575701,B-08-2,4138,KANBAN-00100,Transmission Plant PL,Assembly Plant MX
MAT-185844,D-20-3,1631,KANBAN-00101,Transmission Plant PL,Assembly Plant MX
MAT-388787,E-21-1,2100,KANBAN-00102,Transmission Plant PL,Assembly Plant MX
MAT-176166,F-16-5,2158,KANBAN-00103,Transmission Plant PL,Assembly Plant MX
MAT-132650,D-23-5,3312,KANBAN-00104,Transmission Plant PL,Assembly Plant MX
MAT-460452,B-07-1,4701,KANBAN-00105,Transmission Plant PL,Assembly Plant MX
MAT-604719,A-28-4,2428,KANBAN-00106,Transmission Plant PL,Assembly Plant MX
MAT-603079,G-11-3,1909,KANBAN-00107,Transmission Plant PL,Assembly Plant MX
MAT-192879,G-05-4,2835,KANBAN-00108,Transmission Plant PL,Assembly Plant MX
MAT-923869,H-16-4,2654,KANBAN-00109,Transmission Plant PL,Assembly Plant MX
MAT-433454,C-02-4,576,KANBAN-00110,Transmission Plant PL,Assembly Plant MX
MAT-470798,D-26-4,2635,KANBAN-00111,Transmission Plant PL,Assembly Plant MX
MAT-655462,C-15-5,2360,KANBAN-00112,Transmission Plant PL,Assembly Plant MX
MAT-431628,F-29-5,1717,KANBAN-00113,Transmission Plant PL,Assembly Plant MX
MAT-985479,C-10-3,693,KANBAN-00114,Transmission Plant PL,Assembly Plant MX
MAT-299618,E-24-1,4660,KANBAN-00115,Transmission Plant PL,Assembly Plant MX
MAT-414095,G-29-3,3832,KANBAN-00116,Transmission Plant PL,Assembly Plant MX
MAT-228855,H-26-4,3198,KANBAN-00117,Transmission Plant PL,Assembly Plant MX
MAT-321761,G-27-5,1264,KANBAN-00118,Transmission Plant PL,Assembly Plant MX
MAT-259442,D-03-5,207,KANBAN-00119,Transmission Plant PL,Assembly Plant MX
MAT-417633,H-06-2,655,KANBAN-00120,Transmission Plant PL,Assembly Plant MX
MAT-959968,B-22-4,3069,KANBAN-00121,Transmission Plant PL,Assembly Plant MX
MAT-697009,F-19-3,4393,KANBAN-00122,Transmission Plant PL,Assembly Plant MX
MAT-620409,A-06-1,159,KANBAN-00123,Transmission Plant PL,Assembly Plant MX
MAT-974472,D-26-1,2163,KANBAN-00124,Transmission Plant PL,Assembly Plant MX
MAT-213492,E-16-2,2679,KANBAN-00125,Transmission Plant PL,Assembly Plant MX
MAT-509200,D-25-3,1114,KANBAN-00126,Transmission Plant PL,Assembly Plant MX
MAT-210153,B-26-3,1925,KANBAN-00127,Transmission Plant PL,Assembly Plant MX
MAT-471806,F-24-1,2432,KANBAN-00128,Transmission Plant PL,Assembly Plant MX
MAT-898146,H-14-4,749,KANBAN-00129,Transmission Plant PL,Assembly Plant MX
MAT-337900,F-17-3,752,KANBAN-00130,Transmission Plant PL,Assembly Plant MX
MAT-336928,C-05-5,1644,KANBAN-00131,Transmission Plant PL,Assembly Plant MX
MAT-711786,A-13-3,4945,KANBAN-00132,Transmission Plant PL,Assembly Plant MX
MAT-190089,C-28-3,4468,KANBAN-00133,Transmission Plant PL,Assembly Plant MX
MAT-314701,D-24-5,1841,KANBAN-00134,Transmission Plant PL,Assembly Plant MX
MAT-141247,C-13-4,3136,KANBAN-00135,Transmission Plant PL,Assembly Plant MX
MAT-271887,E-23-3,637,KANBAN-00136,Transmission Plant PL,Assembly Plant MX
MAT-101298,A-27-2,4739,KANBAN-00137,Transmission Plant PL,Assembly Plant MX
MAT-224730,E-10-1,4938,KANBAN-00138,Transmission Plant PL,Assembly Plant MX
MAT-334360,G-01-1,1316,KANBAN-00139,Transmission Plant PL,Assembly Plant MX
MAT-325579,G-28-1,3987,KANBAN-00140,Transmission Plant PL,Assembly Plant MX
MAT-672007,C-08-5,385,KANBAN-00141,Transmission Plant PL,Assembly Plant MX
MAT-748422,F-09-2,1982,KANBAN-00142,Transmission Plant PL,Assembly Plant MX
MAT-809752,F-11-3,1867,KANBAN-00143,Transmission Plant PL,Assembly Plant MX
MAT-838045,G-26-4,1681,KANBAN-00144,Transmission Plant PL,Assembly Plant MX
MAT-671865,D-23-4,2942,KANBAN-00145,Transmission Plant PL,Assembly Plant MX
MAT-729756,D-05-4,4438,KANBAN-00146,Transmission Plant PL,Assembly Plant MX
MAT-640416,E-16-2,1745,KANBAN-00147,Transmission Plant PL,Assembly Plant MX
MAT-373746,E-23-3,1359,KANBAN-00148,Transmission Plant PL,Assembly Plant MX
MAT-700379,F-13-4,1966,KANBAN-00149,Transmission Plant PL,Assembly Plant MX
MAT-352350,D-18-5,853,KANBAN-00150,Transmission Plant PL,Assembly Plant MX
MAT-741207,G-24-4,4085,KANBAN-00151,Transmission Plant PL,Assembly Plant MX
MAT-395063,B-08-5,476,KANBAN-00152,Transmission Plant PL,Assembly Plant MX
MAT-653645,D-11-5,3548,KANBAN-00153,Transmission Plant PL,Assembly Plant MX
MAT-692112,A-13-1,4917,KANBAN-00154,Transmission Plant PL,Assembly Plant MX
MAT-574022,A-26-5,4167,KANBAN-00155,Transmission Plant PL,Assembly Plant MX
MAT-775830,E-16-4,3731,KANBAN-00156,Transmission Plant PL,Assembly Plant MX
MAT-562958,D-17-4,3762,KANBAN-00157,Transmission Plant PL,Assembly Plant MX
MAT-847730,D-02-4,4224,KANBAN-00158,Transmission Plant PL,Assembly Plant MX
MAT-363456,F-04-2,2898,KANBAN-00159,Transmission Plant PL,Assembly Plant MX
MAT-928591,D-20-5,2665,KANBAN-00160,Transmission Plant PL,Assembly Plant MX
MAT-607099,B-10-4,4444,KANBAN-00161,Transmission Plant PL,Assembly Plant MX
MAT-852255,A-02-5,797,KANBAN-00162,Transmission Plant PL,Assembly Plant MX
MAT-576570,C-29-3,3417,KANBAN-00163,Transmission Plant PL,Assembly Plant MX
MAT-704072,F-12-1,3673,KANBAN-00164,Transmission Plant PL,Assembly Plant MX
MAT-653472,H-24-3,3917,KANBAN-00165,Transmission Plant PL,Assembly Plant MX
MAT-760183,H-02-3,4007,KANBAN-00166,Transmission Plant PL,Assembly Plant MX
MAT-528344,A-06-1,2886,KANBAN-00167,Transmission Plant PL,Assembly Plant MX
MAT-899497,B-20-4,4691,KANBAN-00168,Transmission Plant PL,Assembly Plant MX
MAT-522249,A-22-5,3059,KANBAN-00169,Transmission Plant PL,Assembly Plant MX
MAT-470221,B-28-2,4739,KANBAN-00170,Transmission Plant PL,Assembly Plant MX
MAT-864476,D-11-4,978,KANBAN-00171,Transmission Plant PL,Assembly Plant MX
MAT-242900,G-16-4,69,KANBAN-00172,Transmission Plant PL,Assembly Plant MX
MAT-583543,G-06-1,3788,KANBAN-00173,Transmission Plant PL,Assembly Plant MX
MAT-560214,D-01-5,919,KANBAN-00174,Transmission Plant PL,Assembly Plant MX
MAT-202943,B-17-5,2657,KANBAN-00175,Transmission Plant PL,Assembly Plant MX
MAT-410036,E-06-4,2661,KANBAN-00176,Transmission Plant PL,Assembly Plant MX
MAT-231001,C-06-1,2740,KANBAN-00177,Transmission Plant PL,Assembly Plant MX
MAT-887127,H-21-4,1274,KANBAN-00178,Transmission Plant PL,Assembly Plant MX
MAT-684583,F-18-1,1441,KANBAN-00179,Transmission Plant PL,Assembly Plant MX
MAT-204837,E-04-2,3345,KANBAN-00180,Transmission Plant PL,Assembly Plant MX
MAT-521536,G-28-3,860,KANBAN-00181,Transmission Plant PL,Assembly Plant MX
MAT-623161,E-09-3,4205,KANBAN-00182,Transmission Plant PL,Assembly Plant MX
MAT-731412,G-13-5,3107,KANBAN-00183,Transmission Plant PL,Assembly Plant MX
MAT-763026,A-06-5,2973,KANBAN-00184,Transmission Plant PL,Assembly Plant MX
MAT-429718,F-04-1,4025,KANBAN-00185,Transmission Plant PL,Assembly Plant MX
MAT-678833,A-17-5,1687,KANBAN-00186,Transmission Plant PL,Assembly Plant MX
MAT-263247,H-05-5,524,KANBAN-00187,Transmission Plant PL,Assembly Plant MX
MAT-947847,C-14-2,1379,KANBAN-00001,Seating & Interior Plant PL,Assembly Plant MX
MAT-907789,A-12-3,1888,KANBAN-00002,Seating & Interior Plant PL,Assembly Plant MX
MAT-122141,A-04-1,1756,KANBAN-00003,Seating & Interior Plant PL,Assembly Plant MX
MAT-670735,A-16-5,3618,KANBAN-00004,Seating & Interior Plant PL,Assembly Plant MX
MAT-679993,B-22-3,736,KANBAN-00005,Seating & Interior Plant PL,Assembly Plant MX
MAT-166935,D-26-2,1519,KANBAN-00006,Seating & Interior Plant PL,Assembly Plant MX
MAT-130554,C-06-5,4548,KANBAN-00007,Seating & Interior Plant PL,Assembly Plant MX
MAT-101960,A-16-5,2599,KANBAN-00008,Seating & Interior Plant PL,Assembly Plant MX
MAT-885278,B-08-1,397,KANBAN-00009,Seating & Interior Plant PL,Assembly Plant MX
MAT-357329,E-02-5,1174,KANBAN-00010,Seating & Interior Plant PL,Assembly Plant MX
MAT-602209,C-15-5,1194,KANBAN-00011,Seating & Interior Plant PL,Assembly Plant MX
MAT-737039,E-03-4,2294,KANBAN-00012,Seating & Interior Plant PL,Assembly Plant MX
MAT-141742,G-08-4,1727,KANBAN-00013,Seating & Interior Plant PL,Assembly Plant MX
MAT-648135,F-07-1,2074,KANBAN-00014,Seating & Interior Plant PL,Assembly Plant MX
MAT-693540,B-13-4,4449,KANBAN-00015,Seating & Interior Plant PL,Assembly Plant MX
MAT-555765,G-21-3,2744,KANBAN-00016,Seating & Interior Plant PL,Assembly Plant MX
MAT-620371,E-28-1,4367,KANBAN-00017,Seating & Interior Plant PL,Assembly Plant MX
MAT-103059,A-29-1,324,KANBAN-00018,Seating & Interior Plant PL,Assembly Plant MX
MAT-266409,A-29-2,1357,KANBAN-00019,Seating & Interior Plant PL,Assembly Plant MX
MAT-123827,E-21-5,3946,KANBAN-00020,Seating & Interior Plant PL,Assembly Plant MX
MAT-647086,A-15-2,2488,KANBAN-00021,Seating & Interior Plant PL,Assembly Plant MX
