PartNo,Bin,OnHandQty,IssuingPlant,ReceivingPlant
MAT-399372,E-25-5,4910,Seating & Interior Plant PL,Assembly Plant IN
MAT-957806,B-06-3,4774,Seating & Interior Plant PL,Assembly Plant IN
MAT-581949,B-07-3,2290,Seating & Interior Plant PL,Assembly Plant IN
MAT-996175,E-16-2,4948,Seating & Interior Plant PL,Assembly Plant IN
MAT-919460,D-10-5,2749,Seating & Interior Plant PL,Assembly Plant IN
MAT-590220,A-19-1,1001,Seating & Interior Plant PL,Assembly Plant IN
MAT-232006,E-20-5,2063,Seating & Interior Plant PL,Assembly Plant IN
MAT-798358,B-11-5,309,Seating & Interior Plant PL,Assembly Plant IN
MAT-244620,B-16-4,3166,Seating & Interior Plant PL,Assembly Plant IN
MAT-303197,E-03-1,741,Seating & Interior Plant PL,Assembly Plant IN
MAT-693393,A-23-1,4600,Seating & Interior Plant PL,Assembly Plant IN
MAT-592918,E-17-2,2908,Seating & Interior Plant PL,Assembly Plant IN
MAT-418937,E-18-5,4904,Seating & Interior Plant PL,Assembly Plant IN
MAT-948442,F-04-2,2047,Seating & Interior Plant PL,Assembly Plant IN
MAT-521291,G-05-1,795,Seating & Interior Plant PL,Assembly Plant IN
MAT-177044,C-28-2,237,Seating & Interior Plant PL,Assembly Plant IN
MAT-503282,A-07-3,1552,Seating & Interior Plant PL,Assembly Plant MX
MAT-640986,D-23-2,3218,Seating & Interior Plant PL,Assembly Plant MX
MAT-376175,F-03-4,3177,Seating & Interior Plant PL,Assembly Plant MX
MAT-355008,C-29-2,1886,Seating & Interior Plant PL,Assembly Plant MX
MAT-345653,F-15-5,2183,Seating & Interior Plant PL,Assembly Plant MX
MAT-138809,C-23-3,2951,Seating & Interior Plant PL,Assembly Plant MX
MAT-848286,D-06-4,853,Seating & Interior Plant PL,Assembly Plant MX
MAT-315051,A-09-4,3713,Seating & Interior Plant PL,Assembly Plant MX
MAT-442431,G-26-4,2288,Seating & Interior Plant PL,Assembly Plant MX
MAT-524436,B-22-4,3611,Seating & Interior Plant PL,Assembly Plant MX
MAT-461724,F-12-5,2993,Seating & Interior Plant PL,Assembly Plant MX
MAT-143377,H-17-5,3402,Seating & Interior Plant PL,Assembly Plant MX
MAT-563168,B-25-1,3153,Seating & Interior Plant PL,Assembly Plant MX
MAT-132179,G-09-2,80,Seating & Interior Plant PL,Assembly Plant MX
MAT-587822,F-22-2,213,Seating & Interior Plant PL,Assembly Plant MX
MAT-782338,H-29-3,1388,Seating & Interior Plant PL,Assembly Plant MX
MAT-439864,A-15-4,927,Seating & Interior Plant PL,Assembly Plant MX
MAT-459090,F-02-2,4964,Seating & Interior Plant PL,Assembly Plant MX
MAT-774898,E-14-5,1972,Seating & Interior Plant PL,Assembly Plant MX
MAT-820383,F-23-2,4601,Seating & Interior Plant PL,Assembly Plant MX
MAT-741675,F-03-2,3129,Seating & Interior Plant PL,Assembly Plant MX
MAT-856454,D-08-4,3507,Seating & Interior Plant PL,Assembly Plant MX
MAT-909564,E-08-2,905,Seating & Interior Plant PL,Assembly Plant MX
MAT-661146,D-18-3,260,Seating & Interior Plant PL,Assembly Plant MX
MAT-303428,D-08-2,365,Seating & Interior Plant PL,Assembly Plant MX
MAT-293106,G-15-4,430,Seating & Interior Plant PL,Assembly Plant MX
MAT-582383,D-04-4,4904,Seating & Interior Plant PL,Assembly Plant MX
MAT-655966,H-14-1,4999,Seating & Interior Plant PL,Assembly Plant MX
MAT-801650,F-24-2,3091,Seating & Interior Plant PL,Assembly Plant MX
MAT-416627,B-01-4,1064,Seating & Interior Plant PL,Assembly Plant MX
MAT-366733,C-28-4,1666,Seating & Interior Plant PL,Assembly Plant MX
MAT-982024,F-14-2,1617,Seating & Interior Plant PL,Assembly Plant MX
MAT-388414,G-06-2,4887,Seating & Interior Plant PL,Assembly Plant MX
MAT-816762,F-19-3,2452,Seating & Interior Plant PL,Assembly Plant MX
MAT-182996,F-14-5,411,Seating & Interior Plant PL,Assembly Plant MX
MAT-341711,C-27-3,4875,Seating & Interior Plant PL,Assembly Plant MX
MAT-121857,H-19-2,3611,Seating & Interior Plant PL,Assembly Plant MX
MAT-332105,H-15-3,2001,Seating & Interior Plant PL,Assembly Plant MX
MAT-521857,D-28-3,3243,Seating & Interior Plant PL,Assembly Plant MX
MAT-473340,G-23-1,213,Seating & Interior Plant PL,Assembly Plant MX
MAT-329561,G-26-3,1591,Seating & Interior Plant PL,Assembly Plant MX
MAT-450813,E-01-3,593,Seating & Interior Plant PL,Assembly Plant MX
MAT-241476,G-20-2,1315,Seating & Interior Plant PL,Assembly Plant MX
MAT-827073,B-13-3,4322,Seating & Interior Plant PL,Assembly Plant MX
MAT-728342,C-08-3,772,Seating & Interior Plant PL,Assembly Plant MX
MAT-121285,H-16-2,3904,Seating & Interior Plant PL,Assembly Plant MX
MAT-875254,B-08-2,3458,Seating & Interior Plant PL,Assembly Plant MX
MAT-293827,H-25-3,438,Seating & Interior Plant PL,Assembly Plant MX
MAT-891463,D-20-1,4919,Seating & Interior Plant PL,Assembly Plant MX
MAT-988144,G-18-4,2568,Seating & Interior Plant PL,Assembly Plant MX
MAT-744310,A-10-5,4993,Seating & Interior Plant PL,Assembly Plant MX
MAT-984524,C-19-3,4992,Seating & Interior Plant PL,Assembly Plant MX
MAT-770644,B-23-5,579,Seating & Interior Plant PL,Assembly Plant MX
MAT-939176,B-12-3,1027,Seating & Interior Plant PL,Assembly Plant MX
MAT-205805,C-18-1,3417,Seating & Interior Plant PL,Assembly Plant MX
MAT-866702,B-28-2,1423,Seating & Interior Plant PL,Assembly Plant MX
MAT-927556,C-14-2,660,Seating & Interior Plant PL,Assembly Plant MX
MAT-922030,A-20-3,4204,Seating & Interior Plant PL,Assembly Plant MX
MAT-759642,D-24-5,3971,Seating & Interior Plant PL,Assembly Plant MX
MAT-597879,F-01-1,1944,Seating & Interior Plant PL,Assembly Plant MX
MAT-710710,D-08-4,1731,Seating & Interior Plant PL,Assembly Plant MX
MAT-808534,B-02-1,2024,Seating & Interior Plant PL,Assembly Plant MX
MAT-993208,B-22-3,1611,Seating & Interior Plant PL,Assembly Plant MX
MAT-178078,C-22-2,385,Seating & Interior Plant PL,Assembly Plant MX
MAT-996225,F-14-4,1677,Seating & Interior Plant PL,Assembly Plant MX
MAT-758759,G-03-1,2350,Seating & Interior Plant PL,Assembly Plant MX
MAT-264813,D-28-1,4727,Seating & Interior Plant PL,Assembly Plant MX
MAT-286175,E-01-2,1847,Seating & Interior Plant PL,Assembly Plant MX
MAT-981204,D-26-4,4481,Seating & Interior Plant PL,Assembly Plant MX
MAT-720816,C-16-4,963,Seating & Interior Plant PL,Assembly Plant MX
MAT-520577,F-06-5,1906,Seating & Interior Plant PL,Assembly Plant MX
MAT-346420,D-13-1,1198,Seating & Interior Plant PL,Assembly Plant MX
MAT-259215,B-26-3,1249,Seating & Interior Plant PL,Assembly Plant MX
MAT-822699,C-13-2,2293,Seating & Interior Plant PL,Assembly Plant MX
MAT-276924,B-08-4,4629,Seating & Interior Plant PL,Assembly Plant MX
MAT-907927,C-16-5,1246,Seating & Interior Plant PL,Assembly Plant MX
MAT-940174,G-28-3,4071,Seating & Interior Plant PL,Assembly Plant MX
MAT-321694,B-24-2,2803,Seating & Interior Plant PL,Assembly Plant MX
MAT-624450,E-29-3,2277,Seating & Interior Plant PL,Assembly Plant MX
MAT-478855,H-24-5,579,Seating & Interior Plant PL,Assembly Plant MX
MAT-929733,H-02-3,3975,Seating & Interior Plant PL,Assembly Plant MX
MAT-674806,B-22-5,3904,Seating & Interior Plant PL,Assembly Plant MX
MAT-255608,H-17-1,3398,Seating & Interior Plant PL,Assembly Plant MX
MAT-700059,G-11-3,3691,Seating & Interior Plant PL,Assembly Plant MX
MAT-639807,E-29-2,835,Seating & Interior Plant PL,Assembly Plant MX
MAT-959837,F-01-5,1414,Seating & Interior Plant PL,Assembly Plant MX
MAT-916506,B-19-1,554,Seating & Interior Plant PL,Assembly Plant MX
MAT-735422,D-01-4,1467,Seating & Interior Plant PL,Assembly Plant MX
MAT-355368,D-10-3,3980,Seating & Interior Plant PL,Assembly Plant MX
MAT-614226,D-29-3,3622,Seating & Interior Plant PL,Assembly Plant MX
MAT-243887,A-18-5,3112,Seating & Interior Plant PL,Assembly Plant MX
MAT-220659,A-22-4,3214,Seating & Interior Plant PL,Assembly Plant MX
MAT-977576,E-20-5,4924,Seating & Interior Plant PL,Assembly Plant MX
MAT-797337,F-16-4,1060,Seating & Interior Plant PL,Assembly Plant MX
MAT-154138,D-05-3,740,Seating & Interior Plant PL,Assembly Plant MX
MAT-956300,F-13-4,575,Seating & Interior Plant PL,Assembly Plant MX
MAT-991976,C-16-5,2795,Seating & Interior Plant PL,Assembly Plant MX
MAT-578111,B-20-1,1359,Seating & Interior Plant PL,Assembly Plant MX
MAT-361501,D-07-3,4008,Seating & Interior Plant PL,Assembly Plant MX
MAT-429814,F-05-4,3499,Seating & Interior Plant PL,Assembly Plant MX
MAT-975741,G-17-5,1955,Seating & Interior Plant PL,Assembly Plant MX
MAT-666985,F-25-3,4227,Seating & Interior Plant PL,Assembly Plant MX
MAT-228780,E-15-5,3240,Seating & Interior Plant PL,Assembly Plant MX
MAT-785815,B-01-5,135,Seating & Interior Plant PL,Assembly Plant MX
MAT-440069,E-17-4,2855,Seating & Interior Plant PL,Assembly Plant MX
MAT-727205,A-09-5,4344,Seating & Interior Plant PL,Assembly Plant MX
MAT-421265,G-12-5,2831,Seating & Interior Plant PL,Assembly Plant MX
MAT-956993,E-19-4,1177,Seating & Interior Plant PL,Assembly Plant MX
MAT-504623,C-20-1,1824,Seating & Interior Plant PL,Assembly Plant MX
MAT-569485,H-24-4,1758,Seating & Interior Plant PL,Assembly Plant MX
MAT-345311,D-11-4,4437,Seating & Interior Plant PL,Assembly Plant MX
MAT-150287,A-12-4,1395,Seating & Interior Plant PL,Assembly Plant MX
MAT-393064,G-24-2,1142,Seating & Interior Plant PL,Assembly Plant MX
MAT-860171,C-24-1,4734,Seating & Interior Plant PL,Assembly Plant MX
MAT-108156,C-20-5,2370,Seating & Interior Plant PL,Assembly Plant MX
MAT-711983,G-03-2,3792,Seating & Interior Plant PL,Assembly Plant MX
MAT-767869,C-10-5,289,Seating & Interior Plant PL,Assembly Plant MX
MAT-880082,H-23-5,3704,Seating & Interior Plant PL,Assembly Plant MX
MAT-482373,D-02-3,2878,Seating & Interior Plant PL,Assembly Plant MX
MAT-825349,B-12-4,921,Seating & Interior Plant PL,Assembly Plant MX
MAT-715567,H-29-3,2139,Seating & Interior Plant PL,Assembly Plant MX
MAT-592439,H-08-3,2777,Seating & Interior Plant PL,Assembly Plant MX
MAT-525968,D-04-3,4413,Seating & Interior Plant PL,Assembly Plant MX
MAT-831239,A-10-5,4107,Seating & Interior Plant PL,Assembly Plant MX
MAT-865259,B-09-4,1586,Seating & Interior Plant PL,Assembly Plant MX
MAT-194955,A-01-5,3647,Seating & Interior Plant PL,Assembly Plant MX
MAT-101395,H-29-3,1500,Seating & Interior Plant PL,Assembly Plant MX
MAT-342784,E-22-2,2997,Seating & Interior Plant PL,Assembly Plant MX
MAT-308457,C-22-1,3931,Seating & Interior Plant PL,Assembly Plant MX
MAT-555912,G-01-4,3868,Seating & Interior Plant PL,Assembly Plant MX
MAT-488390,C-28-1,2439,Seating & Interior Plant PL,Assembly Plant MX
MAT-409235,D-21-4,3392,Seating & Interior Plant PL,Assembly Plant MX
MAT-820991,H-03-4,2517,Seating & Interior Plant PL,Assembly Plant MX
MAT-173415,G-15-1,4316,Seating & Interior Plant PL,Assembly Plant MX
MAT-921093,F-24-3,4753,Seating & Interior Plant PL,Assembly Plant MX
MAT-325628,B-21-2,2234,Seating & Interior Plant PL,Assembly Plant MX
MAT-420359,A-15-4,2550,Seating & Interior Plant PL,Assembly Plant MX
MAT-955388,D-27-4,258,Seating & Interior Plant PL,Assembly Plant MX
MAT-592349,C-22-1,805,Seating & Interior Plant PL,Assembly Plant MX
MAT-745218,D-15-4,464,Seating & Interior Plant PL,Assembly Plant MX
MAT-137422,C-14-3,1500,Seating & Interior Plant PL,Assembly Plant MX
MAT-760512,F-16-2,4317,Seating & Interior Plant PL,Assembly Plant MX
MAT-607699,G-21-3,2281,Seating & Interior Plant PL,Assembly Plant MX
MAT-681224,B-10-5,2994,Seating & Interior Plant PL,Assembly Plant MX
MAT-857525,E-28-2,2742,Seating & Interior Plant PL,Assembly Plant MX
MAT-243805,F-21-4,2138,Seating & Interior Plant PL,Assembly Plant MX
MAT-906113,B-26-3,3002,Seating & Interior Plant PL,Assembly Plant MX
MAT-601136,F-04-3,300,Seating & Interior Plant PL,Assembly Plant MX
MAT-796320,D-24-5,4908,Seating & Interior Plant PL,Assembly Plant MX
MAT-874412,G-17-5,1125,Seating & Interior Plant PL,Assembly Plant MX
MAT-415310,E-13-5,2272,Seating & Interior Plant PL,Assembly Plant MX
MAT-495207,A-21-1,2776,Seating & Interior Plant PL,Assembly Plant MX
MAT-638254,G-22-5,3133,Seating & Interior Plant PL,Assembly Plant MX
MAT-243565,E-25-3,4738,Seating & Interior Plant PL,Assembly Plant MX
MAT-591502,B-11-5,1052,Seating & Interior Plant PL,Assembly Plant MX
MAT-302186,A-08-1,2213,Seating & Interior Plant PL,Assembly Plant MX
MAT-184972,D-29-4,637,Seating & Interior Plant PL,Assembly Plant US
MAT-496615,D-15-3,3572,Seating & Interior Plant PL,Assembly Plant US
MAT-499896,B-21-2,2360,Seating & Interior Plant PL,Assembly Plant US
MAT-271846,B-26-5,1137,Seating & Interior Plant PL,Assembly Plant US
MAT-909587,D-20-4,83,Seating & Interior Plant PL,Assembly Plant US
MAT-138159,G-26-3,357,Seating & Interior Plant PL,Assembly Plant US
MAT-179292,B-13-3,4867,Seating & Interior Plant PL,Assembly Plant US
MAT-627873,C-14-3,2455,Seating & Interior Plant PL,Assembly Plant US
MAT-160057,F-23-4,3843,Seating & Interior Plant PL,Assembly Plant US
MAT-450080,A-01-1,1869,Seating & Interior Plant PL,Assembly Plant US
MAT-287373,G-18-4,2679,Seating & Interior Plant PL,Assembly Plant US
MAT-960177,E-15-5,2724,Seating & Interior Plant PL,Assembly Plant US
MAT-722501,G-02-5,912,Seating & Interior Plant PL,Assembly Plant US
MAT-439663,C-28-4,1635,Seating & Interior Plant PL,Assembly Plant US
MAT-683701,C-15-4,4724,Seating & Interior Plant PL,Assembly Plant US
MAT-278883,A-06-4,4400,Seating & Interior Plant PL,Assembly Plant US
MAT-150050,G-29-2,3874,Seating & Interior Plant PL,Assembly Plant US
MAT-294885,H-22-5,1839,Seating & Interior Plant PL,Assembly Plant US
MAT-595453,G-17-3,4566,Seating & Interior Plant PL,Assembly Plant US
MAT-807989,B-07-2,4610,Seating & Interior Plant PL,Assembly Plant US
MAT-151234,H-23-3,3387,Seating & Interior Plant PL,Assembly Plant US
MAT-379365,E-14-2,3970,Seating & Interior Plant PL,Assembly Plant US
MAT-383793,B-29-2,1248,Seating & Interior Plant PL,Assembly Plant US
MAT-340632,E-14-3,81,Seating & Interior Plant PL,Assembly Plant US
MAT-851167,H-23-4,1429,Seating & Interior Plant PL,Assembly Plant US
MAT-339326,D-08-4,3959,Seating & Interior Plant PL,Assembly Plant US
MAT-690757,B-03-2,2139,Seating & Interior Plant PL,Assembly Plant US
MAT-365807,G-06-5,3703,Seating & Interior Plant PL,Assembly Plant US
MAT-927192,B-11-3,4017,Seating & Interior Plant PL,Assembly Plant US
MAT-221631,A-01-1,3730,Seating & Interior Plant PL,Assembly Plant US
MAT-935521,B-29-1,1216,Seating & Interior Plant PL,Assembly Plant US
MAT-884457,F-16-1,2594,Seating & Interior Plant PL,Assembly Plant US
MAT-303078,E-13-1,2857,Seating & Interior Plant PL,Assembly Plant US
MAT-559894,B-17-3,4397,Seating & Interior Plant PL,Assembly Plant US
MAT-923632,F-22-3,3848,Seating & Interior Plant PL,Assembly Plant US
MAT-862845,H-08-4,3163,Seating & Interior Plant PL,Assembly Plant US
MAT-222961,F-26-4,3436,Seating & Interior Plant PL,Assembly Plant US
MAT-207304,D-12-4,1735,Seating & Interior Plant PL,Assembly Plant US
MAT-645558,C-28-4,2415,Seating & Interior Plant PL,Assembly Plant US
MAT-348767,F-25-3,2936,Seating & Interior Plant PL,Assembly Plant US
MAT-864275,D-23-4,1904,Seating & Interior Plant PL,Assembly Plant US
MAT-655808,E-24-2,1706,Seating & Interior Plant PL,Assembly Plant US
MAT-692881,E-02-1,3889,Seating & Interior Plant PL,Assembly Plant US
MAT-147489,F-11-4,2488,Seating & Interior Plant PL,Assembly Plant US
MAT-700118,A-15-5,2984,Seating & Interior Plant PL,Assembly Plant US
MAT-724937,C-23-1,1563,Seating & Interior Plant PL,Assembly Plant US
MAT-290489,B-02-4,2230,Seating & Interior Plant PL,Assembly Plant US
MAT-793079,D-03-2,1636,Seating & Interior Plant PL,Assembly Plant US
MAT-203180,G-21-2,1626,Seating & Interior Plant PL,Assembly Plant US
MAT-805224,B-18-1,1844,Seating & Interior Plant PL,Assembly Plant US
MAT-797998,E-25-4,1393,Seating & Interior Plant PL,Assembly Plant US
MAT-370827,F-17-4,4340,Seating & Interior Plant PL,Assembly Plant US
MAT-467767,G-26-5,3790,Seating & Interior Plant PL,Assembly Plant US
MAT-653879,E-06-1,1833,Seating & Interior Plant PL,Assembly Plant US
MAT-983701,D-16-4,1394,Seating & Interior Plant PL,Assembly Plant US
MAT-825978,C-11-2,3430,Seating & Interior Plant PL,Assembly Plant US
MAT-136959,A-02-4,2433,Seating & Interior Plant PL,Assembly Plant US
MAT-720409,G-05-3,492,Seating & Interior Plant PL,Assembly Plant US
MAT-635336,G-28-3,735,Seating & Interior Plant PL,Assembly Plant US
MAT-854460,F-22-5,4118,Seating & Interior Plant PL,Assembly Plant US
MAT-266146,G-14-2,3179,Seating & Interior Plant PL,Assembly Plant US
MAT-595197,D-14-2,4809,Seating & Interior Plant PL,Assembly Plant US
MAT-121065,G-28-4,2527,Seating & Interior Plant PL,Assembly Plant US
MAT-660497,E-08-2,3993,Seating & Interior Plant PL,Assembly Plant US
MAT-545918,E-14-1,855,Seating & Interior Plant PL,Assembly Plant US
MAT-326430,D-24-5,569,Seating & Interior Plant PL,Assembly Plant US
MAT-616159,A-24-3,4544,Seating & Interior Plant PL,Assembly Plant US
MAT-377925,D-17-4,2904,Seating & Interior Plant PL,Assembly Plant US
MAT-529229,G-24-2,136,Seating & Interior Plant PL,Assembly Plant US
MAT-435895,B-20-2,4498,Seating & Interior Plant PL,Assembly Plant US
MAT-343061,E-26-3,2505,Seating & Interior Plant PL,Assembly Plant US
MAT-131145,G-29-5,940,Seating & Interior Plant PL,Assembly Plant US
MAT-539217,F-20-3,3832,Seating & Interior Plant PL,Assembly Plant US
MAT-678122,D-02-3,817,Seating & Interior Plant PL,Assembly Plant US
MAT-622413,H-09-3,1447,Seating & Interior Plant PL,Assembly Plant US
MAT-768955,C-24-2,4326,Seating & Interior Plant PL,Assembly Plant US
MAT-964812,F-12-1,1764,Seating & Interior Plant PL,Assembly Plant US
MAT-147006,H-12-3,2587,Seating & Interior Plant PL,Assembly Plant US
MAT-637731,E-25-4,1008,Seating & Interior Plant PL,Assembly Plant US
MAT-102769,A-11-1,3085,Seating & Interior Plant PL,Assembly Plant US
MAT-126283,C-02-5,1779,Seating & Interior Plant PL,Assembly Plant US
MAT-309006,F-24-5,2448,Seating & Interior Plant PL,Assembly Plant US
MAT-631063,D-22-3,2484,Seating & Interior Plant PL,Assembly Plant US
MAT-347930,H-14-1,2400,Seating & Interior Plant PL,Assembly Plant US
MAT-800507,H-12-5,168,Seating & Interior Plant PL,Assembly Plant US
MAT-406607,B-28-4,951,Seating & Interior Plant PL,Assembly Plant US
MAT-666881,H-09-1,1766,Seating & Interior Plant PL,Assembly Plant US
MAT-924963,F-10-2,3960,Seating & Interior Plant PL,Assembly Plant US
MAT-293526,A-27-5,1576,Seating & Interior Plant PL,Assembly Plant US
MAT-544559,A-24-5,1688,Seating & Interior Plant PL,Assembly Plant US
MAT-682778,E-24-4,1676,Seating & Interior Plant PL,Assembly Plant US
MAT-562159,C-22-2,2739,Seating & Interior Plant PL,Assembly Plant US
MAT-936626,H-25-2,3286,Seating & Interior Plant PL,Assembly Plant US
MAT-822533,E-22-2,3282,Seating & Interior Plant PL,Assembly Plant US
MAT-116283,B-04-3,4359,Seating & Interior Plant PL,Assembly Plant US
MAT-548544,F-03-3,597,Seating & Interior Plant PL,Assembly Plant US
MAT-837383,C-01-1,3874,Seating & Interior Plant PL,Assembly Plant US
MAT-470624,A-02-2,3180,Seating & Interior Plant PL,Assembly Plant US
MAT-856065,A-26-3,4082,Seating & Interior Plant PL,Assembly Plant US
MAT-972662,C-24-1,3767,Seating & Interior Plant PL,Assembly Plant US
MAT-655120,E-25-3,780,Seating & Interior Plant PL,Assembly Plant US
MAT-650838,E-07-4,3249,Seating & Interior Plant PL,Assembly Plant US
MAT-850936,E-21-4,1335,Seating & Interior Plant PL,Assembly Plant US
MAT-942119,G-14-4,2195,Seating & Interior Plant PL,Assembly Plant US
MAT-869033,H-14-3,1520,Seating & Interior Plant PL,Assembly Plant US
MAT-925111,B-26-4,2791,Seating & Interior Plant PL,Assembly Plant US
MAT-161750,D-05-3,1348,Seating & Interior Plant PL,Assembly Plant US
MAT-717385,F-04-1,2903,Seating & Interior Plant PL,Assembly Plant US
MAT-180176,H-21-3,3439,Seating & Interior Plant PL,Assembly Plant US
MAT-691690,A-19-4,4446,Seating & Interior Plant PL,Assembly Plant US
MAT-838872,C-13-2,631,Seating & Interior Plant PL,Assembly Plant US
MAT-793950,A-03-5,4140,Seating & Interior Plant PL,Assembly Plant US
MAT-343691,G-15-3,1579,Seating & Interior Plant PL,Assembly Plant US
MAT-492646,C-15-3,2483,Seating & Interior Plant PL,Assembly Plant US
MAT-168105,C-05-2,757,Seating & Interior Plant PL,Assembly Plant US
MAT-835344,E-15-4,2318,Seating & Interior Plant PL,Assembly Plant US
MAT-413224,B-10-5,1733,Seating & Interior Plant PL,Assembly Plant US
MAT-721507,E-06-2,844,Seating & Interior Plant PL,Assembly Plant US
MAT-873586,A-13-5,1812,Seating & Interior Plant PL,Assembly Plant US
MAT-121753,H-18-2,327,Seating & Interior Plant PL,Assembly Plant US
MAT-376906,C-17-3,1438,Seating & Interior Plant PL,Assembly Plant US
MAT-576814,A-02-2,507,Seating & Interior Plant PL,Assembly Plant US
MAT-260081,F-18-3,1515,Seating & Interior Plant PL,Assembly Plant US
MAT-272224,C-03-1,494,Seating & Interior Plant PL,Assembly Plant US
MAT-911454,A-09-4,2303,Seating & Interior Plant PL,Assembly Plant US
MAT-922245,F-17-4,1298,Seating & Interior Plant PL,Assembly Plant US
MAT-559461,C-21-2,925,Seating & Interior Plant PL,Assembly Plant US
MAT-651220,F-10-1,1855,Seating & Interior Plant PL,Assembly Plant US
MAT-414083,H-21-3,1152,Seating & Interior Plant PL,Assembly Plant US
MAT-307190,B-16-4,2321,Seating & Interior Plant PL,Assembly Plant US
MAT-950125,A-16-2,3574,Seating & Interior Plant PL,Assembly Plant US
MAT-449036,F-20-1,4330,Seating & Interior Plant PL,Assembly Plant US
MAT-641175,A-04-2,1317,Seating & Interior Plant PL,Assembly Plant US
MAT-375679,G-04-5,3168,Seating & Interior Plant PL,Assembly Plant US
MAT-404553,D-11-3,2197,Seating & Interior Plant PL,Assembly Plant US
MAT-147276,F-28-2,4101,Seating & Interior Plant PL,Assembly Plant US
MAT-848742,H-12-2,751,Seating & Interior Plant PL,Assembly Plant US
MAT-894268,B-10-2,1038,Seating & Interior Plant PL,Assembly Plant US
MAT-768070,G-21-4,2657,Seating & Interior Plant PL,Assembly Plant US
MAT-104079,H-18-3,1830,Seating & Interior Plant PL,Assembly Plant US
MAT-529558,D-03-3,714,Seating & Interior Plant PL,Assembly Plant US
MAT-299102,H-25-3,4238,Seating & Interior Plant PL,Assembly Plant US
MAT-146530,C-06-5,3390,Seating & Interior Plant PL,Assembly Plant US
MAT-481793,H-29-1,4095,Seating & Interior Plant PL,Assembly Plant US
MAT-446555,B-01-1,873,Seating & Interior Plant PL,Assembly Plant US
MAT-393794,H-03-4,4347,Seating & Interior Plant PL,Assembly Plant US
MAT-934092,F-12-4,3018,Seating & Interior Plant PL,Assembly Plant US
MAT-917298,F-18-4,4243,Seating & Interior Plant PL,Assembly Plant US
MAT-943577,H-03-4,2336,Seating & Interior Plant PL,Assembly Plant US
MAT-341037,B-04-2,4824,Seating & Interior Plant PL,Assembly Plant US
MAT-967370,B-07-3,3636,Seating & Interior Plant PL,Assembly Plant US
MAT-600375,H-14-4,975,Seating & Interior Plant PL,Assembly Plant US
MAT-256835,B-21-4,2995,Seating & Interior Plant PL,Assembly Plant US
MAT-401172,C-18-1,283,Seating & Interior Plant PL,Assembly Plant US
MAT-586260,H-24-2,2547,Seating & Interior Plant PL,Assembly Plant US
MAT-491043,E-03-4,1790,Seating & Interior Plant PL,Assembly Plant US
MAT-201798,E-11-1,2486,Seating & Interior Plant PL,Assembly Plant US
MAT-995970,E-28-3,110,Seating & Interior Plant PL,Assembly Plant US
MAT-837326,B-13-3,904,Seating & Interior Plant PL,Assembly Plant US
MAT-741088,D-05-1,3673,Seating & Interior Plant PL,Assembly Plant US
MAT-927241,B-27-2,3719,Seating & Interior Plant PL,Assembly Plant US
MAT-902029,A-25-5,1588,Seating & Interior Plant PL,Assembly Plant US
MAT-848798,A-04-3,2676,Seating & Interior Plant PL,Assembly Plant US
MAT-811353,H-16-5,4565,Seating & Interior Plant PL,Assembly Plant US
MAT-540889,G-11-4,3598,Seating & Interior Plant PL,Assembly Plant US
MAT-846091,H-20-5,1225,Seating & Interior Plant PL,Assembly Plant US
MAT-514652,C-10-2,4938,Seating & Interior Plant PL,Assembly Plant US
MAT-897670,E-14-4,3922,Seating & Interior Plant PL,Assembly Plant US
MAT-846000,G-13-1,4586,Seating & Interior Plant PL,Assembly Plant US
MAT-861462,H-02-1,2276,Seating & Interior Plant PL,Assembly Plant US
MAT-488488,H-17-2,1260,Seating & Interior Plant PL,Assembly Plant US
MAT-303841,B-02-2,2189,Seating & Interior Plant PL,Assembly Plant US
MAT-278409,G-18-5,1340,Seating & Interior Plant PL,Assembly Plant US
MAT-168865,H-04-4,2706,Seating & Interior Plant PL,Assembly Plant US
MAT-781104,C-07-2,1111,Seating & Interior Plant PL,Assembly Plant US
MAT-146050,H-03-2,4777,Seating & Interior Plant PL,Assembly Plant US
MAT-271600,D-18-4,1550,Seating & Interior Plant PL,Assembly Plant US
MAT-189824,B-05-1,3185,Seating & Interior Plant PL,Assembly Plant US
MAT-361994,B-03-1,2188,Seating & Interior Plant PL,Assembly Plant US
MAT-325436,D-04-2,490,Seating & Interior Plant PL,Assembly Plant US
MAT-371072,G-28-4,1420,Seating & Interior Plant PL,Assembly Plant US
MAT-432176,F-28-5,2108,Seating & Interior Plant PL,Assembly Plant US
MAT-451471,E-24-1,2000,Seating & Interior Plant PL,Assembly Plant US
MAT-144925,C-24-4,2871,Seating & Interior Plant PL,Assembly Plant US
MAT-723843,B-27-1,1850,Seating & Interior Plant PL,Assembly Plant US
MAT-689970,A-02-3,2328,Seating & Interior Plant PL,Assembly Plant US
MAT-132106,E-19-1,2489,Seating & Interior Plant PL,Assembly Plant US
MAT-696898,D-03-3,264,Seating & Interior Plant PL,Assembly Plant US
MAT-108227,E-18-4,1414,Seating & Interior Plant PL,Assembly Plant US
MAT-681690,B-26-3,4708,Seating & Interior Plant PL,Assembly Plant US
MAT-358734,F-23-3,1793,Seating & Interior Plant PL,Assembly Plant US
MAT-975220,G-04-3,2341,Seating & Interior Plant PL,Assembly Plant US
