WO_Number,Asset_ID,MaintenanceType,Failure_Reason,Downtime_Min,MTBF_Hrs,ERP_Asset_Ref
WO-2090408,ASSET-00084,Preventive,,0,,
WO-2090409,ASSET-00084,Corrective,MOTOR-BURNOUT,222,967,
WO-2090410,ASSET-00084,Corrective,MOTOR-BURNOUT,118,1528,
WO-2090411,ASSET-00084,Preventive,,0,,
WO-2090412,ASSET-00085,Preventive,,0,,000090000074
WO-2090413,ASSET-00085,Preventive,,0,,000090000074
WO-2090414,ASSET-00085,Emergency,SENSOR-FAULT,145,1375,000090000074
WO-2090415,ASSET-00086,Preventive,,0,,000090000075
WO-2090416,ASSET-00086,Corrective,SENSOR-FAULT,68,1451,000090000075
WO-2090417,ASSET-00086,Preventive,,0,,000090000075
WO-2090418,ASSET-00087,Preventive,,0,,000090000076
WO-2090419,ASSET-00087,Preventive,,0,,000090000076
WO-2090420,ASSET-00087,Preventive,,0,,000090000076
WO-2090421,ASSET-00088,Preventive,,0,,000090000077
WO-2090422,ASSET-00088,Corrective,BEARING-FAILURE,228,413,000090000077
WO-2090423,ASSET-00089,Preventive,,0,,000090000078
WO-2090424,ASSET-00089,Corrective,CALIBRATION-DRIFT,172,759,000090000078
WO-2090425,ASSET-00089,Preventive,,0,,000090000078
WO-2090426,ASSET-00089,Preventive,,0,,000090000078
WO-2090427,ASSET-00089,Corrective,CONTROLLER-FAULT,73,778,000090000078
WO-2090428,ASSET-00089,Preventive,,0,,000090000078
WO-2090429,ASSET-00090,Preventive,,0,,000090000079
WO-2090430,ASSET-00090,Preventive,,0,,000090000079
WO-2090431,ASSET-00090,Preventive,,0,,000090000079
WO-2090432,ASSET-00090,Preventive,,0,,000090000079
WO-2090433,ASSET-00091,Preventive,,0,,000090000080
WO-2090434,ASSET-00091,Corrective,SENSOR-FAULT,73,290,000090000080
WO-2090435,ASSET-00091,Preventive,,0,,000090000080
WO-2090436,ASSET-00091,Corrective,HYDRAULIC-LEAK,199,979,000090000080
WO-2090437,ASSET-00091,Emergency,SPINDLE-SEIZURE,519,1488,000090000080
WO-2090438,ASSET-00091,Corrective,MOTOR-BURNOUT,125,255,000090000080
WO-2090439,ASSET-00092,Preventive,,0,,000090000081
WO-2090440,ASSET-00092,Corrective,PNEUMATIC-LEAK,195,1703,000090000081
WO-2090441,ASSET-00092,Preventive,,0,,000090000081
WO-2090442,ASSET-00092,Preventive,,0,,000090000081
WO-2090443,ASSET-00092,Preventive,,0,,000090000081
WO-2090444,ASSET-00092,Corrective,MOTOR-BURNOUT,116,281,000090000081
WO-2090445,ASSET-00093,Corrective,BEARING-FAILURE,147,793,000090000082
WO-2090446,ASSET-00093,Preventive,,0,,000090000082
WO-2090447,ASSET-00093,Preventive,,0,,000090000082
WO-2090448,ASSET-00093,Corrective,BELT-FAILURE,146,1809,000090000082
WO-2090449,ASSET-00093,Emergency,CALIBRATION-DRIFT,502,732,000090000082
WO-2090450,ASSET-00093,Preventive,,0,,000090000082
WO-2090451,ASSET-00094,Preventive,,0,,
WO-2090452,ASSET-00094,Preventive,,0,,
WO-2090453,ASSET-00094,Corrective,PNEUMATIC-LEAK,157,1664,
WO-2090454,ASSET-00094,Preventive,,0,,
WO-2090455,ASSET-00094,Corrective,PNEUMATIC-LEAK,205,830,
WO-2090456,ASSET-00094,Preventive,,0,,
WO-2090457,ASSET-00094,Preventive,,0,,
WO-2090458,ASSET-00094,Preventive,,0,,
WO-2090459,ASSET-00095,Corrective,DIE-WEAR,234,1119,
WO-2090460,ASSET-00095,Preventive,,0,,
WO-2090461,ASSET-00095,Corrective,CALIBRATION-DRIFT,195,1413,
WO-2090462,ASSET-00095,Corrective,CALIBRATION-DRIFT,77,1457,
WO-2090463,ASSET-00095,Corrective,PNEUMATIC-LEAK,197,1582,
WO-2090464,ASSET-00095,Emergency,SENSOR-FAULT,372,1775,
WO-2090465,ASSET-00096,Preventive,,0,,000090000083
WO-2090466,ASSET-00096,Preventive,,0,,000090000083
WO-2090467,ASSET-00096,Preventive,,0,,000090000083
WO-2090468,ASSET-00096,Corrective,SPINDLE-SEIZURE,155,1518,000090000083
WO-2090469,ASSET-00096,Preventive,,0,,000090000083
WO-2090470,ASSET-00097,Preventive,,0,,000090000084
WO-2090471,ASSET-00097,Preventive,,0,,000090000084
WO-2090472,ASSET-00097,Preventive,,0,,000090000084
WO-2090473,ASSET-00097,Preventive,,0,,000090000084
WO-2090474,ASSET-00098,Emergency,MOTOR-BURNOUT,343,1126,000090000085
WO-2090475,ASSET-00098,Corrective,SENSOR-FAULT,113,1709,000090000085
WO-2090476,ASSET-00098,Corrective,BELT-FAILURE,31,1907,000090000085
WO-2090477,ASSET-00098,Corrective,CALIBRATION-DRIFT,56,1218,000090000085
WO-2090478,ASSET-00098,Preventive,,0,,000090000085
WO-2090479,ASSET-00098,Corrective,SPINDLE-SEIZURE,102,583,000090000085
WO-2090480,ASSET-00099,Corrective,SPINDLE-SEIZURE,139,1539,000090000086
WO-2090481,ASSET-00099,Corrective,SPINDLE-SEIZURE,138,409,000090000086
WO-2090482,ASSET-00099,Corrective,CALIBRATION-DRIFT,107,1102,000090000086
WO-2090483,ASSET-00099,Corrective,SENSOR-FAULT,127,943,000090000086
WO-2090484,ASSET-00099,Preventive,,0,,000090000086
WO-2090485,ASSET-00099,Corrective,BEARING-FAILURE,215,1934,000090000086
WO-2090486,ASSET-00100,Corrective,CALIBRATION-DRIFT,214,709,000090000087
WO-2090487,ASSET-00100,Corrective,BEARING-FAILURE,79,1705,000090000087
WO-2090488,ASSET-00100,Corrective,MOTOR-BURNOUT,115,1163,000090000087
WO-2090489,ASSET-00100,Corrective,PNEUMATIC-LEAK,166,881,000090000087
WO-2090490,ASSET-00101,Corrective,SENSOR-FAULT,186,443,000090000088
WO-2090491,ASSET-00101,Corrective,BELT-FAILURE,112,1002,000090000088
WO-2090492,ASSET-00101,Preventive,,0,,000090000088
WO-2090493,ASSET-00101,Preventive,,0,,000090000088
WO-2090494,ASSET-00101,Preventive,,0,,000090000088
WO-2090495,ASSET-00101,Preventive,,0,,000090000088
WO-2090496,ASSET-00102,Preventive,,0,,000090000089
WO-2090497,ASSET-00102,Corrective,DIE-WEAR,185,310,000090000089
WO-2090498,ASSET-00102,Emergency,SPINDLE-SEIZURE,258,1673,000090000089
WO-2090499,ASSET-00102,Corrective,MOTOR-BURNOUT,109,1959,000090000089
WO-2090500,ASSET-00103,Preventive,,0,,000090000090
WO-2090501,ASSET-00103,Preventive,,0,,000090000090
WO-2090502,ASSET-00103,Preventive,,0,,000090000090
WO-2090503,ASSET-00103,Preventive,,0,,000090000090
WO-2090504,ASSET-00103,Corrective,DIE-WEAR,130,1884,000090000090
WO-2090505,ASSET-00103,Corrective,CALIBRATION-DRIFT,204,1055,000090000090
WO-2090506,ASSET-00104,Emergency,MOTOR-BURNOUT,487,1153,
WO-2090507,ASSET-00104,Corrective,SENSOR-FAULT,135,1787,
WO-2090508,ASSET-00104,Emergency,SENSOR-FAULT,418,536,
WO-2090509,ASSET-00104,Emergency,DIE-WEAR,455,1566,
WO-2090510,ASSET-00104,Preventive,,0,,
WO-2090511,ASSET-00104,Preventive,,0,,
WO-2090512,ASSET-00104,Corrective,DIE-WEAR,88,713,
WO-2090513,ASSET-00104,Corrective,BELT-FAILURE,72,1114,
WO-2090514,ASSET-00105,Emergency,HYDRAULIC-LEAK,278,299,000090000091
WO-2090515,ASSET-00105,Corrective,SENSOR-FAULT,160,1642,000090000091
WO-2090516,ASSET-00105,Corrective,SPINDLE-SEIZURE,235,276,000090000091
WO-2090517,ASSET-00105,Preventive,,0,,000090000091
WO-2090518,ASSET-00105,Preventive,,0,,000090000091
WO-2090519,ASSET-00106,Preventive,,0,,000090000092
WO-2090520,ASSET-00106,Preventive,,0,,000090000092
WO-2090521,ASSET-00106,Emergency,DIE-WEAR,174,1185,000090000092
WO-2090522,ASSET-00106,Emergency,BEARING-FAILURE,358,1073,000090000092
WO-2090523,ASSET-00106,Corrective,HYDRAULIC-LEAK,171,1848,000090000092
WO-2090524,ASSET-00106,Preventive,,0,,000090000092
WO-2090525,ASSET-00106,Emergency,BELT-FAILURE,545,466,000090000092
WO-2090526,ASSET-00106,Corrective,CALIBRATION-DRIFT,184,1098,000090000092
WO-2090527,ASSET-00106,Corrective,HYDRAULIC-LEAK,53,1328,000090000092
WO-2090528,ASSET-00107,Preventive,,0,,000090000093
WO-2090529,ASSET-00107,Corrective,CALIBRATION-DRIFT,115,603,000090000093
WO-2090530,ASSET-00107,Preventive,,0,,000090000093
WO-2090531,ASSET-00107,Preventive,,0,,000090000093
WO-2090532,ASSET-00108,Preventive,,0,,000090000094
WO-2090533,ASSET-00108,Preventive,,0,,000090000094
WO-2090534,ASSET-00108,Preventive,,0,,000090000094
WO-2090535,ASSET-00108,Emergency,HYDRAULIC-LEAK,303,1645,000090000094
WO-2090536,ASSET-00109,Preventive,,0,,000090000095
WO-2090537,ASSET-00109,Preventive,,0,,000090000095
WO-2090538,ASSET-00109,Preventive,,0,,000090000095
WO-2090539,ASSET-00109,Preventive,,0,,000090000095
WO-2090540,ASSET-00110,Preventive,,0,,000090000096
WO-2090541,ASSET-00110,Preventive,,0,,000090000096
WO-2090542,ASSET-00110,Preventive,,0,,000090000096
WO-2090543,ASSET-00110,Preventive,,0,,000090000096
WO-2090544,ASSET-00110,Corrective,MOTOR-BURNOUT,84,1423,000090000096
WO-2090545,ASSET-00110,Preventive,,0,,000090000096
WO-2090546,ASSET-00110,Preventive,,0,,000090000096
WO-2090547,ASSET-00110,Preventive,,0,,000090000096
WO-2090548,ASSET-00110,Preventive,,0,,000090000096
WO-2090549,ASSET-00111,Emergency,SENSOR-FAULT,597,578,000090000097
WO-2090550,ASSET-00111,Preventive,,0,,000090000097
WO-2090551,ASSET-00111,Corrective,HYDRAULIC-LEAK,126,680,000090000097
WO-2090552,ASSET-00111,Corrective,MOTOR-BURNOUT,175,521,000090000097
WO-2090553,ASSET-00112,Corrective,BEARING-FAILURE,111,924,000090000098
WO-2090554,ASSET-00112,Corrective,SPINDLE-SEIZURE,227,812,000090000098
WO-2090555,ASSET-00112,Corrective,SENSOR-FAULT,89,1865,000090000098
WO-2090556,ASSET-00112,Corrective,DIE-WEAR,186,225,000090000098
WO-2090557,ASSET-00112,Corrective,HYDRAULIC-LEAK,70,442,000090000098
WO-2090558,ASSET-00113,Preventive,,0,,000090000099
WO-2090559,ASSET-00113,Preventive,,0,,000090000099
WO-2090560,ASSET-00113,Preventive,,0,,000090000099
WO-2090561,ASSET-00114,Corrective,SENSOR-FAULT,175,1921,000090000100
WO-2090562,ASSET-00114,Preventive,,0,,000090000100
WO-2090563,ASSET-00114,Corrective,BEARING-FAILURE,88,1847,000090000100
WO-2090564,ASSET-00114,Preventive,,0,,000090000100
WO-2090565,ASSET-00114,Preventive,,0,,000090000100
WO-2090566,ASSET-00114,Preventive,,0,,000090000100
WO-2090567,ASSET-00114,Preventive,,0,,000090000100
WO-2090568,ASSET-00115,Corrective,SPINDLE-SEIZURE,113,375,000090000101
WO-2090569,ASSET-00115,Emergency,CONTROLLER-FAULT,405,932,000090000101
WO-2090570,ASSET-00115,Preventive,,0,,000090000101
WO-2090571,ASSET-00115,Emergency,BELT-FAILURE,445,669,000090000101
WO-2090572,ASSET-00115,Preventive,,0,,000090000101
WO-2090573,ASSET-00115,Preventive,,0,,000090000101
WO-2090574,ASSET-00116,Preventive,,0,,000090000102
WO-2090575,ASSET-00116,Preventive,,0,,000090000102
WO-2090576,ASSET-00117,Preventive,,0,,000090000103
WO-2090577,ASSET-00117,Preventive,,0,,000090000103
WO-2090578,ASSET-00117,Preventive,,0,,000090000103
WO-2090579,ASSET-00117,Corrective,DIE-WEAR,192,276,000090000103
WO-2090580,ASSET-00117,Corrective,BEARING-FAILURE,210,588,000090000103
WO-2090581,ASSET-00117,Preventive,,0,,000090000103
WO-2090582,ASSET-00117,Preventive,,0,,000090000103
WO-2090583,ASSET-00117,Preventive,,0,,000090000103
WO-2090584,ASSET-00118,Preventive,,0,,000090000104
WO-2090585,ASSET-00118,Preventive,,0,,000090000104
WO-2090586,ASSET-00118,Corrective,BEARING-FAILURE,127,1399,000090000104
WO-2090587,ASSET-00118,Corrective,CALIBRATION-DRIFT,71,223,000090000104
WO-2090588,ASSET-00118,Preventive,,0,,000090000104
WO-2090589,ASSET-00118,Corrective,SENSOR-FAULT,158,546,000090000104
WO-2090590,ASSET-00119,Preventive,,0,,000090000105
WO-2090591,ASSET-00119,Corrective,MOTOR-BURNOUT,46,1206,000090000105
WO-2090592,ASSET-00119,Preventive,,0,,000090000105
WO-2090593,ASSET-00119,Preventive,,0,,000090000105
WO-2090594,ASSET-00119,Corrective,HYDRAULIC-LEAK,231,1964,000090000105
WO-2090595,ASSET-00119,Emergency,BELT-FAILURE,247,1060,000090000105
WO-2090596,ASSET-00120,Preventive,,0,,000090000106
WO-2090597,ASSET-00120,Preventive,,0,,000090000106
WO-2090598,ASSET-00120,Preventive,,0,,000090000106
WO-2090599,ASSET-00120,Preventive,,0,,000090000106
WO-2090600,ASSET-00121,Preventive,,0,,000090000107
WO-2090601,ASSET-00121,Preventive,,0,,000090000107
WO-2090602,ASSET-00121,Preventive,,0,,000090000107
WO-2090603,ASSET-00121,Emergency,BEARING-FAILURE,486,389,000090000107
WO-2090604,ASSET-00121,Preventive,,0,,000090000107
WO-2090605,ASSET-00121,Preventive,,0,,000090000107
WO-2090606,ASSET-00121,Preventive,,0,,000090000107
WO-2090607,ASSET-00122,Preventive,,0,,000090000108
WO-2090608,ASSET-00122,Corrective,DIE-WEAR,188,668,000090000108
WO-2090609,ASSET-00122,Preventive,,0,,000090000108
WO-2090610,ASSET-00122,Corrective,MOTOR-BURNOUT,143,240,000090000108
WO-2090611,ASSET-00122,Corrective,BEARING-FAILURE,144,1553,000090000108
WO-2090612,ASSET-00122,Corrective,BEARING-FAILURE,203,654,000090000108
WO-2090613,ASSET-00123,Preventive,,0,,000090000109
WO-2090614,ASSET-00123,Preventive,,0,,000090000109
WO-2090615,ASSET-00123,Preventive,,0,,000090000109
WO-2090616,ASSET-00123,Preventive,,0,,000090000109
WO-2090617,ASSET-00124,Preventive,,0,,000090000110
WO-2090618,ASSET-00124,Preventive,,0,,000090000110
WO-2090619,ASSET-00124,Preventive,,0,,000090000110
WO-2090620,ASSET-00124,Corrective,DIE-WEAR,141,732,000090000110
WO-2090621,ASSET-00124,Corrective,CALIBRATION-DRIFT,178,1719,000090000110
WO-2090622,ASSET-00125,Corrective,PNEUMATIC-LEAK,88,1780,000090000111
WO-2090623,ASSET-00125,Preventive,,0,,000090000111
WO-2090624,ASSET-00125,Corrective,CALIBRATION-DRIFT,191,1303,000090000111
WO-2090625,ASSET-00125,Preventive,,0,,000090000111
WO-2090626,ASSET-00126,Preventive,,0,,000090000112
WO-2090627,ASSET-00126,Corrective,MOTOR-BURNOUT,143,1818,000090000112
WO-2090628,ASSET-00126,Preventive,,0,,000090000112
WO-2090629,ASSET-00126,Preventive,,0,,000090000112
WO-2090630,ASSET-00126,Preventive,,0,,000090000112
WO-2090631,ASSET-00126,Preventive,,0,,000090000112
WO-2090632,ASSET-00126,Corrective,DIE-WEAR,171,214,000090000112
WO-2090633,ASSET-00127,Preventive,,0,,000090000113
WO-2090634,ASSET-00127,Preventive,,0,,000090000113
WO-2090635,ASSET-00127,Preventive,,0,,000090000113
WO-2090636,ASSET-00127,Preventive,,0,,000090000113
WO-2090637,ASSET-00127,Preventive,,0,,000090000113
WO-2090638,ASSET-00128,Preventive,,0,,000090000114
WO-2090639,ASSET-00128,Corrective,BEARING-FAILURE,212,1120,000090000114
WO-2090640,ASSET-00128,Preventive,,0,,000090000114
WO-2090641,ASSET-00129,Preventive,,0,,000090000115
WO-2090642,ASSET-00129,Preventive,,0,,000090000115
WO-2090643,ASSET-00129,Preventive,,0,,000090000115
WO-2090644,ASSET-00129,Corrective,BEARING-FAILURE,201,1357,000090000115
WO-2090645,ASSET-00129,Preventive,,0,,000090000115
WO-2090646,ASSET-00129,Preventive,,0,,000090000115
WO-2090647,ASSET-00129,Preventive,,0,,000090000115
WO-2090648,ASSET-00129,Corrective,DIE-WEAR,156,1358,000090000115
WO-2090649,ASSET-00130,Preventive,,0,,000090000116
WO-2090650,ASSET-00131,Corrective,HYDRAULIC-LEAK,139,1616,000090000117
WO-2090651,ASSET-00131,Preventive,,0,,000090000117
WO-2090652,ASSET-00131,Corrective,BEARING-FAILURE,220,1244,000090000117
WO-2090653,ASSET-00131,Emergency,HYDRAULIC-LEAK,293,1936,000090000117
WO-2090654,ASSET-00131,Corrective,SPINDLE-SEIZURE,120,812,000090000117
WO-2090655,ASSET-00131,Emergency,MOTOR-BURNOUT,354,924,000090000117
WO-2090656,ASSET-00131,Corrective,PNEUMATIC-LEAK,144,1088,000090000117
WO-2090657,ASSET-00131,Preventive,,0,,000090000117
WO-2090658,ASSET-00132,Emergency,SPINDLE-SEIZURE,465,1169,000090000118
WO-2090659,ASSET-00132,Corrective,DIE-WEAR,122,327,000090000118
WO-2090660,ASSET-00132,Corrective,BEARING-FAILURE,128,1593,000090000118
WO-2090661,ASSET-00132,Corrective,MOTOR-BURNOUT,164,1226,000090000118
WO-2090662,ASSET-00133,Preventive,,0,,000090000119
WO-2090663,ASSET-00133,Corrective,SENSOR-FAULT,214,1807,000090000119
WO-2090664,ASSET-00133,Emergency,BELT-FAILURE,246,1234,000090000119
WO-2090665,ASSET-00133,Corrective,DIE-WEAR,174,1508,000090000119
WO-2090666,ASSET-00133,Preventive,,0,,000090000119
WO-2090667,ASSET-00133,Corrective,BELT-FAILURE,218,1011,000090000119
WO-2090668,ASSET-00133,Preventive,,0,,000090000119
WO-2090669,ASSET-00133,Emergency,DIE-WEAR,129,1432,000090000119
WO-2090670,ASSET-00133,Corrective,SPINDLE-SEIZURE,238,1750,000090000119
WO-2090671,ASSET-00133,Preventive,,0,,000090000119
WO-2090672,ASSET-00133,Corrective,CONTROLLER-FAULT,218,616,000090000119
WO-2090673,ASSET-00134,Preventive,,0,,000090000120
WO-2090674,ASSET-00134,Preventive,,0,,000090000120
WO-2090675,ASSET-00134,Preventive,,0,,000090000120
WO-2090676,ASSET-00134,Preventive,,0,,000090000120
WO-2090677,ASSET-00134,Preventive,,0,,000090000120
WO-2090678,ASSET-00135,Preventive,,0,,000090000121
WO-2090679,ASSET-00135,Preventive,,0,,000090000121
WO-2090680,ASSET-00135,Corrective,BEARING-FAILURE,90,1228,000090000121
WO-2090681,ASSET-00135,Preventive,,0,,000090000121
WO-2090682,ASSET-00135,Emergency,BELT-FAILURE,210,1285,000090000121
WO-2090683,ASSET-00135,Preventive,,0,,000090000121
WO-2090684,ASSET-00136,Corrective,CALIBRATION-DRIFT,165,991,000090000122
WO-2090685,ASSET-00136,Preventive,,0,,000090000122
WO-2090686,ASSET-00136,Preventive,,0,,000090000122
WO-2090687,ASSET-00136,Preventive,,0,,000090000122
WO-2090688,ASSET-00136,Preventive,,0,,000090000122
WO-2090689,ASSET-00136,Preventive,,0,,000090000122
WO-2090690,ASSET-00136,Preventive,,0,,000090000122
WO-2090691,ASSET-00136,Preventive,,0,,000090000122
WO-2090692,ASSET-00137,Preventive,,0,,000090000123
WO-2090693,ASSET-00137,Corrective,SPINDLE-SEIZURE,45,1420,000090000123
WO-2090694,ASSET-00137,Corrective,CALIBRATION-DRIFT,66,1795,000090000123
WO-2090695,ASSET-00137,Corrective,PNEUMATIC-LEAK,217,761,000090000123
WO-2090696,ASSET-00138,Preventive,,0,,000090000124
WO-2090697,ASSET-00138,Preventive,,0,,000090000124
WO-2090698,ASSET-00138,Preventive,,0,,000090000124
WO-2090699,ASSET-00138,Preventive,,0,,000090000124
WO-2090700,ASSET-00138,Preventive,,0,,000090000124
WO-2090701,ASSET-00139,Emergency,CONTROLLER-FAULT,520,1008,000090000125
WO-2090702,ASSET-00139,Emergency,PNEUMATIC-LEAK,497,1189,000090000125
WO-2090703,ASSET-00139,Corrective,HYDRAULIC-LEAK,166,480,000090000125
WO-2090704,ASSET-00140,Corrective,SENSOR-FAULT,142,594,000090000126
WO-2090705,ASSET-00140,Corrective,MOTOR-BURNOUT,157,1759,000090000126
WO-2090706,ASSET-00140,Emergency,DIE-WEAR,126,682,000090000126
WO-2090707,ASSET-00140,Preventive,,0,,000090000126
WO-2090708,ASSET-00140,Preventive,,0,,000090000126
WO-2090709,ASSET-00141,Preventive,,0,,000090000127
WO-2090710,ASSET-00141,Corrective,CONTROLLER-FAULT,110,1282,000090000127
WO-2090711,ASSET-00141,Preventive,,0,,000090000127
WO-2090712,ASSET-00141,Preventive,,0,,000090000127
WO-2090713,ASSET-00141,Corrective,SPINDLE-SEIZURE,69,1372,000090000127
WO-2090714,ASSET-00141,Corrective,PNEUMATIC-LEAK,204,1240,000090000127
WO-2090715,ASSET-00141,Corrective,MOTOR-BURNOUT,109,1766,000090000127
WO-2090716,ASSET-00141,Preventive,,0,,000090000127
WO-2090717,ASSET-00142,Corrective,HYDRAULIC-LEAK,171,1446,000090000128
WO-2090718,ASSET-00142,Preventive,,0,,000090000128
WO-2090719,ASSET-00142,Corrective,CALIBRATION-DRIFT,53,1397,000090000128
WO-2090720,ASSET-00142,Corrective,PNEUMATIC-LEAK,74,1869,000090000128
WO-2090721,ASSET-00143,Preventive,,0,,000090000129
WO-2090722,ASSET-00143,Preventive,,0,,000090000129
WO-2090723,ASSET-00143,Preventive,,0,,000090000129
WO-2090724,ASSET-00143,Preventive,,0,,000090000129
WO-2090725,ASSET-00143,Preventive,,0,,000090000129
WO-2090726,ASSET-00144,Preventive,,0,,000090000130
WO-2090727,ASSET-00144,Preventive,,0,,000090000130
WO-2090728,ASSET-00144,Preventive,,0,,000090000130
WO-2090729,ASSET-00144,Corrective,MOTOR-BURNOUT,225,923,000090000130
WO-2090730,ASSET-00145,Preventive,,0,,000090000131
WO-2090731,ASSET-00145,Preventive,,0,,000090000131
WO-2090732,ASSET-00145,Corrective,SENSOR-FAULT,177,1812,000090000131
WO-2090733,ASSET-00145,Emergency,SENSOR-FAULT,439,1247,000090000131
WO-2090734,ASSET-00145,Preventive,,0,,000090000131
WO-2090735,ASSET-00145,Preventive,,0,,000090000131
WO-2090736,ASSET-00146,Corrective,CALIBRATION-DRIFT,210,253,000090000132
WO-2090737,ASSET-00146,Preventive,,0,,000090000132
WO-2090738,ASSET-00146,Corrective,BEARING-FAILURE,152,939,000090000132
WO-2090739,ASSET-00146,Preventive,,0,,000090000132
WO-2090740,ASSET-00146,Corrective,SPINDLE-SEIZURE,233,1669,000090000132
WO-2090741,ASSET-00146,Preventive,,0,,000090000132
WO-2090742,ASSET-00146,Emergency,DIE-WEAR,324,1060,000090000132
WO-2090743,ASSET-00147,Preventive,,0,,000090000133
WO-2090744,ASSET-00147,Preventive,,0,,000090000133
WO-2090745,ASSET-00147,Preventive,,0,,000090000133
WO-2090746,ASSET-00147,Preventive,,0,,000090000133
WO-2090747,ASSET-00147,Preventive,,0,,000090000133
WO-2090748,ASSET-00147,Emergency,MOTOR-BURNOUT,277,266,000090000133
WO-2090749,ASSET-00148,Corrective,CALIBRATION-DRIFT,142,1666,000090000134
WO-2090750,ASSET-00148,Preventive,,0,,000090000134
WO-2090751,ASSET-00148,Corrective,MOTOR-BURNOUT,128,290,000090000134
WO-2090752,ASSET-00148,Corrective,HYDRAULIC-LEAK,193,247,000090000134
WO-2090753,ASSET-00148,Preventive,,0,,000090000134
WO-2090754,ASSET-00149,Corrective,SPINDLE-SEIZURE,176,1011,000090000135
WO-2090755,ASSET-00149,Preventive,,0,,000090000135
WO-2090756,ASSET-00149,Corrective,MOTOR-BURNOUT,225,865,000090000135
WO-2090757,ASSET-00149,Preventive,,0,,000090000135
WO-2090758,ASSET-00149,Preventive,,0,,000090000135
WO-2090759,ASSET-00150,Corrective,SENSOR-FAULT,214,385,000090000136
WO-2090760,ASSET-00150,Emergency,CONTROLLER-FAULT,485,1791,000090000136
WO-2090761,ASSET-00150,Corrective,BELT-FAILURE,46,451,000090000136
WO-2090762,ASSET-00150,Emergency,PNEUMATIC-LEAK,395,295,000090000136
WO-2090763,ASSET-00150,Preventive,,0,,000090000136
WO-2090764,ASSET-00150,Preventive,,0,,000090000136
WO-2090765,ASSET-00151,Preventive,,0,,000090000137
WO-2090766,ASSET-00151,Preventive,,0,,000090000137
WO-2090767,ASSET-00151,Corrective,DIE-WEAR,74,1617,000090000137
WO-2090768,ASSET-00152,Preventive,,0,,000090000139
WO-2090769,ASSET-00152,Corrective,DIE-WEAR,95,809,000090000139
WO-2090770,ASSET-00152,Corrective,PNEUMATIC-LEAK,59,1906,000090000139
WO-2090771,ASSET-00152,Corrective,HYDRAULIC-LEAK,124,1755,000090000139
WO-2090772,ASSET-00152,Emergency,CALIBRATION-DRIFT,439,967,000090000139
WO-2090773,ASSET-00152,Corrective,PNEUMATIC-LEAK,35,1946,000090000139
WO-2090774,ASSET-00152,Preventive,,0,,000090000139
WO-2090775,ASSET-00152,Corrective,PNEUMATIC-LEAK,229,867,000090000139
WO-2090776,ASSET-00153,Corrective,SPINDLE-SEIZURE,98,1116,000090000140
WO-2090777,ASSET-00153,Corrective,CALIBRATION-DRIFT,55,825,000090000140
WO-2090778,ASSET-00153,Preventive,,0,,000090000140
WO-2090779,ASSET-00153,Emergency,PNEUMATIC-LEAK,142,1612,000090000140
WO-2090780,ASSET-00154,Preventive,,0,,000090000141
WO-2090781,ASSET-00154,Corrective,CALIBRATION-DRIFT,100,1994,000090000141
WO-2090782,ASSET-00154,Corrective,BEARING-FAILURE,200,783,000090000141
WO-2090783,ASSET-00155,Corrective,SPINDLE-SEIZURE,151,566,000090000142
WO-2090784,ASSET-00155,Preventive,,0,,000090000142
WO-2090785,ASSET-00155,Preventive,,0,,000090000142
WO-2090786,ASSET-00155,Emergency,CALIBRATION-DRIFT,89,757,000090000142
WO-2090787,ASSET-00156,Corrective,SPINDLE-SEIZURE,67,1968,000090000143
WO-2090788,ASSET-00156,Preventive,,0,,000090000143
WO-2090789,ASSET-00156,Corrective,SPINDLE-SEIZURE,221,1394,000090000143
WO-2090790,ASSET-00156,Preventive,,0,,000090000143
WO-2090791,ASSET-00156,Corrective,SPINDLE-SEIZURE,144,1417,000090000143
WO-2090792,ASSET-00156,Emergency,BEARING-FAILURE,359,564,000090000143
WO-2090793,ASSET-00156,Preventive,,0,,000090000143
WO-2090794,ASSET-00156,Preventive,,0,,000090000143
WO-2090795,ASSET-00157,Corrective,SENSOR-FAULT,235,609,000090000144
WO-2090796,ASSET-00157,Corrective,BEARING-FAILURE,169,1712,000090000144
WO-2090797,ASSET-00157,Corrective,CONTROLLER-FAULT,92,441,000090000144
WO-2090798,ASSET-00157,Corrective,MOTOR-BURNOUT,223,1712,000090000144
WO-2090799,ASSET-00157,Preventive,,0,,000090000144
WO-2090800,ASSET-00157,Preventive,,0,,000090000144
WO-2090801,ASSET-00158,Preventive,,0,,000090000145
WO-2090802,ASSET-00158,Preventive,,0,,000090000145
WO-2090803,ASSET-00158,Corrective,BELT-FAILURE,50,1779,000090000145
WO-2090804,ASSET-00159,Corrective,BEARING-FAILURE,82,319,000090000146
WO-2090805,ASSET-00160,Corrective,CONTROLLER-FAULT,49,1220,000090000147
WO-2090806,ASSET-00160,Corrective,SENSOR-FAULT,198,799,000090000147
WO-2090807,ASSET-00160,Emergency,HYDRAULIC-LEAK,450,1211,000090000147
WO-2090808,ASSET-00160,Corrective,CONTROLLER-FAULT,194,1497,000090000147
WO-2090809,ASSET-00161,Preventive,,0,,000090000149
WO-2090810,ASSET-00161,Corrective,PNEUMATIC-LEAK,38,846,000090000149
WO-2090811,ASSET-00161,Preventive,,0,,000090000149
