Period,Plant_Code,Volume,AvailableHours,LeadTimeDays
2020-W42,PL-005,6887,1780,40
2020-W43,PL-005,5531,2173,31
2020-W44,PL-005,4375,1784,22
2020-W45,PL-005,1363,2026,26
2020-W46,PL-005,3867,1898,20
2020-W47,PL-005,7510,1610,38
2020-W48,PL-005,1258,1677,34
2020-W49,PL-005,4488,1069,46
2020-W50,PL-005,2001,1782,5
2020-W51,PL-005,6983,1536,18
2020-W52,PL-005,2769,1485,14
2020-W53,PL-005,7372,1638,14
2021-W01,PL-005,5871,1920,25
2021-W02,PL-005,5395,1611,16
2021-W03,PL-005,6407,1968,60
2021-W04,PL-005,2980,1842,25
2021-W05,PL-005,6267,1315,51
2021-W06,PL-005,5391,1353,18
2021-W07,PL-005,1505,1205,47
2021-W08,PL-005,3035,1926,52
2021-W09,PL-005,4567,1608,54
2021-W10,PL-005,3428,2135,23
2021-W11,PL-005,2746,1172,31
2021-W12,PL-005,4435,1098,6
2021-W13,PL-005,7245,1950,52
2021-W14,PL-005,5747,1830,53
2021-W15,PL-005,6812,1572,60
2021-W16,PL-005,6265,1632,51
2021-W17,PL-005,2087,1485,25
2021-W18,PL-005,6877,1697,41
2021-W19,PL-005,2457,1989,13
2021-W20,PL-005,4042,1421,45
2021-W21,PL-005,3408,2114,27
2021-W22,PL-005,5665,1239,46
2021-W23,PL-005,3217,1282,34
2021-W24,PL-005,4295,1037,56
2021-W25,PL-005,3610,1563,24
2021-W26,PL-005,4926,2110,10
2021-W27,PL-005,5651,1614,29
2021-W28,PL-005,3112,1329,37
2021-W29,PL-005,1410,1341,37
2021-W30,PL-005,2401,1044,23
2021-W31,PL-005,2890,1427,34
2021-W32,PL-005,1500,1006,5
2021-W33,PL-005,3416,1360,43
2021-W34,PL-005,5435,1455,52
2021-W35,PL-005,6356,2180,39
2021-W36,PL-005,3000,1560,47
2021-W37,PL-005,6539,1354,13
2021-W38,PL-005,4064,1231,59
2021-W39,PL-005,6083,1218,55
2021-W40,PL-005,1993,1297,5
2021-W41,PL-005,2746,1849,38
2021-W42,PL-005,2816,1878,46
2021-W43,PL-005,5608,1901,24
2021-W44,PL-005,3385,1040,37
2021-W45,PL-005,3149,1480,30
2021-W46,PL-005,7849,1813,12
2021-W47,PL-005,6441,2075,9
2021-W48,PL-005,1254,1356,42
2021-W49,PL-005,4183,1581,22
2021-W50,PL-005,6638,1833,49
2021-W51,PL-005,4994,1621,32
2021-W52,PL-005,3261,1687,6
2022-W01,PL-005,3509,1072,28
2022-W02,PL-005,7440,1778,57
2022-W03,PL-005,5155,1066,15
2022-W04,PL-005,3225,1249,48
2022-W05,PL-005,5352,2061,58
2022-W06,PL-005,7619,1482,33
2022-W07,PL-005,1880,1410,47
2022-W08,PL-005,1462,1640,56
2022-W09,PL-005,5343,2153,34
2022-W10,PL-005,1549,1439,16
2022-W11,PL-005,1257,1402,45
2022-W12,PL-005,1974,1564,34
2022-W13,PL-005,5717,1881,11
2022-W14,PL-005,3947,2010,35
2022-W15,PL-005,4860,1918,50
2022-W16,PL-005,4165,1498,37
2022-W17,PL-005,1429,1447,35
2022-W18,PL-005,2792,2020,27
2022-W19,PL-005,4303,1587,34
2022-W20,PL-005,2003,1990,36
2022-W21,PL-005,3933,1703,55
2022-W22,PL-005,6566,2095,11
2022-W23,PL-005,6149,2140,34
2022-W24,PL-005,6784,1652,36
2022-W25,PL-005,6622,1366,42
2022-W26,PL-005,6040,1583,35
2022-W27,PL-005,5808,1981,44
2022-W28,PL-005,6101,1353,26
2022-W29,PL-005,7349,2023,27
2022-W30,PL-005,5239,1781,22
2022-W31,PL-005,4876,1119,40
2022-W32,PL-005,1565,1128,15
2022-W33,PL-005,3891,1668,42
2022-W34,PL-005,3806,1811,54
2022-W35,PL-005,3432,1426,31
2022-W36,PL-005,5040,1211,45
2022-W37,PL-005,2345,1990,42
2022-W38,PL-005,5781,1568,20
2022-W39,PL-005,6456,1299,22
2022-W40,PL-005,3108,1136,22
2022-W41,PL-005,7625,1269,50
2022-W42,PL-005,6441,1801,39
2022-W43,PL-005,5773,1304,53
2022-W44,PL-005,6552,1898,37
2022-W45,PL-005,6158,1073,60
2022-W46,PL-005,1950,1801,15
2022-W47,PL-005,7973,1231,57
2022-W48,PL-005,5137,2095,38
2022-W49,PL-005,3023,1351,17
2022-W50,PL-005,2457,1608,23
2022-W51,PL-005,5802,2193,10
2022-W52,PL-005,6777,2114,59
2023-W01,PL-005,3860,1989,33
2023-W02,PL-005,3574,1300,10
2023-W03,PL-005,6318,1993,25
2023-W04,PL-005,3783,1569,26
2023-W05,PL-005,3779,2070,56
2023-W06,PL-005,1587,1952,53
2023-W07,PL-005,6760,1367,6
2023-W08,PL-005,1838,1318,11
2023-W09,PL-005,2743,1080,42
2023-W10,PL-005,6291,2199,5
2023-W11,PL-005,6012,1473,17
2023-W12,PL-005,4719,1631,31
2023-W13,PL-005,4192,1115,41
2023-W14,PL-005,5097,1392,51
2023-W15,PL-005,3126,1131,11
2023-W16,PL-005,6040,1994,42
2023-W17,PL-005,7281,1581,44
2023-W18,PL-005,2136,1195,34
2023-W19,PL-005,4374,1510,32
2023-W20,PL-005,1688,1897,22
2023-W21,PL-005,2918,1698,41
2023-W22,PL-005,4510,1910,17
2023-W23,PL-005,4219,2106,6
2023-W24,PL-005,3783,1151,17
2023-W25,PL-005,4458,1944,9
2023-W26,PL-005,7204,1880,17
2023-W27,PL-005,5544,2133,44
2023-W28,PL-005,1161,1805,25
2023-W29,PL-005,6512,1991,32
2023-W30,PL-005,3577,1792,9
2023-W31,PL-005,6829,1741,23
2023-W32,PL-005,4538,1408,17
2023-W33,PL-005,3800,1371,50
2023-W34,PL-005,7387,2074,51
2023-W35,PL-005,1360,1186,51
2023-W36,PL-005,5777,2182,25
2023-W37,PL-005,3620,1591,56
2023-W38,PL-005,6472,1530,16
2023-W39,PL-005,3792,1450,58
2023-W40,PL-005,7117,1520,39
2023-W41,PL-005,2925,2163,39
2023-W42,PL-005,1552,1895,40
2023-W43,PL-005,6844,1329,17
2023-W44,PL-005,4283,1707,57
2023-W45,PL-005,6872,2046,22
2023-W46,PL-005,1848,2004,54
2023-W47,PL-005,3707,1716,44
2023-W48,PL-005,6798,1613,55
2023-W49,PL-005,1624,1716,38
2023-W50,PL-005,3844,2029,9
2023-W51,PL-005,2831,2099,10
2023-W52,PL-005,3458,2140,34
2024-W01,PL-005,4464,1776,27
2024-W02,PL-005,7370,1175,33
2024-W03,PL-005,7584,1685,9
2024-W04,PL-005,4783,2050,32
2024-W05,PL-005,6298,1876,11
2024-W06,PL-005,4402,2085,20
2024-W07,PL-005,4263,1090,19
2024-W08,PL-005,6956,1272,11
2024-W09,PL-005,2173,2025,39
2024-W10,PL-005,6276,1089,33
2024-W11,PL-005,1716,1861,38
2024-W12,PL-005,3842,2176,33
2024-W13,PL-005,3543,1003,43
2024-W14,PL-005,4473,1437,40
2024-W15,PL-005,3678,2165,29
2024-W16,PL-005,3762,2071,18
2024-W17,PL-005,5370,1775,33
2024-W18,PL-005,6291,1598,33
2024-W19,PL-005,5893,1355,6
2024-W20,PL-005,6174,2121,57
2024-W21,PL-005,3652,1837,33
2024-W22,PL-005,5840,2180,23
2024-W23,PL-005,6357,2189,7
2024-W24,PL-005,4468,1050,15
2024-W25,PL-005,6390,1667,51
2024-W26,PL-005,6185,1886,10
2024-W27,PL-005,5173,1037,50
2024-W28,PL-005,2662,1103,58
2024-W29,PL-005,4505,1383,58
2024-W30,PL-005,4020,1187,58
2024-W31,PL-005,7031,1529,14
2024-W32,PL-005,1171,1285,23
2024-W33,PL-005,1582,1373,41
2020-W02,PL-006,4073,1203,10
2020-W03,PL-006,4895,1155,44
2020-W04,PL-006,6274,1581,26
2020-W05,PL-006,6275,1472,5
2020-W06,PL-006,1173,1983,60
2020-W07,PL-006,3590,1877,18
2020-W08,PL-006,2018,2045,48
2020-W09,PL-006,4391,1155,19
2020-W10,PL-006,2060,2079,19
2020-W11,PL-006,4459,1650,5
2020-W12,PL-006,7880,1967,22
2020-W13,PL-006,1054,1580,27
2020-W14,PL-006,2007,1218,10
2020-W15,PL-006,4105,1010,19
2020-W16,PL-006,6002,1534,35
2020-W17,PL-006,7560,2008,52
2020-W18,PL-006,4635,2033,47
2020-W19,PL-006,7408,1286,54
2020-W20,PL-006,5306,1573,42
2020-W21,PL-006,5061,1373,18
2020-W22,PL-006,6867,1715,43
2020-W23,PL-006,2559,2078,51
2020-W24,PL-006,4218,1986,21
2020-W25,PL-006,3298,2185,35
2020-W26,PL-006,2449,1848,26
2020-W27,PL-006,7325,1330,17
2020-W28,PL-006,6566,1893,25
2020-W29,PL-006,5627,1057,28
2020-W30,PL-006,3977,2122,6
2020-W31,PL-006,2173,1448,37
2020-W32,PL-006,3658,2015,42
2020-W33,PL-006,3282,1205,58
2020-W34,PL-006,2144,1795,59
2020-W35,PL-006,4625,1380,51
2020-W36,PL-006,4826,1047,36
2020-W37,PL-006,4689,1340,15
2020-W38,PL-006,7855,2024,13
2020-W39,PL-006,7795,1840,26
2020-W40,PL-006,1924,1880,40
2020-W41,PL-006,6959,1598,18
2020-W42,PL-006,5700,1266,5
2020-W43,PL-006,1070,1229,5
2020-W44,PL-006,7952,1875,6
2020-W45,PL-006,2356,1907,32
2020-W46,PL-006,4549,1539,48
2020-W47,PL-006,3165,1941,55
2020-W48,PL-006,3551,1886,20
2020-W49,PL-006,3915,1544,57
2020-W50,PL-006,6650,2076,29
2020-W51,PL-006,4301,1400,33
2020-W52,PL-006,4559,2102,20
2020-W53,PL-006,6995,1416,27
2021-W01,PL-006,7992,1593,6
2021-W02,PL-006,5185,1693,30
2021-W03,PL-006,1963,1609,39
2021-W04,PL-006,3585,1888,48
2021-W05,PL-006,5555,1269,14
2021-W06,PL-006,4626,1709,26
2021-W07,PL-006,3593,1383,44
2021-W08,PL-006,3145,1729,32
2021-W09,PL-006,6590,1195,40
2021-W10,PL-006,1734,1533,31
2021-W11,PL-006,2495,1938,25
2021-W12,PL-006,4198,1139,32
2021-W13,PL-006,6230,1462,58
2021-W14,PL-006,1930,1076,31
2021-W15,PL-006,1913,1701,30
2021-W16,PL-006,3305,1769,32
2021-W17,PL-006,4403,1709,34
2021-W18,PL-006,4990,1099,48
2021-W19,PL-006,5841,1911,28
2021-W20,PL-006,2594,1180,43
2021-W21,PL-006,2964,1365,50
2021-W22,PL-006,7954,1167,13
2021-W23,PL-006,4199,2135,25
2021-W24,PL-006,6738,2031,57
2021-W25,PL-006,3707,1371,37
2021-W26,PL-006,2687,2024,36
2021-W27,PL-006,4834,1183,38
2021-W28,PL-006,2836,1350,28
2021-W29,PL-006,4924,1130,11
2021-W30,PL-006,4341,1320,11
2021-W31,PL-006,6498,1971,9
2021-W32,PL-006,7659,2109,15
2021-W33,PL-006,6581,2090,12
2021-W34,PL-006,1850,1950,36
2021-W35,PL-006,1514,1876,47
2021-W36,PL-006,7755,1403,29
2021-W37,PL-006,3948,1230,15
2021-W38,PL-006,4953,1029,27
2021-W39,PL-006,6087,1998,49
2021-W40,PL-006,2286,1720,50
2021-W41,PL-006,5473,1928,12
2021-W42,PL-006,5226,1989,36
2021-W43,PL-006,2243,1126,17
2021-W44,PL-006,1809,1371,46
2021-W45,PL-006,3918,1021,19
2021-W46,PL-006,7008,1468,58
2021-W47,PL-006,3255,1963,22
2021-W48,PL-006,4804,2110,48
2021-W49,PL-006,5206,1039,59
2021-W50,PL-006,5818,2192,30
2021-W51,PL-006,2580,1106,44
2021-W52,PL-006,3996,1360,16
2022-W01,PL-006,1050,1497,57
2022-W02,PL-006,3195,1088,51
2022-W03,PL-006,4295,1355,10
2022-W04,PL-006,3124,1285,38
2022-W05,PL-006,6187,1688,56
2022-W06,PL-006,2776,1648,23
2022-W07,PL-006,2382,1823,13
2022-W08,PL-006,7653,1373,55
2022-W09,PL-006,6157,1961,29
2022-W10,PL-006,5593,1806,56
2022-W11,PL-006,3370,1599,6
2022-W12,PL-006,2388,1725,18
2022-W13,PL-006,4894,1972,10
2022-W14,PL-006,6312,2119,23
2022-W15,PL-006,5261,1966,22
2022-W16,PL-006,7248,2061,35
2022-W17,PL-006,6628,1681,51
2022-W18,PL-006,2051,2191,13
2022-W19,PL-006,7934,1277,33
2022-W20,PL-006,4705,1835,18
2022-W21,PL-006,3501,1126,31
2022-W22,PL-006,1724,1716,32
2022-W23,PL-006,7184,1234,9
2022-W24,PL-006,1003,1542,53
2022-W25,PL-006,2942,1484,19
2022-W26,PL-006,7172,1769,46
2022-W27,PL-006,3543,1424,57
2022-W28,PL-006,7874,2151,9
2022-W29,PL-006,1351,1322,30
2022-W30,PL-006,1154,1119,48
2022-W31,PL-006,5151,1813,55
2022-W32,PL-006,6336,1297,13
2022-W33,PL-006,3863,1480,25
2022-W34,PL-006,1942,1607,8
2022-W35,PL-006,6536,1303,35
2022-W36,PL-006,4508,1270,31
2022-W37,PL-006,3440,2044,48
2022-W38,PL-006,1859,2145,7
2022-W39,PL-006,6110,1158,29
2022-W40,PL-006,4024,1202,6
2022-W41,PL-006,4011,1025,29
2022-W42,PL-006,3356,1895,24
2022-W43,PL-006,6593,2153,15
2022-W44,PL-006,7297,1938,24
2022-W45,PL-006,7089,1442,28
2022-W46,PL-006,4387,2053,32
2022-W47,PL-006,7536,1528,13
2022-W48,PL-006,7303,1391,46
2022-W49,PL-006,7856,1087,13
2022-W50,PL-006,3904,1487,56
2022-W51,PL-006,2942,1739,54
2022-W52,PL-006,1449,1263,24
2023-W01,PL-006,4823,1247,31
2023-W02,PL-006,3569,1381,41
2023-W03,PL-006,6930,1596,42
2023-W04,PL-006,1217,1878,19
2023-W05,PL-006,4299,2013,22
2023-W06,PL-006,6650,1303,48
2023-W07,PL-006,2458,1337,57
2023-W08,PL-006,2384,1960,52
2023-W09,PL-006,5040,1977,26
2023-W10,PL-006,6462,1333,11
2023-W11,PL-006,2258,1554,55
2023-W12,PL-006,7898,2062,58
2023-W13,PL-006,4274,1498,39
2023-W14,PL-006,3369,1169,39
2023-W15,PL-006,4234,1313,22
2023-W16,PL-006,1180,1476,33
2023-W17,PL-006,7415,2103,13
2023-W18,PL-006,5843,1001,7
2023-W19,PL-006,6721,2127,25
2023-W20,PL-006,5821,1578,32
2023-W21,PL-006,2746,1331,20
2023-W22,PL-006,7885,2169,13
2023-W23,PL-006,2299,1320,48
2023-W24,PL-006,4715,1835,35
2023-W25,PL-006,1733,1668,11
2023-W26,PL-006,2336,2030,46
2023-W27,PL-006,4088,2111,33
2023-W28,PL-006,2460,1621,23
2023-W29,PL-006,7532,1219,20
2023-W30,PL-006,7345,1607,52
2023-W31,PL-006,5399,1367,7
2023-W32,PL-006,6880,1844,7
2023-W33,PL-006,1577,2152,45
2023-W34,PL-006,5538,1029,33
2023-W35,PL-006,5153,1012,58
2023-W36,PL-006,1076,1885,34
2023-W37,PL-006,3199,2093,12
2020-W02,PL-007,1088,1565,47
2020-W03,PL-007,4549,1386,12
2020-W04,PL-007,4838,1091,38
2020-W05,PL-007,6102,1874,33
2020-W06,PL-007,1164,1579,11
2020-W07,PL-007,7595,2140,32
2020-W08,PL-007,5856,2084,10
2020-W09,PL-007,1466,1799,14
2020-W10,PL-007,4243,1054,31
2020-W11,PL-007,2014,1148,10
2020-W12,PL-007,6496,2100,56
2020-W13,PL-007,5503,1282,52
2020-W14,PL-007,6890,1032,20
2020-W15,PL-007,4847,1180,59
2020-W16,PL-007,1584,1919,19
2020-W17,PL-007,5942,1375,57
2020-W18,PL-007,4680,1657,13
2020-W19,PL-007,6412,1235,42
2020-W20,PL-007,1074,1599,19
2020-W21,PL-007,7375,1779,15
2020-W22,PL-007,1432,1038,15
2020-W23,PL-007,6058,1203,10
2020-W24,PL-007,2463,1319,25
2020-W25,PL-007,6952,1281,36
2020-W26,PL-007,4435,1162,26
2020-W27,PL-007,3560,1571,58
2020-W28,PL-007,7150,1704,29
2020-W29,PL-007,7083,2074,23
2020-W30,PL-007,3913,1392,50
2020-W31,PL-007,5353,1086,18
2020-W32,PL-007,6843,1472,22
2020-W33,PL-007,7756,1841,45
2020-W34,PL-007,7872,2035,5
2020-W35,PL-007,6432,1454,43
2020-W36,PL-007,7012,1628,48
2020-W37,PL-007,5107,2022,23
2020-W38,PL-007,7942,1670,55
2020-W39,PL-007,4428,1118,19
2020-W40,PL-007,4508,2198,60
2020-W41,PL-007,4244,1533,12
2020-W42,PL-007,7272,2133,33
2020-W43,PL-007,5160,1871,46
2020-W44,PL-007,6244,2163,45
2020-W45,PL-007,2387,1216,41
2020-W46,PL-007,1251,1571,10
2020-W47,PL-007,7003,1247,12
2020-W48,PL-007,5601,2038,50
2020-W49,PL-007,5324,1507,56
2020-W50,PL-007,6101,1945,35
2020-W51,PL-007,7514,1093,56
2020-W52,PL-007,3279,1274,14
2020-W53,PL-007,4046,1782,28
2021-W01,PL-007,2244,1745,34
2021-W02,PL-007,5139,1204,19
2021-W03,PL-007,7571,1939,49
2021-W04,PL-007,1483,2167,48
2021-W05,PL-007,6413,1047,38
2021-W06,PL-007,4019,1225,37
2021-W07,PL-007,6271,1082,29
2021-W08,PL-007,6462,1280,24
2021-W09,PL-007,4775,1605,30
2021-W10,PL-007,1055,1913,27
2021-W11,PL-007,5970,1583,53
2021-W12,PL-007,2328,1368,22
2021-W13,PL-007,1424,2148,59
2021-W14,PL-007,3498,1321,17
2021-W15,PL-007,7721,1974,12
2021-W16,PL-007,3995,1177,18
2021-W17,PL-007,1447,1018,28
2021-W18,PL-007,5172,1324,57
2021-W19,PL-007,5348,1276,60
2021-W20,PL-007,6690,2090,7
2021-W21,PL-007,1774,1681,18
2021-W22,PL-007,3024,1439,9
2021-W23,PL-007,7947,1690,60
2021-W24,PL-007,3030,1873,37
2021-W25,PL-007,7801,1245,39
2021-W26,PL-007,2229,1101,15
2021-W27,PL-007,2579,1791,25
2021-W28,PL-007,4875,1055,20
2021-W29,PL-007,7645,1568,20
2021-W30,PL-007,1302,1423,42
2021-W31,PL-007,1376,1334,21
2021-W32,PL-007,4671,1574,49
2021-W33,PL-007,2469,1490,28
2021-W34,PL-007,7966,1656,38
2021-W35,PL-007,4756,1349,5
2021-W36,PL-007,3427,1571,47
2021-W37,PL-007,1076,2185,52
2021-W38,PL-007,4193,1304,39
2021-W39,PL-007,6882,2027,14
2021-W40,PL-007,1345,1007,12
2021-W41,PL-007,6051,2143,18
2021-W42,PL-007,3011,1743,42
2021-W43,PL-007,7943,1777,43
2021-W44,PL-007,3664,1516,35
2021-W45,PL-007,6086,1511,59
2021-W46,PL-007,1691,1169,26
2021-W47,PL-007,5216,1781,27
2021-W48,PL-007,1120,1973,41
2021-W49,PL-007,1368,1417,37
2021-W50,PL-007,4552,1207,6
2021-W51,PL-007,5420,1402,20
2021-W52,PL-007,7937,1477,20
2022-W01,PL-007,6046,2031,18
2022-W02,PL-007,1153,1121,37
2022-W03,PL-007,1253,1253,60
2022-W04,PL-007,4733,1089,49
2022-W05,PL-007,3815,1119,57
2022-W06,PL-007,7443,1755,25
2022-W07,PL-007,6398,1592,39
2022-W08,PL-007,4103,1381,23
2022-W09,PL-007,7246,2049,49
2022-W10,PL-007,6628,1541,16
2022-W11,PL-007,7258,1392,45
2022-W12,PL-007,6066,2037,53
2022-W13,PL-007,2814,2081,13
2022-W14,PL-007,3346,1889,18
2022-W15,PL-007,1798,1956,54
2022-W16,PL-007,2672,1558,15
2022-W17,PL-007,1036,1715,59
2022-W18,PL-007,7519,1683,53
2022-W19,PL-007,2896,2039,36
2022-W20,PL-007,1192,1094,58
2022-W21,PL-007,6876,1877,23
2022-W22,PL-007,4219,1643,20
2022-W23,PL-007,1922,1589,27
2022-W24,PL-007,5561,1602,60
2022-W25,PL-007,5571,1504,24
2022-W26,PL-007,5364,1841,28
2022-W27,PL-007,4183,1682,51
2022-W28,PL-007,3114,1931,24
2022-W29,PL-007,1619,1983,52
2022-W30,PL-007,7924,1459,53
2022-W31,PL-007,2851,1776,52
2022-W32,PL-007,1394,1203,29
2022-W33,PL-007,4246,1959,9
2022-W34,PL-007,5718,1716,39
2022-W35,PL-007,5782,2004,17
2022-W36,PL-007,5270,2130,55
2022-W37,PL-007,7174,1424,49
2022-W38,PL-007,4638,1313,35
2022-W39,PL-007,7381,1059,6
2022-W40,PL-007,7572,1991,35
2022-W41,PL-007,3196,1795,7
2022-W42,PL-007,3418,2127,43
2022-W43,PL-007,7876,2199,46
2022-W44,PL-007,2830,1290,34
2022-W45,PL-007,3439,1066,18
2022-W46,PL-007,2097,2188,35
2022-W47,PL-007,6936,1924,35
2022-W48,PL-007,7076,1838,60
2022-W49,PL-007,4338,1258,16
2022-W50,PL-007,3037,2188,19
2022-W51,PL-007,3468,2145,55
2022-W52,PL-007,7298,1644,60
2023-W01,PL-007,1200,2129,17
2023-W02,PL-007,3770,1587,36
2023-W03,PL-007,1676,1006,25
2023-W04,PL-007,1775,1727,44
2023-W05,PL-007,5377,1868,22
2023-W06,PL-007,6084,1490,21
2023-W07,PL-007,6592,1868,17
2023-W08,PL-007,6031,1230,9
2023-W09,PL-007,1228,1788,43
2023-W10,PL-007,5552,1378,50
2023-W11,PL-007,6967,1785,46
2023-W12,PL-007,3962,1863,51
2023-W13,PL-007,1718,1853,5
2023-W14,PL-007,4849,1699,41
2023-W15,PL-007,4636,1476,50
2023-W16,PL-007,2077,1417,6
2023-W17,PL-007,1464,1820,21
2023-W18,PL-007,4801,1159,50
2023-W19,PL-007,4896,1407,31
2023-W20,PL-007,1687,1626,25
2023-W21,PL-007,7451,1600,6
2023-W22,PL-007,2745,1254,52
2023-W23,PL-007,5636,1852,10
2023-W24,PL-007,5458,2066,49
2023-W25,PL-007,6303,2101,13
2023-W26,PL-007,5147,1561,27
2023-W27,PL-007,7442,2087,16
2023-W28,PL-007,1444,1410,41
2023-W29,PL-007,6903,1008,54
2023-W30,PL-007,4917,1240,20
2023-W31,PL-007,7764,1257,57
2023-W32,PL-007,4532,1659,59
2023-W33,PL-007,5424,1237,39
2023-W34,PL-007,1442,1716,5
2023-W35,PL-007,1552,1284,13
2023-W36,PL-007,2350,2113,36
2023-W37,PL-007,5536,1048,7
2023-W38,PL-007,5195,1930,33
2023-W39,PL-007,1556,1830,51
2023-W40,PL-007,1255,1360,45
2023-W41,PL-007,3741,1051,52
2023-W42,PL-007,3242,1562,22
2023-W43,PL-007,5529,1677,17
2023-W44,PL-007,4506,1764,53
2023-W45,PL-007,3330,1148,41
2023-W46,PL-007,2765,1880,46
2023-W47,PL-007,7605,1959,10
2023-W48,PL-007,6460,1592,52
2023-W49,PL-007,3759,1463,23
2023-W50,PL-007,1598,1039,25
2023-W51,PL-007,4602,1667,42
2023-W52,PL-007,4377,1263,55
2024-W01,PL-007,4828,2010,21
2024-W02,PL-007,2183,1461,8
2024-W03,PL-007,6949,1431,47
2024-W04,PL-007,2110,1508,48
2024-W05,PL-007,4058,1247,31
2024-W06,PL-007,3514,1590,60
2024-W07,PL-007,3469,1524,42
2024-W08,PL-007,2731,1329,60
2024-W09,PL-007,2859,1433,52
2024-W10,PL-007,6129,1664,29
2024-W11,PL-007,3287,1312,39
2024-W12,PL-007,4164,1216,8
2020-W02,PL-008,4553,1169,38
2020-W03,PL-008,2315,1606,23
2020-W04,PL-008,3277,1025,28
2020-W05,PL-008,5722,1304,59
2020-W06,PL-008,3776,1731,36
2020-W07,PL-008,4473,1519,7
2020-W08,PL-008,3543,1427,49
2020-W09,PL-008,6184,1741,30
2020-W10,PL-008,4585,1856,59
2020-W11,PL-008,5373,2152,40
2020-W12,PL-008,6571,1427,52
2020-W13,PL-008,2784,1577,18
2020-W14,PL-008,5847,2050,54
2020-W15,PL-008,2231,1397,50
2020-W16,PL-008,3126,1498,20
2020-W17,PL-008,2500,1531,36
2020-W18,PL-008,6518,1800,19
2020-W19,PL-008,3728,1857,28
2020-W20,PL-008,4854,1258,48
2020-W21,PL-008,2597,1526,10
2020-W22,PL-008,1448,1412,19
2020-W23,PL-008,1866,1325,36
2020-W24,PL-008,4888,1059,26
2020-W25,PL-008,1992,1325,22
2020-W26,PL-008,1606,1839,11
2020-W27,PL-008,2718,1079,23
2020-W28,PL-008,6476,1511,13
2020-W29,PL-008,6639,1947,12
2020-W30,PL-008,5293,1194,39
2020-W31,PL-008,3960,1352,40
2020-W32,PL-008,6042,1771,39
2020-W33,PL-008,4920,1486,11
2020-W34,PL-008,7493,1401,47
2020-W35,PL-008,2431,1774,12
2020-W36,PL-008,1698,1331,7
2020-W37,PL-008,2843,1663,17
2020-W38,PL-008,5339,1761,29
2020-W39,PL-008,4962,1284,9
2020-W40,PL-008,3818,1975,35
2020-W41,PL-008,1450,1773,15
2020-W42,PL-008,2522,2002,37
2020-W43,PL-008,6484,1394,60
2020-W44,PL-008,3427,1504,16
2020-W45,PL-008,6131,2128,28
2020-W46,PL-008,6775,1417,9
2020-W47,PL-008,2467,2181,28
2020-W48,PL-008,3050,1524,15
2020-W49,PL-008,7990,1721,38
2020-W50,PL-008,3591,1532,56
2020-W51,PL-008,3148,1531,45
2020-W52,PL-008,7123,1717,45
2020-W53,PL-008,5386,1912,41
2021-W01,PL-008,4777,1047,5
2021-W02,PL-008,1110,1511,10
2021-W03,PL-008,2758,1643,39
2021-W04,PL-008,2840,1581,42
2021-W05,PL-008,5696,1381,34
2021-W06,PL-008,1587,1562,25
2021-W07,PL-008,6709,2039,52
2021-W08,PL-008,4668,1459,34
2021-W09,PL-008,5584,1913,34
2021-W10,PL-008,3909,1171,49
2021-W11,PL-008,2610,1363,24
2021-W12,PL-008,1171,1283,17
2021-W13,PL-008,1883,1198,11
2021-W14,PL-008,4458,1995,42
2021-W15,PL-008,5330,1420,35
2021-W16,PL-008,7675,1652,60
2021-W17,PL-008,5975,1535,47
2021-W18,PL-008,7629,1816,17
2021-W19,PL-008,5204,1132,32
2021-W20,PL-008,6483,1438,19
2021-W21,PL-008,1796,2043,40
2021-W22,PL-008,5654,1782,29
2021-W23,PL-008,4907,1827,9
2021-W24,PL-008,7740,1382,37
2021-W25,PL-008,5477,2111,55
2021-W26,PL-008,1919,1029,57
2021-W27,PL-008,5448,2025,59
2021-W28,PL-008,7825,1020,13
2021-W29,PL-008,6756,1988,60
2021-W30,PL-008,7119,2143,7
2021-W31,PL-008,2369,1431,18
2021-W32,PL-008,4986,1933,50
2021-W33,PL-008,6781,1873,13
2021-W34,PL-008,4682,1749,25
2021-W35,PL-008,6353,1370,26
2021-W36,PL-008,3357,1792,45
2021-W37,PL-008,7927,1181,14
2021-W38,PL-008,2157,1880,24
2021-W39,PL-008,1712,1438,6
2021-W40,PL-008,6381,2063,15
2021-W41,PL-008,2059,2055,12
2021-W42,PL-008,7838,1230,53
2021-W43,PL-008,1374,1558,27
2021-W44,PL-008,5038,1114,10
2021-W45,PL-008,2164,2041,20
2021-W46,PL-008,1693,1679,43
2021-W47,PL-008,2909,1343,41
2021-W48,PL-008,5088,1000,59
2021-W49,PL-008,3088,1095,39
2021-W50,PL-008,7279,1541,30
2021-W51,PL-008,5796,1264,29
2021-W52,PL-008,5948,1915,18
2022-W01,PL-008,5676,2071,36
2022-W02,PL-008,1224,1443,16
2022-W03,PL-008,3409,1634,59
2022-W04,PL-008,3468,1525,20
2022-W05,PL-008,6557,1221,47
2022-W06,PL-008,2469,1353,49
2022-W07,PL-008,7814,1998,50
2022-W08,PL-008,2313,1107,57
2022-W09,PL-008,7823,1170,27
2022-W10,PL-008,2653,1832,11
2022-W11,PL-008,4550,1905,58
2022-W12,PL-008,1103,1562,15
2022-W13,PL-008,6966,1175,14
2022-W14,PL-008,2667,2085,26
2022-W15,PL-008,3225,1578,5
2022-W16,PL-008,5189,1125,23
2022-W17,PL-008,7041,2031,34
