OrderRef,EquipID,Type,DowntimeMinutes,MTBFHours,LinkedAssetRef
WO-2040491,ASSET-00101,Preventive,0,,000040000096
WO-2040492,ASSET-00101,Corrective,67,1507,000040000096
WO-2040493,ASSET-00102,Preventive,0,,000040000097
WO-2040494,ASSET-00102,Corrective,71,622,000040000097
WO-2040495,ASSET-00103,Preventive,0,,000040000098
WO-2040496,ASSET-00103,Corrective,167,1401,000040000098
WO-2040497,ASSET-00103,Preventive,0,,000040000098
WO-2040498,ASSET-00103,Emergency,235,994,000040000098
WO-2040499,ASSET-00103,Corrective,31,809,000040000098
WO-2040500,ASSET-00103,Corrective,210,264,000040000098
WO-2040501,ASSET-00104,Corrective,146,1058,000040000099
WO-2040502,ASSET-00104,Preventive,0,,000040000099
WO-2040503,ASSET-00104,Emergency,559,646,000040000099
WO-2040504,ASSET-00104,Corrective,223,1667,000040000099
WO-2040505,ASSET-00105,Preventive,0,,000040000100
WO-2040506,ASSET-00105,Preventive,0,,000040000100
WO-2040507,ASSET-00105,Corrective,176,1105,000040000100
WO-2040508,ASSET-00105,Corrective,238,1171,000040000100
WO-2040509,ASSET-00105,Preventive,0,,000040000100
WO-2040510,ASSET-00106,Corrective,219,1595,000040000101
WO-2040511,ASSET-00106,Preventive,0,,000040000101
WO-2040512,ASSET-00106,Preventive,0,,000040000101
WO-2040513,ASSET-00106,Emergency,229,1809,000040000101
WO-2040514,ASSET-00106,Preventive,0,,000040000101
WO-2040515,ASSET-00107,Corrective,64,1263,000040000102
WO-2040516,ASSET-00107,Corrective,151,911,000040000102
WO-2040517,ASSET-00107,Emergency,172,537,000040000102
WO-2040518,ASSET-00107,Corrective,86,979,000040000102
WO-2040519,ASSET-00107,Corrective,57,870,000040000102
WO-2040520,ASSET-00107,Corrective,237,1427,000040000102
WO-2040521,ASSET-00107,Preventive,0,,000040000102
WO-2040522,ASSET-00107,Preventive,0,,000040000102
WO-2040523,ASSET-00108,Preventive,0,,000040000103
WO-2040524,ASSET-00108,Preventive,0,,000040000103
WO-2040525,ASSET-00108,Preventive,0,,000040000103
WO-2040526,ASSET-00108,Preventive,0,,000040000103
WO-2040527,ASSET-00109,Preventive,0,,000040000104
WO-2040528,ASSET-00109,Preventive,0,,000040000104
WO-2040529,ASSET-00109,Preventive,0,,000040000104
WO-2040530,ASSET-00109,Preventive,0,,000040000104
WO-2040531,ASSET-00109,Corrective,170,1575,000040000104
WO-2040532,ASSET-00109,Corrective,232,397,000040000104
WO-2040533,ASSET-00109,Preventive,0,,000040000104
WO-2040534,ASSET-00109,Corrective,190,782,000040000104
WO-2040535,ASSET-00110,Corrective,36,710,000040000105
WO-2040536,ASSET-00110,Preventive,0,,000040000105
WO-2040537,ASSET-00111,Corrective,163,242,000040000106
WO-2040538,ASSET-00111,Preventive,0,,000040000106
WO-2040539,ASSET-00111,Corrective,116,1642,000040000106
WO-2040540,ASSET-00111,Corrective,171,1992,000040000106
WO-2040541,ASSET-00112,Corrective,92,1750,
WO-2040542,ASSET-00112,Preventive,0,,
WO-2040543,ASSET-00112,Preventive,0,,
WO-2040544,ASSET-00112,Preventive,0,,
WO-2040545,ASSET-00113,Corrective,43,1704,000040000107
WO-2040546,ASSET-00113,Preventive,0,,000040000107
WO-2040547,ASSET-00113,Preventive,0,,000040000107
WO-2040548,ASSET-00113,Preventive,0,,000040000107
WO-2040549,ASSET-00114,Corrective,137,1387,000040000108
WO-2040550,ASSET-00114,Emergency,258,702,000040000108
WO-2040551,ASSET-00114,Corrective,224,1470,000040000108
WO-2040552,ASSET-00115,Preventive,0,,000040000109
WO-2040553,ASSET-00115,Preventive,0,,000040000109
WO-2040554,ASSET-00115,Preventive,0,,000040000109
WO-2040555,ASSET-00115,Preventive,0,,000040000109
WO-2040556,ASSET-00116,Preventive,0,,000040000110
WO-2040557,ASSET-00116,Corrective,87,1815,000040000110
WO-2040558,ASSET-00116,Preventive,0,,000040000110
WO-2040559,ASSET-00117,Corrective,47,1594,000040000111
WO-2040560,ASSET-00117,Preventive,0,,000040000111
WO-2040561,ASSET-00117,Emergency,223,1822,000040000111
WO-2040562,ASSET-00117,Preventive,0,,000040000111
WO-2040563,ASSET-00117,Preventive,0,,000040000111
WO-2040564,ASSET-00118,Corrective,72,893,000040000112
WO-2040565,ASSET-00118,Preventive,0,,000040000112
WO-2040566,ASSET-00118,Preventive,0,,000040000112
WO-2040567,ASSET-00118,Preventive,0,,000040000112
WO-2040568,ASSET-00118,Preventive,0,,000040000112
WO-2040569,ASSET-00119,Corrective,121,1455,000040000113
WO-2040570,ASSET-00119,Corrective,129,851,000040000113
WO-2040571,ASSET-00119,Preventive,0,,000040000113
WO-2040572,ASSET-00119,Preventive,0,,000040000113
WO-2040573,ASSET-00119,Preventive,0,,000040000113
WO-2040574,ASSET-00119,Corrective,224,825,000040000113
WO-2040575,ASSET-00120,Preventive,0,,000040000114
WO-2040576,ASSET-00120,Preventive,0,,000040000114
WO-2040577,ASSET-00120,Corrective,172,744,000040000114
WO-2040578,ASSET-00120,Corrective,224,1575,000040000114
WO-2040579,ASSET-00120,Preventive,0,,000040000114
WO-2040580,ASSET-00121,Preventive,0,,000040000115
WO-2040581,ASSET-00121,Emergency,519,1245,000040000115
WO-2040582,ASSET-00121,Emergency,475,1934,000040000115
WO-2040583,ASSET-00121,Preventive,0,,000040000115
WO-2040584,ASSET-00122,Preventive,0,,000040000116
WO-2040585,ASSET-00122,Corrective,175,461,000040000116
WO-2040586,ASSET-00122,Corrective,201,561,000040000116
WO-2040587,ASSET-00123,Preventive,0,,000040000117
WO-2040588,ASSET-00123,Preventive,0,,000040000117
WO-2040589,ASSET-00123,Preventive,0,,000040000117
WO-2040590,ASSET-00123,Preventive,0,,000040000117
WO-2040591,ASSET-00124,Preventive,0,,000040000118
WO-2040592,ASSET-00124,Corrective,89,868,000040000118
WO-2040593,ASSET-00124,Emergency,386,341,000040000118
WO-2040594,ASSET-00124,Corrective,208,1042,000040000118
WO-2040595,ASSET-00124,Emergency,123,1778,000040000118
WO-2040596,ASSET-00124,Preventive,0,,000040000118
WO-2040597,ASSET-00125,Corrective,196,1166,000040000119
WO-2040598,ASSET-00125,Corrective,201,1295,000040000119
WO-2040599,ASSET-00125,Preventive,0,,000040000119
WO-2040600,ASSET-00125,Corrective,199,879,000040000119
WO-2040601,ASSET-00125,Preventive,0,,000040000119
WO-2040602,ASSET-00126,Preventive,0,,000040000120
WO-2040603,ASSET-00126,Preventive,0,,000040000120
WO-2040604,ASSET-00126,Corrective,135,1194,000040000120
WO-2040605,ASSET-00126,Emergency,150,213,000040000120
WO-2040606,ASSET-00126,Preventive,0,,000040000120
WO-2040607,ASSET-00126,Preventive,0,,000040000120
WO-2040608,ASSET-00127,Corrective,104,1474,000040000121
WO-2040609,ASSET-00127,Preventive,0,,000040000121
WO-2040610,ASSET-00127,Preventive,0,,000040000121
WO-2040611,ASSET-00127,Preventive,0,,000040000121
WO-2040612,ASSET-00128,Preventive,0,,000040000122
WO-2040613,ASSET-00128,Corrective,118,1765,000040000122
WO-2040614,ASSET-00128,Preventive,0,,000040000122
WO-2040615,ASSET-00128,Preventive,0,,000040000122
WO-2040616,ASSET-00128,Emergency,240,712,000040000122
WO-2040617,ASSET-00128,Corrective,229,1804,000040000122
WO-2040618,ASSET-00128,Corrective,128,670,000040000122
WO-2040619,ASSET-00128,Preventive,0,,000040000122
WO-2040620,ASSET-00129,Corrective,49,219,000040000123
WO-2040621,ASSET-00129,Preventive,0,,000040000123
WO-2040622,ASSET-00129,Corrective,108,1190,000040000123
WO-2040623,ASSET-00129,Preventive,0,,000040000123
WO-2040624,ASSET-00129,Preventive,0,,000040000123
WO-2040625,ASSET-00130,Emergency,108,1561,000040000124
WO-2040626,ASSET-00130,Corrective,101,533,000040000124
WO-2040627,ASSET-00130,Preventive,0,,000040000124
WO-2040628,ASSET-00131,Preventive,0,,000040000125
WO-2040629,ASSET-00131,Preventive,0,,000040000125
WO-2040630,ASSET-00131,Preventive,0,,000040000125
WO-2040631,ASSET-00131,Corrective,89,491,000040000125
WO-2040632,ASSET-00131,Corrective,67,224,000040000125
WO-2040633,ASSET-00131,Preventive,0,,000040000125
WO-2040634,ASSET-00132,Preventive,0,,000040000126
WO-2040635,ASSET-00132,Preventive,0,,000040000126
WO-2040636,ASSET-00132,Preventive,0,,000040000126
WO-2040637,ASSET-00133,Corrective,135,1756,000040000127
WO-2040638,ASSET-00133,Preventive,0,,000040000127
WO-2040639,ASSET-00133,Emergency,190,1368,000040000127
WO-2040640,ASSET-00133,Preventive,0,,000040000127
WO-2040641,ASSET-00134,Preventive,0,,000040000128
WO-2040642,ASSET-00134,Preventive,0,,000040000128
WO-2040643,ASSET-00134,Preventive,0,,000040000128
WO-2040644,ASSET-00134,Preventive,0,,000040000128
WO-2040645,ASSET-00134,Corrective,170,1693,000040000128
WO-2040646,ASSET-00134,Corrective,157,492,000040000128
WO-2040647,ASSET-00134,Preventive,0,,000040000128
WO-2040648,ASSET-00135,Preventive,0,,000040000129
WO-2040649,ASSET-00135,Emergency,100,369,000040000129
WO-2040650,ASSET-00135,Preventive,0,,000040000129
WO-2040651,ASSET-00135,Preventive,0,,000040000129
WO-2040652,ASSET-00135,Preventive,0,,000040000129
WO-2040653,ASSET-00135,Preventive,0,,000040000129
WO-2040654,ASSET-00135,Preventive,0,,000040000129
WO-2040655,ASSET-00135,Preventive,0,,000040000129
WO-2040656,ASSET-00136,Preventive,0,,000040000130
WO-2040657,ASSET-00136,Corrective,92,1025,000040000130
WO-2040658,ASSET-00136,Preventive,0,,000040000130
WO-2040659,ASSET-00136,Corrective,180,1480,000040000130
WO-2040660,ASSET-00137,Preventive,0,,000040000131
WO-2040661,ASSET-00137,Corrective,148,601,000040000131
WO-2040662,ASSET-00137,Corrective,145,651,000040000131
WO-2040663,ASSET-00137,Preventive,0,,000040000131
WO-2040664,ASSET-00137,Preventive,0,,000040000131
WO-2040665,ASSET-00137,Corrective,50,745,000040000131
WO-2040666,ASSET-00137,Preventive,0,,000040000131
WO-2040667,ASSET-00138,Corrective,189,1034,
WO-2040668,ASSET-00138,Preventive,0,,
WO-2040669,ASSET-00138,Preventive,0,,
WO-2040670,ASSET-00138,Preventive,0,,
WO-2040671,ASSET-00138,Preventive,0,,
WO-2040672,ASSET-00138,Preventive,0,,
WO-2040673,ASSET-00138,Preventive,0,,
WO-2040674,ASSET-00139,Emergency,366,351,000040000132
WO-2040675,ASSET-00139,Corrective,174,1992,000040000132
WO-2040676,ASSET-00139,Preventive,0,,000040000132
WO-2040677,ASSET-00139,Preventive,0,,000040000132
WO-2040678,ASSET-00139,Preventive,0,,000040000132
WO-2040679,ASSET-00139,Corrective,170,1843,000040000132
WO-2040680,ASSET-00140,Preventive,0,,
WO-2040681,ASSET-00140,Preventive,0,,
WO-2040682,ASSET-00140,Preventive,0,,
WO-2040683,ASSET-00140,Preventive,0,,
WO-2040684,ASSET-00141,Corrective,157,1629,000040000133
WO-2040685,ASSET-00141,Preventive,0,,000040000133
WO-2040686,ASSET-00141,Corrective,38,471,000040000133
WO-2040687,ASSET-00141,Emergency,439,687,000040000133
WO-2040688,ASSET-00141,Corrective,164,617,000040000133
WO-2040689,ASSET-00141,Corrective,100,1718,000040000133
WO-2040690,ASSET-00141,Preventive,0,,000040000133
WO-2040691,ASSET-00141,Preventive,0,,000040000133
WO-2040692,ASSET-00142,Preventive,0,,000040000134
WO-2040693,ASSET-00142,Corrective,123,883,000040000134
WO-2040694,ASSET-00142,Corrective,49,1487,000040000134
WO-2040695,ASSET-00142,Preventive,0,,000040000134
WO-2040696,ASSET-00142,Corrective,188,1874,000040000134
WO-2040697,ASSET-00142,Corrective,222,601,000040000134
WO-2040698,ASSET-00142,Corrective,43,1351,000040000134
WO-2040699,ASSET-00143,Preventive,0,,000040000135
WO-2040700,ASSET-00144,Corrective,128,1427,000040000136
WO-2040701,ASSET-00144,Corrective,214,740,000040000136
WO-2040702,ASSET-00144,Corrective,194,1699,000040000136
WO-2040703,ASSET-00144,Preventive,0,,000040000136
WO-2040704,ASSET-00144,Preventive,0,,000040000136
WO-2040705,ASSET-00145,Preventive,0,,000040000137
WO-2040706,ASSET-00145,Corrective,86,560,000040000137
WO-2040707,ASSET-00145,Corrective,80,430,000040000137
WO-2040708,ASSET-00145,Corrective,183,651,000040000137
WO-2040709,ASSET-00145,Preventive,0,,000040000137
WO-2040710,ASSET-00146,Preventive,0,,000040000138
WO-2040711,ASSET-00146,Emergency,516,1785,000040000138
WO-2040712,ASSET-00146,Preventive,0,,000040000138
WO-2040713,ASSET-00147,Preventive,0,,000040000139
WO-2040714,ASSET-00147,Corrective,144,575,000040000139
WO-2040715,ASSET-00147,Corrective,37,1877,000040000139
WO-2040716,ASSET-00147,Emergency,90,1000,000040000139
WO-2040717,ASSET-00147,Corrective,190,1071,000040000139
WO-2040718,ASSET-00147,Corrective,217,838,000040000139
WO-2040719,ASSET-00147,Preventive,0,,000040000139
WO-2040720,ASSET-00147,Preventive,0,,000040000139
WO-2040721,ASSET-00147,Preventive,0,,000040000139
WO-2040722,ASSET-00148,Preventive,0,,000040000140
WO-2040723,ASSET-00148,Corrective,69,1620,000040000140
WO-2040724,ASSET-00149,Corrective,211,971,000040000141
WO-2040725,ASSET-00149,Preventive,0,,000040000141
WO-2040726,ASSET-00149,Corrective,121,656,000040000141
WO-2040727,ASSET-00150,Preventive,0,,000040000142
WO-2040728,ASSET-00150,Preventive,0,,000040000142
WO-2040729,ASSET-00151,Corrective,228,1790,000040000143
WO-2040730,ASSET-00151,Corrective,195,765,000040000143
WO-2040731,ASSET-00151,Corrective,180,1499,000040000143
WO-2040732,ASSET-00151,Corrective,196,1910,000040000143
WO-2040733,ASSET-00152,Corrective,182,1693,000040000144
WO-2040734,ASSET-00152,Corrective,69,1302,000040000144
WO-2040735,ASSET-00152,Corrective,41,610,000040000144
WO-2040736,ASSET-00152,Corrective,90,915,000040000144
WO-2040737,ASSET-00152,Corrective,80,307,000040000144
WO-2040738,ASSET-00152,Corrective,154,397,000040000144
WO-2040739,ASSET-00153,Preventive,0,,000040000145
WO-2040740,ASSET-00153,Preventive,0,,000040000145
WO-2040741,ASSET-00153,Emergency,191,1610,000040000145
WO-2040742,ASSET-00153,Preventive,0,,000040000145
WO-2040743,ASSET-00153,Corrective,215,307,000040000145
WO-2040744,ASSET-00153,Corrective,120,897,000040000145
WO-2040745,ASSET-00154,Preventive,0,,000040000146
WO-2040746,ASSET-00154,Preventive,0,,000040000146
WO-2040747,ASSET-00154,Preventive,0,,000040000146
WO-2040748,ASSET-00154,Preventive,0,,000040000146
WO-2040749,ASSET-00154,Corrective,130,1594,000040000146
WO-2040750,ASSET-00155,Corrective,207,1964,000040000147
WO-2040751,ASSET-00155,Corrective,191,1583,000040000147
WO-2040752,ASSET-00155,Corrective,230,1774,000040000147
WO-2040753,ASSET-00155,Preventive,0,,000040000147
WO-2040754,ASSET-00155,Preventive,0,,000040000147
WO-2040755,ASSET-00155,Preventive,0,,000040000147
WO-2040756,ASSET-00156,Corrective,190,355,000040000148
WO-2040757,ASSET-00156,Corrective,224,1052,000040000148
WO-2040758,ASSET-00156,Preventive,0,,000040000148
WO-2040759,ASSET-00156,Corrective,30,749,000040000148
WO-2040760,ASSET-00156,Emergency,275,1287,000040000148
WO-2040761,ASSET-00157,Corrective,175,1051,000040000149
WO-2040762,ASSET-00157,Preventive,0,,000040000149
WO-2040763,ASSET-00158,Corrective,218,1920,000040000150
WO-2040764,ASSET-00158,Emergency,85,813,000040000150
WO-2040765,ASSET-00158,Corrective,91,352,000040000150
WO-2040766,ASSET-00158,Emergency,225,1131,000040000150
WO-2040767,ASSET-00158,Preventive,0,,000040000150
WO-2040768,ASSET-00159,Corrective,194,230,000040000151
WO-2040769,ASSET-00159,Corrective,175,1800,000040000151
WO-2040770,ASSET-00159,Corrective,42,890,000040000151
WO-2040771,ASSET-00159,Preventive,0,,000040000151
WO-2040772,ASSET-00159,Preventive,0,,000040000151
WO-2040773,ASSET-00159,Preventive,0,,000040000151
WO-2040774,ASSET-00160,Preventive,0,,000040000152
WO-2040775,ASSET-00160,Preventive,0,,000040000152
WO-2040776,ASSET-00160,Corrective,131,828,000040000152
WO-2040777,ASSET-00161,Preventive,0,,000040000153
WO-2040778,ASSET-00162,Preventive,0,,000040000154
WO-2040779,ASSET-00162,Corrective,82,1464,000040000154
WO-2040780,ASSET-00162,Preventive,0,,000040000154
WO-2040781,ASSET-00162,Corrective,199,273,000040000154
WO-2040782,ASSET-00162,Corrective,54,1860,000040000154
WO-2040783,ASSET-00163,Preventive,0,,000040000155
WO-2040784,ASSET-00164,Corrective,155,833,000040000156
WO-2040785,ASSET-00164,Preventive,0,,000040000156
WO-2040786,ASSET-00164,Preventive,0,,000040000156
WO-2040787,ASSET-00164,Preventive,0,,000040000156
WO-2040788,ASSET-00164,Corrective,141,750,000040000156
WO-2040789,ASSET-00164,Preventive,0,,000040000156
WO-2040790,ASSET-00165,Emergency,152,1444,000040000157
WO-2040791,ASSET-00165,Corrective,95,1055,000040000157
WO-2040792,ASSET-00166,Preventive,0,,000040000158
WO-2040793,ASSET-00166,Preventive,0,,000040000158
WO-2040794,ASSET-00166,Preventive,0,,000040000158
WO-2040795,ASSET-00166,Preventive,0,,000040000158
WO-2040796,ASSET-00166,Corrective,88,640,000040000158
WO-2040797,ASSET-00166,Preventive,0,,000040000158
WO-2040798,ASSET-00167,Corrective,61,1230,000040000159
WO-2040799,ASSET-00167,Preventive,0,,000040000159
WO-2040800,ASSET-00167,Corrective,130,1975,000040000159
WO-2040801,ASSET-00167,Preventive,0,,000040000159
WO-2040802,ASSET-00167,Preventive,0,,000040000159
WO-2040803,ASSET-00167,Corrective,185,803,000040000159
WO-2040804,ASSET-00168,Preventive,0,,000040000160
WO-2040805,ASSET-00168,Preventive,0,,000040000160
WO-2040806,ASSET-00168,Preventive,0,,000040000160
WO-2040807,ASSET-00168,Corrective,38,538,000040000160
WO-2040808,ASSET-00168,Corrective,36,237,000040000160
WO-2040809,ASSET-00168,Corrective,112,1098,000040000160
WO-2040810,ASSET-00169,Corrective,121,1000,
WO-2040811,ASSET-00169,Corrective,48,1913,
WO-2040812,ASSET-00169,Preventive,0,,
WO-2040813,ASSET-00169,Preventive,0,,
WO-2040814,ASSET-00169,Preventive,0,,
WO-2040815,ASSET-00169,Preventive,0,,
WO-2040816,ASSET-00170,Preventive,0,,000040000161
WO-2040817,ASSET-00170,Preventive,0,,000040000161
WO-2040818,ASSET-00170,Corrective,201,545,000040000161
WO-2040819,ASSET-00170,Corrective,103,793,000040000161
WO-2040820,ASSET-00170,Preventive,0,,000040000161
WO-2040821,ASSET-00171,Corrective,124,852,000040000162
WO-2040822,ASSET-00171,Emergency,416,590,000040000162
WO-2040823,ASSET-00171,Corrective,75,1140,000040000162
WO-2040824,ASSET-00171,Preventive,0,,000040000162
WO-2040825,ASSET-00171,Corrective,189,1251,000040000162
WO-2040826,ASSET-00172,Preventive,0,,000040000163
WO-2040827,ASSET-00172,Preventive,0,,000040000163
WO-2040828,ASSET-00172,Corrective,39,1749,000040000163
WO-2040829,ASSET-00173,Preventive,0,,000040000164
WO-2040830,ASSET-00173,Preventive,0,,000040000164
WO-2040831,ASSET-00173,Emergency,335,349,000040000164
WO-2040832,ASSET-00173,Preventive,0,,000040000164
WO-2040833,ASSET-00173,Preventive,0,,000040000164
WO-2040834,ASSET-00174,Emergency,396,1634,000040000165
WO-2040835,ASSET-00174,Corrective,97,999,000040000165
WO-2040836,ASSET-00174,Corrective,224,1364,000040000165
WO-2040837,ASSET-00175,Preventive,0,,000040000166
WO-2040838,ASSET-00175,Preventive,0,,000040000166
WO-2040839,ASSET-00175,Preventive,0,,000040000166
WO-2040840,ASSET-00176,Preventive,0,,000040000167
WO-2040841,ASSET-00176,Corrective,165,1953,000040000167
WO-2040842,ASSET-00176,Corrective,160,1236,000040000167
WO-2040843,ASSET-00176,Emergency,456,1464,000040000167
WO-2040844,ASSET-00177,Corrective,63,739,000040000168
WO-2040845,ASSET-00177,Corrective,130,1573,000040000168
WO-2040846,ASSET-00177,Preventive,0,,000040000168
WO-2040847,ASSET-00177,Preventive,0,,000040000168
WO-2040848,ASSET-00177,Preventive,0,,000040000168
WO-2040849,ASSET-00177,Preventive,0,,000040000168
WO-2040850,ASSET-00177,Preventive,0,,000040000168
WO-2040851,ASSET-00177,Preventive,0,,000040000168
WO-2040852,ASSET-00178,Corrective,116,1922,000040000169
WO-2040853,ASSET-00178,Preventive,0,,000040000169
WO-2040854,ASSET-00178,Preventive,0,,000040000169
WO-2040855,ASSET-00178,Corrective,55,1953,000040000169
WO-2040856,ASSET-00178,Preventive,0,,000040000169
WO-2040857,ASSET-00178,Preventive,0,,000040000169
WO-2040858,ASSET-00178,Preventive,0,,000040000169
WO-2040859,ASSET-00178,Preventive,0,,000040000169
WO-2040860,ASSET-00179,Preventive,0,,000040000170
WO-2040861,ASSET-00179,Preventive,0,,000040000170
WO-2040862,ASSET-00179,Preventive,0,,000040000170
WO-2040863,ASSET-00179,Preventive,0,,000040000170
WO-2040864,ASSET-00179,Corrective,182,275,000040000170
WO-2040865,ASSET-00179,Preventive,0,,000040000170
WO-2040866,ASSET-00179,Preventive,0,,000040000170
WO-2040867,ASSET-00179,Preventive,0,,000040000170
WO-2040868,ASSET-00180,Corrective,33,1351,000040000171
WO-2040869,ASSET-00180,Preventive,0,,000040000171
WO-2040870,ASSET-00180,Preventive,0,,000040000171
WO-2040871,ASSET-00180,Emergency,488,307,000040000171
WO-2040872,ASSET-00181,Corrective,212,1987,000040000172
WO-2040873,ASSET-00181,Preventive,0,,000040000172
WO-2040874,ASSET-00181,Preventive,0,,000040000172
WO-2040875,ASSET-00182,Preventive,0,,
WO-2040876,ASSET-00182,Corrective,126,426,
WO-2040877,ASSET-00182,Corrective,52,1037,
WO-2040878,ASSET-00183,Emergency,108,1564,000040000173
WO-2040879,ASSET-00183,Preventive,0,,000040000173
WO-2040880,ASSET-00183,Preventive,0,,000040000173
WO-2040881,ASSET-00183,Corrective,48,1937,000040000173
WO-2040882,ASSET-00183,Corrective,55,797,000040000173
WO-2040883,ASSET-00184,Corrective,167,865,000040000174
WO-2040884,ASSET-00184,Corrective,99,371,000040000174
WO-2040885,ASSET-00184,Preventive,0,,000040000174
WO-2040886,ASSET-00184,Preventive,0,,000040000174
WO-2040887,ASSET-00184,Corrective,181,1491,000040000174
WO-2040888,ASSET-00185,Corrective,236,703,
WO-2040889,ASSET-00185,Emergency,195,1391,
WO-2040890,ASSET-00185,Corrective,50,1096,
WO-2040891,ASSET-00186,Preventive,0,,000040000175
WO-2040892,ASSET-00186,Preventive,0,,000040000175
WO-2040893,ASSET-00186,Preventive,0,,000040000175
WO-2040894,ASSET-00186,Preventive,0,,000040000175
WO-2040895,ASSET-00186,Preventive,0,,000040000175
WO-2040896,ASSET-00187,Corrective,49,967,000040000176
WO-2040897,ASSET-00187,Preventive,0,,000040000176
WO-2040898,ASSET-00187,Corrective,160,1777,000040000176
WO-2040899,ASSET-00187,Preventive,0,,000040000176
WO-2040900,ASSET-00187,Preventive,0,,000040000176
WO-2040901,ASSET-00187,Corrective,101,343,000040000176
WO-2040902,ASSET-00188,Corrective,216,977,000040000177
WO-2040903,ASSET-00188,Emergency,459,608,000040000177
WO-2040904,ASSET-00188,Corrective,164,1293,000040000177
WO-2040905,ASSET-00188,Corrective,177,1238,000040000177
WO-2040906,ASSET-00188,Corrective,105,268,000040000177
WO-2040907,ASSET-00188,Corrective,151,1908,000040000177
WO-2040908,ASSET-00188,Preventive,0,,000040000177
WO-2040909,ASSET-00188,Preventive,0,,000040000177
WO-2040910,ASSET-00189,Preventive,0,,000040000178
WO-2040911,ASSET-00189,Preventive,0,,000040000178
WO-2040912,ASSET-00189,Corrective,158,1792,000040000178
WO-2040913,ASSET-00189,Corrective,79,1175,000040000178
WO-2040914,ASSET-00189,Preventive,0,,000040000178
WO-2040915,ASSET-00190,Corrective,69,922,000040000179
WO-2040916,ASSET-00190,Preventive,0,,000040000179
WO-2040917,ASSET-00190,Corrective,70,1567,000040000179
WO-2040918,ASSET-00190,Preventive,0,,000040000179
WO-2040919,ASSET-00190,Preventive,0,,000040000179
WO-2040920,ASSET-00191,Corrective,73,1657,000040000180
WO-2040921,ASSET-00191,Corrective,237,963,000040000180
WO-2040922,ASSET-00191,Corrective,150,938,000040000180
WO-2040923,ASSET-00191,Corrective,177,517,000040000180
WO-2040924,ASSET-00191,Preventive,0,,000040000180
WO-2040925,ASSET-00192,Corrective,62,1905,000040000181
WO-2040926,ASSET-00192,Corrective,55,514,000040000181
WO-2040927,ASSET-00192,Preventive,0,,000040000181
WO-2040928,ASSET-00193,Preventive,0,,000040000182
WO-2040929,ASSET-00193,Corrective,75,538,000040000182
WO-2040930,ASSET-00193,Emergency,464,767,000040000182
WO-2040931,ASSET-00193,Preventive,0,,000040000182
WO-2040932,ASSET-00194,Corrective,225,539,000040000183
WO-2040933,ASSET-00194,Corrective,125,563,000040000183
WO-2040934,ASSET-00194,Corrective,143,1964,000040000183
WO-2040935,ASSET-00194,Preventive,0,,000040000183
WO-2040936,ASSET-00194,Preventive,0,,000040000183
WO-2040937,ASSET-00194,Preventive,0,,000040000183
WO-2040938,ASSET-00194,Corrective,237,1986,000040000183
WO-2040939,ASSET-00195,Corrective,146,596,
WO-2040940,ASSET-00195,Preventive,0,,
WO-2040941,ASSET-00195,Preventive,0,,
WO-2040942,ASSET-00195,Corrective,124,1521,
WO-2040943,ASSET-00196,Corrective,31,1383,000040000184
WO-2040944,ASSET-00196,Corrective,46,1217,000040000184
WO-2040945,ASSET-00196,Preventive,0,,000040000184
WO-2040946,ASSET-00196,Preventive,0,,000040000184
WO-2040947,ASSET-00196,Corrective,238,1801,000040000184
WO-2040948,ASSET-00196,Corrective,173,1282,000040000184
WO-2040949,ASSET-00196,Preventive,0,,000040000184
WO-2040950,ASSET-00196,Preventive,0,,000040000184
WO-2040951,ASSET-00197,Corrective,237,325,000040000185
WO-2040952,ASSET-00197,Corrective,122,1670,000040000185
WO-2040953,ASSET-00197,Corrective,36,653,000040000185
WO-2040954,ASSET-00197,Corrective,110,383,000040000185
WO-2040955,ASSET-00197,Corrective,49,1812,000040000185
WO-2040956,ASSET-00197,Corrective,59,1198,000040000185
WO-2040957,ASSET-00197,Corrective,112,517,000040000185
WO-2040958,ASSET-00197,Corrective,112,490,000040000185
WO-2040959,ASSET-00198,Corrective,108,797,000040000186
WO-2040960,ASSET-00198,Corrective,172,1308,000040000186
WO-2040961,ASSET-00198,Corrective,142,1729,000040000186
WO-2040962,ASSET-00198,Corrective,177,342,000040000186
WO-2040963,ASSET-00198,Preventive,0,,000040000186
WO-2040964,ASSET-00198,Preventive,0,,000040000186
WO-2040965,ASSET-00198,Preventive,0,,000040000186
WO-2040966,ASSET-00199,Preventive,0,,
WO-2040967,ASSET-00199,Preventive,0,,
WO-2040968,ASSET-00199,Preventive,0,,
WO-2040969,ASSET-00199,Corrective,227,520,
WO-2040970,ASSET-00199,Preventive,0,,
WO-2040971,ASSET-00199,Preventive,0,,
WO-2040972,ASSET-00199,Preventive,0,,
WO-2040973,ASSET-00200,Preventive,0,,
WO-2040974,ASSET-00200,Preventive,0,,
WO-2040975,ASSET-00200,Preventive,0,,
WO-2040976,ASSET-00200,Preventive,0,,
WO-2040977,ASSET-00201,Corrective,159,990,000040000187
WO-2040978,ASSET-00201,Preventive,0,,000040000187
WO-2040979,ASSET-00201,Corrective,135,606,000040000187
WO-2040980,ASSET-00201,Preventive,0,,000040000187
WO-2040981,ASSET-00201,Preventive,0,,000040000187
WO-2040982,ASSET-00201,Corrective,73,938,000040000187
