Characteristic_No,Station_Ref,Value,UpperSpecLimit,LowerSpecLimit,ProcessCapability
K1172,S03,97.331,98.853,96.39,1.08
K1172,S03,97.559,98.853,96.39,1.08
K1173,S01,13.609,14.875,12.637,2.07
K1173,S01,13.818,14.875,12.637,2.07
K1173,S01,13.605,14.875,12.637,2.07
K1173,S01,13.741,14.875,12.637,2.07
K1173,S01,13.604,14.875,12.637,2.07
K1174,S01,104.72,110.137,101.842,1.48
K1174,S01,105.487,110.137,101.842,1.48
K1174,S01,106.064,110.137,101.842,1.48
K1175,S01,149.129,152.589,145.83,1.86
K1175,S01,148.732,152.589,145.83,1.86
K1175,S01,149.412,152.589,145.83,1.86
K1176,S02,73.88,74.484,73.211,0.71
K1176,S02,73.606,74.484,73.211,0.71
K1176,S02,73.518,74.484,73.211,0.71
K1176,S02,74.179,74.484,73.211,0.71
K1176,S02,73.325,74.484,73.211,0.71
K1177,S02,146.307,150.102,144.034,1.21
K1177,S02,147.685,150.102,144.034,1.21
K1178,S02,115.021,116.352,114.648,0.62
K1178,S02,116.038,116.352,114.648,0.62
K1178,S02,114.957,116.352,114.648,0.62
K1178,S02,115.688,116.352,114.648,0.62
K1178,S02,115.529,116.352,114.648,0.62
K1179,S03,50.961,55.304,47.501,0.91
K1179,S03,51.688,55.304,47.501,0.91
K1179,S03,51.08,55.304,47.501,0.91
K1179,S03,52.263,55.304,47.501,0.91
K1180,S03,118.4,121.255,116.047,0.94
K1180,S03,117.849,121.255,116.047,0.94
K1181,S03,79.022,84.909,76.509,0.88
K1181,S03,82.442,84.909,76.509,0.88
K1182,S01,172.392,175.272,166.322,1.91
K1182,S01,171.494,175.272,166.322,1.91
K1182,S01,170.477,175.272,166.322,1.91
K1183,S01,142.285,145.675,138.401,0.61
K1183,S01,141.881,145.675,138.401,0.61
K1184,S02,20.312,25.512,18.383,1.39
K1184,S02,22.045,25.512,18.383,1.39
K1185,S01,21.039,22.309,20.413,1.18
K1185,S01,22.042,22.309,20.413,1.18
K1186,S01,159.336,161.031,157.378,1.49
K1186,S01,159.171,161.031,157.378,1.49
K1186,S01,158.948,161.031,157.378,1.49
K1186,S01,159.284,161.031,157.378,1.49
K1187,S01,24.746,26.466,21.037,0.83
K1187,S01,24.318,26.466,21.037,0.83
K1187,S01,23.962,26.466,21.037,0.83
K1188,S02,168.928,175.302,165.497,1.62
K1188,S02,168.605,175.302,165.497,1.62
K1188,S02,170.456,175.302,165.497,1.62
K1188,S02,171.744,175.302,165.497,1.62
K1189,S02,102.399,106.304,98.942,2.04
K1189,S02,103.045,106.304,98.942,2.04
K1190,S03,156.484,157.1,150.242,0.97
K1190,S03,154.35,157.1,150.242,0.97
K1191,S03,162.841,166.272,158.187,1.46
K1191,S03,161.185,166.272,158.187,1.46
K1191,S03,161.885,166.272,158.187,1.46
K1191,S03,162.252,166.272,158.187,1.46
K1192,S03,185.926,189.736,181.832,1.13
K1192,S03,185.418,189.736,181.832,1.13
K1193,S04,59.215,65.072,55.245,2.16
K1193,S04,60.779,65.072,55.245,2.16
K1193,S04,60.221,65.072,55.245,2.16
K1194,S04,63.308,63.882,62.376,1.3
K1194,S04,63.253,63.882,62.376,1.3
K1194,S04,63.202,63.882,62.376,1.3
K1195,S04,61.77,62.802,61.105,2.11
K1195,S04,61.697,62.802,61.105,2.11
K1195,S04,61.968,62.802,61.105,2.11
K1195,S04,62.087,62.802,61.105,2.11
K1195,S04,61.92,62.802,61.105,2.11
K1196,S01,49.686,52.279,47.587,1.82
K1196,S01,50.418,52.279,47.587,1.82
K1196,S01,49.729,52.279,47.587,1.82
K1196,S01,49.573,52.279,47.587,1.82
K1197,S01,167.909,170.059,166.85,1.33
K1197,S01,168.234,170.059,166.85,1.33
K1197,S01,168.823,170.059,166.85,1.33
K1197,S01,168.472,170.059,166.85,1.33
K1197,S01,168.594,170.059,166.85,1.33
K1198,S01,169.041,170.498,166.439,0.87
K1198,S01,168.315,170.498,166.439,0.87
K1198,S01,167.977,170.498,166.439,0.87
K1198,S01,168.274,170.498,166.439,0.87
K1199,S02,83.015,87.917,80.81,1.91
K1199,S02,85.48,87.917,80.81,1.91
K1199,S02,84.258,87.917,80.81,1.91
K1199,S02,84.245,87.917,80.81,1.91
K1199,S02,84.196,87.917,80.81,1.91
K1200,S03,77.12,77.576,74.814,0.74
K1200,S03,75.42,77.576,74.814,0.74
K1200,S03,76.244,77.576,74.814,0.74
K1201,S04,194.366,195.046,193.748,1.16
K1201,S04,194.504,195.046,193.748,1.16
K1201,S04,194.42,195.046,193.748,1.16
K1202,S04,16.227,19.989,11.711,2.19
K1202,S04,16.135,19.989,11.711,2.19
K1202,S04,15.502,19.989,11.711,2.19
K1202,S04,13.764,19.989,11.711,2.19
K1203,S01,46.801,50.054,44.224,2.12
K1203,S01,47.659,50.054,44.224,2.12
K1203,S01,47.12,50.054,44.224,2.12
K1203,S01,46.843,50.054,44.224,2.12
K1203,S01,47.701,50.054,44.224,2.12
K1204,S02,96.71,99.177,93.438,1.74
K1204,S02,96.677,99.177,93.438,1.74
K1204,S02,96.141,99.177,93.438,1.74
K1204,S02,95.477,99.177,93.438,1.74
K1204,S02,95.961,99.177,93.438,1.74
K1205,S03,161.301,163.917,159.916,1.56
K1205,S03,161.109,163.917,159.916,1.56
K1206,S03,170.824,174.042,167.818,2.14
K1206,S03,171.236,174.042,167.818,2.14
K1206,S03,170.337,174.042,167.818,2.14
K1206,S03,171.133,174.042,167.818,2.14
K1206,S03,171.487,174.042,167.818,2.14
K1207,S04,32.258,35.904,29.673,2.15
K1207,S04,32.498,35.904,29.673,2.15
K1207,S04,32.818,35.904,29.673,2.15
K1207,S04,32.738,35.904,29.673,2.15
K1207,S04,32.567,35.904,29.673,2.15
K1208,S01,179.281,182.73,175.345,1.52
K1208,S01,180.303,182.73,175.345,1.52
K1209,S01,145.921,149.261,144.071,1.72
K1209,S01,146.532,149.261,144.071,1.72
K1210,S01,121.284,125.851,118.645,1.35
K1210,S01,121.442,125.851,118.645,1.35
K1210,S01,121.919,125.851,118.645,1.35
K1211,S02,109.414,112.381,104.807,2.01
K1211,S02,108.313,112.381,104.807,2.01
K1211,S02,109.024,112.381,104.807,2.01
K1212,S03,125.822,128.079,122.918,1.77
K1212,S03,125.172,128.079,122.918,1.77
K1213,S03,27.815,31.311,24.966,1.3
K1213,S03,28.032,31.311,24.966,1.3
K1214,S03,64.534,65.515,62.445,1.38
K1214,S03,63.51,65.515,62.445,1.38
K1215,S01,16.05,20.747,12.686,1.89
K1215,S01,16.86,20.747,12.686,1.89
K1215,S01,16.94,20.747,12.686,1.89
K1215,S01,16.955,20.747,12.686,1.89
K1216,S02,49.326,51.525,43.805,0.72
K1216,S02,49.401,51.525,43.805,0.72
K1217,S01,12.055,13.941,11.033,1.13
K1217,S01,12.555,13.941,11.033,1.13
K1217,S01,13.253,13.941,11.033,1.13
K1217,S01,12.906,13.941,11.033,1.13
K1217,S01,12.384,13.941,11.033,1.13
K1218,S02,117.682,120.071,115.172,2.2
K1218,S02,117.724,120.071,115.172,2.2
K1218,S02,117.657,120.071,115.172,2.2
K1219,S02,63.815,66.555,60.351,0.8
K1219,S02,65.153,66.555,60.351,0.8
K1220,S03,120.902,121.494,120.058,0.86
K1220,S03,120.906,121.494,120.058,0.86
K1220,S03,120.653,121.494,120.058,0.86
K1221,S03,106.185,109.543,102.433,1.04
K1221,S03,107.238,109.543,102.433,1.04
K1221,S03,105.039,109.543,102.433,1.04
K1221,S03,107.099,109.543,102.433,1.04
K1222,S03,183.79,185.943,181.45,1.17
K1222,S03,183.562,185.943,181.45,1.17
K1223,S04,192.137,195.084,190.0,1.07
K1223,S04,193.528,195.084,190.0,1.07
K1223,S04,192.41,195.084,190.0,1.07
K1224,S04,29.871,31.717,26.16,1.62
K1224,S04,29.183,31.717,26.16,1.62
K1224,S04,29.403,31.717,26.16,1.62
K1224,S04,28.916,31.717,26.16,1.62
K1225,S04,153.695,157.632,149.973,2.05
K1225,S04,153.115,157.632,149.973,2.05
K1225,S04,154.12,157.632,149.973,2.05
K1225,S04,153.696,157.632,149.973,2.05
K1225,S04,154.596,157.632,149.973,2.05
K1226,S01,127.602,131.65,123.228,0.96
K1226,S01,128.252,131.65,123.228,0.96
K1226,S01,128.626,131.65,123.228,0.96
K1227,S02,120.724,122.909,119.693,1.54
K1227,S02,121.27,122.909,119.693,1.54
K1227,S02,121.211,122.909,119.693,1.54
K1227,S02,121.712,122.909,119.693,1.54
K1227,S02,121.086,122.909,119.693,1.54
K1228,S03,69.339,70.055,68.59,0.87
K1228,S03,69.312,70.055,68.59,0.87
K1229,S03,70.243,73.305,67.002,2.12
K1229,S03,69.682,73.305,67.002,2.12
K1230,S03,86.556,90.214,82.59,1.52
K1230,S03,85.991,90.214,82.59,1.52
K1231,S01,124.336,127.089,119.462,1.04
K1231,S01,123.335,127.089,119.462,1.04
K1231,S01,122.614,127.089,119.462,1.04
K1232,S01,28.663,29.673,28.121,1.29
K1232,S01,29.013,29.673,28.121,1.29
K1233,S01,82.445,85.015,76.179,0.62
K1233,S01,80.635,85.015,76.179,0.62
K1234,S02,121.21,124.356,118.422,1.45
K1234,S02,120.578,124.356,118.422,1.45
K1234,S02,121.191,124.356,118.422,1.45
K1234,S02,121.991,124.356,118.422,1.45
K1235,S03,69.186,73.332,67.52,0.7
K1235,S03,69.054,73.332,67.52,0.7
K1235,S03,72.267,73.332,67.52,0.7
K1236,S03,192.57,194.247,191.636,1.23
K1236,S03,192.294,194.247,191.636,1.23
K1236,S03,192.939,194.247,191.636,1.23
K1236,S03,192.788,194.247,191.636,1.23
K1237,S03,94.444,98.072,92.789,1.11
K1237,S03,96.298,98.072,92.789,1.11
K1237,S03,95.279,98.072,92.789,1.11
K1237,S03,95.113,98.072,92.789,1.11
K1237,S03,96.204,98.072,92.789,1.11
K1238,S04,169.499,170.93,168.511,2.07
K1238,S04,169.913,170.93,168.511,2.07
K1239,S04,61.387,62.513,58.045,1.12
K1239,S04,61.019,62.513,58.045,1.12
K1239,S04,59.995,62.513,58.045,1.12
K1239,S04,60.364,62.513,58.045,1.12
K1240,S04,71.476,72.639,70.658,0.92
K1240,S04,71.691,72.639,70.658,0.92
K1240,S04,72.525,72.639,70.658,0.92
K1241,S01,24.358,26.402,22.793,1.97
K1241,S01,25.177,26.402,22.793,1.97
K1241,S01,24.595,26.402,22.793,1.97
K1242,S02,118.525,122.068,114.936,1.18
K1242,S02,118.371,122.068,114.936,1.18
K1242,S02,118.117,122.068,114.936,1.18
K1242,S02,117.742,122.068,114.936,1.18
K1243,S02,41.559,44.425,38.717,1.81
K1243,S02,41.388,44.425,38.717,1.81
K1243,S02,41.253,44.425,38.717,1.81
K1243,S02,41.99,44.425,38.717,1.81
K1244,S03,59.322,62.064,56.262,1.95
K1244,S03,59.654,62.064,56.262,1.95
K1244,S03,59.054,62.064,56.262,1.95
K1245,S03,17.526,18.702,16.088,0.79
K1245,S03,17.694,18.702,16.088,0.79
K1245,S03,17.966,18.702,16.088,0.79
K1245,S03,16.778,18.702,16.088,0.79
K1245,S03,16.755,18.702,16.088,0.79
K1246,S04,154.081,156.872,151.688,1.9
K1246,S04,154.496,156.872,151.688,1.9
K1246,S04,153.872,156.872,151.688,1.9
K1246,S04,154.095,156.872,151.688,1.9
K1246,S04,154.668,156.872,151.688,1.9
K1247,S01,145.161,147.467,142.71,1.63
K1247,S01,145.113,147.467,142.71,1.63
K1247,S01,145.156,147.467,142.71,1.63
K1247,S01,144.952,147.467,142.71,1.63
K1247,S01,145.147,147.467,142.71,1.63
K1248,S01,29.78,31.413,23.853,1.03
K1248,S01,28.991,31.413,23.853,1.03
K1248,S01,27.914,31.413,23.853,1.03
K1249,S01,80.997,83.87,78.822,1.82
K1249,S01,81.204,83.87,78.822,1.82
K1250,S02,164.327,165.424,156.394,0.8
K1250,S02,158.306,165.424,156.394,0.8
K1250,S02,161.142,165.424,156.394,0.8
K1250,S02,160.86,165.424,156.394,0.8
K1250,S02,160.649,165.424,156.394,0.8
K1251,S02,124.532,128.027,121.844,2.09
K1251,S02,125.566,128.027,121.844,2.09
K1251,S02,124.676,128.027,121.844,2.09
K1251,S02,125.019,128.027,121.844,2.09
K1251,S02,125.656,128.027,121.844,2.09
K1252,S03,146.593,149.41,143.406,2.18
K1252,S03,146.209,149.41,143.406,2.18
K1252,S03,146.232,149.41,143.406,2.18
K1252,S03,145.729,149.41,143.406,2.18
K1252,S03,145.761,149.41,143.406,2.18
K1253,S03,41.725,43.206,39.421,2.1
K1253,S03,41.572,43.206,39.421,2.1
K1254,S03,151.746,153.695,148.31,1.6
K1254,S03,150.866,153.695,148.31,1.6
K1254,S03,150.147,153.695,148.31,1.6
K1254,S03,150.807,153.695,148.31,1.6
K1255,S04,191.665,192.865,190.51,2.18
K1255,S04,191.737,192.865,190.51,2.18
K1255,S04,191.533,192.865,190.51,2.18
K1256,S04,145.631,146.965,144.734,1.81
K1256,S04,145.681,146.965,144.734,1.81
K1256,S04,146.04,146.965,144.734,1.81
K1256,S04,145.762,146.965,144.734,1.81
K1256,S04,145.818,146.965,144.734,1.81
K1257,S01,82.199,83.08,80.831,0.72
K1257,S01,82.098,83.08,80.831,0.72
K1257,S01,81.224,83.08,80.831,0.72
K1257,S01,82.252,83.08,80.831,0.72
K1257,S01,81.239,83.08,80.831,0.72
K1258,S02,62.619,64.709,61.725,2.05
K1258,S02,62.937,64.709,61.725,2.05
K1258,S02,63.283,64.709,61.725,2.05
K1259,S02,77.632,79.988,75.98,1.04
K1259,S02,77.506,79.988,75.98,1.04
K1260,S02,27.298,32.331,23.919,0.96
K1260,S02,31.007,32.331,23.919,0.96
K1260,S02,26.571,32.331,23.919,0.96
K1261,S03,170.938,172.643,167.668,1.47
K1261,S03,169.838,172.643,167.668,1.47
K1261,S03,169.662,172.643,167.668,1.47
K1261,S03,170.388,172.643,167.668,1.47
K1261,S03,169.994,172.643,167.668,1.47
K1262,S03,120.795,121.908,120.018,1.9
K1262,S03,120.956,121.908,120.018,1.9
K1262,S03,121.07,121.908,120.018,1.9
K1262,S03,120.738,121.908,120.018,1.9
K1263,S03,71.786,75.887,66.032,0.63
K1263,S03,71.553,75.887,66.032,0.63
K1264,S04,49.113,53.26,44.487,1.92
K1264,S04,49.429,53.26,44.487,1.92
K1265,S04,96.384,98.876,92.138,1.95
K1265,S04,96.191,98.876,92.138,1.95
K1265,S04,96.034,98.876,92.138,1.95
K1265,S04,94.675,98.876,92.138,1.95
K1265,S04,95.871,98.876,92.138,1.95
K1266,S04,86.988,89.506,84.016,1.21
K1266,S04,87.186,89.506,84.016,1.21
K1266,S04,85.91,89.506,84.016,1.21
