WO_Number,Asset_ID,MaintenanceType,Failure_Reason,Downtime_Min,MTBF_Hrs,ERP_Asset_Ref
WO-2161000,ASSET-00203,Preventive,,0,,000160000185
WO-2161001,ASSET-00203,Preventive,,0,,000160000185
WO-2161002,ASSET-00203,Corrective,SPINDLE-SEIZURE,208,1817,000160000185
WO-2161003,ASSET-00204,Corrective,DIE-WEAR,183,595,000160000186
WO-2161004,ASSET-00204,Preventive,,0,,000160000186
WO-2161005,ASSET-00204,Preventive,,0,,000160000186
WO-2161006,ASSET-00204,Corrective,SENSOR-FAULT,171,640,000160000186
WO-2161007,ASSET-00205,Corrective,SPINDLE-SEIZURE,142,447,000160000187
WO-2161008,ASSET-00206,Preventive,,0,,000160000188
WO-2161009,ASSET-00207,Preventive,,0,,
WO-2161010,ASSET-00207,Corrective,BELT-FAILURE,67,288,
WO-2161011,ASSET-00208,Corrective,MOTOR-BURNOUT,154,689,000160000189
WO-2161012,ASSET-00208,Preventive,,0,,000160000189
WO-2161013,ASSET-00208,Preventive,,0,,000160000189
WO-2161014,ASSET-00208,Preventive,,0,,000160000189
WO-2161015,ASSET-00208,Emergency,SENSOR-FAULT,421,1436,000160000189
WO-2161016,ASSET-00208,Corrective,DIE-WEAR,109,1514,000160000189
WO-2161017,ASSET-00209,Corrective,BELT-FAILURE,100,1176,000160000190
WO-2161018,ASSET-00209,Corrective,PNEUMATIC-LEAK,34,339,000160000190
WO-2161019,ASSET-00209,Preventive,,0,,000160000190
WO-2161020,ASSET-00209,Preventive,,0,,000160000190
WO-2161021,ASSET-00209,Preventive,,0,,000160000190
WO-2161022,ASSET-00210,Preventive,,0,,000160000191
WO-2161023,ASSET-00210,Preventive,,0,,000160000191
WO-2161024,ASSET-00210,Preventive,,0,,000160000191
WO-2161025,ASSET-00210,Corrective,BEARING-FAILURE,186,1326,000160000191
WO-2161026,ASSET-00210,Preventive,,0,,000160000191
WO-2161027,ASSET-00211,Preventive,,0,,000160000192
WO-2161028,ASSET-00211,Corrective,CONTROLLER-FAULT,222,1546,000160000192
WO-2161029,ASSET-00211,Preventive,,0,,000160000192
WO-2161030,ASSET-00211,Emergency,MOTOR-BURNOUT,119,1358,000160000192
WO-2161031,ASSET-00211,Preventive,,0,,000160000192
WO-2161032,ASSET-00212,Corrective,SENSOR-FAULT,78,455,000160000193
WO-2161033,ASSET-00212,Corrective,MOTOR-BURNOUT,59,1562,000160000193
WO-2161034,ASSET-00212,Preventive,,0,,000160000193
WO-2161035,ASSET-00212,Preventive,,0,,000160000193
WO-2161036,ASSET-00212,Corrective,HYDRAULIC-LEAK,62,1175,000160000193
WO-2161037,ASSET-00212,Preventive,,0,,000160000193
WO-2161038,ASSET-00213,Corrective,SPINDLE-SEIZURE,72,1224,000160000194
WO-2161039,ASSET-00213,Preventive,,0,,000160000194
WO-2161040,ASSET-00213,Preventive,,0,,000160000194
WO-2161041,ASSET-00213,Emergency,SENSOR-FAULT,268,261,000160000194
WO-2161042,ASSET-00213,Corrective,HYDRAULIC-LEAK,130,1111,000160000194
WO-2161043,ASSET-00213,Preventive,,0,,000160000194
WO-2161044,ASSET-00214,Corrective,CALIBRATION-DRIFT,151,485,000160000195
WO-2161045,ASSET-00214,Preventive,,0,,000160000195
WO-2161046,ASSET-00215,Corrective,MOTOR-BURNOUT,165,809,000160000196
WO-2161047,ASSET-00215,Corrective,PNEUMATIC-LEAK,70,704,000160000196
WO-2161048,ASSET-00215,Preventive,,0,,000160000196
WO-2161049,ASSET-00215,Corrective,CALIBRATION-DRIFT,84,292,000160000196
WO-2161050,ASSET-00215,Preventive,,0,,000160000196
WO-2161051,ASSET-00216,Preventive,,0,,000160000197
WO-2161052,ASSET-00216,Preventive,,0,,000160000197
WO-2161053,ASSET-00216,Preventive,,0,,000160000197
WO-2161054,ASSET-00216,Corrective,CALIBRATION-DRIFT,42,1091,000160000197
WO-2161055,ASSET-00216,Corrective,DIE-WEAR,96,1259,000160000197
WO-2161056,ASSET-00217,Preventive,,0,,000160000198
WO-2161057,ASSET-00217,Corrective,MOTOR-BURNOUT,87,246,000160000198
WO-2161058,ASSET-00217,Corrective,DIE-WEAR,222,1348,000160000198
WO-2161059,ASSET-00217,Preventive,,0,,000160000198
WO-2161060,ASSET-00217,Corrective,BELT-FAILURE,232,1857,000160000198
WO-2161061,ASSET-00217,Corrective,MOTOR-BURNOUT,236,1038,000160000198
WO-2161062,ASSET-00217,Corrective,SENSOR-FAULT,136,1546,000160000198
WO-2161063,ASSET-00217,Preventive,,0,,000160000198
WO-2161064,ASSET-00217,Preventive,,0,,000160000198
WO-2161065,ASSET-00218,Corrective,SENSOR-FAULT,141,785,000160000199
WO-2161066,ASSET-00218,Corrective,SPINDLE-SEIZURE,160,522,000160000199
WO-2161067,ASSET-00218,Preventive,,0,,000160000199
WO-2161068,ASSET-00218,Corrective,DIE-WEAR,52,446,000160000199
WO-2161069,ASSET-00218,Preventive,,0,,000160000199
WO-2161070,ASSET-00218,Corrective,SENSOR-FAULT,124,1686,000160000199
WO-2161071,ASSET-00218,Preventive,,0,,000160000199
WO-2161072,ASSET-00219,Corrective,BELT-FAILURE,109,763,000160000200
WO-2161073,ASSET-00219,Preventive,,0,,000160000200
WO-2161074,ASSET-00219,Preventive,,0,,000160000200
WO-2161075,ASSET-00220,Preventive,,0,,000160000201
WO-2161076,ASSET-00220,Preventive,,0,,000160000201
WO-2161077,ASSET-00220,Preventive,,0,,000160000201
WO-2161078,ASSET-00220,Preventive,,0,,000160000201
WO-2161079,ASSET-00220,Emergency,BELT-FAILURE,99,1160,000160000201
WO-2161080,ASSET-00220,Corrective,SPINDLE-SEIZURE,186,1636,000160000201
WO-2161081,ASSET-00220,Preventive,,0,,000160000201
WO-2161082,ASSET-00221,Preventive,,0,,000160000202
WO-2161083,ASSET-00221,Corrective,SPINDLE-SEIZURE,230,1716,000160000202
WO-2161084,ASSET-00221,Corrective,CALIBRATION-DRIFT,204,1164,000160000202
WO-2161085,ASSET-00221,Preventive,,0,,000160000202
WO-2161086,ASSET-00222,Preventive,,0,,000160000203
WO-2161087,ASSET-00222,Preventive,,0,,000160000203
WO-2161088,ASSET-00222,Preventive,,0,,000160000203
WO-2161089,ASSET-00222,Preventive,,0,,000160000203
WO-2161090,ASSET-00222,Corrective,DIE-WEAR,231,220,000160000203
WO-2161091,ASSET-00223,Corrective,SPINDLE-SEIZURE,209,1977,000160000204
WO-2161092,ASSET-00223,Corrective,SPINDLE-SEIZURE,64,440,000160000204
WO-2161093,ASSET-00223,Preventive,,0,,000160000204
WO-2161094,ASSET-00223,Preventive,,0,,000160000204
WO-2161095,ASSET-00224,Corrective,CALIBRATION-DRIFT,106,930,000160000205
WO-2161096,ASSET-00224,Preventive,,0,,000160000205
WO-2161097,ASSET-00224,Preventive,,0,,000160000205
WO-2161098,ASSET-00225,Corrective,BEARING-FAILURE,139,812,
WO-2161099,ASSET-00226,Preventive,,0,,000160000206
WO-2161100,ASSET-00226,Preventive,,0,,000160000206
WO-2161101,ASSET-00226,Corrective,CALIBRATION-DRIFT,200,313,000160000206
WO-2161102,ASSET-00226,Corrective,SPINDLE-SEIZURE,75,875,000160000206
WO-2161103,ASSET-00227,Emergency,BELT-FAILURE,535,251,000160000207
WO-2161104,ASSET-00227,Preventive,,0,,000160000207
WO-2161105,ASSET-00227,Corrective,PNEUMATIC-LEAK,40,1128,000160000207
WO-2161106,ASSET-00227,Preventive,,0,,000160000207
WO-2161107,ASSET-00227,Preventive,,0,,000160000207
WO-2161108,ASSET-00227,Preventive,,0,,000160000207
WO-2161109,ASSET-00227,Emergency,SENSOR-FAULT,593,609,000160000207
WO-2161110,ASSET-00228,Preventive,,0,,000160000208
WO-2161111,ASSET-00228,Preventive,,0,,000160000208
WO-2161112,ASSET-00228,Corrective,MOTOR-BURNOUT,140,539,000160000208
WO-2161113,ASSET-00228,Corrective,CONTROLLER-FAULT,69,553,000160000208
WO-2161114,ASSET-00228,Preventive,,0,,000160000208
WO-2161115,ASSET-00229,Preventive,,0,,000160000209
WO-2161116,ASSET-00229,Corrective,SENSOR-FAULT,78,1640,000160000209
WO-2161117,ASSET-00229,Corrective,DIE-WEAR,161,1574,000160000209
WO-2161118,ASSET-00229,Preventive,,0,,000160000209
WO-2161119,ASSET-00229,Corrective,CALIBRATION-DRIFT,109,1247,000160000209
WO-2161120,ASSET-00229,Corrective,CALIBRATION-DRIFT,175,1210,000160000209
WO-2161121,ASSET-00229,Corrective,SPINDLE-SEIZURE,103,241,000160000209
WO-2161122,ASSET-00229,Corrective,SENSOR-FAULT,92,1679,000160000209
WO-2161123,ASSET-00229,Preventive,,0,,000160000209
WO-2161124,ASSET-00229,Corrective,CALIBRATION-DRIFT,131,1603,000160000209
WO-2161125,ASSET-00229,Corrective,BEARING-FAILURE,143,1583,000160000209
WO-2161126,ASSET-00230,Corrective,CONTROLLER-FAULT,109,906,000160000210
WO-2161127,ASSET-00230,Corrective,DIE-WEAR,72,1023,000160000210
WO-2161128,ASSET-00230,Corrective,CONTROLLER-FAULT,184,1641,000160000210
WO-2161129,ASSET-00231,Corrective,CONTROLLER-FAULT,47,1412,000160000211
WO-2161130,ASSET-00231,Emergency,BEARING-FAILURE,269,1723,000160000211
WO-2161131,ASSET-00231,Emergency,HYDRAULIC-LEAK,596,408,000160000211
WO-2161132,ASSET-00232,Preventive,,0,,000160000212
WO-2161133,ASSET-00232,Preventive,,0,,000160000212
WO-2161134,ASSET-00232,Preventive,,0,,000160000212
WO-2161135,ASSET-00232,Corrective,CALIBRATION-DRIFT,212,487,000160000212
WO-2161136,ASSET-00232,Emergency,DIE-WEAR,292,543,000160000212
WO-2161137,ASSET-00232,Preventive,,0,,000160000212
WO-2161138,ASSET-00233,Corrective,HYDRAULIC-LEAK,151,1676,000160000213
WO-2161139,ASSET-00233,Corrective,PNEUMATIC-LEAK,106,568,000160000213
WO-2161140,ASSET-00233,Preventive,,0,,000160000213
WO-2161141,ASSET-00233,Preventive,,0,,000160000213
WO-2161142,ASSET-00233,Preventive,,0,,000160000213
WO-2161143,ASSET-00234,Corrective,BEARING-FAILURE,164,844,000160000214
WO-2161144,ASSET-00234,Preventive,,0,,000160000214
WO-2161145,ASSET-00234,Preventive,,0,,000160000214
WO-2161146,ASSET-00234,Emergency,BELT-FAILURE,548,524,000160000214
WO-2161147,ASSET-00234,Corrective,DIE-WEAR,156,1920,000160000214
WO-2161148,ASSET-00234,Corrective,CONTROLLER-FAULT,170,1850,000160000214
WO-2161149,ASSET-00234,Preventive,,0,,000160000214
WO-2161150,ASSET-00235,Preventive,,0,,000160000215
WO-2161151,ASSET-00235,Preventive,,0,,000160000215
WO-2161152,ASSET-00235,Preventive,,0,,000160000215
WO-2161153,ASSET-00235,Preventive,,0,,000160000215
WO-2161154,ASSET-00236,Corrective,HYDRAULIC-LEAK,107,612,000160000216
WO-2161155,ASSET-00236,Corrective,CONTROLLER-FAULT,156,1377,000160000216
WO-2161156,ASSET-00236,Preventive,,0,,000160000216
WO-2161157,ASSET-00236,Preventive,,0,,000160000216
WO-2161158,ASSET-00236,Preventive,,0,,000160000216
WO-2161159,ASSET-00237,Corrective,MOTOR-BURNOUT,108,1283,000160000217
WO-2161160,ASSET-00237,Preventive,,0,,000160000217
WO-2161161,ASSET-00238,Corrective,PNEUMATIC-LEAK,222,1756,000160000218
WO-2161162,ASSET-00238,Preventive,,0,,000160000218
WO-2161163,ASSET-00238,Corrective,DIE-WEAR,117,224,000160000218
WO-2161164,ASSET-00238,Corrective,DIE-WEAR,57,999,000160000218
WO-2161165,ASSET-00238,Preventive,,0,,000160000218
WO-2161166,ASSET-00238,Preventive,,0,,000160000218
WO-2161167,ASSET-00239,Preventive,,0,,000160000219
WO-2161168,ASSET-00239,Emergency,CALIBRATION-DRIFT,591,567,000160000219
WO-2161169,ASSET-00239,Emergency,CALIBRATION-DRIFT,304,1200,000160000219
WO-2161170,ASSET-00239,Corrective,SPINDLE-SEIZURE,73,618,000160000219
WO-2161171,ASSET-00239,Corrective,BEARING-FAILURE,108,1675,000160000219
WO-2161172,ASSET-00240,Preventive,,0,,000160000220
WO-2161173,ASSET-00240,Preventive,,0,,000160000220
WO-2161174,ASSET-00240,Preventive,,0,,000160000220
WO-2161175,ASSET-00240,Corrective,BELT-FAILURE,231,1725,000160000220
WO-2161176,ASSET-00240,Corrective,BELT-FAILURE,65,1432,000160000220
WO-2161177,ASSET-00240,Emergency,PNEUMATIC-LEAK,573,259,000160000220
WO-2161178,ASSET-00240,Preventive,,0,,000160000220
WO-2161179,ASSET-00240,Preventive,,0,,000160000220
WO-2161180,ASSET-00241,Preventive,,0,,000160000221
WO-2161181,ASSET-00241,Corrective,BELT-FAILURE,95,1242,000160000221
WO-2161182,ASSET-00241,Preventive,,0,,000160000221
WO-2161183,ASSET-00241,Preventive,,0,,000160000221
WO-2161184,ASSET-00242,Preventive,,0,,000160000222
WO-2161185,ASSET-00242,Corrective,HYDRAULIC-LEAK,208,679,000160000222
WO-2161186,ASSET-00242,Preventive,,0,,000160000222
WO-2161187,ASSET-00242,Emergency,SENSOR-FAULT,329,1784,000160000222
WO-2161188,ASSET-00242,Emergency,BELT-FAILURE,461,1047,000160000222
WO-2161189,ASSET-00242,Corrective,MOTOR-BURNOUT,34,1502,000160000222
WO-2161190,ASSET-00243,Preventive,,0,,000160000223
WO-2161191,ASSET-00243,Preventive,,0,,000160000223
WO-2161192,ASSET-00243,Corrective,SPINDLE-SEIZURE,42,1838,000160000223
WO-2161193,ASSET-00243,Preventive,,0,,000160000223
WO-2161194,ASSET-00243,Emergency,CONTROLLER-FAULT,213,773,000160000223
WO-2161195,ASSET-00243,Preventive,,0,,000160000223
WO-2161196,ASSET-00243,Corrective,BELT-FAILURE,95,629,000160000223
WO-2161197,ASSET-00243,Preventive,,0,,000160000223
WO-2161198,ASSET-00244,Preventive,,0,,000160000224
WO-2161199,ASSET-00244,Preventive,,0,,000160000224
WO-2161200,ASSET-00244,Preventive,,0,,000160000224
WO-2161201,ASSET-00245,Corrective,DIE-WEAR,32,1590,000160000225
WO-2161202,ASSET-00245,Preventive,,0,,000160000225
WO-2161203,ASSET-00245,Preventive,,0,,000160000225
WO-2161204,ASSET-00245,Corrective,DIE-WEAR,189,970,000160000225
WO-2161205,ASSET-00245,Corrective,SENSOR-FAULT,109,1694,000160000225
WO-2161206,ASSET-00246,Preventive,,0,,000160000226
WO-2161207,ASSET-00246,Corrective,BELT-FAILURE,118,270,000160000226
WO-2161208,ASSET-00246,Corrective,MOTOR-BURNOUT,217,1752,000160000226
WO-2161209,ASSET-00246,Emergency,MOTOR-BURNOUT,260,1477,000160000226
WO-2161210,ASSET-00246,Corrective,CONTROLLER-FAULT,140,339,000160000226
WO-2161211,ASSET-00247,Preventive,,0,,000160000227
WO-2161212,ASSET-00247,Emergency,PNEUMATIC-LEAK,464,730,000160000227
WO-2161213,ASSET-00247,Preventive,,0,,000160000227
WO-2161214,ASSET-00247,Corrective,SPINDLE-SEIZURE,75,1355,000160000227
WO-2161215,ASSET-00248,Preventive,,0,,000160000228
WO-2161216,ASSET-00248,Corrective,SENSOR-FAULT,144,1460,000160000228
WO-2161217,ASSET-00248,Preventive,,0,,000160000228
WO-2161218,ASSET-00248,Preventive,,0,,000160000228
WO-2161219,ASSET-00249,Corrective,MOTOR-BURNOUT,114,1083,000160000229
WO-2161220,ASSET-00249,Preventive,,0,,000160000229
WO-2161221,ASSET-00249,Corrective,DIE-WEAR,237,321,000160000229
WO-2161222,ASSET-00249,Emergency,BELT-FAILURE,435,1340,000160000229
WO-2161223,ASSET-00249,Preventive,,0,,000160000229
WO-2161224,ASSET-00249,Preventive,,0,,000160000229
WO-2161225,ASSET-00249,Preventive,,0,,000160000229
WO-2161226,ASSET-00249,Emergency,MOTOR-BURNOUT,167,1214,000160000229
WO-2161227,ASSET-00250,Corrective,HYDRAULIC-LEAK,173,1695,000160000230
WO-2161228,ASSET-00250,Preventive,,0,,000160000230
WO-2161229,ASSET-00250,Preventive,,0,,000160000230
WO-2161230,ASSET-00251,Preventive,,0,,
WO-2161231,ASSET-00251,Emergency,SPINDLE-SEIZURE,490,1399,
WO-2161232,ASSET-00251,Preventive,,0,,
WO-2161233,ASSET-00251,Preventive,,0,,
WO-2161234,ASSET-00252,Preventive,,0,,000160000231
WO-2161235,ASSET-00252,Emergency,DIE-WEAR,198,1162,000160000231
WO-2161236,ASSET-00252,Emergency,BEARING-FAILURE,501,1606,000160000231
WO-2161237,ASSET-00252,Corrective,SPINDLE-SEIZURE,55,511,000160000231
WO-2161238,ASSET-00252,Preventive,,0,,000160000231
WO-2161239,ASSET-00252,Preventive,,0,,000160000231
WO-2161240,ASSET-00252,Preventive,,0,,000160000231
WO-2161241,ASSET-00253,Corrective,BEARING-FAILURE,108,284,000160000232
WO-2161242,ASSET-00253,Corrective,BEARING-FAILURE,210,999,000160000232
WO-2161243,ASSET-00253,Emergency,PNEUMATIC-LEAK,546,998,000160000232
WO-2161244,ASSET-00253,Preventive,,0,,000160000232
WO-2161245,ASSET-00253,Preventive,,0,,000160000232
WO-2161246,ASSET-00253,Corrective,PNEUMATIC-LEAK,158,1210,000160000232
WO-2161247,ASSET-00253,Corrective,PNEUMATIC-LEAK,175,1179,000160000232
WO-2161248,ASSET-00254,Preventive,,0,,000160000233
WO-2161249,ASSET-00254,Preventive,,0,,000160000233
WO-2161250,ASSET-00254,Emergency,PNEUMATIC-LEAK,285,615,000160000233
WO-2161251,ASSET-00254,Preventive,,0,,000160000233
WO-2161252,ASSET-00254,Corrective,SPINDLE-SEIZURE,132,1484,000160000233
WO-2161253,ASSET-00254,Emergency,SENSOR-FAULT,77,960,000160000233
WO-2161254,ASSET-00255,Preventive,,0,,000160000234
WO-2161255,ASSET-00255,Emergency,MOTOR-BURNOUT,509,1514,000160000234
WO-2161256,ASSET-00255,Corrective,SENSOR-FAULT,56,1979,000160000234
WO-2161257,ASSET-00255,Emergency,PNEUMATIC-LEAK,490,953,000160000234
WO-2161258,ASSET-00255,Preventive,,0,,000160000234
WO-2161259,ASSET-00255,Corrective,BEARING-FAILURE,146,1199,000160000234
WO-2161260,ASSET-00255,Corrective,CONTROLLER-FAULT,88,686,000160000234
WO-2161261,ASSET-00255,Corrective,BELT-FAILURE,155,1443,000160000234
WO-2161262,ASSET-00255,Preventive,,0,,000160000234
WO-2161263,ASSET-00256,Preventive,,0,,000160000235
WO-2161264,ASSET-00256,Preventive,,0,,000160000235
WO-2161265,ASSET-00256,Corrective,CALIBRATION-DRIFT,190,1035,000160000235
WO-2161266,ASSET-00256,Corrective,BELT-FAILURE,86,1521,000160000235
WO-2161267,ASSET-00256,Corrective,CONTROLLER-FAULT,96,1744,000160000235
WO-2161268,ASSET-00256,Preventive,,0,,000160000235
WO-2161269,ASSET-00256,Corrective,HYDRAULIC-LEAK,136,1099,000160000235
WO-2161270,ASSET-00256,Preventive,,0,,000160000235
WO-2161271,ASSET-00257,Preventive,,0,,
WO-2161272,ASSET-00258,Corrective,HYDRAULIC-LEAK,203,1692,000160000236
WO-2161273,ASSET-00258,Emergency,SPINDLE-SEIZURE,313,1334,000160000236
WO-2161274,ASSET-00258,Corrective,CONTROLLER-FAULT,122,645,000160000236
WO-2161275,ASSET-00258,Preventive,,0,,000160000236
WO-2161276,ASSET-00258,Emergency,BELT-FAILURE,473,1946,000160000236
WO-2161277,ASSET-00259,Emergency,DIE-WEAR,513,936,000160000237
WO-2161278,ASSET-00259,Emergency,CONTROLLER-FAULT,501,308,000160000237
WO-2161279,ASSET-00259,Preventive,,0,,000160000237
WO-2161280,ASSET-00259,Corrective,MOTOR-BURNOUT,193,674,000160000237
WO-2161281,ASSET-00259,Corrective,CONTROLLER-FAULT,130,1696,000160000237
WO-2161282,ASSET-00259,Preventive,,0,,000160000237
WO-2161283,ASSET-00259,Preventive,,0,,000160000237
WO-2161284,ASSET-00259,Preventive,,0,,000160000237
WO-2161285,ASSET-00260,Emergency,BELT-FAILURE,570,1821,000160000238
WO-2161286,ASSET-00260,Corrective,SPINDLE-SEIZURE,133,1433,000160000238
WO-2161287,ASSET-00260,Preventive,,0,,000160000238
WO-2161288,ASSET-00260,Preventive,,0,,000160000238
WO-2161289,ASSET-00261,Preventive,,0,,000160000239
WO-2161290,ASSET-00261,Preventive,,0,,000160000239
WO-2161291,ASSET-00261,Emergency,MOTOR-BURNOUT,105,1480,000160000239
WO-2161292,ASSET-00261,Preventive,,0,,000160000239
WO-2161293,ASSET-00261,Corrective,MOTOR-BURNOUT,186,1403,000160000239
WO-2161294,ASSET-00261,Preventive,,0,,000160000239
WO-2161295,ASSET-00261,Preventive,,0,,000160000239
WO-2161296,ASSET-00262,Corrective,SPINDLE-SEIZURE,155,1007,000160000240
WO-2161297,ASSET-00262,Corrective,SPINDLE-SEIZURE,133,262,000160000240
WO-2161298,ASSET-00262,Preventive,,0,,000160000240
WO-2161299,ASSET-00262,Emergency,BEARING-FAILURE,600,815,000160000240
WO-2161300,ASSET-00262,Preventive,,0,,000160000240
WO-2161301,ASSET-00262,Preventive,,0,,000160000240
WO-2161302,ASSET-00263,Corrective,CALIBRATION-DRIFT,70,1128,000160000241
WO-2161303,ASSET-00263,Preventive,,0,,000160000241
WO-2161304,ASSET-00263,Emergency,SPINDLE-SEIZURE,382,908,000160000241
WO-2161305,ASSET-00263,Preventive,,0,,000160000241
WO-2161306,ASSET-00263,Preventive,,0,,000160000241
WO-2161307,ASSET-00263,Corrective,CONTROLLER-FAULT,143,241,000160000241
WO-2161308,ASSET-00264,Corrective,DIE-WEAR,116,983,000160000242
WO-2161309,ASSET-00264,Corrective,CALIBRATION-DRIFT,42,464,000160000242
WO-2161310,ASSET-00264,Emergency,DIE-WEAR,66,695,000160000242
WO-2161311,ASSET-00265,Preventive,,0,,000160000243
WO-2161312,ASSET-00265,Preventive,,0,,000160000243
WO-2161313,ASSET-00265,Preventive,,0,,000160000243
WO-2161314,ASSET-00265,Corrective,DIE-WEAR,219,411,000160000243
WO-2161315,ASSET-00265,Preventive,,0,,000160000243
WO-2161316,ASSET-00265,Corrective,CALIBRATION-DRIFT,34,973,000160000243
WO-2161317,ASSET-00265,Emergency,CALIBRATION-DRIFT,491,786,000160000243
WO-2161318,ASSET-00265,Preventive,,0,,000160000243
WO-2161319,ASSET-00265,Corrective,CONTROLLER-FAULT,205,1655,000160000243
WO-2161320,ASSET-00266,Preventive,,0,,000160000244
WO-2161321,ASSET-00266,Emergency,CALIBRATION-DRIFT,280,860,000160000244
WO-2161322,ASSET-00267,Corrective,DIE-WEAR,208,247,
WO-2161323,ASSET-00267,Preventive,,0,,
WO-2161324,ASSET-00267,Corrective,PNEUMATIC-LEAK,89,603,
WO-2161325,ASSET-00267,Preventive,,0,,
WO-2161326,ASSET-00267,Preventive,,0,,
WO-2161327,ASSET-00267,Preventive,,0,,
WO-2161328,ASSET-00267,Corrective,BELT-FAILURE,105,1533,
WO-2161329,ASSET-00267,Preventive,,0,,
WO-2161330,ASSET-00267,Preventive,,0,,
WO-2161331,ASSET-00268,Preventive,,0,,000160000245
WO-2161332,ASSET-00268,Preventive,,0,,000160000245
WO-2161333,ASSET-00268,Preventive,,0,,000160000245
WO-2161334,ASSET-00269,Corrective,PNEUMATIC-LEAK,101,860,000160000246
WO-2161335,ASSET-00269,Corrective,PNEUMATIC-LEAK,44,443,000160000246
WO-2161336,ASSET-00269,Preventive,,0,,000160000246
WO-2161337,ASSET-00269,Preventive,,0,,000160000246
WO-2161338,ASSET-00269,Corrective,CALIBRATION-DRIFT,237,451,000160000246
WO-2161339,ASSET-00270,Emergency,HYDRAULIC-LEAK,274,323,000160000247
WO-2161340,ASSET-00270,Preventive,,0,,000160000247
WO-2161341,ASSET-00270,Corrective,PNEUMATIC-LEAK,239,1256,000160000247
WO-2161342,ASSET-00270,Corrective,DIE-WEAR,67,984,000160000247
WO-2161343,ASSET-00270,Preventive,,0,,000160000247
WO-2161344,ASSET-00270,Preventive,,0,,000160000247
WO-2161345,ASSET-00270,Corrective,CONTROLLER-FAULT,227,358,000160000247
WO-2161346,ASSET-00270,Preventive,,0,,000160000247
WO-2161347,ASSET-00271,Emergency,SPINDLE-SEIZURE,493,1464,000160000248
WO-2161348,ASSET-00271,Corrective,CONTROLLER-FAULT,74,1382,000160000248
WO-2161349,ASSET-00271,Corrective,BELT-FAILURE,67,229,000160000248
WO-2161350,ASSET-00271,Corrective,DIE-WEAR,132,1569,000160000248
WO-2161351,ASSET-00271,Preventive,,0,,000160000248
WO-2161352,ASSET-00271,Corrective,CALIBRATION-DRIFT,71,868,000160000248
WO-2161353,ASSET-00271,Emergency,DIE-WEAR,303,359,000160000248
WO-2161354,ASSET-00271,Preventive,,0,,000160000248
WO-2161355,ASSET-00271,Preventive,,0,,000160000248
WO-2161356,ASSET-00272,Emergency,DIE-WEAR,401,1582,000160000249
WO-2161357,ASSET-00272,Preventive,,0,,000160000249
WO-2161358,ASSET-00272,Corrective,HYDRAULIC-LEAK,126,575,000160000249
WO-2161359,ASSET-00272,Emergency,DIE-WEAR,311,1476,000160000249
WO-2161360,ASSET-00272,Preventive,,0,,000160000249
WO-2161361,ASSET-00272,Preventive,,0,,000160000249
WO-2161362,ASSET-00272,Corrective,SPINDLE-SEIZURE,67,1364,000160000249
WO-2161363,ASSET-00273,Preventive,,0,,000160000250
WO-2161364,ASSET-00273,Emergency,MOTOR-BURNOUT,245,1933,000160000250
WO-2161365,ASSET-00273,Preventive,,0,,000160000250
WO-2161366,ASSET-00273,Preventive,,0,,000160000250
WO-2161367,ASSET-00273,Preventive,,0,,000160000250
WO-2161368,ASSET-00273,Preventive,,0,,000160000250
WO-2161369,ASSET-00273,Preventive,,0,,000160000250
WO-2161370,ASSET-00274,Corrective,HYDRAULIC-LEAK,54,1245,000160000251
WO-2161371,ASSET-00274,Preventive,,0,,000160000251
WO-2161372,ASSET-00274,Corrective,BELT-FAILURE,184,1026,000160000251
WO-2161373,ASSET-00274,Preventive,,0,,000160000251
WO-2161374,ASSET-00275,Corrective,CONTROLLER-FAULT,222,779,000160000252
WO-2161375,ASSET-00275,Preventive,,0,,000160000252
WO-2161376,ASSET-00275,Corrective,PNEUMATIC-LEAK,119,714,000160000252
WO-2161377,ASSET-00276,Preventive,,0,,000160000253
WO-2161378,ASSET-00276,Preventive,,0,,000160000253
WO-2161379,ASSET-00276,Preventive,,0,,000160000253
WO-2161380,ASSET-00276,Emergency,PNEUMATIC-LEAK,500,834,000160000253
WO-2161381,ASSET-00277,Corrective,BELT-FAILURE,59,355,000160000254
WO-2161382,ASSET-00277,Corrective,BELT-FAILURE,119,1511,000160000254
WO-2161383,ASSET-00277,Corrective,BELT-FAILURE,137,273,000160000254
WO-2161384,ASSET-00277,Corrective,DIE-WEAR,126,912,000160000254
WO-2161385,ASSET-00277,Corrective,HYDRAULIC-LEAK,150,451,000160000254
WO-2161386,ASSET-00277,Corrective,SENSOR-FAULT,130,352,000160000254
WO-2161387,ASSET-00278,Preventive,,0,,000160000255
WO-2161388,ASSET-00278,Corrective,CALIBRATION-DRIFT,197,1763,000160000255
WO-2161389,ASSET-00278,Corrective,BEARING-FAILURE,55,710,000160000255
WO-2161390,ASSET-00278,Corrective,BELT-FAILURE,226,1948,000160000255
WO-2161391,ASSET-00278,Corrective,BELT-FAILURE,34,1250,000160000255
WO-2161392,ASSET-00278,Preventive,,0,,000160000255
WO-2161393,ASSET-00279,Preventive,,0,,000160000256
WO-2161394,ASSET-00280,Preventive,,0,,000160000257
WO-2161395,ASSET-00280,Preventive,,0,,000160000257
WO-2161396,ASSET-00280,Preventive,,0,,000160000257
WO-2161397,ASSET-00280,Corrective,CONTROLLER-FAULT,173,665,000160000257
