Werk,Anlagennummer,Anlagenbezeichnung,Kostenstelle,Anschaffungswert,Hersteller
P1150,000160000372,Assembly Torque Wrench Station,CC-4682,26744.81,KUKA
P1150,000160000373,Robotic Welding Cell,CC-4680,183782.54,KUKA AG
P1150,000160000374,Leak Test Station,CC-4683,28409.47,Hexagon AB
P1150,000160000375,Final Functional Test Bench,CC-4682,174970.21,KUKA
P1150,000160000376,Wheel Alignment Rig,CC-4681,76368.53,Lincoln Electric
P1150,000160000377,Injection Molding Machine,CC-4682,431161.57,ROCKWELL AUTOMATION
P1150,000160000378,Overhead Gantry Loader,CC-4682,134133.25,DMG MORI
P1150,000160000379,Screw Fastening Station,CC-4680,14422.11,KUKA
P1150,000160000380,CNC Machining Center,CC-4683,310662.31,ABB
P1150,000160000381,Injection Molding Machine,CC-4682,205409.20,Abb Robotics
P1150,000160000382,Wheel Alignment Rig,CC-4681,77084.61,FANUC Corporation
P1150,000160000383,Laser Welding Cell,CC-4682,193880.52,KUKA AG
P1150,000160000384,Vision Inspection Station,CC-4683,61857.45,Ingersoll Rand
P1150,000160000385,Ultrasonic Welding Station,CC-4680,37026.26,FANUC Corporation
P1150,000160000386,,CC-4683,21982.40,Dematic
P1150,000160000387,Torque Application Unit,CC-4680,18573.84,Mazak Corporation
P1150,000160000388,Ultrasonic Welding Station,CC-4680,45527.74,Dematic
P1150,000160000389,Torque Application Unit,CC-4680,34853.69,KUKA AG
P1150,000160000390,Battery Pack Assembly Cell,CC-4683,401933.77,KUKA
P1150,000160000391,Injection Molding Machine,CC-4682,416826.78,KUKA AG
P1150,000160000392,Riveting Station,CC-4682,61533.97,KUKA
P1150,000160000393,Assembly Torque Wrench Station,CC-4680,16673.72,AIDA
P1150,000160000394,Screw Fastening Station,CC-4682,18361.83,KUKA
P1150,000160000395,Dimensional Measurement Arm,CC-4681,128261.71,DURR AG
P1150,000160000396,Hydraulic Press,CC-4681,178034.28,Fives
P1150,000160000397,Vision Inspection Station,CC-4680,49968.79,KUKA AG
P1150,000160000398,Adhesive Dispensing Unit,CC-4683,71031.51,KUKA
P1150,000160000399,Robotic Welding Cell,CC-4681,125490.49,KUKA AG
P1150,000160000400,Paint Application Robot,CC-4682,260255.40,COMAU
P1150,000160000401,Leak Test Station,CC-4682,68887.43,Dematic
P1150,000160000402,CNC Machining Center,CC-4680,273242.17,abb robotics
P1150,000160000403,Screw Fastening Station,CC-4681,35215.99,KUKA AG
P1150,000160000404,Leak Test Station,CC-4680,40727.96,Bosch Rexroth
P1150,000160000405,Stamping Press,CC-4683,455905.91,KUKA AG
P1150,000160000406,Final Functional Test Bench,CC-4681,198594.02,fanuc corporation
P1150,000160000407,Automated Guided Vehicle,CC-4681,74350.64,Kuka Ag
P1150,000160000408,,CC-4681,144685.28,FANUC
P1150,000160000409,Automated Guided Vehicle,CC-4682,72768.23,ABB Robotics
P1150,000160000410,,CC-4682,36883.82,AIDA Engineering
P1150,000160000411,Laser Welding Cell,CC-4683,258214.97,fanuc corporation
P1150,000160000412,Hydraulic Press,CC-4680,242503.61,Miller Electric
P1150,000160000413,Stamping Press,CC-4681,1120299.83,Atlas Copco
P1150,000160000414,Injection Molding Machine,CC-4683,172955.00,Hexagon
P1150,000160000415,Wheel Alignment Rig,CC-4683,33337.95,KUKA AG
P1150,000160000416,Assembly Torque Wrench Station,CC-4681,10180.49,Yaskawa Motoman
P1150,000160000417,Laser Welding Cell,CC-4682,319709.87,Bosch Rexroth
P1150,000160000418,Stamping Press,CC-4680,360938.44,Mazak Corporation
P1150,000160000419,Wheel Alignment Rig,CC-4682,53270.19,Schneider Electric
P1150,000160000420,,CC-4680,219821.68,Comau
P1150,000160000421,Stamping Press,CC-4681,444465.15,Yaskawa Motoman
P1150,000160000422,Vision Inspection Station,CC-4681,39007.73,Mazak Corporation
P1150,000160000423,CNC Machining Center,CC-4681,387673.55,KUKA
P1150,000160000424,Leak Test Station,CC-4680,30921.60,Carl Zeiss Industrial Metrology
P1150,000160000425,Automated Guided Vehicle,CC-4680,49314.44,abb robotics
P1150,000160000426,CNC Machining Center,CC-4681,220166.00,KUKA AG
P1150,000160000427,Coil Winding Machine,,103557.34,siemens ag
P1150,000160000428,Vision Inspection Station,CC-4680,78477.15,Lincoln Electric
P1150,000160000429,Palletizing Robot,CC-4680,160935.09,Eisenmann SE
P1150,000160000430,Leak Test Station,CC-4681,66595.70,Hexagon AB
P1150,000160000431,Hydraulic Press,CC-4680,151227.16,Yaskawa Motoman
P1150,000160000432,Palletizing Robot,CC-4682,78885.61,Haas Automation
P1150,000160000433,Ultrasonic Welding Station,CC-4683,49225.77,Atlas Copco
P1150,000160000434,Hydraulic Press,CC-4683,127076.11,KUKA AG
P1150,000160000435,Leak Test Station,CC-4682,60621.34,Ingersoll Rand
P1150,000160000436,Hydraulic Press,CC-4680,135886.81,Durr
P1150,000160000437,Assembly Torque Wrench Station,CC-4680,10556.91,Yaskawa Motoman
P1150,000160000438,Dimensional Measurement Arm,CC-4682,99108.60,Schuler Group
P1150,000160000439,Assembly Torque Wrench Station,CC-4680,21822.94,KUKA AG
P1150,000160000440,Screw Fastening Station,CC-4680,14602.56,AIDA Engineering
P1150,000160000441,Coil Winding Machine,CC-4683,157633.37,yaskawa motoman
P1150,000160000442,Conveyor System,CC-4682,67808.53,FANUC Corporation
P1150,000160000443,,CC-4682,297186.67,KUKA
P1150,000160000444,Dimensional Measurement Arm,CC-4682,115365.79,Abb Robotics
P1150,000160000445,Palletizing Robot,CC-4683,140845.69,FANUC Corporation
P1150,000160000446,Robotic Welding Cell,CC-4683,122231.06,ABB Robotics
P1150,000160000447,Stamping Press,CC-4682,326824.13,Lincoln
P1150,000160000448,Ultrasonic Welding Station,CC-4682,44994.11,Ingersoll Rand
P1150,000160000449,Ultrasonic Welding Station,CC-4682,50095.84,DMG MORI
P1150,000160000450,Overhead Gantry Loader,CC-4680,171760.37,FANUC Corporation
P1150,000160000451,Robotic Welding Cell,CC-4680,189976.85,Lincoln Electric
P1150,000160000452,Induction Heating Unit,CC-4681,87312.06,KUKA AG
P1150,000160000453,Wheel Alignment Rig,CC-4681,37040.22,KUKA AG
P1150,000160000454,Induction Heating Unit,CC-4683,63420.94,Comau
P1150,000160000455,Leak Test Station,CC-4681,46062.44,Carl Zeiss Industrial Metrology
P1150,000160000456,Palletizing Robot,CC-4682,81220.37,Miller Electric
P1150,000160000457,Wheel Alignment Rig,CC-4683,34511.09,Haas
P1150,000160000458,Injection Molding Machine,CC-4681,436843.08,Haas Automation
P1150,000160000459,Injection Molding Machine,CC-4680,200349.36,Haas
P1150,000160000460,Torque Application Unit,CC-4680,36092.73,ABB Robotics
P1150,000160000461,Palletizing Robot,CC-4682,176289.17,Siemens AG
P1150,000160000462,Final Functional Test Bench,CC-4680,178672.56,kuka ag
P1150,000160000463,Riveting Station,CC-4683,41711.95,DMG MORI
P1150,000160000464,Paint Application Robot,CC-4681,292290.98,DMG
P1150,000160000465,Assembly Torque Wrench Station,CC-4681,25061.99,Siemens
P1150,000160000466,Vision Inspection Station,CC-4683,25519.07,Bosch
P1150,000160000467,Screw Fastening Station,CC-4681,27497.41,Miller Electric
P1150,000160000468,Conveyor System,CC-4680,105191.26,KUKA
P1150,000160000469,Final Functional Test Bench,CC-4681,178323.50,KUKA
P1150,000160000470,Torque Application Unit,CC-4683,20893.86,Fives
P1150,000160000471,Ultrasonic Welding Station,CC-4682,68412.19,Miller Electric
P1150,000160000472,Paint Application Robot,CC-4683,170970.64,Yaskawa Motoman
P1150,000160000473,Paint Application Robot,CC-4683,164344.98,KUKA AG
P1150,000160000474,Hydraulic Press,CC-4681,268931.60,ABB Robotics
P1150,000160000475,Dimensional Measurement Arm,CC-4683,130486.35,ABB Robotics
P1150,000160000476,Stamping Press,CC-4681,1197444.55,ROCKWELL AUTOMATION
P1150,000160000477,Final Functional Test Bench,CC-4681,101408.81,Haas
P1150,000160000478,Coil Winding Machine,CC-4681,168401.24,KUKA
P1150,000160000479,Assembly Torque Wrench Station,CC-4682,24194.40,Schneider Electric
P1150,000160000480,Riveting Station,,65828.48,ABB Robotics
P1150,000160000481,Assembly Torque Wrench Station,CC-4681,17666.17,ABB
P1150,000160000482,Coil Winding Machine,CC-4682,172067.99,fanuc corporation
P1150,000160000483,Injection Molding Machine,CC-4682,177886.35,FANUC Corporation
P1150,000160000484,Injection Molding Machine,CC-4680,330091.26,Kuka Ag
P1150,000160000485,Injection Molding Machine,CC-4683,196762.60,KUKA
P1150,000160000486,Robotic Welding Cell,CC-4683,180682.22,ABB Robotics
P1150,000160000487,Screw Fastening Station,CC-4680,21420.46,AIDA Engineering
P1150,000160000488,Torque Application Unit,CC-4681,24348.86,Yaskawa Motoman
P1150,000160000489,Hydraulic Press,CC-4681,270597.38,FANUC
P1150,000160000490,Torque Application Unit,CC-4680,17619.35,Yaskawa Motoman
P1150,000160000491,Injection Molding Machine,CC-4680,432468.73,DMG MORI
P1150,000160000492,Paint Application Robot,CC-4681,195793.19,Mazak Corporation
P1150,000160000493,Robotic Welding Cell,CC-4683,153537.38,Miller Electric
P1150,000160000494,Automated Guided Vehicle,CC-4680,81914.82,ABB Robotics
P1150,000160000495,Final Functional Test Bench,,188618.96,Bosch Rexroth
P1150,000160000496,Palletizing Robot,CC-4683,102877.37,KUKA AG
P1150,000160000497,Riveting Station,CC-4683,62145.35,DMG MORI
P1150,000160000498,Automated Guided Vehicle,CC-4681,97272.75,Siemens AG
P1150,000160000499,Injection Molding Machine,CC-4683,240138.56,KUKA
P1150,000160000500,Coil Winding Machine,CC-4681,125702.70,AIDA Engineering
P1150,000160000501,Adhesive Dispensing Unit,CC-4683,35875.90,KUKA AG
P1150,000160000502,Leak Test Station,CC-4681,65031.90,Haas Automation
P1150,000160000503,Torque Application Unit,CC-4680,30191.11,ABB Robotics
P1150,000160000504,Stamping Press,CC-4682,567226.67,FANUC
P1150,000160000505,Stamping Press,CC-4680,728580.96,KUKA AG
P1150,000160000506,Overhead Gantry Loader,CC-4682,83407.29,KUKA AG
P1150,000160000507,Stamping Press,CC-4680,470955.76,DMG MORI
P1150,000160000508,Robotic Welding Cell,CC-4682,223921.08,KUKA
P1150,000160000509,Battery Pack Assembly Cell,CC-4683,382165.77,ABB Robotics
P1150,000160000510,Laser Welding Cell,CC-4683,350479.07,Schneider Electric
P1150,000160000511,Battery Pack Assembly Cell,CC-4681,583162.71,DMG MORI
P1150,000160000512,Screw Fastening Station,CC-4683,35654.87,FANUC Corporation
P1150,000160000513,Ultrasonic Welding Station,CC-4681,62486.60,Yaskawa Motoman
P1150,000160000514,CNC Machining Center,CC-4681,290000.24,Eisenmann
P1150,000160000515,,CC-4680,381361.97,Mazak Corporation
P1150,000160000516,Coil Winding Machine,CC-4682,147429.23,KUKA
P1150,000160000517,Robotic Welding Cell,CC-4681,238443.49,Siemens AG
P1150,000160000518,Hydraulic Press,CC-4681,283583.70,Ingersoll Rand
P1150,000160000519,Leak Test Station,CC-4682,67840.01,ABB Robotics
P1150,000160000520,Adhesive Dispensing Unit,CC-4680,33300.13,KUKA
P1150,000160000521,Injection Molding Machine,CC-4680,171592.01,Hexagon
P1150,000160000522,Dimensional Measurement Arm,CC-4683,76975.02,Yaskawa Motoman
P1150,000160000523,Adhesive Dispensing Unit,CC-4681,62689.47,Mazak Corporation
P1150,000160000524,Hydraulic Press,CC-4682,140133.09,Haas Automation
P1150,000160000525,Laser Welding Cell,CC-4682,232019.01,KUKA AG
P1150,000160000526,Robotic Welding Cell,CC-4683,194270.87,Comau
P1150,000160000527,Induction Heating Unit,CC-4680,40426.99,Siemens AG
P1150,000160000528,Adhesive Dispensing Unit,CC-4683,70803.55,Eisenmann SE
P1150,000160000529,Paint Application Robot,CC-4681,332848.52,KUKA
P1150,000160000530,Stamping Press,CC-4680,879370.47,Yaskawa Motoman
P1150,000160000531,Dimensional Measurement Arm,CC-4683,118985.94,Schneider Electric
P1150,000160000532,Hydraulic Press,CC-4682,391562.33,Yaskawa Motoman
P1150,000160000533,Ultrasonic Welding Station,CC-4683,52456.34,KUKA AG
P1150,000160000534,,CC-4680,262934.78,KUKA AG
P1150,000160000535,Conveyor System,CC-4680,144059.56,Abb Robotics
P1150,000160000536,Wheel Alignment Rig,CC-4681,80291.45,Mazak Corporation
P1150,000160000537,Injection Molding Machine,CC-4683,496673.51,Yaskawa Motoman
P1150,000160000538,Ultrasonic Welding Station,CC-4682,65658.42,ABB Robotics
P1150,000160000539,Torque Application Unit,CC-4683,34221.68,Haas Automation
P1150,000160000540,Adhesive Dispensing Unit,CC-4682,33331.31,ABB
P1150,000160000541,Coil Winding Machine,CC-4683,113493.78,KUKA AG
P1150,000160000542,Wheel Alignment Rig,CC-4682,68292.67,Atlas Copco
P1150,000160000543,Final Functional Test Bench,CC-4680,198999.75,Rockwell
P1150,000160000544,Leak Test Station,CC-4680,32604.72,ABB
P1150,000160000545,Overhead Gantry Loader,CC-4681,84188.48,KUKA AG
P1150,000160000546,Final Functional Test Bench,CC-4682,74978.91,KUKA AG
P1150,000160000547,Laser Welding Cell,CC-4680,225065.83,Haas Automation
P1150,000160000548,Screw Fastening Station,CC-4682,25292.66,Mazak Corporation
P1150,000160000549,Riveting Station,CC-4680,40620.69,ABB Robotics
P1150,000160000550,Riveting Station,CC-4682,27937.54,Schuler Group
P1150,000160000551,Injection Molding Machine,CC-4682,222757.25,AIDA Engineering
P1150,000160000552,Robotic Welding Cell,CC-4680,127737.78,ABB Robotics
P1150,000160000553,Wheel Alignment Rig,CC-4683,30927.30,ABB Robotics
P1150,000160000554,Hydraulic Press,CC-4682,300713.08,YASKAWA MOTOMAN
P1150,000160000555,Wheel Alignment Rig,CC-4683,32294.02,KUKA AG
P1150,000160000556,Leak Test Station,CC-4682,51980.01,Ingersoll Rand
P1150,000160000557,Automated Guided Vehicle,CC-4681,116702.61,Yaskawa Motoman
P1150,000160000558,Assembly Torque Wrench Station,CC-4680,10580.02,Fanuc Corporation
P1150,000160000559,Wheel Alignment Rig,CC-4682,42974.90,Haas Automation
P1150,000160000560,Wheel Alignment Rig,CC-4682,40438.11,Comau
P1150,000160000561,Laser Welding Cell,CC-4683,305812.49,Mazak Corporation
P1150,000160000562,Automated Guided Vehicle,CC-4680,102425.51,Bosch Rexroth
P1150,000160000563,Automated Guided Vehicle,CC-4681,58867.57,KUKA
P1150,000160000564,Wheel Alignment Rig,CC-4683,36443.66,Haas Automation
P1150,000160000565,Dimensional Measurement Arm,CC-4680,74156.27,FANUC Corporation
P1150,000160000566,Coil Winding Machine,CC-4681,104383.97,Lincoln
P1150,000160000567,Ultrasonic Welding Station,CC-4681,64857.88,Kuka Ag
P1150,000160000568,Battery Pack Assembly Cell,CC-4682,385490.77,Schuler Group
P1150,000160000569,Final Functional Test Bench,CC-4681,62244.85,kuka ag
P1150,000160000570,Vision Inspection Station,CC-4683,63700.51,FANUC
P1150,000160000571,Conveyor System,CC-4680,52085.37,KUKA AG
P1150,000160000572,Laser Welding Cell,CC-4682,192853.10,haas automation
P1150,000160000573,Battery Pack Assembly Cell,CC-4681,373383.85,ABB Robotics
P1150,000160000574,Final Functional Test Bench,,116200.10,FANUC Corporation
P1150,000160000575,Ultrasonic Welding Station,CC-4683,72195.88,ABB
P1150,000160000576,Palletizing Robot,CC-4680,179737.90,Bosch
P1150,000160000577,Vision Inspection Station,CC-4682,61562.72,haas automation
P1150,000160000578,Overhead Gantry Loader,CC-4681,166405.82,FANUC
P1150,000160000579,Ultrasonic Welding Station,CC-4682,39102.32,ABB Robotics
P1150,000160000580,Injection Molding Machine,CC-4681,461142.50,Schneider Electric
P1150,000160000581,Paint Application Robot,CC-4683,182794.29,KUKA
P1150,000160000582,Stamping Press,CC-4682,478832.87,Schneider Electric
P1150,000160000583,Stamping Press,CC-4680,1115072.16,KUKA AG
P1150,000160000584,Overhead Gantry Loader,CC-4682,78229.89,Schuler Group
P1150,000160000585,Laser Welding Cell,CC-4681,265881.74,Fives
P1150,000160000586,CNC Machining Center,CC-4681,342735.55,Mazak
P1150,000160000587,Hydraulic Press,CC-4682,359476.84,ABB ROBOTICS
P1150,000160000588,Screw Fastening Station,CC-4680,25478.64,DMG
P1150,000160000589,Screw Fastening Station,CC-4680,27965.66,DMG MORI
P1150,000160000590,Vision Inspection Station,CC-4683,49554.93,KUKA AG
P1150,000160000591,Torque Application Unit,CC-4683,19048.18,Eisenmann Se
P1150,000160000592,Vision Inspection Station,CC-4681,83088.60,Eisenmann SE
P1150,000160000593,,CC-4681,489472.05,fives group
P1150,000160000594,Palletizing Robot,CC-4681,73852.20,KUKA AG
P1150,000160000595,Torque Application Unit,CC-4681,23122.05,Dematic
P1150,000160000596,Robotic Welding Cell,CC-4682,243757.71,KUKA
P1150,000160000597,Palletizing Robot,CC-4681,115484.14,Eisenmann SE
P1150,000160000598,Ultrasonic Welding Station,CC-4680,54739.64,Durr AG
P1150,000160000599,Laser Welding Cell,CC-4683,253312.42,AIDA
P1150,000160000600,Adhesive Dispensing Unit,CC-4680,52486.55,AIDA Engineering
P1150,000160000601,Automated Guided Vehicle,CC-4682,97946.75,DMG
P1150,000160000602,Final Functional Test Bench,CC-4682,154055.55,FANUC Corporation
P1150,000160000603,Hydraulic Press,CC-4681,190731.46,Yaskawa
P1150,000160000604,Vision Inspection Station,CC-4682,63613.24,ABB
P1150,000160000605,Final Functional Test Bench,,191259.70,ABB
P1150,000160000606,Automated Guided Vehicle,CC-4680,115651.18,DMG MORI
P1150,000160000607,Screw Fastening Station,CC-4683,35345.77,Schuler Group
P1150,000160000608,Torque Application Unit,CC-4681,26124.91,ABB Robotics
P1150,000160000609,Overhead Gantry Loader,CC-4681,146080.71,KUKA AG
P1150,000160000610,Injection Molding Machine,CC-4680,381413.39,ABB Robotics
P1150,000160000611,Robotic Welding Cell,CC-4680,189890.69,SCHNEIDER ELECTRIC
P1150,000160000612,Wheel Alignment Rig,CC-4683,51592.67,Miller Electric
P1150,000160000613,Conveyor System,,55169.79,Fives Group
P1150,000160000614,Hydraulic Press,CC-4682,208945.79,Comau
P1150,000160000615,Robotic Welding Cell,CC-4683,129127.26,KUKA AG
P1150,000160000616,Automated Guided Vehicle,CC-4682,96367.71,eisenmann se
P1150,000160000617,Paint Application Robot,CC-4681,220802.42,ABB Robotics
P1150,000160000618,Riveting Station,CC-4681,45325.11,Schneider Electric
P1150,000160000619,Riveting Station,CC-4681,26502.51,Schneider Electric
P1150,000160000620,Ultrasonic Welding Station,CC-4681,62889.79,Carl Zeiss Industrial Metrology
P1150,000160000621,Automated Guided Vehicle,CC-4680,82754.45,Ingersoll Rand
P1150,000160000622,Injection Molding Machine,CC-4683,286155.57,KUKA
P1150,000160000623,Overhead Gantry Loader,CC-4682,145566.86,dmg mori
P1150,000160000624,Injection Molding Machine,CC-4681,357664.01,ABB Robotics
P1150,000160000625,Ultrasonic Welding Station,CC-4682,68945.74,dematic
P1150,000160000626,Assembly Torque Wrench Station,CC-4683,29627.56,Hexagon
P1150,000160000627,Assembly Torque Wrench Station,,32914.36,KUKA AG
P1150,000160000628,Paint Application Robot,CC-4682,345642.10,yaskawa motoman
P1150,000160000629,Robotic Welding Cell,CC-4680,266778.14,Lincoln Electric
P1150,000160000630,Ultrasonic Welding Station,CC-4683,63406.92,Yaskawa Motoman
P1150,000160000631,Screw Fastening Station,CC-4683,24633.20,Rockwell Automation
P1150,000160000632,Coil Winding Machine,CC-4681,160239.64,KUKA AG
P1150,000160000633,Conveyor System,CC-4682,125599.01,Haas Automation
P1150,000160000634,Battery Pack Assembly Cell,CC-4680,442912.92,Haas Automation
P1150,000160000635,Automated Guided Vehicle,,55126.15,Mazak Corporation
P1150,000160000636,Stamping Press,CC-4683,353119.11,ABB Robotics
P1150,000160000637,Assembly Torque Wrench Station,CC-4682,30816.96,Bosch
P1150,000160000638,Overhead Gantry Loader,CC-4683,159483.28,Mazak
P1150,000160000639,Automated Guided Vehicle,CC-4681,65776.80,Yaskawa Motoman
P1150,000160000640,CNC Machining Center,CC-4681,298509.82,KUKA AG
P1150,000160000641,Stamping Press,CC-4682,850912.17,KUKA AG
P1150,000160000642,Leak Test Station,CC-4683,63671.91,AIDA Engineering
P1150,000160000643,Torque Application Unit,,38086.81,KUKA
P1150,000160000644,Stamping Press,CC-4683,397001.31,ABB Robotics
P1150,000160000645,Conveyor System,CC-4683,97682.35,KUKA
P1150,000160000646,Vision Inspection Station,CC-4681,35939.02,Schneider Electric
P1150,000160000647,Adhesive Dispensing Unit,CC-4680,71868.92,KUKA
P1150,000160000648,Injection Molding Machine,CC-4680,244885.11,KUKA AG
P1150,000160000649,,CC-4683,223171.42,FANUC Corporation
P1150,000160000650,Screw Fastening Station,CC-4683,14881.20,Hexagon AB
P1150,000160000651,Overhead Gantry Loader,CC-4683,103924.12,KUKA AG
P1150,000160000652,Coil Winding Machine,CC-4683,182392.82,ABB
P1150,000160000653,Ultrasonic Welding Station,CC-4680,47315.25,KUKA
P1150,000160000654,Automated Guided Vehicle,CC-4683,117495.60,Abb Robotics
P1150,000160000655,Injection Molding Machine,CC-4681,380102.93,ABB Robotics
P1150,000160000656,Assembly Torque Wrench Station,CC-4681,11121.46,Haas Automation
P1150,000160000657,Riveting Station,CC-4682,43088.17,KUKA AG
P1150,000160000658,Robotic Welding Cell,CC-4682,242971.41,Atlas
P1150,000160000659,Injection Molding Machine,CC-4683,232491.19,Mazak Corporation
P1150,000160000660,Injection Molding Machine,CC-4680,367141.06,Mazak
P1150,000160000661,Hydraulic Press,CC-4680,328584.66,KUKA AG
P1150,000160000662,Laser Welding Cell,CC-4680,330311.48,Yaskawa Motoman
P1150,000160000663,Torque Application Unit,CC-4683,16785.75,Miller Electric
P1150,000160000664,Conveyor System,CC-4681,54311.27,KUKA
P1150,000160000665,Palletizing Robot,CC-4682,170481.45,Ingersoll Rand
P1150,000160000666,Vision Inspection Station,CC-4680,68446.67,Lincoln Electric
P1150,000160000667,CNC Machining Center,CC-4681,273154.43,Miller Electric
P1150,000160000668,Coil Winding Machine,CC-4683,215581.21,AIDA Engineering
P1150,000160000669,Assembly Torque Wrench Station,CC-4682,16411.48,ABB Robotics
P1150,000160000670,Dimensional Measurement Arm,CC-4681,94924.19,KUKA AG
P1150,000160000671,Paint Application Robot,CC-4681,169413.76,FANUC Corporation
P1150,000160000672,Riveting Station,CC-4682,25321.56,KUKA AG
P1150,000160000673,Riveting Station,CC-4683,60029.21,ABB Robotics
P1150,000160000674,Hydraulic Press,CC-4682,379076.75,Eisenmann SE
P1150,000160000675,Coil Winding Machine,CC-4683,162717.83,Dmg Mori
P1150,000160000676,Coil Winding Machine,CC-4680,142771.09,KUKA
P1150,000160000677,Ultrasonic Welding Station,CC-4681,68600.67,Durr
P1150,000160000678,Palletizing Robot,CC-4683,107697.99,Siemens AG
P1150,000160000679,Coil Winding Machine,CC-4680,181250.78,Haas Automation
P1150,000160000680,Paint Application Robot,CC-4682,327127.14,Comau
P1150,000160000681,Riveting Station,CC-4681,45325.53,KUKA AG
P1150,000160000682,Palletizing Robot,CC-4682,70247.23,DMG MORI
P1150,000160000683,Wheel Alignment Rig,CC-4680,85172.20,Schuler Group
P1150,000160000684,Dimensional Measurement Arm,CC-4682,80958.41,Yaskawa Motoman
P1150,000160000685,Injection Molding Machine,CC-4682,394559.78,Schuler Group
P1150,000160000686,Torque Application Unit,CC-4682,29856.48,kuka ag
P1150,000160000687,Final Functional Test Bench,CC-4682,178041.61,CARL ZEISS INDUSTRIAL METROLOGY
P1150,000160000688,Wheel Alignment Rig,CC-4681,37857.96,KUKA AG
P1150,000160000689,Vision Inspection Station,CC-4681,47281.40,Eisenmann SE
P1150,000160000690,Torque Application Unit,CC-4680,20373.16,FANUC
P1150,000160000691,Adhesive Dispensing Unit,CC-4683,85303.24,Durr AG
P1150,000160000692,Injection Molding Machine,CC-4682,338322.79,ABB ROBOTICS
P1150,000160000693,Laser Welding Cell,CC-4681,218612.82,KUKA
P1150,000160000694,Induction Heating Unit,CC-4683,33317.09,Mazak Corporation
P1150,000160000695,Hydraulic Press,CC-4681,194043.83,fanuc corporation
P1150,000160000696,Leak Test Station,CC-4680,61613.03,kuka ag
P1150,000160000697,Wheel Alignment Rig,CC-4681,60739.49,FANUC CORPORATION
P1150,000160000698,Injection Molding Machine,CC-4682,247135.44,ABB
P1150,000160000699,Final Functional Test Bench,CC-4682,92140.57,AIDA Engineering
P1150,000160000700,Torque Application Unit,CC-4682,24259.00,Mazak Corporation
P1150,000160000701,Injection Molding Machine,CC-4682,272542.57,AIDA Engineering
P1150,000160000702,Final Functional Test Bench,CC-4683,79220.83,Miller Electric
P1150,000160000703,Dimensional Measurement Arm,CC-4682,118073.15,Yaskawa Motoman
P1150,000160000704,Assembly Torque Wrench Station,CC-4681,13352.74,Mazak
P1150,000160000705,Induction Heating Unit,CC-4681,69285.77,KUKA AG
P1150,000160000706,Injection Molding Machine,CC-4683,361087.14,KUKA AG
P1150,000160000707,Conveyor System,CC-4683,115521.40,Durr AG
P1150,000160000708,Stamping Press,CC-4682,1166800.67,Dematic
P1150,000160000709,Assembly Torque Wrench Station,CC-4683,34847.33,Haas Automation
P1150,000160000710,Screw Fastening Station,CC-4683,38274.83,AIDA Engineering
P1150,000160000711,Palletizing Robot,CC-4682,99026.64,KUKA AG
P1150,000160000712,Assembly Torque Wrench Station,CC-4683,27004.63,Miller Electric
P1150,000160000713,Ultrasonic Welding Station,CC-4682,53659.83,AIDA
P1150,000160000714,Induction Heating Unit,CC-4680,67090.85,KUKA
P1150,000160000715,,CC-4682,77335.07,KUKA
P1150,000160000716,Leak Test Station,CC-4683,62356.95,Siemens Ag
P1150,000160000717,Laser Welding Cell,CC-4681,328182.33,Schuler
P1150,000160000718,Riveting Station,CC-4680,50170.59,Carl Zeiss Industrial Metrology
P1150,000160000719,Dimensional Measurement Arm,CC-4680,58251.29,kuka ag
P1150,000160000720,Screw Fastening Station,CC-4682,34737.06,ABB
P1150,000160000721,Coil Winding Machine,CC-4680,109681.02,Atlas Copco
P1150,000160000722,Adhesive Dispensing Unit,CC-4681,84201.76,ABB Robotics
P1150,000160000723,Automated Guided Vehicle,CC-4682,82647.71,Schneider Electric
P1150,000160000724,Stamping Press,CC-4680,315537.84,Lincoln Electric
P1150,000160000725,Laser Welding Cell,CC-4683,394932.41,FANUC
P1150,000160000726,Induction Heating Unit,CC-4680,47419.92,DMG MORI
P1150,000160000727,Ultrasonic Welding Station,CC-4682,59788.86,Miller Electric
P1150,000160000728,Final Functional Test Bench,CC-4683,170923.42,Dematic
P1150,000160000729,Robotic Welding Cell,CC-4683,123252.62,AIDA Engineering
P1150,000160000730,Automated Guided Vehicle,CC-4680,56288.91,KUKA AG
P1150,000160000731,Hydraulic Press,CC-4680,150586.76,Schuler
P1150,000160000732,Paint Application Robot,CC-4680,256315.81,FANUC Corporation
P1150,000160000733,Laser Welding Cell,CC-4682,339626.18,FANUC Corporation
P1150,000160000734,Dimensional Measurement Arm,CC-4681,137528.02,KUKA AG
P1150,000160000735,Ultrasonic Welding Station,CC-4680,66495.06,AIDA
P1150,000160000736,Coil Winding Machine,CC-4683,192621.75,Yaskawa Motoman
P1150,000160000737,Stamping Press,CC-4680,776376.46,KUKA AG
P1150,000160000738,Laser Welding Cell,CC-4683,397658.53,KUKA AG
P1150,000160000739,Palletizing Robot,CC-4683,153502.77,mazak corporation
P1150,000160000740,Robotic Welding Cell,CC-4682,210225.48,ABB Robotics
P1150,000160000741,Dimensional Measurement Arm,CC-4680,68269.40,ABB
P1150,000160000742,Overhead Gantry Loader,CC-4680,131260.36,KUKA
P1150,000160000743,Wheel Alignment Rig,CC-4681,70430.53,FANUC Corporation
