Material_No,Bin_Location,Quantity,Kanban_ID,Ship_From,Ship_To
MAT-556922,F-07-2,634,KANBAN-00126,Solara Metals Coil Plant,Stamping Plant DE
MAT-392633,G-16-4,4276,KANBAN-00127,Solara Metals Coil Plant,Stamping Plant DE
MAT-597055,C-14-5,3725,KANBAN-00128,Solara Metals Coil Plant,Stamping Plant DE
MAT-511211,H-27-5,4389,KANBAN-00129,Solara Metals Coil Plant,Stamping Plant DE
MAT-867249,F-08-5,3483,KANBAN-00130,Solara Metals Coil Plant,Stamping Plant DE
MAT-308193,C-21-1,2772,KANBAN-00131,Solara Metals Coil Plant,Stamping Plant DE
MAT-400924,B-17-4,1388,KANBAN-00132,Solara Metals Coil Plant,Stamping Plant DE
MAT-145655,C-25-1,2837,KANBAN-00133,Solara Metals Coil Plant,Stamping Plant DE
MAT-521512,C-19-1,4525,KANBAN-00134,Solara Metals Coil Plant,Stamping Plant DE
MAT-290114,E-10-3,3275,KANBAN-00135,Solara Metals Coil Plant,Stamping Plant DE
MAT-911126,E-18-4,4002,KANBAN-00136,Solara Metals Coil Plant,Stamping Plant DE
MAT-189359,C-05-2,2180,KANBAN-00137,Solara Metals Coil Plant,Stamping Plant DE
MAT-888887,D-02-1,1341,KANBAN-00138,Solara Metals Coil Plant,Stamping Plant DE
MAT-897246,B-26-4,1825,KANBAN-00139,Solara Metals Coil Plant,Stamping Plant DE
MAT-671114,E-13-2,4224,KANBAN-00140,Solara Metals Coil Plant,Stamping Plant DE
MAT-608740,E-18-1,3508,KANBAN-00141,Solara Metals Coil Plant,Stamping Plant DE
MAT-498762,F-18-4,4337,KANBAN-00142,Solara Metals Coil Plant,Stamping Plant DE
MAT-743587,D-20-3,1102,KANBAN-00143,Solara Metals Coil Plant,Stamping Plant DE
MAT-552014,B-25-4,2850,KANBAN-00144,Solara Metals Coil Plant,Stamping Plant DE
MAT-766113,D-24-2,2863,KANBAN-00145,Solara Metals Coil Plant,Stamping Plant DE
MAT-869348,E-20-1,899,KANBAN-00146,Solara Metals Coil Plant,Stamping Plant DE
MAT-446390,A-04-1,1762,KANBAN-00147,Solara Metals Coil Plant,Stamping Plant DE
MAT-931111,F-13-5,339,KANBAN-00148,Solara Metals Coil Plant,Stamping Plant DE
MAT-642362,C-26-5,580,KANBAN-00149,Solara Metals Coil Plant,Stamping Plant DE
MAT-103919,F-13-5,1333,KANBAN-00150,Solara Metals Coil Plant,Stamping Plant DE
MAT-176695,H-28-4,2141,KANBAN-00151,Solara Metals Coil Plant,Stamping Plant DE
MAT-160778,B-06-4,2936,KANBAN-00152,Solara Metals Coil Plant,Stamping Plant DE
MAT-108827,H-27-3,351,KANBAN-00153,Solara Metals Coil Plant,Stamping Plant DE
MAT-197838,A-27-1,1288,KANBAN-00154,Solara Metals Coil Plant,Stamping Plant DE
MAT-868666,F-08-3,1625,KANBAN-00155,Solara Metals Coil Plant,Stamping Plant DE
MAT-899409,B-03-3,3122,KANBAN-00156,Solara Metals Coil Plant,Stamping Plant DE
MAT-320738,C-14-1,3114,KANBAN-00157,Solara Metals Coil Plant,Stamping Plant DE
MAT-584576,B-08-5,3402,KANBAN-00158,Solara Metals Coil Plant,Stamping Plant DE
MAT-119802,E-19-5,55,KANBAN-00159,Solara Metals Coil Plant,Stamping Plant DE
MAT-614601,C-08-4,4176,KANBAN-00160,Solara Metals Coil Plant,Stamping Plant DE
MAT-270309,E-28-1,4537,KANBAN-00161,Solara Metals Coil Plant,Stamping Plant DE
MAT-266301,B-22-4,3133,KANBAN-00162,Solara Metals Coil Plant,Stamping Plant DE
MAT-752198,F-19-4,211,KANBAN-00163,Solara Metals Coil Plant,Stamping Plant DE
MAT-237140,G-26-4,1039,KANBAN-00164,Solara Metals Coil Plant,Stamping Plant DE
MAT-513336,F-29-4,4061,KANBAN-00165,Solara Metals Coil Plant,Stamping Plant DE
MAT-797978,A-29-5,2584,KANBAN-00166,Solara Metals Coil Plant,Stamping Plant DE
MAT-589046,H-27-1,4810,KANBAN-00167,Solara Metals Coil Plant,Stamping Plant DE
MAT-524928,D-16-5,874,KANBAN-00168,Solara Metals Coil Plant,Stamping Plant DE
MAT-599744,G-14-4,4269,KANBAN-00169,Solara Metals Coil Plant,Stamping Plant DE
MAT-546713,D-06-4,1298,KANBAN-00170,Solara Metals Coil Plant,Stamping Plant DE
MAT-994584,G-28-4,1060,KANBAN-00171,Solara Metals Coil Plant,Stamping Plant DE
MAT-384876,E-09-3,225,KANBAN-00172,Solara Metals Coil Plant,Stamping Plant DE
MAT-589145,H-25-1,3036,KANBAN-00173,Solara Metals Coil Plant,Stamping Plant DE
MAT-102520,C-28-5,719,KANBAN-00174,Solara Metals Coil Plant,Stamping Plant DE
MAT-768858,C-10-3,2551,KANBAN-00175,Solara Metals Coil Plant,Stamping Plant DE
MAT-633418,F-12-3,478,KANBAN-00176,Solara Metals Coil Plant,Stamping Plant DE
MAT-258297,B-05-1,463,KANBAN-00177,Solara Metals Coil Plant,Stamping Plant DE
MAT-629421,A-16-1,4251,KANBAN-00178,Solara Metals Coil Plant,Stamping Plant DE
MAT-445308,C-04-4,64,KANBAN-00179,Solara Metals Coil Plant,Stamping Plant DE
MAT-850655,G-25-2,1340,KANBAN-00180,Solara Metals Coil Plant,Stamping Plant DE
MAT-312051,A-01-4,400,KANBAN-00181,Solara Metals Coil Plant,Stamping Plant DE
MAT-410346,A-02-5,1140,KANBAN-00182,Solara Metals Coil Plant,Stamping Plant DE
MAT-904068,F-13-5,3671,KANBAN-00183,Solara Metals Coil Plant,Stamping Plant DE
MAT-807713,C-18-1,1969,KANBAN-00184,Solara Metals Coil Plant,Stamping Plant DE
MAT-934175,B-11-1,3880,KANBAN-00185,Solara Metals Coil Plant,Stamping Plant DE
MAT-765070,D-07-5,2629,KANBAN-00186,Solara Metals Coil Plant,Stamping Plant DE
MAT-432403,H-24-2,4108,KANBAN-00187,Solara Metals Coil Plant,Stamping Plant DE
MAT-146239,A-06-5,3294,KANBAN-00188,Solara Metals Coil Plant,Stamping Plant DE
MAT-251292,H-10-4,3372,KANBAN-00189,Solara Metals Coil Plant,Stamping Plant DE
MAT-216044,H-02-4,306,KANBAN-00190,Solara Metals Coil Plant,Stamping Plant DE
MAT-371369,D-23-3,3153,KANBAN-00191,Solara Metals Coil Plant,Stamping Plant DE
MAT-405606,B-08-1,2467,KANBAN-00192,Solara Metals Coil Plant,Stamping Plant DE
MAT-511429,C-25-4,2327,KANBAN-00193,Solara Metals Coil Plant,Stamping Plant DE
MAT-437272,B-08-3,2513,KANBAN-00194,Solara Metals Coil Plant,Stamping Plant DE
MAT-655284,F-11-1,3784,KANBAN-00195,Solara Metals Coil Plant,Stamping Plant DE
MAT-317097,H-04-2,3695,KANBAN-00196,Solara Metals Coil Plant,Stamping Plant DE
MAT-222394,E-01-4,653,KANBAN-00197,Solara Metals Coil Plant,Stamping Plant DE
MAT-787244,E-05-1,1467,KANBAN-00198,Solara Metals Coil Plant,Stamping Plant DE
MAT-625491,A-24-1,1317,KANBAN-00199,Solara Metals Coil Plant,Stamping Plant DE
MAT-727726,G-29-2,4684,KANBAN-00200,Solara Metals Coil Plant,Stamping Plant DE
MAT-780845,F-11-5,1108,KANBAN-00201,Solara Metals Coil Plant,Stamping Plant DE
MAT-874613,C-21-4,4953,KANBAN-00202,Solara Metals Coil Plant,Stamping Plant DE
MAT-116977,D-15-3,2710,KANBAN-00203,Solara Metals Coil Plant,Stamping Plant DE
MAT-809396,H-15-3,93,KANBAN-00204,Solara Metals Coil Plant,Stamping Plant DE
MAT-207319,H-19-2,758,KANBAN-00205,Solara Metals Coil Plant,Stamping Plant DE
MAT-619062,D-20-1,364,KANBAN-00206,Solara Metals Coil Plant,Stamping Plant DE
MAT-163542,F-21-5,2667,KANBAN-00207,Solara Metals Coil Plant,Stamping Plant DE
MAT-671910,B-09-4,4525,KANBAN-00208,Solara Metals Coil Plant,Stamping Plant DE
MAT-206482,F-05-4,4596,KANBAN-00209,Solara Metals Coil Plant,Stamping Plant DE
MAT-371201,G-02-4,4957,KANBAN-00210,Solara Metals Coil Plant,Stamping Plant DE
MAT-574957,B-22-4,3964,KANBAN-00211,Solara Metals Coil Plant,Stamping Plant DE
