Site_ID,Asset_Tag,Equipment_Description,CostCtr,Book_Value_USD,OEM_Name
P1040,000050000370,Automated Guided Vehicle,CC-4609,113455.11,Siemens AG
P1040,000050000371,Vision Inspection Station,CC-4608,34100.98,Mazak
P1040,000050000372,Screw Fastening Station,CC-4610,24885.62,Yaskawa Motoman
P1040,000050000373,Vision Inspection Station,CC-4610,69041.81,Yaskawa Motoman
P1040,000050000374,Automated Guided Vehicle,CC-4609,70448.28,KUKA AG
P1040,000050000375,Automated Guided Vehicle,CC-4610,119251.34,KUKA AG
P1040,000050000376,Riveting Station,CC-4611,25699.94,Durr AG
P1040,000050000377,Hydraulic Press,CC-4610,178681.57,Abb Robotics
P1040,000050000378,Dimensional Measurement Arm,CC-4608,111409.47,Haas Automation
P1040,000050000379,Laser Welding Cell,CC-4608,257094.31,ABB
P1040,000050000380,Vision Inspection Station,CC-4608,54399.77,Atlas Copco
P1040,000050000381,Robotic Welding Cell,CC-4609,250226.89,Carl Zeiss Industrial Metrology
P1040,000050000382,Robotic Welding Cell,CC-4609,145205.29,KUKA
P1040,000050000383,,CC-4611,81573.80,ABB
P1040,000050000384,Automated Guided Vehicle,CC-4610,118100.61,KUKA AG
P1040,000050000385,Battery Pack Assembly Cell,CC-4610,361569.46,Eisenmann SE
P1040,000050000386,Stamping Press,,1048833.09,Haas Automation
P1040,000050000387,Conveyor System,CC-4611,86609.57,KUKA AG
P1040,000050000388,Wheel Alignment Rig,CC-4610,78317.23,KUKA AG
P1040,000050000389,Automated Guided Vehicle,CC-4608,99022.86,Eisenmann SE
P1040,000050000390,Palletizing Robot,CC-4610,155852.95,KUKA
P1040,000050000391,Overhead Gantry Loader,CC-4608,124678.48,KUKA
P1040,000050000392,Screw Fastening Station,CC-4610,27095.71,KUKA
P1040,000050000393,Final Functional Test Bench,CC-4609,70209.82,DMG MORI
P1040,000050000394,Hydraulic Press,CC-4609,259993.88,KUKA AG
P1040,000050000395,Adhesive Dispensing Unit,CC-4608,72168.82,Mazak
P1040,000050000396,Hydraulic Press,CC-4608,159088.99,ABB Robotics
P1040,000050000397,CNC Machining Center,CC-4609,196338.40,Dematic
P1040,000050000398,Wheel Alignment Rig,CC-4608,82677.47,Mazak Corporation
P1040,000050000399,Laser Welding Cell,CC-4609,268495.53,ABB Robotics
P1040,000050000400,Battery Pack Assembly Cell,CC-4608,575693.31,FANUC Corporation
P1040,000050000401,Battery Pack Assembly Cell,CC-4609,261339.23,Fanuc Corporation
P1040,000050000402,Torque Application Unit,CC-4610,36924.44,Schneider Electric
P1040,000050000403,Battery Pack Assembly Cell,CC-4611,469114.82,Yaskawa Motoman
P1040,000050000404,CNC Machining Center,CC-4609,301010.32,eisenmann se
P1040,000050000405,Stamping Press,CC-4611,489258.06,AIDA Engineering
P1040,000050000406,Ultrasonic Welding Station,CC-4609,50875.85,Abb Robotics
P1040,000050000407,Robotic Welding Cell,CC-4611,255763.06,Schuler Group
P1040,000050000408,Assembly Torque Wrench Station,CC-4611,11771.08,Haas
P1040,000050000409,Dimensional Measurement Arm,CC-4609,98674.50,FANUC
P1040,000050000410,Injection Molding Machine,CC-4611,482632.26,ABB
P1040,000050000411,Wheel Alignment Rig,CC-4609,39110.81,Miller Electric
P1040,000050000412,,CC-4611,51242.34,ABB Robotics
P1040,000050000413,Automated Guided Vehicle,CC-4611,114471.69,kuka ag
P1040,000050000414,Adhesive Dispensing Unit,CC-4609,75854.06,FANUC Corporation
P1040,000050000415,Laser Welding Cell,CC-4611,201241.66,Siemens AG
P1040,000050000416,Assembly Torque Wrench Station,CC-4611,31109.07,KUKA AG
P1040,000050000417,Riveting Station,CC-4609,38704.32,Yaskawa Motoman
P1040,000050000418,Hydraulic Press,CC-4611,154431.63,Durr AG
P1040,000050000419,Overhead Gantry Loader,CC-4610,71476.15,KUKA AG
P1040,000050000420,Ultrasonic Welding Station,CC-4609,31925.45,Yaskawa Motoman
P1040,000050000421,Injection Molding Machine,CC-4609,281020.01,DMG
P1040,000050000422,Induction Heating Unit,CC-4608,54746.32,KUKA AG
P1040,000050000423,,CC-4608,176350.16,ABB Robotics
P1040,000050000424,Torque Application Unit,CC-4611,27075.58,Lincoln Electric
P1040,000050000425,Adhesive Dispensing Unit,CC-4611,33392.23,KUKA AG
P1040,000050000426,Final Functional Test Bench,CC-4609,140265.53,Abb Robotics
P1040,000050000427,Dimensional Measurement Arm,CC-4611,58929.13,Dematic
P1040,000050000428,Final Functional Test Bench,CC-4608,175790.76,Yaskawa Motoman
P1040,000050000429,Conveyor System,CC-4610,144485.48,Kuka Ag
P1040,000050000430,Final Functional Test Bench,CC-4608,81852.12,AIDA Engineering
P1040,000050000431,Battery Pack Assembly Cell,CC-4608,207073.95,KUKA
P1040,000050000432,Paint Application Robot,CC-4611,266156.63,FANUC Corporation
P1040,000050000433,Overhead Gantry Loader,CC-4610,87798.16,Haas Automation
P1040,000050000434,Hydraulic Press,CC-4610,285163.56,KUKA AG
P1040,000050000435,Coil Winding Machine,CC-4611,110262.04,Schuler
P1040,000050000436,Hydraulic Press,CC-4609,296614.72,Mazak Corporation
P1040,000050000437,Vision Inspection Station,CC-4611,45903.98,Schneider Electric
P1040,000050000438,Hydraulic Press,CC-4609,281300.33,Hexagon AB
P1040,000050000439,Robotic Welding Cell,CC-4611,273451.55,FANUC
P1040,000050000440,Riveting Station,CC-4609,60790.92,ABB Robotics
P1040,000050000441,Injection Molding Machine,CC-4609,336392.29,Carl Zeiss Industrial Metrology
P1040,000050000442,Automated Guided Vehicle,CC-4611,116880.40,Schneider Electric
P1040,000050000443,Laser Welding Cell,CC-4610,299429.02,FANUC Corporation
P1040,000050000444,Overhead Gantry Loader,CC-4609,69269.62,KUKA AG
P1040,000050000445,Adhesive Dispensing Unit,CC-4608,39256.25,Yaskawa Motoman
P1040,000050000446,Battery Pack Assembly Cell,CC-4609,560238.60,ABB Robotics
P1040,000050000447,Torque Application Unit,CC-4610,18884.14,KUKA AG
P1040,000050000448,Wheel Alignment Rig,CC-4608,76764.20,FANUC
P1040,000050000449,Leak Test Station,CC-4611,61643.53,KUKA
P1040,000050000450,Automated Guided Vehicle,CC-4611,55111.61,ABB ROBOTICS
P1040,000050000451,Conveyor System,CC-4609,74451.60,KUKA AG
P1040,000050000452,Robotic Welding Cell,CC-4609,207817.72,KUKA
P1040,000050000453,Wheel Alignment Rig,CC-4610,71366.76,DMG MORI
P1040,000050000454,Ultrasonic Welding Station,CC-4609,75353.13,FANUC Corporation
P1040,000050000455,Automated Guided Vehicle,CC-4609,57889.90,KUKA AG
P1040,000050000456,Adhesive Dispensing Unit,CC-4609,49744.21,ABB Robotics
P1040,000050000457,Assembly Torque Wrench Station,CC-4610,11920.66,FANUC Corporation
P1040,000050000458,Vision Inspection Station,CC-4608,36956.79,Fanuc Corporation
P1040,000050000459,Ultrasonic Welding Station,CC-4611,57713.97,ABB Robotics
P1040,000050000460,,CC-4609,89850.19,YASKAWA MOTOMAN
P1040,000050000461,Coil Winding Machine,CC-4610,133570.38,Schuler Group
P1040,000050000462,Riveting Station,CC-4609,44123.13,KUKA AG
P1040,000050000463,Riveting Station,CC-4608,56598.72,KUKA AG
P1040,000050000464,Wheel Alignment Rig,CC-4608,52507.75,Atlas Copco
P1040,000050000465,Assembly Torque Wrench Station,CC-4608,26729.92,KUKA AG
P1040,000050000466,Assembly Torque Wrench Station,CC-4608,10148.42,DMG MORI
P1040,000050000467,Dimensional Measurement Arm,CC-4611,118427.98,Haas Automation
P1040,000050000468,Hydraulic Press,CC-4608,366983.99,ABB Robotics
P1040,000050000469,Laser Welding Cell,CC-4609,274042.85,Bosch Rexroth
P1040,000050000470,CNC Machining Center,,240760.29,Miller
P1040,000050000471,CNC Machining Center,CC-4609,333347.91,Miller Electric
P1040,000050000472,CNC Machining Center,CC-4608,330855.28,Kuka Ag
P1040,000050000473,Ultrasonic Welding Station,CC-4611,54634.27,Yaskawa Motoman
P1040,000050000474,Automated Guided Vehicle,CC-4608,51581.53,Dematic
P1040,000050000475,Overhead Gantry Loader,CC-4608,111894.97,AIDA Engineering
P1040,000050000476,Dimensional Measurement Arm,CC-4609,78538.92,Yaskawa Motoman
P1040,000050000477,Riveting Station,CC-4609,25110.98,ABB
P1040,000050000478,Ultrasonic Welding Station,CC-4611,58375.36,Atlas Copco
P1040,000050000479,Riveting Station,CC-4611,48105.27,Eisenmann SE
P1040,000050000480,Robotic Welding Cell,CC-4610,238096.79,FANUC
P1040,000050000481,Laser Welding Cell,CC-4610,244646.64,KUKA AG
P1040,000050000482,Coil Winding Machine,CC-4608,194661.22,ABB Robotics
P1040,000050000483,Induction Heating Unit,CC-4609,31739.17,ABB Robotics
P1040,000050000484,Automated Guided Vehicle,CC-4610,57853.59,KUKA AG
P1040,000050000485,Leak Test Station,,52809.22,mazak corporation
P1040,000050000486,Stamping Press,CC-4608,1118900.50,Miller Electric
P1040,000050000487,Wheel Alignment Rig,CC-4611,74845.94,Fives Group
P1040,000050000488,Vision Inspection Station,CC-4611,64853.02,KUKA
P1040,000050000489,Automated Guided Vehicle,CC-4608,67360.18,KUKA AG
P1040,000050000490,Dimensional Measurement Arm,CC-4610,141136.84,Haas Automation
P1040,000050000491,Battery Pack Assembly Cell,CC-4611,248019.82,KUKA
P1040,000050000492,Laser Welding Cell,CC-4609,373073.20,KUKA
P1040,000050000493,Conveyor System,CC-4610,147230.89,Schuler Group
P1040,000050000494,Screw Fastening Station,CC-4608,33267.77,Yaskawa Motoman
P1040,000050000495,Dimensional Measurement Arm,CC-4609,81483.65,ABB
P1040,000050000496,Screw Fastening Station,CC-4611,36584.31,Lincoln
P1040,000050000497,Final Functional Test Bench,CC-4610,152885.16,Yaskawa Motoman
P1040,000050000498,CNC Machining Center,CC-4608,414662.62,Lincoln Electric
P1040,000050000499,Palletizing Robot,CC-4608,108764.63,KUKA AG
P1040,000050000500,Stamping Press,CC-4608,698462.00,Mazak Corporation
P1040,000050000501,Screw Fastening Station,CC-4608,33276.78,Kuka Ag
P1040,000050000502,Torque Application Unit,,44098.24,Abb Robotics
P1040,000050000503,Automated Guided Vehicle,CC-4610,72082.11,KUKA
P1040,000050000504,Overhead Gantry Loader,CC-4611,64857.54,ABB Robotics
P1040,000050000505,Induction Heating Unit,CC-4608,70708.09,KUKA AG
P1040,000050000506,Overhead Gantry Loader,CC-4609,152026.91,AIDA Engineering
P1040,000050000507,Final Functional Test Bench,CC-4608,176117.04,Siemens AG
P1040,000050000508,Dimensional Measurement Arm,CC-4609,55974.08,KUKA AG
P1040,000050000509,Hydraulic Press,CC-4608,100602.50,Lincoln Electric
P1040,000050000510,Laser Welding Cell,CC-4611,381710.88,DMG
P1040,000050000511,Adhesive Dispensing Unit,CC-4610,78383.45,DMG MORI
