Site_ID,Asset_Tag,Equipment_Description,CostCtr,Book_Value_USD,OEM_Name
P1050,000060000371,Stamping Press,CC-4101,332771.48,FANUC Corporation
P1050,000060000372,Injection Molding Machine,CC-4101,407783.61,Mazak Corporation
P1050,000060000373,Laser Welding Cell,CC-4100,269331.05,kuka ag
P1050,000060000374,Dimensional Measurement Arm,CC-4100,127948.51,FANUC Corporation
P1050,000060000375,Robotic Welding Cell,CC-4102,252898.79,Schuler Group
P1050,000060000376,Automated Guided Vehicle,CC-4100,118649.13,Haas Automation
P1050,000060000377,Battery Pack Assembly Cell,CC-4100,343297.60,FANUC Corporation
P1050,000060000378,Laser Welding Cell,CC-4100,219763.61,KUKA AG
P1050,000060000379,Leak Test Station,CC-4101,22130.64,Fives Group
P1050,000060000380,Automated Guided Vehicle,CC-4101,112940.75,FANUC Corporation
P1050,000060000381,Conveyor System,CC-4100,86841.62,Miller
P1050,000060000382,Vision Inspection Station,CC-4102,43605.65,KUKA AG
P1050,000060000383,Stamping Press,CC-4099,1051409.56,Miller Electric
P1050,000060000384,Automated Guided Vehicle,CC-4102,40285.28,KUKA AG
P1050,000060000385,Torque Application Unit,CC-4102,44026.85,Mazak Corporation
P1050,000060000386,Riveting Station,CC-4099,64832.48,Haas Automation
P1050,000060000387,Paint Application Robot,CC-4100,310939.76,MILLER ELECTRIC
P1050,000060000388,Wheel Alignment Rig,CC-4102,84691.78,DMG MORI
P1050,000060000389,Paint Application Robot,CC-4099,214680.18,Haas
P1050,000060000390,Adhesive Dispensing Unit,CC-4102,51479.84,KUKA AG
P1050,000060000391,Leak Test Station,CC-4101,22618.85,Eisenmann SE
P1050,000060000392,Battery Pack Assembly Cell,CC-4099,563475.53,Ingersoll Rand
P1050,000060000393,Battery Pack Assembly Cell,CC-4102,246168.33,Ingersoll Rand
P1050,000060000394,Injection Molding Machine,CC-4101,357224.73,Yaskawa Motoman
P1050,000060000395,CNC Machining Center,CC-4102,249526.34,Mazak Corporation
P1050,000060000396,Torque Application Unit,CC-4099,24243.67,FANUC Corporation
P1050,000060000397,Vision Inspection Station,CC-4100,64077.59,ABB Robotics
P1050,000060000398,,CC-4101,208222.13,KUKA
P1050,000060000399,Leak Test Station,CC-4100,50503.97,Schneider Electric
P1050,000060000400,,CC-4101,174886.14,ABB Robotics
P1050,000060000401,Adhesive Dispensing Unit,CC-4100,75136.76,ABB Robotics
P1050,000060000402,Overhead Gantry Loader,CC-4102,151076.43,KUKA AG
P1050,000060000403,Coil Winding Machine,CC-4102,196916.21,Mazak Corporation
P1050,000060000404,Adhesive Dispensing Unit,CC-4102,86103.58,Siemens AG
P1050,000060000405,Final Functional Test Bench,CC-4102,119549.34,KUKA AG
P1050,000060000406,Adhesive Dispensing Unit,CC-4101,36676.05,KUKA AG
P1050,000060000407,Paint Application Robot,CC-4102,215663.55,Yaskawa Motoman
P1050,000060000408,Riveting Station,CC-4102,56031.30,FANUC
P1050,000060000409,Vision Inspection Station,CC-4101,74059.35,abb robotics
P1050,000060000410,Final Functional Test Bench,CC-4102,151993.87,Carl Zeiss Industrial Metrology
P1050,000060000411,Robotic Welding Cell,CC-4102,129229.14,haas automation
P1050,000060000412,Coil Winding Machine,CC-4101,136053.48,Lincoln Electric
P1050,000060000413,Riveting Station,CC-4100,38775.48,Durr
P1050,000060000414,Robotic Welding Cell,CC-4100,153783.73,ABB
P1050,000060000415,Final Functional Test Bench,CC-4100,166644.54,KUKA AG
P1050,000060000416,Stamping Press,CC-4100,615886.65,Miller
P1050,000060000417,Ultrasonic Welding Station,CC-4099,58237.14,haas automation
P1050,000060000418,Ultrasonic Welding Station,CC-4101,72506.61,Lincoln
P1050,000060000419,Stamping Press,CC-4102,888829.65,Mazak Corporation
P1050,000060000420,Ultrasonic Welding Station,CC-4099,70130.09,Ingersoll
P1050,000060000421,Vision Inspection Station,CC-4099,28717.79,KUKA AG
P1050,000060000422,Ultrasonic Welding Station,CC-4100,54228.91,KUKA AG
P1050,000060000423,CNC Machining Center,CC-4101,354610.02,Bosch Rexroth
P1050,000060000424,Injection Molding Machine,CC-4102,446763.55,ABB Robotics
P1050,000060000425,CNC Machining Center,CC-4102,421557.13,KUKA
P1050,000060000426,Ultrasonic Welding Station,CC-4101,56425.94,Yaskawa Motoman
P1050,000060000427,Stamping Press,CC-4100,686304.61,ABB
P1050,000060000428,Paint Application Robot,CC-4099,293587.06,KUKA AG
P1050,000060000429,Vision Inspection Station,CC-4100,53758.33,Yaskawa Motoman
P1050,000060000430,Conveyor System,CC-4099,146957.70,ABB Robotics
P1050,000060000431,Coil Winding Machine,CC-4102,118973.84,FANUC Corporation
P1050,000060000432,Stamping Press,CC-4102,964384.37,KUKA AG
P1050,000060000433,CNC Machining Center,CC-4101,421694.67,ABB Robotics
P1050,000060000434,Overhead Gantry Loader,CC-4102,64399.55,KUKA AG
P1050,000060000435,Ultrasonic Welding Station,CC-4100,40584.19,Lincoln Electric
P1050,000060000436,,CC-4102,339253.06,KUKA AG
P1050,000060000437,Paint Application Robot,CC-4101,155824.69,KUKA
P1050,000060000438,Laser Welding Cell,CC-4101,238350.58,KUKA AG
P1050,000060000439,Palletizing Robot,CC-4100,129792.23,Yaskawa Motoman
P1050,000060000440,Induction Heating Unit,CC-4099,30059.46,Schuler Group
P1050,000060000441,Injection Molding Machine,CC-4101,251361.32,Carl Zeiss Industrial Metrology
P1050,000060000442,Final Functional Test Bench,CC-4102,89689.64,abb robotics
P1050,000060000443,Stamping Press,,781713.08,ABB
P1050,000060000444,Conveyor System,CC-4099,91162.85,Yaskawa Motoman
P1050,000060000445,Assembly Torque Wrench Station,CC-4099,22043.89,FANUC Corporation
P1050,000060000446,Ultrasonic Welding Station,CC-4102,79837.98,ABB Robotics
P1050,000060000447,Laser Welding Cell,CC-4102,200718.19,ABB Robotics
P1050,000060000448,Ultrasonic Welding Station,CC-4100,79499.76,Mazak Corporation
P1050,000060000449,CNC Machining Center,CC-4101,375224.65,Haas Automation
P1050,000060000450,Paint Application Robot,CC-4101,277506.36,Miller Electric
P1050,000060000451,Riveting Station,CC-4100,33848.44,FANUC
P1050,000060000452,Overhead Gantry Loader,CC-4100,168824.05,Atlas Copco
P1050,000060000453,Ultrasonic Welding Station,CC-4101,52490.80,Yaskawa Motoman
P1050,000060000454,Induction Heating Unit,CC-4102,39182.14,FANUC Corporation
P1050,000060000455,Ultrasonic Welding Station,CC-4100,45940.50,Bosch Rexroth
P1050,000060000456,Stamping Press,CC-4100,784411.24,KUKA AG
P1050,000060000457,Vision Inspection Station,CC-4100,60561.63,KUKA
P1050,000060000458,Assembly Torque Wrench Station,CC-4099,16140.05,KUKA
P1050,000060000459,Riveting Station,CC-4101,66231.46,KUKA AG
P1050,000060000460,Vision Inspection Station,CC-4102,59468.35,Haas Automation
P1050,000060000461,Assembly Torque Wrench Station,CC-4102,21995.88,FANUC
P1050,000060000462,Ultrasonic Welding Station,CC-4102,62307.01,Fives Group
P1050,000060000463,Riveting Station,CC-4102,68590.72,KUKA AG
P1050,000060000464,Torque Application Unit,CC-4099,44993.81,Comau
P1050,000060000465,Automated Guided Vehicle,CC-4099,62783.42,Schuler Group
P1050,000060000466,Automated Guided Vehicle,CC-4099,78075.16,KUKA
P1050,000060000467,,CC-4101,167229.63,AIDA Engineering
