WO_Number,Asset_ID,MaintenanceType,Failure_Reason,Downtime_Min,MTBF_Hrs,ERP_Asset_Ref
WO-2010401,ASSET-00076,Corrective,CALIBRATION-DRIFT,156,300,000010000074
WO-2010402,ASSET-00076,Preventive,,0,,000010000074
WO-2010403,ASSET-00076,Corrective,BELT-FAILURE,222,1617,000010000074
WO-2010404,ASSET-00076,Corrective,SPINDLE-SEIZURE,88,796,000010000074
WO-2010405,ASSET-00076,Preventive,,0,,000010000074
WO-2010406,ASSET-00077,Emergency,CONTROLLER-FAULT,238,382,000010000075
WO-2010407,ASSET-00077,Corrective,CONTROLLER-FAULT,164,1466,000010000075
WO-2010408,ASSET-00077,Preventive,,0,,000010000075
WO-2010409,ASSET-00078,Preventive,,0,,000010000076
WO-2010410,ASSET-00078,Corrective,SPINDLE-SEIZURE,173,860,000010000076
WO-2010411,ASSET-00078,Corrective,HYDRAULIC-LEAK,56,967,000010000076
WO-2010412,ASSET-00078,Preventive,,0,,000010000076
WO-2010413,ASSET-00078,Corrective,HYDRAULIC-LEAK,168,585,000010000076
WO-2010414,ASSET-00079,Corrective,SPINDLE-SEIZURE,112,1596,000010000077
WO-2010415,ASSET-00079,Preventive,,0,,000010000077
WO-2010416,ASSET-00079,Preventive,,0,,000010000077
WO-2010417,ASSET-00079,Emergency,MOTOR-BURNOUT,324,323,000010000077
WO-2010418,ASSET-00079,Emergency,CONTROLLER-FAULT,175,234,000010000077
WO-2010419,ASSET-00080,Preventive,,0,,000010000078
WO-2010420,ASSET-00080,Corrective,PNEUMATIC-LEAK,155,640,000010000078
WO-2010421,ASSET-00080,Corrective,SENSOR-FAULT,98,243,000010000078
WO-2010422,ASSET-00080,Corrective,SENSOR-FAULT,173,335,000010000078
WO-2010423,ASSET-00080,Preventive,,0,,000010000078
WO-2010424,ASSET-00080,Emergency,BEARING-FAILURE,383,1053,000010000078
WO-2010425,ASSET-00080,Corrective,BEARING-FAILURE,58,409,000010000078
WO-2010426,ASSET-00081,Preventive,,0,,000010000079
WO-2010427,ASSET-00081,Preventive,,0,,000010000079
WO-2010428,ASSET-00082,Corrective,SENSOR-FAULT,115,1376,000010000080
WO-2010429,ASSET-00082,Corrective,MOTOR-BURNOUT,63,774,000010000080
WO-2010430,ASSET-00082,Emergency,SENSOR-FAULT,368,1420,000010000080
WO-2010431,ASSET-00083,Preventive,,0,,000010000081
WO-2010432,ASSET-00083,Emergency,HYDRAULIC-LEAK,245,1455,000010000081
WO-2010433,ASSET-00083,Corrective,SENSOR-FAULT,213,716,000010000081
WO-2010434,ASSET-00083,Corrective,BELT-FAILURE,179,1950,000010000081
WO-2010435,ASSET-00083,Corrective,MOTOR-BURNOUT,69,1504,000010000081
WO-2010436,ASSET-00083,Preventive,,0,,000010000081
WO-2010437,ASSET-00083,Preventive,,0,,000010000081
WO-2010438,ASSET-00084,Preventive,,0,,000010000082
WO-2010439,ASSET-00084,Corrective,SPINDLE-SEIZURE,199,259,000010000082
WO-2010440,ASSET-00084,Corrective,PNEUMATIC-LEAK,55,1957,000010000082
WO-2010441,ASSET-00084,Corrective,HYDRAULIC-LEAK,216,681,000010000082
WO-2010442,ASSET-00084,Preventive,,0,,000010000082
WO-2010443,ASSET-00084,Preventive,,0,,000010000082
WO-2010444,ASSET-00085,Preventive,,0,,000010000083
WO-2010445,ASSET-00085,Corrective,CALIBRATION-DRIFT,89,679,000010000083
WO-2010446,ASSET-00085,Preventive,,0,,000010000083
WO-2010447,ASSET-00085,Preventive,,0,,000010000083
WO-2010448,ASSET-00085,Preventive,,0,,000010000083
WO-2010449,ASSET-00086,Preventive,,0,,000010000084
WO-2010450,ASSET-00086,Preventive,,0,,000010000084
WO-2010451,ASSET-00086,Corrective,BELT-FAILURE,89,398,000010000084
WO-2010452,ASSET-00086,Preventive,,0,,000010000084
WO-2010453,ASSET-00086,Corrective,CONTROLLER-FAULT,232,212,000010000084
WO-2010454,ASSET-00087,Corrective,BELT-FAILURE,38,1233,000010000085
WO-2010455,ASSET-00087,Preventive,,0,,000010000085
WO-2010456,ASSET-00087,Corrective,HYDRAULIC-LEAK,93,938,000010000085
WO-2010457,ASSET-00087,Corrective,MOTOR-BURNOUT,77,1832,000010000085
WO-2010458,ASSET-00088,Preventive,,0,,
WO-2010459,ASSET-00088,Preventive,,0,,
WO-2010460,ASSET-00088,Preventive,,0,,
WO-2010461,ASSET-00088,Preventive,,0,,
WO-2010462,ASSET-00088,Preventive,,0,,
WO-2010463,ASSET-00088,Preventive,,0,,
WO-2010464,ASSET-00088,Preventive,,0,,
WO-2010465,ASSET-00088,Preventive,,0,,
WO-2010466,ASSET-00089,Preventive,,0,,000010000086
WO-2010467,ASSET-00089,Preventive,,0,,000010000086
WO-2010468,ASSET-00090,Preventive,,0,,000010000087
WO-2010469,ASSET-00090,Preventive,,0,,000010000087
WO-2010470,ASSET-00090,Preventive,,0,,000010000087
WO-2010471,ASSET-00090,Preventive,,0,,000010000087
WO-2010472,ASSET-00091,Preventive,,0,,
WO-2010473,ASSET-00091,Corrective,BELT-FAILURE,162,707,
WO-2010474,ASSET-00092,Preventive,,0,,000010000088
WO-2010475,ASSET-00092,Corrective,PNEUMATIC-LEAK,43,830,000010000088
WO-2010476,ASSET-00092,Corrective,PNEUMATIC-LEAK,159,463,000010000088
WO-2010477,ASSET-00093,Preventive,,0,,000010000089
WO-2010478,ASSET-00093,Preventive,,0,,000010000089
WO-2010479,ASSET-00094,Corrective,SENSOR-FAULT,128,934,000010000090
WO-2010480,ASSET-00094,Preventive,,0,,000010000090
WO-2010481,ASSET-00094,Preventive,,0,,000010000090
WO-2010482,ASSET-00094,Preventive,,0,,000010000090
WO-2010483,ASSET-00094,Preventive,,0,,000010000090
WO-2010484,ASSET-00094,Corrective,SPINDLE-SEIZURE,76,1205,000010000090
WO-2010485,ASSET-00095,Corrective,BEARING-FAILURE,136,866,000010000091
WO-2010486,ASSET-00095,Corrective,PNEUMATIC-LEAK,113,502,000010000091
WO-2010487,ASSET-00095,Preventive,,0,,000010000091
WO-2010488,ASSET-00095,Corrective,CONTROLLER-FAULT,67,1149,000010000091
WO-2010489,ASSET-00095,Corrective,DIE-WEAR,213,1613,000010000091
WO-2010490,ASSET-00096,Preventive,,0,,000010000092
WO-2010491,ASSET-00096,Preventive,,0,,000010000092
WO-2010492,ASSET-00096,Corrective,MOTOR-BURNOUT,216,1750,000010000092
WO-2010493,ASSET-00096,Preventive,,0,,000010000092
WO-2010494,ASSET-00096,Preventive,,0,,000010000092
WO-2010495,ASSET-00096,Preventive,,0,,000010000092
WO-2010496,ASSET-00096,Preventive,,0,,000010000092
WO-2010497,ASSET-00097,Corrective,SENSOR-FAULT,45,787,000010000093
WO-2010498,ASSET-00097,Preventive,,0,,000010000093
WO-2010499,ASSET-00097,Preventive,,0,,000010000093
WO-2010500,ASSET-00097,Preventive,,0,,000010000093
WO-2010501,ASSET-00097,Corrective,HYDRAULIC-LEAK,79,1650,000010000093
WO-2010502,ASSET-00097,Emergency,HYDRAULIC-LEAK,112,1034,000010000093
WO-2010503,ASSET-00098,Preventive,,0,,000010000094
WO-2010504,ASSET-00098,Preventive,,0,,000010000094
WO-2010505,ASSET-00098,Corrective,DIE-WEAR,141,604,000010000094
WO-2010506,ASSET-00098,Preventive,,0,,000010000094
WO-2010507,ASSET-00098,Corrective,BEARING-FAILURE,214,1875,000010000094
WO-2010508,ASSET-00098,Preventive,,0,,000010000094
WO-2010509,ASSET-00098,Corrective,BEARING-FAILURE,56,324,000010000094
WO-2010510,ASSET-00098,Corrective,SENSOR-FAULT,223,1426,000010000094
WO-2010511,ASSET-00098,Emergency,CALIBRATION-DRIFT,599,1508,000010000094
WO-2010512,ASSET-00099,Corrective,SENSOR-FAULT,73,1858,000010000095
WO-2010513,ASSET-00099,Preventive,,0,,000010000095
WO-2010514,ASSET-00099,Preventive,,0,,000010000095
WO-2010515,ASSET-00099,Preventive,,0,,000010000095
WO-2010516,ASSET-00099,Preventive,,0,,000010000095
WO-2010517,ASSET-00099,Preventive,,0,,000010000095
WO-2010518,ASSET-00099,Corrective,MOTOR-BURNOUT,125,1878,000010000095
WO-2010519,ASSET-00100,Preventive,,0,,000010000096
WO-2010520,ASSET-00100,Preventive,,0,,000010000096
WO-2010521,ASSET-00100,Preventive,,0,,000010000096
WO-2010522,ASSET-00100,Preventive,,0,,000010000096
WO-2010523,ASSET-00100,Preventive,,0,,000010000096
WO-2010524,ASSET-00101,Emergency,SENSOR-FAULT,418,1375,
WO-2010525,ASSET-00101,Preventive,,0,,
WO-2010526,ASSET-00101,Corrective,HYDRAULIC-LEAK,113,390,
WO-2010527,ASSET-00101,Corrective,BELT-FAILURE,171,1699,
WO-2010528,ASSET-00101,Corrective,SENSOR-FAULT,152,507,
WO-2010529,ASSET-00101,Corrective,SENSOR-FAULT,91,1009,
WO-2010530,ASSET-00102,Preventive,,0,,000010000097
WO-2010531,ASSET-00102,Corrective,SENSOR-FAULT,40,374,000010000097
WO-2010532,ASSET-00102,Preventive,,0,,000010000097
WO-2010533,ASSET-00102,Corrective,BELT-FAILURE,35,794,000010000097
WO-2010534,ASSET-00102,Corrective,BELT-FAILURE,109,1574,000010000097
WO-2010535,ASSET-00103,Preventive,,0,,000010000098
WO-2010536,ASSET-00103,Preventive,,0,,000010000098
WO-2010537,ASSET-00103,Preventive,,0,,000010000098
WO-2010538,ASSET-00103,Preventive,,0,,000010000098
WO-2010539,ASSET-00103,Corrective,MOTOR-BURNOUT,131,1031,000010000098
WO-2010540,ASSET-00103,Preventive,,0,,000010000098
WO-2010541,ASSET-00104,Preventive,,0,,000010000099
WO-2010542,ASSET-00105,Preventive,,0,,000010000100
WO-2010543,ASSET-00105,Preventive,,0,,000010000100
WO-2010544,ASSET-00105,Corrective,PNEUMATIC-LEAK,66,945,000010000100
WO-2010545,ASSET-00105,Corrective,SPINDLE-SEIZURE,79,1782,000010000100
WO-2010546,ASSET-00105,Preventive,,0,,000010000100
WO-2010547,ASSET-00106,Emergency,BELT-FAILURE,587,1964,000010000102
WO-2010548,ASSET-00106,Preventive,,0,,000010000102
WO-2010549,ASSET-00106,Preventive,,0,,000010000102
WO-2010550,ASSET-00106,Preventive,,0,,000010000102
WO-2010551,ASSET-00106,Corrective,BELT-FAILURE,160,1395,000010000102
WO-2010552,ASSET-00106,Emergency,SENSOR-FAULT,469,1648,000010000102
WO-2010553,ASSET-00107,Corrective,BELT-FAILURE,100,1867,000010000103
WO-2010554,ASSET-00107,Preventive,,0,,000010000103
WO-2010555,ASSET-00108,Corrective,CALIBRATION-DRIFT,134,1926,000010000104
WO-2010556,ASSET-00109,Preventive,,0,,000010000105
WO-2010557,ASSET-00109,Preventive,,0,,000010000105
WO-2010558,ASSET-00109,Corrective,MOTOR-BURNOUT,33,1328,000010000105
WO-2010559,ASSET-00110,Preventive,,0,,000010000106
WO-2010560,ASSET-00110,Corrective,SPINDLE-SEIZURE,127,1572,000010000106
WO-2010561,ASSET-00110,Preventive,,0,,000010000106
WO-2010562,ASSET-00110,Preventive,,0,,000010000106
WO-2010563,ASSET-00110,Preventive,,0,,000010000106
WO-2010564,ASSET-00110,Preventive,,0,,000010000106
WO-2010565,ASSET-00111,Corrective,DIE-WEAR,173,855,000010000107
WO-2010566,ASSET-00111,Emergency,MOTOR-BURNOUT,257,1900,000010000107
WO-2010567,ASSET-00112,Preventive,,0,,000010000108
WO-2010568,ASSET-00112,Preventive,,0,,000010000108
WO-2010569,ASSET-00112,Preventive,,0,,000010000108
WO-2010570,ASSET-00112,Corrective,MOTOR-BURNOUT,113,1360,000010000108
WO-2010571,ASSET-00113,Preventive,,0,,000010000110
WO-2010572,ASSET-00113,Corrective,BELT-FAILURE,136,438,000010000110
WO-2010573,ASSET-00113,Emergency,MOTOR-BURNOUT,449,660,000010000110
WO-2010574,ASSET-00113,Corrective,SPINDLE-SEIZURE,132,1337,000010000110
WO-2010575,ASSET-00114,Corrective,BELT-FAILURE,155,696,000010000111
WO-2010576,ASSET-00114,Corrective,PNEUMATIC-LEAK,151,481,000010000111
WO-2010577,ASSET-00114,Preventive,,0,,000010000111
WO-2010578,ASSET-00114,Preventive,,0,,000010000111
WO-2010579,ASSET-00115,Corrective,MOTOR-BURNOUT,107,405,000010000112
WO-2010580,ASSET-00115,Preventive,,0,,000010000112
WO-2010581,ASSET-00115,Preventive,,0,,000010000112
WO-2010582,ASSET-00115,Corrective,DIE-WEAR,93,845,000010000112
WO-2010583,ASSET-00115,Preventive,,0,,000010000112
WO-2010584,ASSET-00115,Preventive,,0,,000010000112
WO-2010585,ASSET-00116,Corrective,BEARING-FAILURE,185,871,000010000113
WO-2010586,ASSET-00116,Preventive,,0,,000010000113
WO-2010587,ASSET-00116,Preventive,,0,,000010000113
WO-2010588,ASSET-00117,Preventive,,0,,000010000114
WO-2010589,ASSET-00117,Preventive,,0,,000010000114
WO-2010590,ASSET-00118,Corrective,BEARING-FAILURE,225,548,000010000115
WO-2010591,ASSET-00118,Preventive,,0,,000010000115
WO-2010592,ASSET-00118,Emergency,DIE-WEAR,76,1053,000010000115
WO-2010593,ASSET-00118,Emergency,PNEUMATIC-LEAK,270,833,000010000115
WO-2010594,ASSET-00118,Preventive,,0,,000010000115
WO-2010595,ASSET-00118,Emergency,PNEUMATIC-LEAK,141,678,000010000115
WO-2010596,ASSET-00119,Preventive,,0,,
WO-2010597,ASSET-00119,Corrective,BELT-FAILURE,120,1514,
WO-2010598,ASSET-00119,Corrective,SPINDLE-SEIZURE,125,1456,
WO-2010599,ASSET-00119,Preventive,,0,,
WO-2010600,ASSET-00119,Preventive,,0,,
WO-2010601,ASSET-00119,Preventive,,0,,
WO-2010602,ASSET-00119,Corrective,DIE-WEAR,39,1591,
WO-2010603,ASSET-00120,Corrective,CALIBRATION-DRIFT,202,1912,000010000116
WO-2010604,ASSET-00120,Corrective,BELT-FAILURE,101,1485,000010000116
WO-2010605,ASSET-00120,Corrective,SPINDLE-SEIZURE,58,1305,000010000116
WO-2010606,ASSET-00120,Preventive,,0,,000010000116
WO-2010607,ASSET-00120,Preventive,,0,,000010000116
WO-2010608,ASSET-00120,Preventive,,0,,000010000116
WO-2010609,ASSET-00120,Corrective,SPINDLE-SEIZURE,42,850,000010000116
WO-2010610,ASSET-00121,Preventive,,0,,000010000117
WO-2010611,ASSET-00122,Corrective,SENSOR-FAULT,92,548,000010000118
WO-2010612,ASSET-00123,Preventive,,0,,000010000119
WO-2010613,ASSET-00123,Corrective,SENSOR-FAULT,108,249,000010000119
WO-2010614,ASSET-00123,Preventive,,0,,000010000119
WO-2010615,ASSET-00124,Corrective,BELT-FAILURE,95,646,000010000120
WO-2010616,ASSET-00124,Preventive,,0,,000010000120
WO-2010617,ASSET-00124,Preventive,,0,,000010000120
WO-2010618,ASSET-00124,Emergency,CALIBRATION-DRIFT,347,500,000010000120
WO-2010619,ASSET-00125,Corrective,SPINDLE-SEIZURE,71,1661,
WO-2010620,ASSET-00125,Preventive,,0,,
WO-2010621,ASSET-00125,Emergency,PNEUMATIC-LEAK,586,490,
WO-2010622,ASSET-00125,Preventive,,0,,
WO-2010623,ASSET-00125,Corrective,HYDRAULIC-LEAK,159,1663,
WO-2010624,ASSET-00125,Preventive,,0,,
WO-2010625,ASSET-00126,Preventive,,0,,000010000121
WO-2010626,ASSET-00126,Corrective,BEARING-FAILURE,229,1575,000010000121
WO-2010627,ASSET-00126,Corrective,PNEUMATIC-LEAK,204,200,000010000121
WO-2010628,ASSET-00126,Preventive,,0,,000010000121
WO-2010629,ASSET-00126,Preventive,,0,,000010000121
WO-2010630,ASSET-00127,Preventive,,0,,000010000122
WO-2010631,ASSET-00127,Emergency,CALIBRATION-DRIFT,91,1004,000010000122
WO-2010632,ASSET-00127,Preventive,,0,,000010000122
WO-2010633,ASSET-00127,Preventive,,0,,000010000122
WO-2010634,ASSET-00127,Preventive,,0,,000010000122
WO-2010635,ASSET-00127,Preventive,,0,,000010000122
WO-2010636,ASSET-00127,Preventive,,0,,000010000122
WO-2010637,ASSET-00128,Corrective,HYDRAULIC-LEAK,126,1655,000010000123
WO-2010638,ASSET-00128,Corrective,CALIBRATION-DRIFT,34,1321,000010000123
WO-2010639,ASSET-00129,Preventive,,0,,
WO-2010640,ASSET-00129,Preventive,,0,,
WO-2010641,ASSET-00129,Corrective,SPINDLE-SEIZURE,190,409,
WO-2010642,ASSET-00130,Emergency,SENSOR-FAULT,480,1570,000010000124
WO-2010643,ASSET-00130,Corrective,BELT-FAILURE,232,541,000010000124
WO-2010644,ASSET-00130,Preventive,,0,,000010000124
WO-2010645,ASSET-00130,Preventive,,0,,000010000124
WO-2010646,ASSET-00130,Emergency,BEARING-FAILURE,277,1656,000010000124
WO-2010647,ASSET-00130,Corrective,CALIBRATION-DRIFT,221,1185,000010000124
WO-2010648,ASSET-00131,Corrective,HYDRAULIC-LEAK,186,529,000010000125
WO-2010649,ASSET-00131,Corrective,BELT-FAILURE,117,762,000010000125
WO-2010650,ASSET-00131,Corrective,CALIBRATION-DRIFT,195,1675,000010000125
WO-2010651,ASSET-00131,Corrective,CONTROLLER-FAULT,89,1016,000010000125
WO-2010652,ASSET-00131,Preventive,,0,,000010000125
WO-2010653,ASSET-00131,Preventive,,0,,000010000125
WO-2010654,ASSET-00132,Preventive,,0,,000010000126
WO-2010655,ASSET-00132,Preventive,,0,,000010000126
WO-2010656,ASSET-00132,Preventive,,0,,000010000126
WO-2010657,ASSET-00132,Corrective,HYDRAULIC-LEAK,176,1927,000010000126
WO-2010658,ASSET-00132,Corrective,BEARING-FAILURE,179,1463,000010000126
WO-2010659,ASSET-00132,Preventive,,0,,000010000126
WO-2010660,ASSET-00133,Preventive,,0,,000010000127
WO-2010661,ASSET-00133,Preventive,,0,,000010000127
WO-2010662,ASSET-00133,Corrective,SENSOR-FAULT,89,494,000010000127
WO-2010663,ASSET-00133,Preventive,,0,,000010000127
WO-2010664,ASSET-00133,Corrective,PNEUMATIC-LEAK,141,1176,000010000127
WO-2010665,ASSET-00134,Corrective,CALIBRATION-DRIFT,113,1792,000010000128
WO-2010666,ASSET-00134,Corrective,BELT-FAILURE,168,812,000010000128
WO-2010667,ASSET-00134,Preventive,,0,,000010000128
WO-2010668,ASSET-00135,Preventive,,0,,000010000129
WO-2010669,ASSET-00135,Preventive,,0,,000010000129
WO-2010670,ASSET-00135,Emergency,CALIBRATION-DRIFT,238,269,000010000129
WO-2010671,ASSET-00135,Corrective,HYDRAULIC-LEAK,206,916,000010000129
WO-2010672,ASSET-00135,Corrective,HYDRAULIC-LEAK,32,1889,000010000129
WO-2010673,ASSET-00135,Corrective,CALIBRATION-DRIFT,176,1719,000010000129
WO-2010674,ASSET-00136,Preventive,,0,,000010000130
WO-2010675,ASSET-00136,Preventive,,0,,000010000130
WO-2010676,ASSET-00136,Corrective,MOTOR-BURNOUT,62,957,000010000130
WO-2010677,ASSET-00136,Preventive,,0,,000010000130
WO-2010678,ASSET-00137,Corrective,CONTROLLER-FAULT,88,823,000010000131
WO-2010679,ASSET-00137,Corrective,SENSOR-FAULT,42,375,000010000131
WO-2010680,ASSET-00137,Preventive,,0,,000010000131
WO-2010681,ASSET-00137,Preventive,,0,,000010000131
WO-2010682,ASSET-00137,Corrective,BEARING-FAILURE,63,1815,000010000131
WO-2010683,ASSET-00137,Preventive,,0,,000010000131
WO-2010684,ASSET-00138,Preventive,,0,,000010000132
WO-2010685,ASSET-00138,Emergency,MOTOR-BURNOUT,268,1137,000010000132
WO-2010686,ASSET-00138,Preventive,,0,,000010000132
WO-2010687,ASSET-00139,Preventive,,0,,000010000133
WO-2010688,ASSET-00139,Corrective,CALIBRATION-DRIFT,219,1122,000010000133
WO-2010689,ASSET-00139,Corrective,BEARING-FAILURE,195,531,000010000133
WO-2010690,ASSET-00139,Corrective,MOTOR-BURNOUT,209,590,000010000133
WO-2010691,ASSET-00139,Corrective,BELT-FAILURE,141,1640,000010000133
WO-2010692,ASSET-00140,Corrective,CALIBRATION-DRIFT,69,684,000010000134
WO-2010693,ASSET-00140,Preventive,,0,,000010000134
WO-2010694,ASSET-00140,Preventive,,0,,000010000134
WO-2010695,ASSET-00140,Corrective,SENSOR-FAULT,86,381,000010000134
WO-2010696,ASSET-00140,Corrective,CALIBRATION-DRIFT,66,1260,000010000134
WO-2010697,ASSET-00141,Preventive,,0,,000010000135
WO-2010698,ASSET-00141,Preventive,,0,,000010000135
WO-2010699,ASSET-00141,Preventive,,0,,000010000135
WO-2010700,ASSET-00141,Corrective,SENSOR-FAULT,91,780,000010000135
WO-2010701,ASSET-00142,Preventive,,0,,000010000136
WO-2010702,ASSET-00142,Preventive,,0,,000010000136
WO-2010703,ASSET-00142,Preventive,,0,,000010000136
WO-2010704,ASSET-00143,Corrective,DIE-WEAR,84,1019,000010000137
WO-2010705,ASSET-00143,Preventive,,0,,000010000137
WO-2010706,ASSET-00143,Preventive,,0,,000010000137
WO-2010707,ASSET-00143,Preventive,,0,,000010000137
WO-2010708,ASSET-00144,Preventive,,0,,000010000138
WO-2010709,ASSET-00144,Corrective,SENSOR-FAULT,216,308,000010000138
WO-2010710,ASSET-00144,Corrective,CALIBRATION-DRIFT,122,1998,000010000138
WO-2010711,ASSET-00144,Corrective,SENSOR-FAULT,234,1762,000010000138
WO-2010712,ASSET-00144,Emergency,HYDRAULIC-LEAK,190,1793,000010000138
WO-2010713,ASSET-00144,Preventive,,0,,000010000138
WO-2010714,ASSET-00144,Corrective,SENSOR-FAULT,54,1368,000010000138
WO-2010715,ASSET-00145,Preventive,,0,,000010000139
WO-2010716,ASSET-00145,Corrective,MOTOR-BURNOUT,209,1309,000010000139
WO-2010717,ASSET-00145,Corrective,DIE-WEAR,72,874,000010000139
WO-2010718,ASSET-00145,Preventive,,0,,000010000139
WO-2010719,ASSET-00145,Preventive,,0,,000010000139
WO-2010720,ASSET-00145,Preventive,,0,,000010000139
WO-2010721,ASSET-00146,Preventive,,0,,
WO-2010722,ASSET-00146,Corrective,SENSOR-FAULT,215,1151,
WO-2010723,ASSET-00146,Emergency,SENSOR-FAULT,432,1694,
WO-2010724,ASSET-00147,Preventive,,0,,000010000140
WO-2010725,ASSET-00147,Corrective,DIE-WEAR,196,1354,000010000140
WO-2010726,ASSET-00147,Corrective,BEARING-FAILURE,214,1671,000010000140
WO-2010727,ASSET-00147,Preventive,,0,,000010000140
WO-2010728,ASSET-00147,Preventive,,0,,000010000140
WO-2010729,ASSET-00147,Preventive,,0,,000010000140
WO-2010730,ASSET-00148,Corrective,SPINDLE-SEIZURE,199,1376,000010000141
WO-2010731,ASSET-00148,Emergency,CALIBRATION-DRIFT,69,1777,000010000141
WO-2010732,ASSET-00148,Corrective,DIE-WEAR,121,1264,000010000141
WO-2010733,ASSET-00148,Corrective,PNEUMATIC-LEAK,138,1711,000010000141
WO-2010734,ASSET-00148,Preventive,,0,,000010000141
WO-2010735,ASSET-00148,Corrective,PNEUMATIC-LEAK,87,668,000010000141
WO-2010736,ASSET-00149,Preventive,,0,,000010000142
WO-2010737,ASSET-00149,Preventive,,0,,000010000142
WO-2010738,ASSET-00149,Corrective,MOTOR-BURNOUT,65,937,000010000142
WO-2010739,ASSET-00149,Preventive,,0,,000010000142
WO-2010740,ASSET-00150,Corrective,SPINDLE-SEIZURE,225,744,000010000143
WO-2010741,ASSET-00150,Corrective,CONTROLLER-FAULT,234,1580,000010000143
WO-2010742,ASSET-00150,Corrective,BEARING-FAILURE,144,1588,000010000143
WO-2010743,ASSET-00150,Preventive,,0,,000010000143
WO-2010744,ASSET-00150,Emergency,PNEUMATIC-LEAK,351,973,000010000143
WO-2010745,ASSET-00150,Corrective,SENSOR-FAULT,223,402,000010000143
WO-2010746,ASSET-00151,Emergency,BELT-FAILURE,466,399,000010000144
WO-2010747,ASSET-00151,Preventive,,0,,000010000144
WO-2010748,ASSET-00151,Corrective,SENSOR-FAULT,37,795,000010000144
WO-2010749,ASSET-00152,Preventive,,0,,000010000145
WO-2010750,ASSET-00152,Corrective,HYDRAULIC-LEAK,102,1793,000010000145
WO-2010751,ASSET-00152,Preventive,,0,,000010000145
WO-2010752,ASSET-00152,Preventive,,0,,000010000145
WO-2010753,ASSET-00152,Corrective,HYDRAULIC-LEAK,162,1692,000010000145
WO-2010754,ASSET-00153,Corrective,SPINDLE-SEIZURE,199,1970,
WO-2010755,ASSET-00153,Corrective,BEARING-FAILURE,118,521,
WO-2010756,ASSET-00153,Preventive,,0,,
WO-2010757,ASSET-00153,Emergency,HYDRAULIC-LEAK,180,407,
WO-2010758,ASSET-00153,Preventive,,0,,
WO-2010759,ASSET-00153,Preventive,,0,,
WO-2010760,ASSET-00153,Preventive,,0,,
WO-2010761,ASSET-00154,Preventive,,0,,000010000146
WO-2010762,ASSET-00154,Corrective,DIE-WEAR,185,1819,000010000146
WO-2010763,ASSET-00154,Emergency,DIE-WEAR,297,574,000010000146
WO-2010764,ASSET-00154,Preventive,,0,,000010000146
WO-2010765,ASSET-00155,Preventive,,0,,000010000147
WO-2010766,ASSET-00155,Emergency,BELT-FAILURE,132,1345,000010000147
WO-2010767,ASSET-00155,Emergency,CONTROLLER-FAULT,421,811,000010000147
WO-2010768,ASSET-00155,Corrective,BEARING-FAILURE,62,1746,000010000147
WO-2010769,ASSET-00156,Corrective,CALIBRATION-DRIFT,154,1513,
WO-2010770,ASSET-00156,Preventive,,0,,
WO-2010771,ASSET-00156,Preventive,,0,,
WO-2010772,ASSET-00156,Preventive,,0,,
WO-2010773,ASSET-00156,Corrective,CONTROLLER-FAULT,109,1294,
WO-2010774,ASSET-00156,Preventive,,0,,
WO-2010775,ASSET-00156,Preventive,,0,,
WO-2010776,ASSET-00156,Emergency,PNEUMATIC-LEAK,393,677,
WO-2010777,ASSET-00157,Corrective,CALIBRATION-DRIFT,67,309,000010000148
WO-2010778,ASSET-00157,Preventive,,0,,000010000148
WO-2010779,ASSET-00157,Preventive,,0,,000010000148
WO-2010780,ASSET-00157,Preventive,,0,,000010000148
WO-2010781,ASSET-00158,Preventive,,0,,000010000149
WO-2010782,ASSET-00158,Preventive,,0,,000010000149
WO-2010783,ASSET-00158,Corrective,MOTOR-BURNOUT,67,1398,000010000149
WO-2010784,ASSET-00158,Corrective,MOTOR-BURNOUT,129,1497,000010000149
WO-2010785,ASSET-00158,Corrective,HYDRAULIC-LEAK,189,1566,000010000149
WO-2010786,ASSET-00158,Preventive,,0,,000010000149
WO-2010787,ASSET-00158,Preventive,,0,,000010000149
WO-2010788,ASSET-00159,Corrective,CALIBRATION-DRIFT,172,1977,000010000150
WO-2010789,ASSET-00159,Corrective,DIE-WEAR,103,707,000010000150
WO-2010790,ASSET-00159,Preventive,,0,,000010000150
WO-2010791,ASSET-00160,Preventive,,0,,000010000151
WO-2010792,ASSET-00160,Preventive,,0,,000010000151
WO-2010793,ASSET-00160,Preventive,,0,,000010000151
WO-2010794,ASSET-00160,Preventive,,0,,000010000151
WO-2010795,ASSET-00161,Preventive,,0,,000010000152
WO-2010796,ASSET-00161,Corrective,CALIBRATION-DRIFT,186,1793,000010000152
WO-2010797,ASSET-00161,Preventive,,0,,000010000152
WO-2010798,ASSET-00162,Corrective,SPINDLE-SEIZURE,116,1247,000010000153
WO-2010799,ASSET-00162,Preventive,,0,,000010000153
WO-2010800,ASSET-00162,Corrective,MOTOR-BURNOUT,67,311,000010000153
WO-2010801,ASSET-00162,Preventive,,0,,000010000153
WO-2010802,ASSET-00162,Preventive,,0,,000010000153
WO-2010803,ASSET-00162,Preventive,,0,,000010000153
WO-2010804,ASSET-00163,Preventive,,0,,
WO-2010805,ASSET-00163,Corrective,CONTROLLER-FAULT,212,1463,
WO-2010806,ASSET-00164,Corrective,DIE-WEAR,60,1760,000010000154
