Material_No,Bin_Location,Quantity,Kanban_ID,Ship_From,Ship_To
MAT-617252,A-16-5,1211,KANBAN-00121,Engine Plant DE,Assembly Plant MX
MAT-889342,D-13-4,4178,KANBAN-00122,Engine Plant DE,Assembly Plant MX
MAT-586510,F-07-2,3256,KANBAN-00123,Engine Plant DE,Assembly Plant MX
MAT-643615,D-26-2,977,KANBAN-00124,Engine Plant DE,Assembly Plant MX
MAT-261962,D-18-2,960,KANBAN-00125,Engine Plant DE,Assembly Plant MX
MAT-913910,B-01-1,4484,KANBAN-00126,Engine Plant DE,Assembly Plant MX
MAT-836392,C-10-1,4059,KANBAN-00127,Engine Plant DE,Assembly Plant MX
MAT-764486,D-07-1,4854,KANBAN-00128,Engine Plant DE,Assembly Plant MX
MAT-446155,F-05-3,2329,KANBAN-00129,Engine Plant DE,Assembly Plant MX
MAT-493008,B-27-5,317,KANBAN-00130,Engine Plant DE,Assembly Plant MX
MAT-314973,F-14-4,852,KANBAN-00131,Engine Plant DE,Assembly Plant MX
MAT-892702,A-06-4,495,KANBAN-00132,Engine Plant DE,Assembly Plant MX
MAT-442690,G-08-2,731,KANBAN-00133,Engine Plant DE,Assembly Plant MX
MAT-666283,B-01-2,401,KANBAN-00134,Engine Plant DE,Assembly Plant MX
MAT-859991,F-21-2,2182,KANBAN-00135,Engine Plant DE,Assembly Plant MX
MAT-737934,C-10-5,3393,KANBAN-00136,Engine Plant DE,Assembly Plant MX
MAT-645303,D-27-5,4535,KANBAN-00137,Engine Plant DE,Assembly Plant MX
MAT-177171,E-29-2,1154,KANBAN-00138,Engine Plant DE,Assembly Plant MX
MAT-205273,H-11-2,4115,KANBAN-00139,Engine Plant DE,Assembly Plant MX
MAT-257374,E-19-4,481,KANBAN-00140,Engine Plant DE,Assembly Plant MX
MAT-803175,D-09-3,1691,KANBAN-00141,Engine Plant DE,Assembly Plant MX
MAT-433017,C-27-3,3417,KANBAN-00142,Engine Plant DE,Assembly Plant MX
MAT-730066,E-25-3,3422,KANBAN-00143,Engine Plant DE,Assembly Plant MX
MAT-400062,D-12-5,4800,KANBAN-00144,Engine Plant DE,Assembly Plant MX
MAT-225839,H-21-4,3944,KANBAN-00145,Engine Plant DE,Assembly Plant MX
MAT-568367,B-10-3,939,KANBAN-00146,Engine Plant DE,Assembly Plant MX
MAT-772633,B-27-3,4614,KANBAN-00147,Engine Plant DE,Assembly Plant MX
MAT-687116,A-25-5,2121,KANBAN-00148,Engine Plant DE,Assembly Plant MX
MAT-146621,C-22-3,3698,KANBAN-00149,Engine Plant DE,Assembly Plant MX
MAT-927542,F-20-1,1805,KANBAN-00150,Engine Plant DE,Assembly Plant MX
MAT-884405,H-24-4,3686,KANBAN-00151,Engine Plant DE,Assembly Plant MX
MAT-253474,F-14-4,4843,KANBAN-00152,Engine Plant DE,Assembly Plant MX
MAT-762698,H-25-3,536,KANBAN-00153,Engine Plant DE,Assembly Plant MX
MAT-640524,E-26-2,3808,KANBAN-00154,Engine Plant DE,Assembly Plant MX
MAT-179704,F-26-2,1815,KANBAN-00155,Engine Plant DE,Assembly Plant MX
MAT-467928,H-21-5,2217,KANBAN-00156,Engine Plant DE,Assembly Plant MX
MAT-921472,E-26-1,2654,KANBAN-00157,Engine Plant DE,Assembly Plant MX
MAT-518261,D-17-1,4407,KANBAN-00158,Engine Plant DE,Assembly Plant MX
MAT-569766,H-26-3,4391,KANBAN-00159,Engine Plant DE,Assembly Plant MX
MAT-489413,E-12-2,4352,KANBAN-00160,Engine Plant DE,Assembly Plant MX
MAT-912946,G-24-5,659,KANBAN-00161,Engine Plant DE,Assembly Plant MX
MAT-411728,F-22-5,1957,KANBAN-00162,Engine Plant DE,Assembly Plant MX
MAT-332068,C-20-5,1368,KANBAN-00163,Engine Plant DE,Assembly Plant MX
MAT-433433,H-27-1,3790,KANBAN-00164,Engine Plant DE,Assembly Plant MX
MAT-475596,B-15-3,1589,KANBAN-00165,Engine Plant DE,Assembly Plant MX
MAT-996456,G-28-2,2382,KANBAN-00166,Engine Plant DE,Assembly Plant MX
MAT-119625,H-14-4,3915,KANBAN-00167,Engine Plant DE,Assembly Plant MX
MAT-797696,B-16-3,1088,KANBAN-00168,Engine Plant DE,Assembly Plant MX
MAT-563944,E-26-3,4421,KANBAN-00169,Engine Plant DE,Assembly Plant MX
MAT-412084,C-06-3,4897,KANBAN-00170,Engine Plant DE,Assembly Plant MX
MAT-295297,D-13-2,4439,KANBAN-00171,Engine Plant DE,Assembly Plant MX
MAT-582955,G-02-4,175,KANBAN-00172,Engine Plant DE,Assembly Plant MX
MAT-566101,C-22-5,4065,KANBAN-00173,Engine Plant DE,Assembly Plant MX
MAT-596298,B-28-5,4318,KANBAN-00174,Engine Plant DE,Assembly Plant MX
MAT-801088,F-17-5,1886,KANBAN-00175,Engine Plant DE,Assembly Plant MX
MAT-804319,A-10-3,4266,KANBAN-00176,Engine Plant DE,Assembly Plant MX
MAT-220487,E-01-2,3635,KANBAN-00177,Engine Plant DE,Assembly Plant MX
MAT-465064,A-23-3,3505,KANBAN-00178,Engine Plant DE,Assembly Plant MX
MAT-360015,F-15-5,2579,KANBAN-00179,Engine Plant DE,Assembly Plant MX
MAT-596383,A-27-3,3505,KANBAN-00180,Engine Plant DE,Assembly Plant MX
MAT-548279,E-29-4,1820,KANBAN-00181,Engine Plant DE,Assembly Plant MX
MAT-703779,D-11-5,991,KANBAN-00182,Engine Plant DE,Assembly Plant MX
MAT-141265,C-25-5,4336,KANBAN-00183,Engine Plant DE,Assembly Plant MX
MAT-248591,A-02-1,3280,KANBAN-00184,Engine Plant DE,Assembly Plant MX
MAT-979414,F-29-1,2143,KANBAN-00185,Engine Plant DE,Assembly Plant MX
MAT-762904,D-18-4,3138,KANBAN-00186,Engine Plant DE,Assembly Plant MX
MAT-319938,C-05-3,382,KANBAN-00187,Engine Plant DE,Assembly Plant MX
MAT-278917,C-17-5,888,KANBAN-00188,Engine Plant DE,Assembly Plant MX
MAT-120016,H-25-1,4859,KANBAN-00189,Engine Plant DE,Assembly Plant MX
MAT-407723,B-03-2,4444,KANBAN-00190,Engine Plant DE,Assembly Plant MX
MAT-392248,F-25-5,4771,KANBAN-00191,Engine Plant DE,Assembly Plant MX
MAT-893539,H-20-4,866,KANBAN-00192,Engine Plant DE,Assembly Plant MX
MAT-785949,D-10-2,1800,KANBAN-00193,Engine Plant DE,Assembly Plant MX
MAT-451566,B-11-5,1743,KANBAN-00194,Engine Plant DE,Assembly Plant MX
MAT-743215,G-20-3,3259,KANBAN-00195,Engine Plant DE,Assembly Plant MX
MAT-119785,A-20-4,410,KANBAN-00196,Engine Plant DE,Assembly Plant MX
MAT-745685,B-18-5,3041,KANBAN-00197,Engine Plant DE,Assembly Plant MX
MAT-283215,D-06-5,1309,KANBAN-00198,Engine Plant DE,Assembly Plant MX
MAT-616087,F-10-4,2354,KANBAN-00199,Engine Plant DE,Assembly Plant MX
MAT-799001,H-11-4,4257,KANBAN-00200,Engine Plant DE,Assembly Plant MX
MAT-593580,D-28-5,953,KANBAN-00201,Engine Plant DE,Assembly Plant MX
MAT-171598,G-07-3,1721,KANBAN-00202,Engine Plant DE,Assembly Plant MX
MAT-109255,F-24-3,4946,KANBAN-00203,Engine Plant DE,Assembly Plant MX
MAT-252221,G-05-4,611,KANBAN-00204,Engine Plant DE,Assembly Plant MX
MAT-508932,F-07-5,4345,KANBAN-00205,Engine Plant DE,Assembly Plant MX
MAT-790110,C-05-1,3736,KANBAN-00206,Engine Plant DE,Assembly Plant MX
MAT-291855,H-14-3,1519,KANBAN-00207,Engine Plant DE,Assembly Plant MX
MAT-977045,F-28-2,1913,KANBAN-00208,Engine Plant DE,Assembly Plant MX
MAT-564546,E-26-3,1754,KANBAN-00209,Engine Plant DE,Assembly Plant MX
MAT-860514,B-12-5,2549,KANBAN-00210,Engine Plant DE,Assembly Plant MX
MAT-531932,B-21-2,1593,KANBAN-00211,Engine Plant DE,Assembly Plant MX
MAT-870973,H-06-3,2978,KANBAN-00212,Engine Plant DE,Assembly Plant MX
MAT-155950,E-17-3,1819,KANBAN-00213,Engine Plant DE,Assembly Plant MX
MAT-149103,A-02-3,4010,KANBAN-00001,Engine Plant DE,Assembly Plant US
MAT-586287,H-22-2,3637,KANBAN-00002,Engine Plant DE,Assembly Plant US
MAT-791363,C-17-2,4576,KANBAN-00003,Engine Plant DE,Assembly Plant US
MAT-849138,G-04-4,758,KANBAN-00004,Engine Plant DE,Assembly Plant US
MAT-527124,D-07-2,777,KANBAN-00005,Engine Plant DE,Assembly Plant US
MAT-988697,A-07-4,3271,KANBAN-00006,Engine Plant DE,Assembly Plant US
MAT-297634,C-29-5,4252,KANBAN-00007,Engine Plant DE,Assembly Plant US
MAT-828261,H-15-3,212,KANBAN-00008,Engine Plant DE,Assembly Plant US
MAT-571277,H-10-2,3377,KANBAN-00009,Engine Plant DE,Assembly Plant US
MAT-718681,F-04-5,3203,KANBAN-00010,Engine Plant DE,Assembly Plant US
MAT-977247,B-26-4,2847,KANBAN-00011,Engine Plant DE,Assembly Plant US
MAT-100239,F-13-4,4844,KANBAN-00012,Engine Plant DE,Assembly Plant US
MAT-504123,C-17-4,1029,KANBAN-00013,Engine Plant DE,Assembly Plant US
MAT-783208,D-22-2,1128,KANBAN-00014,Engine Plant DE,Assembly Plant US
MAT-645772,A-14-4,2217,KANBAN-00015,Engine Plant DE,Assembly Plant US
MAT-662417,D-20-3,3328,KANBAN-00016,Engine Plant DE,Assembly Plant US
MAT-168737,C-06-1,935,KANBAN-00017,Engine Plant DE,Assembly Plant US
MAT-628721,H-24-1,2403,KANBAN-00018,Engine Plant DE,Assembly Plant US
MAT-934687,A-03-2,1687,KANBAN-00019,Engine Plant DE,Assembly Plant US
MAT-119543,H-01-1,233,KANBAN-00020,Engine Plant DE,Assembly Plant US
MAT-183845,E-24-4,3108,KANBAN-00021,Engine Plant DE,Assembly Plant US
MAT-708292,B-08-3,4147,KANBAN-00022,Engine Plant DE,Assembly Plant US
MAT-838699,D-06-2,381,KANBAN-00023,Engine Plant DE,Assembly Plant US
MAT-461231,H-09-1,3892,KANBAN-00024,Engine Plant DE,Assembly Plant US
MAT-944972,B-15-5,1439,KANBAN-00025,Engine Plant DE,Assembly Plant US
MAT-757732,G-01-3,2702,KANBAN-00026,Engine Plant DE,Assembly Plant US
MAT-154444,E-18-4,4107,KANBAN-00027,Engine Plant DE,Assembly Plant US
MAT-488220,A-05-3,4328,KANBAN-00028,Engine Plant DE,Assembly Plant US
MAT-961973,H-04-4,3839,KANBAN-00029,Engine Plant DE,Assembly Plant US
MAT-441526,H-27-3,4925,KANBAN-00030,Engine Plant DE,Assembly Plant US
MAT-648188,D-14-3,2594,KANBAN-00031,Engine Plant DE,Assembly Plant US
MAT-641728,D-29-4,4965,KANBAN-00032,Engine Plant DE,Assembly Plant US
MAT-868815,E-25-1,3709,KANBAN-00033,Engine Plant DE,Assembly Plant US
MAT-416013,B-07-2,1665,KANBAN-00034,Engine Plant DE,Assembly Plant US
MAT-875413,C-29-4,1607,KANBAN-00035,Engine Plant DE,Assembly Plant US
MAT-433199,C-12-5,4263,KANBAN-00036,Engine Plant DE,Assembly Plant US
MAT-177459,B-16-3,2948,KANBAN-00037,Engine Plant DE,Assembly Plant US
MAT-874339,B-05-1,699,KANBAN-00038,Engine Plant DE,Assembly Plant US
MAT-834956,G-13-2,4666,KANBAN-00039,Engine Plant DE,Assembly Plant US
MAT-906250,F-23-1,4899,KANBAN-00040,Engine Plant DE,Assembly Plant US
MAT-433666,C-20-2,4339,KANBAN-00041,Engine Plant DE,Assembly Plant US
MAT-256784,E-08-4,436,KANBAN-00042,Engine Plant DE,Assembly Plant US
MAT-919137,E-17-5,329,KANBAN-00043,Engine Plant DE,Assembly Plant US
MAT-413382,C-01-5,1210,KANBAN-00044,Engine Plant DE,Assembly Plant US
MAT-150755,F-11-1,378,KANBAN-00045,Engine Plant DE,Assembly Plant US
MAT-158877,E-16-5,1235,KANBAN-00046,Engine Plant DE,Assembly Plant US
MAT-390627,A-28-1,3892,KANBAN-00047,Engine Plant DE,Assembly Plant US
MAT-646817,G-06-4,3639,KANBAN-00048,Engine Plant DE,Assembly Plant US
MAT-195694,B-17-3,360,KANBAN-00049,Engine Plant DE,Assembly Plant US
MAT-403132,E-19-1,4545,KANBAN-00050,Engine Plant DE,Assembly Plant US
MAT-357023,H-08-4,2413,KANBAN-00051,Engine Plant DE,Assembly Plant US
MAT-455195,F-26-5,1503,KANBAN-00052,Engine Plant DE,Assembly Plant US
MAT-318523,E-15-4,2691,KANBAN-00053,Engine Plant DE,Assembly Plant US
MAT-919803,A-16-2,3678,KANBAN-00054,Engine Plant DE,Assembly Plant US
MAT-478479,B-04-1,1884,KANBAN-00055,Engine Plant DE,Assembly Plant US
MAT-250722,F-10-3,537,KANBAN-00056,Engine Plant DE,Assembly Plant US
MAT-640393,E-27-2,1792,KANBAN-00057,Engine Plant DE,Assembly Plant US
MAT-295912,C-02-3,4621,KANBAN-00058,Engine Plant DE,Assembly Plant US
MAT-536770,B-28-2,1195,KANBAN-00059,Engine Plant DE,Assembly Plant US
MAT-222490,G-17-1,2245,KANBAN-00060,Engine Plant DE,Assembly Plant US
MAT-989858,G-15-1,3969,KANBAN-00061,Engine Plant DE,Assembly Plant US
MAT-779298,A-25-1,4010,KANBAN-00062,Engine Plant DE,Assembly Plant US
MAT-117668,A-16-5,3395,KANBAN-00063,Engine Plant DE,Assembly Plant US
MAT-950696,D-07-1,647,KANBAN-00064,Engine Plant DE,Assembly Plant US
MAT-237534,D-13-5,633,KANBAN-00065,Engine Plant DE,Assembly Plant US
MAT-332598,D-22-1,4710,KANBAN-00066,Engine Plant DE,Assembly Plant US
MAT-679958,F-23-2,4653,KANBAN-00067,Engine Plant DE,Assembly Plant US
MAT-169528,H-12-5,625,KANBAN-00068,Engine Plant DE,Assembly Plant US
MAT-929985,D-24-1,4741,KANBAN-00069,Engine Plant DE,Assembly Plant US
MAT-473474,D-23-1,4290,KANBAN-00070,Engine Plant DE,Assembly Plant US
MAT-339690,B-14-4,2164,KANBAN-00071,Engine Plant DE,Assembly Plant US
MAT-473900,C-18-4,2171,KANBAN-00072,Engine Plant DE,Assembly Plant US
MAT-750010,B-08-5,4268,KANBAN-00073,Engine Plant DE,Assembly Plant US
MAT-455696,G-02-3,584,KANBAN-00074,Engine Plant DE,Assembly Plant US
MAT-922281,A-01-2,4528,KANBAN-00075,Engine Plant DE,Assembly Plant US
MAT-767970,F-19-2,3156,KANBAN-00076,Engine Plant DE,Assembly Plant US
MAT-365333,A-05-3,2010,KANBAN-00077,Engine Plant DE,Assembly Plant US
MAT-737741,E-25-3,4516,KANBAN-00078,Engine Plant DE,Assembly Plant US
MAT-192517,D-09-2,3060,KANBAN-00079,Engine Plant DE,Assembly Plant US
MAT-705411,D-14-1,1217,KANBAN-00080,Engine Plant DE,Assembly Plant US
MAT-262023,A-15-5,2163,KANBAN-00081,Engine Plant DE,Assembly Plant US
MAT-903465,E-26-5,3966,KANBAN-00082,Engine Plant DE,Assembly Plant US
MAT-806440,D-16-1,3007,KANBAN-00083,Engine Plant DE,Assembly Plant US
MAT-675306,D-18-3,4630,KANBAN-00084,Engine Plant DE,Assembly Plant US
MAT-558631,E-19-2,2531,KANBAN-00085,Engine Plant DE,Assembly Plant US
MAT-626252,C-27-3,696,KANBAN-00086,Engine Plant DE,Assembly Plant US
MAT-880523,C-28-2,219,KANBAN-00087,Engine Plant DE,Assembly Plant US
MAT-546749,G-22-4,3454,KANBAN-00088,Engine Plant DE,Assembly Plant US
MAT-386798,B-02-3,2739,KANBAN-00089,Engine Plant DE,Assembly Plant US
MAT-184549,H-21-1,3643,KANBAN-00090,Engine Plant DE,Assembly Plant US
MAT-748646,A-15-2,975,KANBAN-00091,Engine Plant DE,Assembly Plant US
MAT-846068,D-03-4,4349,KANBAN-00092,Engine Plant DE,Assembly Plant US
MAT-712451,F-22-4,481,KANBAN-00093,Engine Plant DE,Assembly Plant US
MAT-304529,H-24-3,2387,KANBAN-00094,Engine Plant DE,Assembly Plant US
MAT-729589,G-28-3,3951,KANBAN-00095,Engine Plant DE,Assembly Plant US
MAT-174217,F-21-3,3674,KANBAN-00096,Engine Plant DE,Assembly Plant US
MAT-450991,C-10-2,2638,KANBAN-00097,Engine Plant DE,Assembly Plant US
MAT-760637,B-25-4,801,KANBAN-00098,Engine Plant DE,Assembly Plant US
MAT-478965,D-11-3,2295,KANBAN-00099,Engine Plant DE,Assembly Plant US
MAT-817522,D-22-1,4404,KANBAN-00100,Engine Plant DE,Assembly Plant US
MAT-859608,D-15-4,1113,KANBAN-00101,Engine Plant DE,Assembly Plant US
MAT-465221,B-15-2,1450,KANBAN-00102,Engine Plant DE,Assembly Plant US
MAT-523058,D-26-4,2927,KANBAN-00103,Engine Plant DE,Assembly Plant US
MAT-494085,H-22-1,1492,KANBAN-00104,Engine Plant DE,Assembly Plant US
MAT-140858,H-08-1,488,KANBAN-00105,Engine Plant DE,Assembly Plant US
MAT-308117,H-13-5,3340,KANBAN-00106,Engine Plant DE,Assembly Plant US
MAT-274522,H-10-3,3040,KANBAN-00107,Engine Plant DE,Assembly Plant US
MAT-666103,A-15-3,1375,KANBAN-00108,Engine Plant DE,Assembly Plant US
MAT-945661,A-04-5,4380,KANBAN-00109,Engine Plant DE,Assembly Plant US
MAT-769181,C-24-5,3929,KANBAN-00110,Engine Plant DE,Assembly Plant US
MAT-567761,F-24-4,316,KANBAN-00111,Engine Plant DE,Assembly Plant US
MAT-555521,D-23-2,4551,KANBAN-00112,Engine Plant DE,Assembly Plant US
MAT-975334,G-02-3,2274,KANBAN-00113,Engine Plant DE,Assembly Plant US
MAT-585887,H-06-1,712,KANBAN-00114,Engine Plant DE,Assembly Plant US
MAT-247239,F-04-5,4934,KANBAN-00115,Engine Plant DE,Assembly Plant US
MAT-755435,H-15-1,4296,KANBAN-00116,Engine Plant DE,Assembly Plant US
MAT-354671,B-18-4,4888,KANBAN-00117,Engine Plant DE,Assembly Plant US
MAT-418875,D-11-4,3337,KANBAN-00118,Engine Plant DE,Assembly Plant US
MAT-823540,C-06-1,731,KANBAN-00119,Engine Plant DE,Assembly Plant US
MAT-480124,F-16-5,2250,KANBAN-00120,Engine Plant DE,Assembly Plant US
MAT-469984,A-11-2,2505,KANBAN-00121,Engine Plant DE,Assembly Plant US
MAT-486342,D-19-2,1272,KANBAN-00122,Engine Plant DE,Assembly Plant US
MAT-996996,F-11-5,3916,KANBAN-00123,Engine Plant DE,Assembly Plant US
MAT-976895,H-29-2,1025,KANBAN-00124,Engine Plant DE,Assembly Plant US
MAT-990698,F-10-4,1547,KANBAN-00125,Engine Plant DE,Assembly Plant US
MAT-904037,B-03-1,3118,KANBAN-00126,Engine Plant DE,Assembly Plant US
MAT-100492,H-12-2,1555,KANBAN-00127,Engine Plant DE,Assembly Plant US
MAT-343979,C-10-3,2281,KANBAN-00128,Engine Plant DE,Assembly Plant US
MAT-646884,D-11-2,888,KANBAN-00129,Engine Plant DE,Assembly Plant US
MAT-570537,D-13-4,3038,KANBAN-00130,Engine Plant DE,Assembly Plant US
MAT-496390,B-10-2,3546,KANBAN-00131,Engine Plant DE,Assembly Plant US
MAT-765667,H-07-1,3235,KANBAN-00132,Engine Plant DE,Assembly Plant US
MAT-994689,D-02-3,1420,KANBAN-00133,Engine Plant DE,Assembly Plant US
MAT-886021,A-14-1,4333,KANBAN-00134,Engine Plant DE,Assembly Plant US
MAT-287367,C-10-3,1107,KANBAN-00135,Engine Plant DE,Assembly Plant US
MAT-898281,B-15-4,3740,KANBAN-00136,Engine Plant DE,Assembly Plant US
MAT-948421,C-16-4,1426,KANBAN-00137,Engine Plant DE,Assembly Plant US
MAT-868975,D-23-3,2936,KANBAN-00138,Engine Plant DE,Assembly Plant US
MAT-745004,G-09-1,2366,KANBAN-00139,Engine Plant DE,Assembly Plant US
MAT-516796,H-11-2,3254,KANBAN-00140,Engine Plant DE,Assembly Plant US
MAT-293142,B-18-2,2728,KANBAN-00141,Engine Plant DE,Assembly Plant US
MAT-223007,F-09-5,4041,KANBAN-00142,Engine Plant DE,Assembly Plant US
MAT-688464,D-11-2,3077,KANBAN-00143,Engine Plant DE,Assembly Plant US
MAT-129617,B-10-1,538,KANBAN-00144,Engine Plant DE,Assembly Plant US
MAT-541266,G-22-4,1547,KANBAN-00145,Engine Plant DE,Assembly Plant US
MAT-379937,G-18-1,797,KANBAN-00146,Engine Plant DE,Assembly Plant US
MAT-634830,C-22-5,4082,KANBAN-00147,Engine Plant DE,Assembly Plant US
MAT-763712,F-12-2,4759,KANBAN-00148,Engine Plant DE,Assembly Plant US
MAT-351321,C-26-3,3575,KANBAN-00149,Engine Plant DE,Assembly Plant US
MAT-566966,C-07-2,71,KANBAN-00150,Engine Plant DE,Assembly Plant US
