Werk,Anlagennummer,Anlagenbezeichnung,Kostenstelle,Anschaffungswert,Hersteller
P1060,000070000373,Overhead Gantry Loader,CC-4874,118170.76,KUKA AG
P1060,000070000374,Paint Application Robot,CC-4874,215855.35,Mazak
P1060,000070000375,Hydraulic Press,CC-4874,210533.43,HAAS AUTOMATION
P1060,000070000376,Laser Welding Cell,CC-4873,214364.97,KUKA
P1060,000070000377,Palletizing Robot,CC-4874,126026.10,Mazak
P1060,000070000378,Coil Winding Machine,CC-4873,128609.18,DMG MORI
P1060,000070000379,,CC-4876,56133.16,Dematic
P1060,000070000380,Automated Guided Vehicle,CC-4874,66234.54,Mazak Corporation
P1060,000070000381,Assembly Torque Wrench Station,CC-4875,26989.59,Haas Automation
P1060,000070000382,Induction Heating Unit,CC-4873,52393.16,Lincoln Electric
P1060,000070000383,Hydraulic Press,CC-4876,361799.84,DMG MORI
P1060,000070000384,Coil Winding Machine,,84948.33,HAAS AUTOMATION
P1060,000070000385,Conveyor System,CC-4876,103087.54,KUKA AG
P1060,000070000386,Wheel Alignment Rig,CC-4876,48100.68,KUKA AG
P1060,000070000387,Final Functional Test Bench,CC-4875,173836.72,Bosch Rexroth
P1060,000070000388,CNC Machining Center,CC-4873,332852.46,Atlas Copco
P1060,000070000389,Screw Fastening Station,CC-4874,23387.08,Yaskawa Motoman
P1060,000070000390,Induction Heating Unit,CC-4873,67179.48,KUKA AG
P1060,000070000391,Torque Application Unit,CC-4873,36586.09,KUKA
P1060,000070000392,Wheel Alignment Rig,CC-4873,42204.81,MAZAK CORPORATION
P1060,000070000393,Conveyor System,CC-4875,90806.31,FANUC
P1060,000070000394,Overhead Gantry Loader,CC-4874,172447.20,ABB Robotics
P1060,000070000395,Paint Application Robot,CC-4876,274569.39,Yaskawa Motoman
P1060,000070000396,Conveyor System,CC-4874,99772.45,KUKA AG
P1060,000070000397,Palletizing Robot,CC-4875,139302.17,ABB Robotics
P1060,000070000398,Coil Winding Machine,CC-4873,145461.61,Siemens AG
P1060,000070000399,Riveting Station,CC-4875,64321.55,Yaskawa Motoman
P1060,000070000400,Automated Guided Vehicle,CC-4873,42102.48,ABB Robotics
P1060,000070000401,Dimensional Measurement Arm,CC-4874,82885.24,LINCOLN ELECTRIC
P1060,000070000402,Leak Test Station,CC-4873,49601.11,KUKA AG
P1060,000070000403,Stamping Press,CC-4876,413757.61,FANUC Corporation
P1060,000070000404,Stamping Press,CC-4875,760934.93,KUKA AG
P1060,000070000405,CNC Machining Center,CC-4874,303577.68,Miller Electric
P1060,000070000406,Assembly Torque Wrench Station,CC-4876,10998.15,Miller Electric
P1060,000070000407,Induction Heating Unit,CC-4875,89355.74,Miller Electric
P1060,000070000408,Wheel Alignment Rig,CC-4874,41998.26,Lincoln
P1060,000070000409,Vision Inspection Station,CC-4876,67199.89,ABB Robotics
P1060,000070000410,Final Functional Test Bench,CC-4874,100821.00,Haas Automation
P1060,000070000411,Overhead Gantry Loader,CC-4873,63798.47,Comau
P1060,000070000412,Adhesive Dispensing Unit,CC-4875,40175.19,ABB Robotics
P1060,000070000413,Final Functional Test Bench,CC-4874,185996.57,KUKA AG
P1060,000070000414,Hydraulic Press,CC-4875,155268.71,Dematic
P1060,000070000415,Palletizing Robot,CC-4874,140002.73,ABB
P1060,000070000416,Dimensional Measurement Arm,CC-4874,141660.44,KUKA AG
P1060,000070000417,Screw Fastening Station,CC-4873,18908.10,KUKA AG
P1060,000070000418,Injection Molding Machine,CC-4876,340076.88,Yaskawa Motoman
P1060,000070000419,Conveyor System,CC-4875,122322.92,Yaskawa Motoman
P1060,000070000420,Robotic Welding Cell,CC-4875,255264.59,FANUC Corporation
P1060,000070000421,Leak Test Station,CC-4876,24982.04,Dematic
P1060,000070000422,CNC Machining Center,CC-4875,261435.77,Haas Automation
P1060,000070000423,Robotic Welding Cell,CC-4875,264922.81,Dematic
P1060,000070000424,Overhead Gantry Loader,CC-4876,137548.68,KUKA AG
P1060,000070000425,Hydraulic Press,CC-4876,351805.71,ABB
P1060,000070000426,,CC-4875,32583.30,Schuler
P1060,000070000427,Laser Welding Cell,CC-4873,239460.81,BOSCH REXROTH
P1060,000070000428,Vision Inspection Station,CC-4874,83757.35,Miller
P1060,000070000429,Assembly Torque Wrench Station,CC-4873,15187.38,Schneider Electric
P1060,000070000430,Laser Welding Cell,CC-4874,371255.94,INGERSOLL RAND
P1060,000070000431,Injection Molding Machine,CC-4874,466342.11,Comau
P1060,000070000432,Robotic Welding Cell,CC-4876,178147.30,yaskawa motoman
P1060,000070000433,Paint Application Robot,CC-4875,190707.59,KUKA AG
P1060,000070000434,Coil Winding Machine,CC-4873,93461.99,Lincoln Electric
P1060,000070000435,Laser Welding Cell,CC-4875,292485.89,FANUC
P1060,000070000436,Wheel Alignment Rig,CC-4874,62308.18,Kuka Ag
P1060,000070000437,Hydraulic Press,CC-4873,264605.16,ABB Robotics
P1060,000070000438,Coil Winding Machine,CC-4875,150189.23,KUKA
P1060,000070000439,Injection Molding Machine,CC-4874,468682.57,Ingersoll
P1060,000070000440,Robotic Welding Cell,CC-4874,244413.62,KUKA
P1060,000070000441,Battery Pack Assembly Cell,CC-4874,306018.22,KUKA
P1060,000070000442,Screw Fastening Station,CC-4875,26860.00,KUKA AG
P1060,000070000443,Dimensional Measurement Arm,CC-4873,85730.46,Abb Robotics
P1060,000070000444,Robotic Welding Cell,CC-4875,273359.17,FANUC Corporation
P1060,000070000445,Adhesive Dispensing Unit,CC-4876,80071.75,KUKA AG
P1060,000070000446,Conveyor System,CC-4874,126561.40,kuka ag
P1060,000070000447,Injection Molding Machine,CC-4874,474550.58,ABB Robotics
P1060,000070000448,Battery Pack Assembly Cell,CC-4873,512620.47,KUKA
P1060,000070000449,Overhead Gantry Loader,,63412.94,Carl Zeiss Industrial Metrology
P1060,000070000450,Riveting Station,CC-4876,32577.11,Mazak Corporation
P1060,000070000451,Robotic Welding Cell,CC-4876,217478.13,FANUC
P1060,000070000452,Automated Guided Vehicle,CC-4874,40470.58,AIDA Engineering
P1060,000070000453,Conveyor System,CC-4876,131098.86,Yaskawa Motoman
P1060,000070000454,Hydraulic Press,CC-4876,331632.56,KUKA
P1060,000070000455,Robotic Welding Cell,CC-4875,264893.71,KUKA AG
P1060,000070000456,CNC Machining Center,CC-4874,223269.40,Fives Group
P1060,000070000457,Leak Test Station,CC-4875,24159.76,ABB Robotics
P1060,000070000458,Robotic Welding Cell,CC-4874,270354.87,Dematic
P1060,000070000459,Adhesive Dispensing Unit,CC-4876,58936.37,KUKA AG
P1060,000070000460,Overhead Gantry Loader,CC-4874,93216.25,siemens ag
P1060,000070000461,Ultrasonic Welding Station,CC-4874,62515.57,ABB Robotics
P1060,000070000462,Ultrasonic Welding Station,CC-4874,56704.19,ABB
P1060,000070000463,,CC-4874,304422.40,KUKA AG
P1060,000070000464,Automated Guided Vehicle,CC-4873,115602.26,DMG MORI
P1060,000070000465,Adhesive Dispensing Unit,CC-4876,59100.96,KUKA AG
P1060,000070000466,Leak Test Station,CC-4873,62512.71,Haas Automation
P1060,000070000467,Stamping Press,CC-4874,679396.91,ABB Robotics
P1060,000070000468,Induction Heating Unit,CC-4876,77547.17,Mazak
P1060,000070000469,Vision Inspection Station,,29516.62,AIDA Engineering
P1060,000070000470,Battery Pack Assembly Cell,CC-4874,590728.10,Durr AG
P1060,000070000471,Conveyor System,CC-4873,86190.88,KUKA AG
P1060,000070000472,Assembly Torque Wrench Station,CC-4876,15627.53,DURR AG
P1060,000070000473,Screw Fastening Station,CC-4876,12326.09,KUKA AG
P1060,000070000474,,CC-4876,129356.08,FANUC
P1060,000070000475,Dimensional Measurement Arm,CC-4873,93598.00,Yaskawa Motoman
P1060,000070000476,Injection Molding Machine,CC-4876,232476.23,KUKA
P1060,000070000477,CNC Machining Center,CC-4873,215000.81,KUKA AG
P1060,000070000478,Wheel Alignment Rig,CC-4875,53946.71,ABB Robotics
P1060,000070000479,Final Functional Test Bench,CC-4876,70478.10,yaskawa motoman
P1060,000070000480,Assembly Torque Wrench Station,CC-4873,10165.86,Haas Automation
P1060,000070000481,Dimensional Measurement Arm,CC-4874,57411.23,KUKA
P1060,000070000482,Torque Application Unit,CC-4874,41454.19,Miller Electric
P1060,000070000483,Coil Winding Machine,CC-4876,125111.73,yaskawa motoman
P1060,000070000484,,CC-4873,598773.63,KUKA AG
P1060,000070000485,Palletizing Robot,CC-4874,162183.96,Haas Automation
P1060,000070000486,Battery Pack Assembly Cell,CC-4873,491948.32,Dematic
P1060,000070000487,Assembly Torque Wrench Station,CC-4876,34109.66,Yaskawa Motoman
P1060,000070000488,Torque Application Unit,CC-4874,26446.38,KUKA AG
P1060,000070000489,Battery Pack Assembly Cell,CC-4875,338609.09,MAZAK CORPORATION
P1060,000070000490,Assembly Torque Wrench Station,CC-4873,24221.24,ABB Robotics
P1060,000070000491,Hydraulic Press,CC-4873,139639.68,Eisenmann
P1060,000070000492,Leak Test Station,CC-4874,62098.68,Kuka Ag
P1060,000070000493,Laser Welding Cell,CC-4876,244481.71,KUKA
P1060,000070000494,Palletizing Robot,,131592.59,Mazak Corporation
P1060,000070000495,Wheel Alignment Rig,CC-4875,42707.68,ABB Robotics
P1060,000070000496,Adhesive Dispensing Unit,CC-4873,49198.20,FANUC Corporation
P1060,000070000497,Paint Application Robot,CC-4875,323920.37,MAZAK CORPORATION
P1060,000070000498,Vision Inspection Station,CC-4875,60268.67,Miller Electric
P1060,000070000499,Injection Molding Machine,CC-4875,274496.07,Ingersoll
P1060,000070000500,CNC Machining Center,CC-4875,423454.64,KUKA AG
P1060,000070000501,Ultrasonic Welding Station,CC-4874,64743.46,Schuler Group
P1060,000070000502,Automated Guided Vehicle,CC-4873,51842.92,ABB
P1060,000070000503,Adhesive Dispensing Unit,,80299.80,KUKA AG
P1060,000070000504,Paint Application Robot,CC-4875,228830.92,KUKA AG
P1060,000070000505,Riveting Station,CC-4875,39402.29,kuka ag
P1060,000070000506,Induction Heating Unit,CC-4875,74159.30,Durr
P1060,000070000507,Overhead Gantry Loader,CC-4874,158334.89,Carl
P1060,000070000508,Paint Application Robot,CC-4874,322722.98,FANUC CORPORATION
P1060,000070000509,Dimensional Measurement Arm,CC-4874,105665.95,Kuka Ag
P1060,000070000510,Dimensional Measurement Arm,CC-4873,73258.74,Yaskawa Motoman
P1060,000070000511,Vision Inspection Station,CC-4874,69524.72,yaskawa motoman
P1060,000070000512,Overhead Gantry Loader,CC-4873,98158.94,KUKA
P1060,000070000513,,CC-4875,361134.06,Lincoln Electric
P1060,000070000514,Riveting Station,CC-4874,35457.59,Kuka Ag
P1060,000070000515,Robotic Welding Cell,CC-4873,183583.29,FANUC
P1060,000070000516,Coil Winding Machine,CC-4875,160843.13,Rockwell Automation
P1060,000070000517,Screw Fastening Station,CC-4874,15846.46,KUKA
P1060,000070000518,Injection Molding Machine,CC-4873,224360.71,Mazak
P1060,000070000519,Final Functional Test Bench,CC-4876,113236.09,DMG MORI
P1060,000070000520,Assembly Torque Wrench Station,CC-4874,25149.69,ABB
P1060,000070000521,Induction Heating Unit,CC-4876,54786.96,KUKA
P1060,000070000522,Hydraulic Press,CC-4876,358659.67,Lincoln Electric
P1060,000070000523,Coil Winding Machine,,110007.00,KUKA
P1060,000070000524,Wheel Alignment Rig,CC-4874,41031.75,KUKA
P1060,000070000525,,CC-4874,67898.63,Mazak Corporation
P1060,000070000526,Torque Application Unit,CC-4875,34779.35,Yaskawa Motoman
P1060,000070000527,,CC-4875,47985.68,Yaskawa Motoman
P1060,000070000528,Overhead Gantry Loader,CC-4874,164019.90,Hexagon AB
P1060,000070000529,Riveting Station,CC-4876,54358.30,FANUC CORPORATION
P1060,000070000530,Adhesive Dispensing Unit,CC-4873,64080.03,AIDA Engineering
P1060,000070000531,Palletizing Robot,CC-4874,89717.20,Carl Zeiss Industrial Metrology
P1060,000070000532,Adhesive Dispensing Unit,CC-4876,87371.55,Dematic
P1060,000070000533,Overhead Gantry Loader,CC-4874,133722.83,KUKA
P1060,000070000534,Stamping Press,CC-4874,362774.30,ABB Robotics
P1060,000070000535,Laser Welding Cell,CC-4875,271003.16,Ingersoll Rand
P1060,000070000536,Wheel Alignment Rig,,41353.88,ABB Robotics
P1060,000070000537,Wheel Alignment Rig,CC-4876,78867.77,ABB Robotics
P1060,000070000538,Wheel Alignment Rig,CC-4876,49553.04,KUKA
P1060,000070000539,Adhesive Dispensing Unit,CC-4876,58406.74,ABB ROBOTICS
P1060,000070000540,Vision Inspection Station,CC-4874,43455.34,Ingersoll Rand
P1060,000070000541,Ultrasonic Welding Station,CC-4875,64232.80,Schuler
