Characteristic_No,Station_Ref,Value,UpperSpecLimit,LowerSpecLimit,ProcessCapability
K1175,S03,103.455,105.281,100.932,2.18
K1175,S03,102.385,105.281,100.932,2.18
K1176,S03,168.056,173.019,164.55,1.92
K1176,S03,168.441,173.019,164.55,1.92
K1177,S04,199.599,201.794,197.241,1.38
K1177,S04,199.036,201.794,197.241,1.38
K1178,S01,94.778,98.7,90.352,0.83
K1178,S01,93.635,98.7,90.352,0.83
K1178,S01,95.388,98.7,90.352,0.83
K1179,S01,53.589,55.024,52.635,2.1
K1179,S01,54.268,55.024,52.635,2.1
K1179,S01,53.555,55.024,52.635,2.1
K1179,S01,53.944,55.024,52.635,2.1
K1180,S02,181.16,183.705,178.034,1.71
K1180,S02,181.015,183.705,178.034,1.71
K1180,S02,180.55,183.705,178.034,1.71
K1181,S03,129.247,130.425,125.527,1.1
K1181,S03,127.674,130.425,125.527,1.1
K1181,S03,128.587,130.425,125.527,1.1
K1182,S03,89.531,91.961,86.518,1.64
K1182,S03,88.267,91.961,86.518,1.64
K1182,S03,90.036,91.961,86.518,1.64
K1183,S03,18.099,22.128,15.887,1.04
K1183,S03,19.973,22.128,15.887,1.04
K1183,S03,17.78,22.128,15.887,1.04
K1183,S03,17.354,22.128,15.887,1.04
K1183,S03,19.665,22.128,15.887,1.04
K1184,S04,150.71,152.191,148.725,1.36
K1184,S04,149.993,152.191,148.725,1.36
K1184,S04,150.678,152.191,148.725,1.36
K1185,S04,11.922,16.136,8.917,0.96
K1185,S04,12.56,16.136,8.917,0.96
K1185,S04,11.575,16.136,8.917,0.96
K1185,S04,12.006,16.136,8.917,0.96
K1185,S04,14.209,16.136,8.917,0.96
K1186,S01,20.806,26.319,16.367,1.33
K1186,S01,20.585,26.319,16.367,1.33
K1186,S01,20.974,26.319,16.367,1.33
K1187,S01,50.673,54.187,45.326,2.16
K1187,S01,49.803,54.187,45.326,2.16
K1187,S01,49.653,54.187,45.326,2.16
K1187,S01,49.669,54.187,45.326,2.16
K1187,S01,50.118,54.187,45.326,2.16
K1188,S02,92.679,98.786,88.865,1.42
K1188,S02,95.418,98.786,88.865,1.42
K1188,S02,92.661,98.786,88.865,1.42
K1188,S02,92.499,98.786,88.865,1.42
K1188,S02,92.982,98.786,88.865,1.42
K1189,S02,86.493,89.131,81.396,1.14
K1189,S02,84.477,89.131,81.396,1.14
K1189,S02,85.507,89.131,81.396,1.14
K1189,S02,85.056,89.131,81.396,1.14
K1190,S03,115.417,117.491,113.316,1.44
K1190,S03,115.384,117.491,113.316,1.44
K1190,S03,115.416,117.491,113.316,1.44
K1190,S03,114.868,117.491,113.316,1.44
K1191,S03,106.022,110.105,100.786,1.66
K1191,S03,106.326,110.105,100.786,1.66
K1191,S03,105.288,110.105,100.786,1.66
K1191,S03,105.687,110.105,100.786,1.66
K1191,S03,103.703,110.105,100.786,1.66
K1192,S01,147.656,153.398,143.66,1.62
K1192,S01,149.852,153.398,143.66,1.62
K1193,S02,99.637,101.759,96.67,1.66
K1193,S02,99.157,101.759,96.67,1.66
K1193,S02,100.037,101.759,96.67,1.66
K1193,S02,98.947,101.759,96.67,1.66
K1194,S02,22.105,26.12,19.548,1.49
K1194,S02,22.021,26.12,19.548,1.49
K1194,S02,21.835,26.12,19.548,1.49
K1194,S02,22.021,26.12,19.548,1.49
K1195,S02,24.894,27.261,22.428,1.39
K1195,S02,25.011,27.261,22.428,1.39
K1195,S02,24.717,27.261,22.428,1.39
K1195,S02,23.911,27.261,22.428,1.39
K1196,S03,71.339,71.997,68.277,1.3
K1196,S03,69.981,71.997,68.277,1.3
K1196,S03,70.201,71.997,68.277,1.3
K1197,S03,16.601,19.004,14.24,0.99
K1197,S03,17.299,19.004,14.24,0.99
K1197,S03,15.819,19.004,14.24,0.99
K1197,S03,17.023,19.004,14.24,0.99
K1197,S03,18.909,19.004,14.24,0.99
K1198,S03,59.846,64.069,57.55,1.25
K1198,S03,60.261,64.069,57.55,1.25
