CharID,Station,Reading,USL,LSL
K1210,S04,157.297,161.451,153.114
K1210,S04,159.158,161.451,153.114
K1210,S04,157.439,161.451,153.114
K1210,S04,156.469,161.451,153.114
K1210,S04,157.105,161.451,153.114
K1211,S01,14.252,15.007,12.679
K1211,S01,13.763,15.007,12.679
K1211,S01,13.814,15.007,12.679
K1212,S01,200.173,201.919,197.714
K1212,S01,199.291,201.919,197.714
K1213,S02,25.893,26.99,24.723
K1213,S02,25.788,26.99,24.723
K1213,S02,25.867,26.99,24.723
K1213,S02,25.641,26.99,24.723
K1213,S02,25.613,26.99,24.723
K1214,S03,79.852,83.685,76.004
K1214,S03,80.004,83.685,76.004
K1214,S03,79.831,83.685,76.004
K1214,S03,80.488,83.685,76.004
K1214,S03,79.859,83.685,76.004
K1215,S04,64.275,65.029,63.13
K1215,S04,64.035,65.029,63.13
K1215,S04,64.154,65.029,63.13
K1215,S04,64.027,65.029,63.13
K1215,S04,64.088,65.029,63.13
K1216,S04,162.713,166.457,157.934
K1216,S04,161.952,166.457,157.934
K1216,S04,162.187,166.457,157.934
K1216,S04,161.097,166.457,157.934
K1217,S01,90.825,93.531,89.019
K1217,S01,91.454,93.531,89.019
K1217,S01,92.052,93.531,89.019
K1218,S02,93.13,99.126,89.691
K1218,S02,94.348,99.126,89.691
K1218,S02,94.233,99.126,89.691
K1219,S02,159.999,163.575,157.5
K1219,S02,160.915,163.575,157.5
K1220,S02,196.937,199.312,193.18
K1220,S02,196.054,199.312,193.18
K1220,S02,195.838,199.312,193.18
K1220,S02,195.24,199.312,193.18
K1220,S02,194.857,199.312,193.18
K1221,S03,116.15,117.155,114.409
K1221,S03,115.594,117.155,114.409
K1222,S01,9.867,15.092,6.22
K1222,S01,7.211,15.092,6.22
K1222,S01,10.492,15.092,6.22
K1222,S01,7.998,15.092,6.22
K1223,S01,178.651,181.665,175.029
K1223,S01,177.166,181.665,175.029
K1223,S01,178.077,181.665,175.029
K1223,S01,179.272,181.665,175.029
K1223,S01,178.192,181.665,175.029
K1224,S02,10.376,15.478,6.442
K1224,S02,9.58,15.478,6.442
K1224,S02,9.308,15.478,6.442
K1225,S02,110.829,114.06,105.239
K1225,S02,110.797,114.06,105.239
K1226,S03,134.243,136.993,130.884
K1226,S03,133.531,136.993,130.884
K1226,S03,133.648,136.993,130.884
K1227,S04,78.822,80.25,77.654
K1227,S04,79.627,80.25,77.654
K1227,S04,80.471,80.25,77.654
K1228,S04,128.214,129.622,127.199
K1228,S04,128.661,129.622,127.199
K1228,S04,128.64,129.622,127.199
K1228,S04,128.508,129.622,127.199
K1228,S04,128.282,129.622,127.199
K1229,S01,132.424,136.018,128.722
K1229,S01,131.949,136.018,128.722
K1229,S01,131.108,136.018,128.722
K1229,S01,133.098,136.018,128.722
K1229,S01,132.295,136.018,128.722
K1230,S01,91.417,95.201,89.34
K1230,S01,92.259,95.201,89.34
K1230,S01,92.062,95.201,89.34
K1231,S02,115.773,120.175,111.701
K1231,S02,115.559,120.175,111.701
K1231,S02,115.198,120.175,111.701
K1232,S03,88.31,88.917,87.66
K1232,S03,88.245,88.917,87.66
K1232,S03,88.305,88.917,87.66
K1233,S04,82.742,87.857,79.38
K1233,S04,81.035,87.857,79.38
K1233,S04,82.982,87.857,79.38
K1234,S01,34.484,35.275,34.035
K1234,S01,34.795,35.275,34.035
K1235,S01,121.25,125.664,119.199
K1235,S01,123.719,125.664,119.199
K1235,S01,123.795,125.664,119.199
K1235,S01,121.428,125.664,119.199
K1235,S01,123.68,125.664,119.199
K1236,S02,33.315,33.798,32.704
K1236,S02,33.182,33.798,32.704
K1236,S02,33.344,33.798,32.704
K1236,S02,33.082,33.798,32.704
K1236,S02,32.972,33.798,32.704
K1237,S02,28.103,29.851,26.25
K1237,S02,27.645,29.851,26.25
K1237,S02,27.354,29.851,26.25
K1237,S02,27.606,29.851,26.25
K1237,S02,27.345,29.851,26.25
K1238,S03,182.095,183.532,180.405
K1238,S03,182.253,183.532,180.405
K1238,S03,182.347,183.532,180.405
K1238,S03,181.586,183.532,180.405
K1238,S03,181.514,183.532,180.405
K1239,S03,103.826,109.232,99.53
K1239,S03,104.394,109.232,99.53
K1240,S01,96.349,98.466,93.585
K1240,S01,97.3,98.466,93.585
K1241,S01,92.704,93.625,91.556
K1241,S01,92.489,93.625,91.556
K1241,S01,92.634,93.625,91.556
K1242,S01,124.621,125.598,123.562
K1242,S01,124.666,125.598,123.562
K1242,S01,124.088,125.598,123.562
K1243,S02,35.757,40.175,30.977
K1243,S02,34.723,40.175,30.977
K1243,S02,35.659,40.175,30.977
K1244,S01,75.036,76.54,72.964
K1244,S01,74.721,76.54,72.964
K1244,S01,74.742,76.54,72.964
K1244,S01,74.383,76.54,72.964
K1245,S01,152.4,155.323,146.475
K1245,S01,146.413,155.323,146.475
K1246,S01,87.658,90.259,82.718
K1246,S01,86.306,90.259,82.718
K1247,S02,180.939,182.068,179.749
K1247,S02,181.101,182.068,179.749
K1248,S02,57.278,63.172,53.707
K1248,S02,58.102,63.172,53.707
K1248,S02,59.237,63.172,53.707
K1248,S02,59.531,63.172,53.707
K1248,S02,59.605,63.172,53.707
K1249,S02,87.953,90.473,82.771
K1249,S02,87.825,90.473,82.771
K1249,S02,86.222,90.473,82.771
K1250,S01,124.175,125.737,122.014
K1250,S01,124.454,125.737,122.014
K1251,S02,121.579,126.707,117.542
K1251,S02,121.638,126.707,117.542
K1251,S02,120.856,126.707,117.542
K1251,S02,121.343,126.707,117.542
K1252,S02,92.642,94.178,91.047
K1252,S02,92.458,94.178,91.047
K1253,S01,176.637,180.427,174.127
K1253,S01,177.335,180.427,174.127
K1253,S01,177.068,180.427,174.127
K1254,S01,108.086,108.617,106.674
K1254,S01,107.204,108.617,106.674
K1254,S01,107.901,108.617,106.674
K1254,S01,107.179,108.617,106.674
K1255,S01,175.724,177.166,174.787
K1255,S01,175.661,177.166,174.787
K1255,S01,175.914,177.166,174.787
K1255,S01,175.872,177.166,174.787
K1256,S02,74.202,76.214,72.003
K1256,S02,75.01,76.214,72.003
K1256,S02,73.933,76.214,72.003
K1257,S02,27.813,34.555,25.711
K1257,S02,31.563,34.555,25.711
K1257,S02,31.57,34.555,25.711
K1257,S02,29.324,34.555,25.711
K1258,S02,18.31,23.5,14.331
K1258,S02,17.908,23.5,14.331
K1258,S02,20.057,23.5,14.331
K1258,S02,20.236,23.5,14.331
K1259,S03,108.903,111.11,107.035
K1259,S03,108.895,111.11,107.035
K1259,S03,108.401,111.11,107.035
K1259,S03,109.512,111.11,107.035
K1260,S04,169.844,173.997,165.494
K1260,S04,171.202,173.997,165.494
K1260,S04,169.933,173.997,165.494
K1260,S04,170.352,173.997,165.494
K1260,S04,170.376,173.997,165.494
K1261,S04,154.502,155.273,153.13
K1261,S04,154.416,155.273,153.13
K1261,S04,154.329,155.273,153.13
K1261,S04,154.422,155.273,153.13
K1262,S04,101.571,104.87,96.303
K1262,S04,99.842,104.87,96.303
K1262,S04,101.01,104.87,96.303
K1262,S04,99.671,104.87,96.303
K1263,S01,157.222,159.5,153.512
K1263,S01,156.793,159.5,153.512
K1264,S02,46.911,50.303,46.666
K1264,S02,48.646,50.303,46.666
K1264,S02,47.793,50.303,46.666
K1264,S02,49.134,50.303,46.666
K1265,S02,197.397,200.696,192.582
K1265,S02,195.728,200.696,192.582
K1266,S02,168.776,173.763,164.154
K1266,S02,170.271,173.763,164.154
K1267,S03,121.542,124.566,118.906
K1267,S03,121.425,124.566,118.906
K1268,S03,108.855,109.428,107.721
K1268,S03,108.587,109.428,107.721
K1269,S01,185.791,187.073,184.074
K1269,S01,185.292,187.073,184.074
K1270,S02,193.926,196.997,189.89
K1270,S02,193.923,196.997,189.89
K1270,S02,193.822,196.997,189.89
K1271,S02,139.355,139.925,138.663
K1271,S02,139.525,139.925,138.663
K1271,S02,139.362,139.925,138.663
K1272,S03,83.707,85.366,81.529
K1272,S03,83.843,85.366,81.529
K1273,S03,25.461,29.694,20.661
K1273,S03,25.702,29.694,20.661
K1274,S04,99.956,102.127,97.423
K1274,S04,99.951,102.127,97.423
K1275,S04,64.471,66.848,62.722
K1275,S04,65.041,66.848,62.722
K1275,S04,63.512,66.848,62.722
K1275,S04,66.347,66.848,62.722
K1275,S04,64.174,66.848,62.722
K1276,S04,191.457,196.166,186.405
K1276,S04,191.257,196.166,186.405
K1276,S04,191.63,196.166,186.405
K1276,S04,190.717,196.166,186.405
K1277,S01,29.663,31.842,28.295
K1277,S01,29.786,31.842,28.295
K1277,S01,29.3,31.842,28.295
K1277,S01,28.99,31.842,28.295
K1278,S02,40.137,42.265,37.988
K1278,S02,39.885,42.265,37.988
K1278,S02,39.751,42.265,37.988
K1278,S02,41.269,42.265,37.988
K1279,S01,26.914,28.736,21.547
K1279,S01,25.422,28.736,21.547
K1279,S01,24.662,28.736,21.547
K1279,S01,25.943,28.736,21.547
K1279,S01,26.658,28.736,21.547
K1280,S02,50.123,51.129,48.682
K1280,S02,50.276,51.129,48.682
K1280,S02,49.534,51.129,48.682
K1280,S02,49.995,51.129,48.682
K1280,S02,49.774,51.129,48.682
K1281,S03,60.344,63.157,57.876
K1281,S03,60.778,63.157,57.876
K1281,S03,60.506,63.157,57.876
K1281,S03,60.675,63.157,57.876
K1282,S03,32.067,34.158,29.988
K1282,S03,31.173,34.158,29.988
K1282,S03,32.294,34.158,29.988
K1283,S03,117.264,119.771,116.798
K1283,S03,118.727,119.771,116.798
K1284,S04,19.578,21.859,16.735
K1284,S04,20.976,21.859,16.735
K1285,S01,25.976,30.784,23.448
K1285,S01,28.159,30.784,23.448
K1285,S01,27.128,30.784,23.448
K1285,S01,26.778,30.784,23.448
K1285,S01,27.229,30.784,23.448
K1286,S02,30.464,34.563,29.979
K1286,S02,32.599,34.563,29.979
K1286,S02,33.636,34.563,29.979
K1286,S02,32.319,34.563,29.979
K1287,S03,194.418,195.633,190.895
K1287,S03,192.777,195.633,190.895
K1287,S03,193.23,195.633,190.895
K1287,S03,193.551,195.633,190.895
K1287,S03,193.151,195.633,190.895
K1288,S03,12.965,20.046,12.438
K1288,S03,18.093,20.046,12.438
K1289,S03,39.472,40.102,37.482
K1289,S03,38.81,40.102,37.482
K1289,S03,38.864,40.102,37.482
K1289,S03,38.46,40.102,37.482
K1289,S03,38.505,40.102,37.482
K1290,S01,153.165,157.678,147.76
K1290,S01,152.68,157.678,147.76
K1290,S01,153.906,157.678,147.76
K1290,S01,152.777,157.678,147.76
K1291,S02,146.716,150.284,143.574
K1291,S02,146.082,150.284,143.574
K1291,S02,146.892,150.284,143.574
K1291,S02,146.092,150.284,143.574
K1291,S02,145.231,150.284,143.574
K1292,S02,95.504,97.772,93.469
K1292,S02,96.04,97.772,93.469
K1292,S02,95.654,97.772,93.469
K1292,S02,95.218,97.772,93.469
K1292,S02,95.29,97.772,93.469
K1293,S02,142.479,147.298,138.172
K1293,S02,142.469,147.298,138.172
K1293,S02,143.041,147.298,138.172
K1293,S02,142.617,147.298,138.172
K1293,S02,143.614,147.298,138.172
K1294,S03,49.019,51.539,45.684
K1294,S03,49.048,51.539,45.684
K1294,S03,48.781,51.539,45.684
K1294,S03,48.79,51.539,45.684
K1295,S03,110.545,113.756,106.723
K1295,S03,111.015,113.756,106.723
K1295,S03,110.754,113.756,106.723
K1295,S03,109.993,113.756,106.723
K1295,S03,110.093,113.756,106.723
K1296,S03,15.876,20.356,10.478
K1296,S03,15.403,20.356,10.478
K1296,S03,12.996,20.356,10.478
K1297,S04,110.143,111.953,107.746
K1297,S04,109.457,111.953,107.746
K1298,S04,19.38,20.837,14.961
K1298,S04,17.946,20.837,14.961
K1298,S04,19.043,20.837,14.961
K1298,S04,17.917,20.837,14.961
K1299,S01,136.489,138.27,130.745
K1299,S01,135.819,138.27,130.745
K1299,S01,135.982,138.27,130.745
K1299,S01,136.165,138.27,130.745
K1299,S01,135.356,138.27,130.745
K1300,S02,115.603,117.201,112.303
K1300,S02,114.949,117.201,112.303
K1301,S02,102.728,105.319,101.351
K1301,S02,103.165,105.319,101.351
K1301,S02,103.404,105.319,101.351
K1302,S01,145.971,147.898,143.178
K1302,S01,145.552,147.898,143.178
K1303,S01,161.572,166.901,156.904
K1303,S01,162.818,166.901,156.904
K1304,S02,180.245,183.762,177.779
K1304,S02,180.719,183.762,177.779
K1304,S02,180.301,183.762,177.779
K1304,S02,181.443,183.762,177.779
K1305,S03,71.024,73.695,67.207
K1305,S03,70.658,73.695,67.207
K1305,S03,69.302,73.695,67.207
K1305,S03,69.88,73.695,67.207
K1306,S01,24.163,26.182,23.866
K1306,S01,25.167,26.182,23.866
K1306,S01,25.459,26.182,23.866
K1306,S01,25.069,26.182,23.866
K1307,S01,186.979,191.315,184.109
K1307,S01,186.099,191.315,184.109
K1307,S01,191.036,191.315,184.109
K1307,S01,186.714,191.315,184.109
K1308,S02,47.418,48.877,45.063
K1308,S02,47.12,48.877,45.063
K1308,S02,46.817,48.877,45.063
K1308,S02,47.729,48.877,45.063
K1309,S02,143.79,146.582,141.302
K1309,S02,144.429,146.582,141.302
K1309,S02,144.068,146.582,141.302
K1309,S02,145.365,146.582,141.302
K1310,S01,184.843,188.525,180.809
K1310,S01,184.682,188.525,180.809
K1311,S01,156.66,161.513,152.538
K1311,S01,158.125,161.513,152.538
K1311,S01,156.106,161.513,152.538
K1311,S01,156.058,161.513,152.538
K1312,S01,106.553,111.034,103.7
K1312,S01,107.474,111.034,103.7
K1312,S01,107.346,111.034,103.7
K1312,S01,108.0,111.034,103.7
K1312,S01,107.377,111.034,103.7
K1313,S02,196.822,199.153,192.974
K1313,S02,196.595,199.153,192.974
K1313,S02,197.47,199.153,192.974
K1313,S02,195.378,199.153,192.974
K1313,S02,195.826,199.153,192.974
K1314,S03,89.435,91.794,85.393
K1314,S03,87.99,91.794,85.393
K1314,S03,88.588,91.794,85.393
K1314,S03,88.533,91.794,85.393
K1314,S03,89.255,91.794,85.393
K1315,S01,125.683,128.127,123.355
K1315,S01,125.863,128.127,123.355
K1315,S01,125.572,128.127,123.355
K1315,S01,125.717,128.127,123.355
K1316,S01,16.393,18.795,13.763
K1316,S01,17.393,18.795,13.763
K1317,S02,168.717,170.998,168.354
K1317,S02,169.899,170.998,168.354
K1317,S02,169.814,170.998,168.354
K1317,S02,170.434,170.998,168.354
K1318,S03,158.526,161.064,155.977
K1318,S03,158.609,161.064,155.977
K1318,S03,158.329,161.064,155.977
K1318,S03,157.821,161.064,155.977
K1318,S03,158.806,161.064,155.977
K1319,S04,25.304,26.305,22.514
K1319,S04,24.023,26.305,22.514
K1319,S04,24.776,26.305,22.514
K1319,S04,24.049,26.305,22.514
K1319,S04,25.875,26.305,22.514
K1320,S04,23.341,24.627,21.649
K1320,S04,23.453,24.627,21.649
K1320,S04,23.064,24.627,21.649
K1320,S04,23.056,24.627,21.649
K1320,S04,23.548,24.627,21.649
K1321,S01,48.845,51.837,42.885
K1321,S01,47.313,51.837,42.885
K1321,S01,47.825,51.837,42.885
K1322,S02,54.074,55.444,52.738
K1322,S02,53.808,55.444,52.738
K1322,S02,53.954,55.444,52.738
K1322,S02,53.497,55.444,52.738
K1322,S02,54.009,55.444,52.738
K1323,S03,170.306,171.557,169.035
K1323,S03,170.266,171.557,169.035
K1323,S03,170.249,171.557,169.035
K1323,S03,170.753,171.557,169.035
K1324,S03,160.916,163.472,158.046
K1324,S03,160.902,163.472,158.046
K1324,S03,161.061,163.472,158.046
K1324,S03,161.349,163.472,158.046
K1325,S01,144.513,147.783,140.885
K1325,S01,143.796,147.783,140.885
K1326,S02,27.908,28.626,19.335
K1326,S02,25.537,28.626,19.335
K1326,S02,26.739,28.626,19.335
K1327,S02,50.739,51.476,44.933
K1327,S02,47.308,51.476,44.933
K1327,S02,47.896,51.476,44.933
K1328,S02,97.851,99.479,96.585
K1328,S02,98.147,99.479,96.585
K1328,S02,98.171,99.479,96.585
K1329,S03,147.103,147.995,146.363
K1329,S03,147.076,147.995,146.363
K1329,S03,147.088,147.995,146.363
K1330,S03,181.943,182.963,180.478
K1330,S03,181.317,182.963,180.478
K1330,S03,181.608,182.963,180.478
K1330,S03,181.753,182.963,180.478
K1331,S03,19.402,21.517,16.665
K1331,S03,18.297,21.517,16.665
K1331,S03,18.576,21.517,16.665
K1331,S03,19.668,21.517,16.665
K1331,S03,20.388,21.517,16.665
K1332,S01,54.96,56.771,53.832
K1332,S01,54.861,56.771,53.832
K1332,S01,54.92,56.771,53.832
K1332,S01,55.355,56.771,53.832
K1332,S01,55.769,56.771,53.832
K1333,S01,110.589,115.877,107.121
K1333,S01,112.952,115.877,107.121
K1333,S01,112.673,115.877,107.121
K1333,S01,114.736,115.877,107.121
K1333,S01,108.185,115.877,107.121
K1334,S01,72.775,74.483,71.326
K1334,S01,73.223,74.483,71.326
K1334,S01,73.14,74.483,71.326
K1335,S02,51.444,52.497,50.673
K1335,S02,51.872,52.497,50.673
K1335,S02,51.413,52.497,50.673
K1335,S02,51.614,52.497,50.673
K1335,S02,51.464,52.497,50.673
K1336,S02,60.643,63.866,55.395
K1336,S02,60.429,63.866,55.395
K1336,S02,57.607,63.866,55.395
K1337,S02,186.011,193.15,185.829
K1337,S02,188.513,193.15,185.829
K1338,S03,151.832,154.139,148.725
K1338,S03,152.605,154.139,148.725
K1338,S03,151.803,154.139,148.725
K1338,S03,151.649,154.139,148.725
K1339,S03,108.395,110.317,105.328
K1339,S03,108.018,110.317,105.328
K1340,S01,34.451,35.648,33.425
K1340,S01,34.79,35.648,33.425
K1340,S01,34.437,35.648,33.425
K1340,S01,34.583,35.648,33.425
K1341,S02,98.96,100.19,98.045
K1341,S02,99.128,100.19,98.045
K1342,S02,133.474,135.899,131.641
K1342,S02,134.181,135.899,131.641
K1343,S01,197.438,201.84,193.571
K1343,S01,198.168,201.84,193.571
K1344,S01,21.149,22.658,20.404
K1344,S01,21.394,22.658,20.404
K1344,S01,22.204,22.658,20.404
K1345,S01,43.709,47.512,41.921
K1345,S01,42.076,47.512,41.921
K1345,S01,44.446,47.512,41.921
K1346,S02,38.308,41.433,36.827
K1346,S02,37.752,41.433,36.827
K1346,S02,38.763,41.433,36.827
K1346,S02,39.228,41.433,36.827
K1347,S02,179.156,179.689,178.614
K1347,S02,179.505,179.689,178.614
K1348,S02,96.658,101.182,92.046
K1348,S02,96.013,101.182,92.046
K1348,S02,96.61,101.182,92.046
K1348,S02,94.914,101.182,92.046
K1348,S02,96.61,101.182,92.046
K1349,S03,190.636,193.921,188.416
K1349,S03,192.83,193.921,188.416
K1350,S03,25.526,26.575,24.375
K1350,S03,25.005,26.575,24.375
K1350,S03,25.592,26.575,24.375
K1351,S03,16.56,18.351,15.833
K1351,S03,17.67,18.351,15.833
K1351,S03,17.222,18.351,15.833
K1352,S01,196.881,198.239,194.675
K1352,S01,196.288,198.239,194.675
K1352,S01,196.389,198.239,194.675
K1352,S01,196.738,198.239,194.675
K1353,S02,136.326,141.744,133.426
K1353,S02,135.737,141.744,133.426
K1353,S02,136.993,141.744,133.426
K1354,S02,102.275,104.392,99.23
K1354,S02,102.232,104.392,99.23
K1355,S02,41.592,44.072,37.163
K1355,S02,40.343,44.072,37.163
K1355,S02,40.913,44.072,37.163
K1355,S02,40.858,44.072,37.163
K1356,S01,150.861,156.568,147.187
K1356,S01,153.85,156.568,147.187
K1356,S01,151.975,156.568,147.187
K1356,S01,151.457,156.568,147.187
K1357,S02,119.535,125.23,116.856
K1357,S02,121.471,125.23,116.856
K1357,S02,121.912,125.23,116.856
K1357,S02,123.442,125.23,116.856
K1358,S02,128.127,130.165,125.281
K1358,S02,126.482,130.165,125.281
K1359,S01,165.361,169.663,164.068
K1359,S01,169.202,169.663,164.068
K1359,S01,165.373,169.663,164.068
K1360,S01,122.779,123.419,122.059
K1360,S01,122.423,123.419,122.059
K1360,S01,122.44,123.419,122.059
K1361,S02,151.484,153.413,144.595
K1361,S02,148.697,153.413,144.595
K1362,S03,170.142,171.1,169.082
K1362,S03,170.074,171.1,169.082
K1362,S03,170.335,171.1,169.082
K1362,S03,169.935,171.1,169.082
K1363,S03,140.151,141.222,138.227
K1363,S03,139.302,141.222,138.227
K1363,S03,140.042,141.222,138.227
K1363,S03,139.783,141.222,138.227
K1363,S03,139.985,141.222,138.227
K1364,S03,147.433,148.241,146.598
K1364,S03,147.342,148.241,146.598
K1364,S03,147.56,148.241,146.598
K1364,S03,147.649,148.241,146.598
K1365,S01,107.071,107.654,106.598
K1365,S01,107.285,107.654,106.598
K1366,S01,15.705,16.74,13.509
K1366,S01,14.956,16.74,13.509
K1367,S02,14.192,15.3,7.961
K1367,S02,13.994,15.3,7.961
K1367,S02,13.175,15.3,7.961
K1367,S02,5.861,15.3,7.961
K1368,S02,113.98,116.663,109.41
K1368,S02,112.717,116.663,109.41
K1368,S02,114.43,116.663,109.41
K1368,S02,113.806,116.663,109.41
K1369,S01,78.391,78.999,72.303
K1369,S01,75.853,78.999,72.303
K1369,S01,75.321,78.999,72.303
K1369,S01,72.709,78.999,72.303
K1370,S01,143.988,145.09,142.084
K1370,S01,144.074,145.09,142.084
K1371,S02,100.652,103.664,95.259
K1371,S02,98.555,103.664,95.259
K1372,S03,101.681,106.184,97.529
K1372,S03,100.698,106.184,97.529
K1372,S03,99.268,106.184,97.529
K1372,S03,101.605,106.184,97.529
K1373,S01,103.986,107.86,99.056
K1373,S01,103.395,107.86,99.056
K1373,S01,103.53,107.86,99.056
K1374,S01,150.829,152.624,149.945
K1374,S01,151.256,152.624,149.945
K1375,S01,71.496,75.933,68.07
K1375,S01,72.086,75.933,68.07
K1375,S01,70.949,75.933,68.07
K1376,S02,39.21,43.443,38.675
K1376,S02,40.87,43.443,38.675
K1377,S02,169.867,170.642,168.062
K1377,S02,169.34,170.642,168.062
K1377,S02,169.027,170.642,168.062
K1378,S03,23.511,25.268,22.793
K1378,S03,24.497,25.268,22.793
K1378,S03,23.972,25.268,22.793
K1378,S03,23.95,25.268,22.793
K1379,S03,38.386,40.743,34.738
K1379,S03,36.957,40.743,34.738
K1379,S03,38.021,40.743,34.738
K1380,S03,150.691,153.482,146.643
K1380,S03,150.088,153.482,146.643
K1380,S03,149.589,153.482,146.643
K1380,S03,149.719,153.482,146.643
K1380,S03,151.355,153.482,146.643
K1381,S01,192.946,195.949,188.745
K1381,S01,192.411,195.949,188.745
K1381,S01,191.372,195.949,188.745
K1381,S01,192.348,195.949,188.745
K1381,S01,191.247,195.949,188.745
K1382,S02,121.792,125.008,119.574
K1382,S02,121.895,125.008,119.574
K1383,S02,11.646,12.977,10.131
K1383,S02,11.473,12.977,10.131
K1383,S02,11.793,12.977,10.131
K1383,S02,11.75,12.977,10.131
K1384,S03,126.957,128.907,124.933
K1384,S03,127.019,128.907,124.933
K1384,S03,127.148,128.907,124.933
K1385,S03,17.08,21.242,14.058
K1385,S03,17.765,21.242,14.058
K1386,S03,146.795,147.784,143.422
K1386,S03,146.132,147.784,143.422
K1386,S03,144.827,147.784,143.422
K1386,S03,144.593,147.784,143.422
K1387,S04,35.449,35.929,34.925
K1387,S04,35.185,35.929,34.925
K1387,S04,35.428,35.929,34.925
K1387,S04,35.591,35.929,34.925
K1387,S04,35.516,35.929,34.925
K1388,S01,102.263,107.441,99.214
K1388,S01,103.612,107.441,99.214
K1388,S01,104.187,107.441,99.214
K1388,S01,102.989,107.441,99.214
K1389,S01,147.756,153.392,143.936
K1389,S01,148.952,153.392,143.936
K1389,S01,149.841,153.392,143.936
K1390,S02,75.901,78.201,74.061
K1390,S02,76.306,78.201,74.061
K1391,S03,9.977,14.708,7.586
K1391,S03,9.733,14.708,7.586
K1391,S03,10.909,14.708,7.586
K1391,S03,10.175,14.708,7.586
K1392,S01,119.423,121.188,118.06
K1392,S01,118.95,121.188,118.06
K1392,S01,118.841,121.188,118.06
K1393,S01,165.59,169.663,162.252
K1393,S01,167.174,169.663,162.252
K1393,S01,165.928,169.663,162.252
K1393,S01,165.684,169.663,162.252
K1394,S01,35.931,39.635,32.425
K1394,S01,35.073,39.635,32.425
K1394,S01,36.671,39.635,32.425
K1394,S01,35.352,39.635,32.425
K1395,S02,117.161,118.122,116.209
K1395,S02,117.305,118.122,116.209
K1395,S02,117.456,118.122,116.209
K1395,S02,117.319,118.122,116.209
K1395,S02,117.353,118.122,116.209
K1396,S02,30.1,30.737,29.437
K1396,S02,30.191,30.737,29.437
K1397,S02,42.895,46.295,39.983
K1397,S02,43.32,46.295,39.983
K1397,S02,42.613,46.295,39.983
K1398,S01,127.442,129.196,125.833
K1398,S01,127.322,129.196,125.833
K1398,S01,127.851,129.196,125.833
K1398,S01,127.617,129.196,125.833
K1399,S01,182.349,186.357,176.588
K1399,S01,181.695,186.357,176.588
K1399,S01,182.829,186.357,176.588
K1400,S02,30.137,33.432,27.019
K1400,S02,30.246,33.432,27.019
K1400,S02,31.546,33.432,27.019
K1401,S01,54.003,54.639,53.422
K1401,S01,53.721,54.639,53.422
K1401,S01,53.911,54.639,53.422
K1401,S01,54.262,54.639,53.422
K1401,S01,53.718,54.639,53.422
K1402,S01,17.45,21.463,15.112
K1402,S01,18.544,21.463,15.112
K1402,S01,19.302,21.463,15.112
K1402,S01,19.276,21.463,15.112
K1403,S02,88.141,90.096,86.078
K1403,S02,88.074,90.096,86.078
K1403,S02,88.167,90.096,86.078
K1404,S02,134.128,136.669,131.719
K1404,S02,133.832,136.669,131.719
K1404,S02,134.186,136.669,131.719
K1404,S02,134.338,136.669,131.719
K1405,S02,109.369,115.192,106.589
K1405,S02,110.978,115.192,106.589
K1405,S02,110.607,115.192,106.589
K1405,S02,110.252,115.192,106.589
K1405,S02,109.901,115.192,106.589
K1406,S03,77.791,82.598,73.176
K1406,S03,77.52,82.598,73.176
K1406,S03,77.854,82.598,73.176
K1406,S03,77.302,82.598,73.176
K1407,S03,188.07,191.576,184.541
K1407,S03,187.923,191.576,184.541
K1407,S03,187.282,191.576,184.541
K1407,S03,187.629,191.576,184.541
K1408,S01,68.187,70.775,65.629
K1408,S01,68.615,70.775,65.629
K1408,S01,67.817,70.775,65.629
K1408,S01,67.826,70.775,65.629
K1408,S01,67.931,70.775,65.629
K1409,S02,24.96,27.049,22.745
K1409,S02,24.337,27.049,22.745
K1409,S02,25.316,27.049,22.745
K1409,S02,25.707,27.049,22.745
K1409,S02,25.654,27.049,22.745
K1410,S02,104.885,109.292,100.805
K1410,S02,105.615,109.292,100.805
K1411,S01,156.965,161.577,153.729
K1411,S01,157.065,161.577,153.729
K1411,S01,158.441,161.577,153.729
K1411,S01,158.429,161.577,153.729
K1412,S02,125.996,127.453,124.209
K1412,S02,126.069,127.453,124.209
K1412,S02,124.686,127.453,124.209
K1413,S01,37.387,40.269,34.377
K1413,S01,36.935,40.269,34.377
K1414,S02,194.738,197.016,192.306
K1414,S02,195.493,197.016,192.306
K1415,S02,53.559,54.959,48.744
K1415,S02,52.32,54.959,48.744
K1416,S02,111.276,115.793,110.08
K1416,S02,112.048,115.793,110.08
K1416,S02,112.442,115.793,110.08
K1416,S02,113.308,115.793,110.08
K1417,S03,58.855,61.258,55.673
K1417,S03,57.142,61.258,55.673
K1417,S03,58.681,61.258,55.673
K1417,S03,58.308,61.258,55.673
K1417,S03,59.046,61.258,55.673
K1418,S03,71.745,75.345,68.563
K1418,S03,72.778,75.345,68.563
K1418,S03,72.384,75.345,68.563
K1419,S03,49.201,53.43,47.934
K1419,S03,49.343,53.43,47.934
K1420,S04,27.959,32.933,23.126
K1420,S04,28.382,32.933,23.126
K1420,S04,29.235,32.933,23.126
K1421,S04,66.148,69.911,63.969
K1421,S04,66.879,69.911,63.969
K1421,S04,67.773,69.911,63.969
K1421,S04,66.674,69.911,63.969
K1421,S04,67.492,69.911,63.969
