PartNo,Bin,OnHandQty,IssuingPlant,ReceivingPlant
MAT-135998,C-17-4,4469,Seating & Interior Plant PL,Assembly Plant DE
MAT-954693,D-15-4,3302,Seating & Interior Plant PL,Assembly Plant DE
MAT-956469,E-08-4,690,Seating & Interior Plant PL,Assembly Plant DE
MAT-630069,G-15-5,3905,Seating & Interior Plant PL,Assembly Plant DE
MAT-770389,F-08-2,4271,Seating & Interior Plant PL,Assembly Plant DE
MAT-262828,H-27-5,3299,Seating & Interior Plant PL,Assembly Plant DE
MAT-898736,C-13-2,4245,Seating & Interior Plant PL,Assembly Plant DE
MAT-294689,C-04-3,3856,Seating & Interior Plant PL,Assembly Plant DE
MAT-724787,A-08-3,2212,Seating & Interior Plant PL,Assembly Plant DE
MAT-782811,F-09-4,1874,Seating & Interior Plant PL,Assembly Plant DE
MAT-307399,B-26-5,1679,Seating & Interior Plant PL,Assembly Plant DE
MAT-470816,F-06-5,2176,Seating & Interior Plant PL,Assembly Plant DE
MAT-646257,D-04-2,4570,Seating & Interior Plant PL,Assembly Plant DE
MAT-649712,F-06-4,1812,Seating & Interior Plant PL,Assembly Plant DE
MAT-937665,H-21-5,2974,Seating & Interior Plant PL,Assembly Plant DE
MAT-417194,A-21-1,1319,Seating & Interior Plant PL,Assembly Plant DE
MAT-570118,E-15-2,4622,Seating & Interior Plant PL,Assembly Plant DE
MAT-435721,C-25-1,4353,Seating & Interior Plant PL,Assembly Plant DE
MAT-424991,F-17-1,835,Seating & Interior Plant PL,Assembly Plant DE
MAT-896365,E-04-5,4861,Seating & Interior Plant PL,Assembly Plant DE
MAT-649953,F-25-3,4800,Seating & Interior Plant PL,Assembly Plant DE
MAT-471086,F-27-3,3002,Seating & Interior Plant PL,Assembly Plant DE
MAT-131968,A-14-2,1045,Seating & Interior Plant PL,Assembly Plant DE
MAT-698848,A-17-5,3536,Seating & Interior Plant PL,Assembly Plant DE
MAT-236736,C-18-5,1168,Seating & Interior Plant PL,Assembly Plant DE
MAT-898007,F-05-4,2996,Seating & Interior Plant PL,Assembly Plant DE
MAT-271618,F-27-4,1436,Seating & Interior Plant PL,Assembly Plant DE
MAT-750807,D-19-3,4923,Seating & Interior Plant PL,Assembly Plant DE
MAT-428290,G-11-5,1923,Seating & Interior Plant PL,Assembly Plant DE
MAT-245027,F-08-3,2774,Seating & Interior Plant PL,Assembly Plant DE
MAT-309072,A-17-2,4659,Seating & Interior Plant PL,Assembly Plant DE
MAT-831403,B-01-3,1028,Seating & Interior Plant PL,Assembly Plant DE
MAT-710010,E-13-3,4901,Seating & Interior Plant PL,Assembly Plant DE
MAT-868938,B-21-4,1712,Seating & Interior Plant PL,Assembly Plant DE
MAT-645589,H-29-1,755,Seating & Interior Plant PL,Assembly Plant DE
MAT-112830,C-19-2,1107,Seating & Interior Plant PL,Assembly Plant DE
MAT-106695,D-05-1,476,Seating & Interior Plant PL,Assembly Plant DE
MAT-990395,F-26-4,4259,Seating & Interior Plant PL,Assembly Plant DE
MAT-399069,A-19-5,607,Seating & Interior Plant PL,Assembly Plant DE
MAT-521389,C-04-4,4680,Seating & Interior Plant PL,Assembly Plant DE
MAT-282093,C-15-5,4113,Seating & Interior Plant PL,Assembly Plant DE
MAT-539551,C-26-1,3264,Seating & Interior Plant PL,Assembly Plant DE
MAT-904570,A-17-4,4282,Seating & Interior Plant PL,Assembly Plant DE
MAT-498045,D-14-1,3463,Seating & Interior Plant PL,Assembly Plant DE
MAT-566418,B-16-5,3701,Seating & Interior Plant PL,Assembly Plant DE
MAT-279233,C-14-2,4364,Seating & Interior Plant PL,Assembly Plant DE
MAT-160074,D-10-5,2063,Seating & Interior Plant PL,Assembly Plant DE
MAT-888037,E-14-3,2990,Seating & Interior Plant PL,Assembly Plant DE
MAT-432213,B-23-1,4674,Seating & Interior Plant PL,Assembly Plant DE
MAT-721270,C-08-3,335,Seating & Interior Plant PL,Assembly Plant DE
MAT-801351,B-08-4,2225,Seating & Interior Plant PL,Assembly Plant DE
MAT-111617,A-24-3,1761,Seating & Interior Plant PL,Assembly Plant DE
MAT-239657,F-16-3,3309,Seating & Interior Plant PL,Assembly Plant DE
MAT-989110,A-12-2,2241,Seating & Interior Plant PL,Assembly Plant DE
MAT-250568,D-11-4,207,Seating & Interior Plant PL,Assembly Plant DE
MAT-660026,C-23-1,4454,Seating & Interior Plant PL,Assembly Plant DE
MAT-859632,A-02-2,2651,Seating & Interior Plant PL,Assembly Plant DE
MAT-273484,C-22-5,2616,Seating & Interior Plant PL,Assembly Plant DE
MAT-864253,B-27-4,1425,Seating & Interior Plant PL,Assembly Plant DE
MAT-592704,A-08-1,2344,Seating & Interior Plant PL,Assembly Plant DE
MAT-614485,H-20-2,2537,Seating & Interior Plant PL,Assembly Plant DE
MAT-768404,F-23-3,118,Seating & Interior Plant PL,Assembly Plant DE
MAT-541680,A-02-5,652,Seating & Interior Plant PL,Assembly Plant DE
MAT-274096,H-15-3,4526,Seating & Interior Plant PL,Assembly Plant DE
MAT-112195,H-19-5,1643,Seating & Interior Plant PL,Assembly Plant DE
MAT-431471,H-07-2,4868,Seating & Interior Plant PL,Assembly Plant DE
MAT-149235,G-25-4,1376,Seating & Interior Plant PL,Assembly Plant DE
MAT-440345,A-09-3,1550,Seating & Interior Plant PL,Assembly Plant DE
MAT-494480,B-27-4,1611,Seating & Interior Plant PL,Assembly Plant DE
MAT-440332,C-14-4,4495,Seating & Interior Plant PL,Assembly Plant DE
MAT-253504,D-13-3,3792,Seating & Interior Plant PL,Assembly Plant DE
MAT-904421,A-06-4,3269,Seating & Interior Plant PL,Assembly Plant DE
MAT-804175,E-26-4,4535,Seating & Interior Plant PL,Assembly Plant DE
MAT-386536,B-01-4,2127,Seating & Interior Plant PL,Assembly Plant DE
MAT-554290,A-15-1,3347,Seating & Interior Plant PL,Assembly Plant DE
MAT-630415,F-05-1,278,Seating & Interior Plant PL,Assembly Plant DE
MAT-557196,F-12-5,4778,Seating & Interior Plant PL,Assembly Plant DE
MAT-985710,G-09-2,2282,Seating & Interior Plant PL,Assembly Plant DE
MAT-617988,A-13-1,4604,Seating & Interior Plant PL,Assembly Plant DE
MAT-926514,G-05-3,4136,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-635548,G-26-2,1536,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-920905,C-17-2,4612,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-561629,B-12-5,1706,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-186091,B-05-4,362,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-901891,E-01-1,4083,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-129060,B-27-2,2440,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-810433,G-17-4,3838,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-193840,G-22-3,217,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-283186,G-21-1,3168,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-486476,C-21-2,3727,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-801106,B-25-3,2948,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-571718,G-06-4,4398,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-793390,C-25-3,2402,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-648172,H-24-3,826,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-506731,B-11-5,1981,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-938042,B-06-3,756,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-636093,D-12-3,3207,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-181259,F-22-1,2356,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-221925,A-14-1,3542,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-306705,G-17-1,1485,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-785415,F-04-2,2607,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-641328,B-12-4,4735,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-975005,E-08-1,4953,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-864024,E-21-4,2590,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-945758,A-29-1,1329,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-824181,E-04-4,2911,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-177001,D-14-1,2098,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-867885,A-26-4,1544,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-422322,D-25-1,3712,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-809354,H-08-1,2187,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-330492,H-22-4,2667,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-245095,H-21-2,3584,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-341042,C-14-2,1447,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-266951,H-16-5,1163,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-433035,A-11-4,710,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-325179,F-07-1,971,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-471508,A-18-3,3830,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-373110,F-04-3,3269,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-193288,C-05-3,1832,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-473014,H-04-4,3068,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-519796,A-08-4,285,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-880353,B-26-4,744,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-455752,F-29-1,1288,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-621987,H-15-5,1595,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-750896,B-12-5,4560,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-326677,A-26-3,2943,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-806583,F-23-4,2389,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-180519,A-08-1,2714,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-828885,F-15-2,727,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-495388,B-09-3,4652,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-633003,D-22-1,4208,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-667983,E-04-5,440,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-947652,A-09-4,3844,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-738658,H-19-4,1995,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-330226,F-26-2,1678,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-658522,C-13-1,4131,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-976576,H-02-2,3424,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-207554,G-17-3,4139,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-186958,D-04-1,3006,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-380540,B-01-1,1638,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-958674,G-07-5,2892,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-617695,A-15-5,2561,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-243908,C-11-5,1063,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-576457,C-04-1,965,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-230339,A-24-3,3632,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-448029,A-04-2,3558,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-782523,H-13-4,3973,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-356076,B-27-5,1277,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-976406,D-29-5,217,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-620028,B-28-3,2944,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-697010,E-18-3,1172,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-385873,C-17-3,4794,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-624672,A-07-5,2127,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-168706,D-22-1,1868,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-359666,H-20-3,748,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-647520,C-18-2,4879,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-811993,G-27-5,4054,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-211785,A-15-5,4281,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-394757,H-20-4,1633,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-686352,B-02-1,1704,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-590488,B-19-2,3848,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-676414,C-24-3,2078,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-708360,C-15-5,3177,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-825341,G-08-3,3328,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-602960,A-11-2,4607,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-951150,G-18-5,4021,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-540756,D-26-2,586,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-553450,G-06-5,319,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-936931,D-29-2,4679,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-609400,D-27-2,1178,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-143701,H-01-1,4762,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-581652,A-10-1,4700,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-209654,H-18-4,605,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-810800,D-13-5,3705,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-140835,G-24-4,4723,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-183703,F-05-5,736,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-490814,F-01-5,3306,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-573566,H-26-4,3051,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-477825,F-02-4,3021,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-444436,C-07-2,2706,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-702471,D-15-5,717,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-244483,D-22-1,3510,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-352929,D-03-4,3336,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-693185,F-26-3,3451,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-271758,D-22-5,569,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-323186,F-14-3,3901,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-965234,D-05-2,4354,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-183250,C-05-2,341,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-917434,C-13-2,3631,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-837096,C-03-4,3523,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-200911,A-29-3,715,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-428457,C-18-4,4142,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-888173,E-15-1,3841,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-314808,E-12-2,3677,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-190892,C-07-5,3853,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-443997,H-12-4,4843,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-419133,A-16-2,3945,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-547088,F-03-1,2069,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-199936,G-13-5,3559,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-712581,F-28-3,354,Electronics & Wiring Harness Plant MX,Assembly Plant DE
