WorkOrderID,EquipmentID,WOType,FailureCode,DowntimeMinutes,MTBF_Hours,ERPAssetRef
WO-2030398,ASSET-00075,Preventive,,0,,000030000070
WO-2030399,ASSET-00075,Corrective,SENSOR-FAULT,101,1153,000030000070
WO-2030400,ASSET-00075,Preventive,,0,,000030000070
WO-2030401,ASSET-00075,Preventive,,0,,000030000070
WO-2030402,ASSET-00076,Preventive,,0,,000030000071
WO-2030403,ASSET-00076,Preventive,,0,,000030000071
WO-2030404,ASSET-00076,Corrective,CONTROLLER-FAULT,53,1523,000030000071
WO-2030405,ASSET-00076,Preventive,,0,,000030000071
WO-2030406,ASSET-00076,Corrective,DIE-WEAR,119,806,000030000071
WO-2030407,ASSET-00076,Preventive,,0,,000030000071
WO-2030408,ASSET-00077,Corrective,MOTOR-BURNOUT,167,1505,000030000072
WO-2030409,ASSET-00077,Corrective,CONTROLLER-FAULT,53,1233,000030000072
WO-2030410,ASSET-00077,Preventive,,0,,000030000072
WO-2030411,ASSET-00077,Preventive,,0,,000030000072
WO-2030412,ASSET-00077,Corrective,PNEUMATIC-LEAK,86,1971,000030000072
WO-2030413,ASSET-00078,Preventive,,0,,000030000073
WO-2030414,ASSET-00078,Preventive,,0,,000030000073
WO-2030415,ASSET-00078,Preventive,,0,,000030000073
WO-2030416,ASSET-00078,Preventive,,0,,000030000073
WO-2030417,ASSET-00078,Preventive,,0,,000030000073
WO-2030418,ASSET-00078,Preventive,,0,,000030000073
WO-2030419,ASSET-00078,Corrective,CONTROLLER-FAULT,113,268,000030000073
WO-2030420,ASSET-00079,Preventive,,0,,000030000074
WO-2030421,ASSET-00079,Preventive,,0,,000030000074
WO-2030422,ASSET-00079,Preventive,,0,,000030000074
WO-2030423,ASSET-00079,Preventive,,0,,000030000074
WO-2030424,ASSET-00079,Preventive,,0,,000030000074
WO-2030425,ASSET-00079,Preventive,,0,,000030000074
WO-2030426,ASSET-00080,Corrective,SENSOR-FAULT,91,812,000030000075
WO-2030427,ASSET-00080,Preventive,,0,,000030000075
WO-2030428,ASSET-00080,Preventive,,0,,000030000075
WO-2030429,ASSET-00080,Emergency,CONTROLLER-FAULT,461,939,000030000075
WO-2030430,ASSET-00081,Corrective,SENSOR-FAULT,66,254,000030000076
WO-2030431,ASSET-00081,Corrective,PNEUMATIC-LEAK,125,1560,000030000076
WO-2030432,ASSET-00081,Corrective,BEARING-FAILURE,128,1987,000030000076
WO-2030433,ASSET-00081,Corrective,CALIBRATION-DRIFT,162,1888,000030000076
WO-2030434,ASSET-00081,Corrective,CALIBRATION-DRIFT,67,785,000030000076
WO-2030435,ASSET-00082,Corrective,SENSOR-FAULT,30,634,000030000077
WO-2030436,ASSET-00082,Corrective,MOTOR-BURNOUT,228,621,000030000077
WO-2030437,ASSET-00083,Preventive,,0,,000030000078
WO-2030438,ASSET-00083,Corrective,BELT-FAILURE,117,933,000030000078
WO-2030439,ASSET-00083,Preventive,,0,,000030000078
WO-2030440,ASSET-00084,Corrective,PNEUMATIC-LEAK,34,657,
WO-2030441,ASSET-00084,Preventive,,0,,
WO-2030442,ASSET-00084,Corrective,SENSOR-FAULT,71,398,
WO-2030443,ASSET-00084,Corrective,MOTOR-BURNOUT,160,1797,
WO-2030444,ASSET-00084,Preventive,,0,,
WO-2030445,ASSET-00084,Preventive,,0,,
WO-2030446,ASSET-00084,Corrective,HYDRAULIC-LEAK,71,1590,
WO-2030447,ASSET-00085,Preventive,,0,,000030000079
WO-2030448,ASSET-00085,Preventive,,0,,000030000079
WO-2030449,ASSET-00085,Preventive,,0,,000030000079
WO-2030450,ASSET-00085,Corrective,DIE-WEAR,81,499,000030000079
WO-2030451,ASSET-00085,Emergency,BEARING-FAILURE,585,991,000030000079
WO-2030452,ASSET-00085,Preventive,,0,,000030000079
WO-2030453,ASSET-00085,Corrective,BELT-FAILURE,137,1375,000030000079
WO-2030454,ASSET-00086,Corrective,BELT-FAILURE,33,1927,000030000080
WO-2030455,ASSET-00086,Preventive,,0,,000030000080
WO-2030456,ASSET-00086,Corrective,CONTROLLER-FAULT,192,1360,000030000080
WO-2030457,ASSET-00087,Corrective,SENSOR-FAULT,122,954,000030000081
WO-2030458,ASSET-00087,Corrective,CALIBRATION-DRIFT,117,1233,000030000081
WO-2030459,ASSET-00087,Corrective,CONTROLLER-FAULT,235,1649,000030000081
WO-2030460,ASSET-00087,Preventive,,0,,000030000081
WO-2030461,ASSET-00088,Preventive,,0,,000030000082
WO-2030462,ASSET-00088,Preventive,,0,,000030000082
WO-2030463,ASSET-00089,Corrective,DIE-WEAR,208,1132,000030000083
WO-2030464,ASSET-00089,Corrective,BEARING-FAILURE,50,1957,000030000083
WO-2030465,ASSET-00089,Preventive,,0,,000030000083
WO-2030466,ASSET-00089,Preventive,,0,,000030000083
WO-2030467,ASSET-00089,Preventive,,0,,000030000083
WO-2030468,ASSET-00089,Preventive,,0,,000030000083
WO-2030469,ASSET-00089,Emergency,PNEUMATIC-LEAK,497,1457,000030000083
WO-2030470,ASSET-00089,Corrective,HYDRAULIC-LEAK,39,1145,000030000083
WO-2030471,ASSET-00090,Corrective,CONTROLLER-FAULT,50,1815,000030000084
WO-2030472,ASSET-00090,Preventive,,0,,000030000084
WO-2030473,ASSET-00090,Corrective,SPINDLE-SEIZURE,202,879,000030000084
WO-2030474,ASSET-00090,Preventive,,0,,000030000084
WO-2030475,ASSET-00091,Corrective,MOTOR-BURNOUT,224,1060,000030000085
WO-2030476,ASSET-00091,Corrective,CALIBRATION-DRIFT,221,1536,000030000085
WO-2030477,ASSET-00091,Preventive,,0,,000030000085
WO-2030478,ASSET-00091,Emergency,SENSOR-FAULT,256,387,000030000085
WO-2030479,ASSET-00092,Preventive,,0,,000030000086
WO-2030480,ASSET-00092,Preventive,,0,,000030000086
WO-2030481,ASSET-00092,Emergency,MOTOR-BURNOUT,411,737,000030000086
WO-2030482,ASSET-00093,Preventive,,0,,000030000087
WO-2030483,ASSET-00093,Preventive,,0,,000030000087
WO-2030484,ASSET-00093,Corrective,CONTROLLER-FAULT,35,1380,000030000087
WO-2030485,ASSET-00093,Corrective,CONTROLLER-FAULT,129,460,000030000087
WO-2030486,ASSET-00094,Preventive,,0,,000030000088
WO-2030487,ASSET-00094,Preventive,,0,,000030000088
WO-2030488,ASSET-00094,Corrective,HYDRAULIC-LEAK,48,1777,000030000088
WO-2030489,ASSET-00094,Preventive,,0,,000030000088
WO-2030490,ASSET-00094,Preventive,,0,,000030000088
WO-2030491,ASSET-00094,Emergency,MOTOR-BURNOUT,485,1806,000030000088
WO-2030492,ASSET-00095,Preventive,,0,,
WO-2030493,ASSET-00095,Corrective,CALIBRATION-DRIFT,164,1724,
WO-2030494,ASSET-00095,Preventive,,0,,
WO-2030495,ASSET-00095,Emergency,SENSOR-FAULT,349,274,
WO-2030496,ASSET-00096,Corrective,MOTOR-BURNOUT,140,664,000030000089
WO-2030497,ASSET-00096,Corrective,SPINDLE-SEIZURE,144,1895,000030000089
WO-2030498,ASSET-00096,Corrective,HYDRAULIC-LEAK,172,671,000030000089
WO-2030499,ASSET-00096,Corrective,BELT-FAILURE,121,986,000030000089
WO-2030500,ASSET-00096,Preventive,,0,,000030000089
WO-2030501,ASSET-00097,Preventive,,0,,000030000090
WO-2030502,ASSET-00097,Corrective,CONTROLLER-FAULT,224,1064,000030000090
WO-2030503,ASSET-00097,Preventive,,0,,000030000090
WO-2030504,ASSET-00097,Corrective,MOTOR-BURNOUT,130,410,000030000090
WO-2030505,ASSET-00098,Preventive,,0,,
WO-2030506,ASSET-00098,Preventive,,0,,
WO-2030507,ASSET-00098,Emergency,HYDRAULIC-LEAK,133,755,
WO-2030508,ASSET-00098,Corrective,BELT-FAILURE,107,1955,
WO-2030509,ASSET-00098,Preventive,,0,,
WO-2030510,ASSET-00098,Corrective,PNEUMATIC-LEAK,166,721,
WO-2030511,ASSET-00099,Corrective,CONTROLLER-FAULT,198,349,000030000091
WO-2030512,ASSET-00099,Preventive,,0,,000030000091
WO-2030513,ASSET-00099,Preventive,,0,,000030000091
WO-2030514,ASSET-00099,Preventive,,0,,000030000091
WO-2030515,ASSET-00099,Preventive,,0,,000030000091
WO-2030516,ASSET-00099,Preventive,,0,,000030000091
WO-2030517,ASSET-00099,Preventive,,0,,000030000091
WO-2030518,ASSET-00100,Preventive,,0,,000030000092
WO-2030519,ASSET-00100,Preventive,,0,,000030000092
WO-2030520,ASSET-00100,Preventive,,0,,000030000092
WO-2030521,ASSET-00100,Corrective,MOTOR-BURNOUT,66,1032,000030000092
WO-2030522,ASSET-00100,Preventive,,0,,000030000092
WO-2030523,ASSET-00100,Preventive,,0,,000030000092
WO-2030524,ASSET-00101,Preventive,,0,,000030000093
WO-2030525,ASSET-00101,Preventive,,0,,000030000093
WO-2030526,ASSET-00101,Preventive,,0,,000030000093
WO-2030527,ASSET-00101,Preventive,,0,,000030000093
WO-2030528,ASSET-00101,Preventive,,0,,000030000093
WO-2030529,ASSET-00102,Preventive,,0,,
WO-2030530,ASSET-00102,Corrective,SPINDLE-SEIZURE,93,889,
WO-2030531,ASSET-00102,Preventive,,0,,
WO-2030532,ASSET-00102,Preventive,,0,,
WO-2030533,ASSET-00102,Preventive,,0,,
WO-2030534,ASSET-00102,Preventive,,0,,
WO-2030535,ASSET-00102,Emergency,MOTOR-BURNOUT,503,1476,
WO-2030536,ASSET-00103,Preventive,,0,,000030000094
WO-2030537,ASSET-00103,Corrective,HYDRAULIC-LEAK,34,1427,000030000094
WO-2030538,ASSET-00104,Corrective,MOTOR-BURNOUT,150,1061,000030000095
WO-2030539,ASSET-00104,Preventive,,0,,000030000095
WO-2030540,ASSET-00104,Preventive,,0,,000030000095
WO-2030541,ASSET-00104,Preventive,,0,,000030000095
WO-2030542,ASSET-00104,Preventive,,0,,000030000095
WO-2030543,ASSET-00104,Corrective,CONTROLLER-FAULT,220,287,000030000095
WO-2030544,ASSET-00105,Preventive,,0,,000030000096
WO-2030545,ASSET-00105,Corrective,BELT-FAILURE,216,1667,000030000096
WO-2030546,ASSET-00105,Emergency,DIE-WEAR,266,1445,000030000096
WO-2030547,ASSET-00105,Preventive,,0,,000030000096
WO-2030548,ASSET-00105,Corrective,SENSOR-FAULT,97,1303,000030000096
WO-2030549,ASSET-00105,Corrective,MOTOR-BURNOUT,111,918,000030000096
WO-2030550,ASSET-00106,Corrective,CALIBRATION-DRIFT,47,1116,000030000097
WO-2030551,ASSET-00106,Emergency,DIE-WEAR,153,614,000030000097
WO-2030552,ASSET-00106,Preventive,,0,,000030000097
WO-2030553,ASSET-00106,Corrective,CALIBRATION-DRIFT,141,1699,000030000097
WO-2030554,ASSET-00106,Preventive,,0,,000030000097
WO-2030555,ASSET-00106,Corrective,DIE-WEAR,152,263,000030000097
WO-2030556,ASSET-00107,Corrective,MOTOR-BURNOUT,64,1808,000030000098
WO-2030557,ASSET-00107,Preventive,,0,,000030000098
WO-2030558,ASSET-00107,Preventive,,0,,000030000098
WO-2030559,ASSET-00107,Preventive,,0,,000030000098
WO-2030560,ASSET-00107,Corrective,SPINDLE-SEIZURE,238,1440,000030000098
WO-2030561,ASSET-00107,Emergency,SPINDLE-SEIZURE,551,1912,000030000098
WO-2030562,ASSET-00107,Preventive,,0,,000030000098
WO-2030563,ASSET-00108,Corrective,PNEUMATIC-LEAK,70,424,000030000099
WO-2030564,ASSET-00108,Corrective,CALIBRATION-DRIFT,142,1815,000030000099
WO-2030565,ASSET-00109,Preventive,,0,,000030000100
WO-2030566,ASSET-00109,Corrective,CALIBRATION-DRIFT,73,1819,000030000100
WO-2030567,ASSET-00109,Preventive,,0,,000030000100
WO-2030568,ASSET-00110,Preventive,,0,,000030000101
WO-2030569,ASSET-00110,Preventive,,0,,000030000101
WO-2030570,ASSET-00110,Preventive,,0,,000030000101
WO-2030571,ASSET-00110,Preventive,,0,,000030000101
WO-2030572,ASSET-00111,Preventive,,0,,000030000102
WO-2030573,ASSET-00111,Corrective,MOTOR-BURNOUT,157,717,000030000102
WO-2030574,ASSET-00111,Preventive,,0,,000030000102
WO-2030575,ASSET-00112,Preventive,,0,,
WO-2030576,ASSET-00112,Preventive,,0,,
WO-2030577,ASSET-00112,Corrective,BELT-FAILURE,105,768,
WO-2030578,ASSET-00112,Corrective,CONTROLLER-FAULT,149,1927,
WO-2030579,ASSET-00113,Preventive,,0,,000030000103
WO-2030580,ASSET-00113,Emergency,DIE-WEAR,230,268,000030000103
WO-2030581,ASSET-00113,Corrective,MOTOR-BURNOUT,179,881,000030000103
WO-2030582,ASSET-00114,Emergency,HYDRAULIC-LEAK,519,1698,
WO-2030583,ASSET-00114,Preventive,,0,,
WO-2030584,ASSET-00114,Preventive,,0,,
WO-2030585,ASSET-00114,Emergency,PNEUMATIC-LEAK,423,1873,
WO-2030586,ASSET-00115,Preventive,,0,,000030000104
WO-2030587,ASSET-00115,Preventive,,0,,000030000104
WO-2030588,ASSET-00115,Preventive,,0,,000030000104
WO-2030589,ASSET-00115,Preventive,,0,,000030000104
WO-2030590,ASSET-00115,Corrective,SPINDLE-SEIZURE,233,387,000030000104
WO-2030591,ASSET-00115,Preventive,,0,,000030000104
WO-2030592,ASSET-00116,Preventive,,0,,000030000106
WO-2030593,ASSET-00116,Preventive,,0,,000030000106
WO-2030594,ASSET-00116,Corrective,BELT-FAILURE,177,496,000030000106
WO-2030595,ASSET-00116,Corrective,BELT-FAILURE,117,910,000030000106
WO-2030596,ASSET-00116,Corrective,MOTOR-BURNOUT,175,1689,000030000106
WO-2030597,ASSET-00117,Corrective,SPINDLE-SEIZURE,85,468,000030000107
WO-2030598,ASSET-00117,Preventive,,0,,000030000107
WO-2030599,ASSET-00117,Preventive,,0,,000030000107
WO-2030600,ASSET-00117,Preventive,,0,,000030000107
WO-2030601,ASSET-00118,Corrective,HYDRAULIC-LEAK,77,496,000030000108
WO-2030602,ASSET-00118,Preventive,,0,,000030000108
WO-2030603,ASSET-00118,Preventive,,0,,000030000108
WO-2030604,ASSET-00118,Preventive,,0,,000030000108
WO-2030605,ASSET-00119,Emergency,DIE-WEAR,394,1202,000030000109
WO-2030606,ASSET-00119,Emergency,MOTOR-BURNOUT,79,402,000030000109
WO-2030607,ASSET-00119,Preventive,,0,,000030000109
WO-2030608,ASSET-00120,Preventive,,0,,000030000110
WO-2030609,ASSET-00120,Corrective,DIE-WEAR,170,1102,000030000110
WO-2030610,ASSET-00120,Corrective,DIE-WEAR,140,535,000030000110
WO-2030611,ASSET-00120,Preventive,,0,,000030000110
WO-2030612,ASSET-00120,Preventive,,0,,000030000110
WO-2030613,ASSET-00120,Preventive,,0,,000030000110
WO-2030614,ASSET-00121,Corrective,BELT-FAILURE,51,1559,000030000111
WO-2030615,ASSET-00121,Preventive,,0,,000030000111
WO-2030616,ASSET-00121,Preventive,,0,,000030000111
WO-2030617,ASSET-00122,Preventive,,0,,000030000112
WO-2030618,ASSET-00122,Corrective,MOTOR-BURNOUT,73,1789,000030000112
WO-2030619,ASSET-00122,Preventive,,0,,000030000112
WO-2030620,ASSET-00122,Preventive,,0,,000030000112
WO-2030621,ASSET-00123,Corrective,SPINDLE-SEIZURE,239,904,000030000113
WO-2030622,ASSET-00123,Preventive,,0,,000030000113
WO-2030623,ASSET-00123,Corrective,HYDRAULIC-LEAK,93,275,000030000113
WO-2030624,ASSET-00124,Preventive,,0,,000030000114
WO-2030625,ASSET-00124,Preventive,,0,,000030000114
WO-2030626,ASSET-00124,Corrective,PNEUMATIC-LEAK,183,1309,000030000114
WO-2030627,ASSET-00124,Corrective,SPINDLE-SEIZURE,233,928,000030000114
WO-2030628,ASSET-00124,Preventive,,0,,000030000114
WO-2030629,ASSET-00125,Preventive,,0,,
WO-2030630,ASSET-00126,Preventive,,0,,000030000115
WO-2030631,ASSET-00126,Preventive,,0,,000030000115
WO-2030632,ASSET-00126,Preventive,,0,,000030000115
WO-2030633,ASSET-00126,Preventive,,0,,000030000115
WO-2030634,ASSET-00127,Emergency,MOTOR-BURNOUT,245,1143,000030000116
WO-2030635,ASSET-00127,Preventive,,0,,000030000116
WO-2030636,ASSET-00127,Corrective,SENSOR-FAULT,40,978,000030000116
WO-2030637,ASSET-00127,Preventive,,0,,000030000116
WO-2030638,ASSET-00127,Preventive,,0,,000030000116
WO-2030639,ASSET-00127,Emergency,MOTOR-BURNOUT,205,606,000030000116
WO-2030640,ASSET-00127,Emergency,DIE-WEAR,402,1791,000030000116
WO-2030641,ASSET-00128,Corrective,HYDRAULIC-LEAK,219,1763,
WO-2030642,ASSET-00128,Preventive,,0,,
WO-2030643,ASSET-00128,Corrective,SPINDLE-SEIZURE,79,500,
WO-2030644,ASSET-00128,Preventive,,0,,
WO-2030645,ASSET-00128,Preventive,,0,,
WO-2030646,ASSET-00128,Preventive,,0,,
WO-2030647,ASSET-00129,Preventive,,0,,000030000117
WO-2030648,ASSET-00129,Emergency,BELT-FAILURE,550,716,000030000117
WO-2030649,ASSET-00129,Corrective,PNEUMATIC-LEAK,226,1523,000030000117
WO-2030650,ASSET-00130,Preventive,,0,,000030000118
WO-2030651,ASSET-00130,Preventive,,0,,000030000118
WO-2030652,ASSET-00130,Corrective,CONTROLLER-FAULT,169,674,000030000118
WO-2030653,ASSET-00130,Corrective,PNEUMATIC-LEAK,113,1950,000030000118
WO-2030654,ASSET-00131,Preventive,,0,,000030000119
WO-2030655,ASSET-00131,Corrective,MOTOR-BURNOUT,182,1542,000030000119
WO-2030656,ASSET-00131,Corrective,PNEUMATIC-LEAK,199,817,000030000119
WO-2030657,ASSET-00132,Corrective,CALIBRATION-DRIFT,166,1478,000030000120
WO-2030658,ASSET-00132,Preventive,,0,,000030000120
WO-2030659,ASSET-00132,Preventive,,0,,000030000120
WO-2030660,ASSET-00132,Preventive,,0,,000030000120
WO-2030661,ASSET-00132,Preventive,,0,,000030000120
WO-2030662,ASSET-00132,Corrective,BEARING-FAILURE,173,1849,000030000120
WO-2030663,ASSET-00133,Preventive,,0,,000030000121
WO-2030664,ASSET-00133,Preventive,,0,,000030000121
WO-2030665,ASSET-00134,Corrective,CONTROLLER-FAULT,56,1301,000030000122
WO-2030666,ASSET-00134,Preventive,,0,,000030000122
WO-2030667,ASSET-00134,Preventive,,0,,000030000122
WO-2030668,ASSET-00134,Preventive,,0,,000030000122
WO-2030669,ASSET-00134,Preventive,,0,,000030000122
WO-2030670,ASSET-00134,Preventive,,0,,000030000122
WO-2030671,ASSET-00135,Corrective,HYDRAULIC-LEAK,93,1340,000030000123
WO-2030672,ASSET-00135,Corrective,SPINDLE-SEIZURE,83,1429,000030000123
WO-2030673,ASSET-00135,Corrective,SENSOR-FAULT,110,832,000030000123
WO-2030674,ASSET-00135,Corrective,BELT-FAILURE,63,729,000030000123
WO-2030675,ASSET-00135,Emergency,BELT-FAILURE,558,544,000030000123
WO-2030676,ASSET-00135,Preventive,,0,,000030000123
WO-2030677,ASSET-00135,Preventive,,0,,000030000123
WO-2030678,ASSET-00136,Corrective,BEARING-FAILURE,231,273,000030000124
WO-2030679,ASSET-00136,Preventive,,0,,000030000124
WO-2030680,ASSET-00136,Preventive,,0,,000030000124
WO-2030681,ASSET-00136,Preventive,,0,,000030000124
WO-2030682,ASSET-00136,Emergency,CONTROLLER-FAULT,571,892,000030000124
WO-2030683,ASSET-00137,Emergency,CONTROLLER-FAULT,582,1881,000030000125
WO-2030684,ASSET-00137,Preventive,,0,,000030000125
WO-2030685,ASSET-00137,Emergency,BEARING-FAILURE,360,731,000030000125
WO-2030686,ASSET-00137,Emergency,BELT-FAILURE,542,1402,000030000125
WO-2030687,ASSET-00138,Emergency,BELT-FAILURE,225,974,000030000126
WO-2030688,ASSET-00138,Preventive,,0,,000030000126
WO-2030689,ASSET-00139,Corrective,CONTROLLER-FAULT,107,1147,000030000127
WO-2030690,ASSET-00139,Corrective,PNEUMATIC-LEAK,93,1386,000030000127
WO-2030691,ASSET-00139,Emergency,PNEUMATIC-LEAK,281,1375,000030000127
WO-2030692,ASSET-00139,Corrective,CONTROLLER-FAULT,119,1657,000030000127
WO-2030693,ASSET-00140,Preventive,,0,,000030000128
WO-2030694,ASSET-00140,Corrective,SPINDLE-SEIZURE,104,880,000030000128
WO-2030695,ASSET-00140,Corrective,HYDRAULIC-LEAK,146,1785,000030000128
WO-2030696,ASSET-00140,Corrective,MOTOR-BURNOUT,165,426,000030000128
WO-2030697,ASSET-00140,Preventive,,0,,000030000128
WO-2030698,ASSET-00141,Preventive,,0,,000030000129
WO-2030699,ASSET-00141,Corrective,CALIBRATION-DRIFT,168,1985,000030000129
WO-2030700,ASSET-00141,Preventive,,0,,000030000129
WO-2030701,ASSET-00141,Preventive,,0,,000030000129
WO-2030702,ASSET-00142,Preventive,,0,,000030000130
WO-2030703,ASSET-00142,Corrective,BELT-FAILURE,86,1091,000030000130
WO-2030704,ASSET-00142,Preventive,,0,,000030000130
WO-2030705,ASSET-00143,Preventive,,0,,
WO-2030706,ASSET-00143,Corrective,CONTROLLER-FAULT,59,293,
WO-2030707,ASSET-00143,Preventive,,0,,
WO-2030708,ASSET-00143,Corrective,SENSOR-FAULT,235,856,
WO-2030709,ASSET-00143,Preventive,,0,,
WO-2030710,ASSET-00144,Preventive,,0,,000030000131
WO-2030711,ASSET-00144,Corrective,BEARING-FAILURE,36,420,000030000131
WO-2030712,ASSET-00144,Preventive,,0,,000030000131
WO-2030713,ASSET-00145,Preventive,,0,,000030000132
WO-2030714,ASSET-00145,Preventive,,0,,000030000132
WO-2030715,ASSET-00145,Corrective,SENSOR-FAULT,204,1553,000030000132
WO-2030716,ASSET-00145,Preventive,,0,,000030000132
WO-2030717,ASSET-00145,Preventive,,0,,000030000132
WO-2030718,ASSET-00145,Corrective,DIE-WEAR,189,1287,000030000132
WO-2030719,ASSET-00145,Corrective,CALIBRATION-DRIFT,54,1712,000030000132
WO-2030720,ASSET-00146,Corrective,PNEUMATIC-LEAK,31,530,000030000133
WO-2030721,ASSET-00146,Preventive,,0,,000030000133
WO-2030722,ASSET-00146,Preventive,,0,,000030000133
WO-2030723,ASSET-00146,Preventive,,0,,000030000133
WO-2030724,ASSET-00147,Preventive,,0,,000030000134
WO-2030725,ASSET-00147,Corrective,HYDRAULIC-LEAK,85,437,000030000134
WO-2030726,ASSET-00147,Preventive,,0,,000030000134
WO-2030727,ASSET-00148,Preventive,,0,,000030000135
WO-2030728,ASSET-00148,Preventive,,0,,000030000135
WO-2030729,ASSET-00148,Preventive,,0,,000030000135
WO-2030730,ASSET-00148,Preventive,,0,,000030000135
WO-2030731,ASSET-00148,Preventive,,0,,000030000135
WO-2030732,ASSET-00149,Preventive,,0,,000030000136
WO-2030733,ASSET-00149,Preventive,,0,,000030000136
WO-2030734,ASSET-00149,Emergency,BELT-FAILURE,199,1162,000030000136
WO-2030735,ASSET-00150,Preventive,,0,,000030000137
WO-2030736,ASSET-00150,Corrective,HYDRAULIC-LEAK,58,1770,000030000137
WO-2030737,ASSET-00151,Corrective,HYDRAULIC-LEAK,138,225,000030000138
WO-2030738,ASSET-00151,Preventive,,0,,000030000138
WO-2030739,ASSET-00151,Preventive,,0,,000030000138
WO-2030740,ASSET-00151,Corrective,CALIBRATION-DRIFT,81,1259,000030000138
WO-2030741,ASSET-00151,Preventive,,0,,000030000138
WO-2030742,ASSET-00152,Preventive,,0,,000030000139
WO-2030743,ASSET-00152,Corrective,DIE-WEAR,53,1498,000030000139
WO-2030744,ASSET-00152,Preventive,,0,,000030000139
WO-2030745,ASSET-00152,Preventive,,0,,000030000139
WO-2030746,ASSET-00152,Preventive,,0,,000030000139
WO-2030747,ASSET-00153,Corrective,BEARING-FAILURE,238,259,
WO-2030748,ASSET-00153,Preventive,,0,,
WO-2030749,ASSET-00153,Preventive,,0,,
WO-2030750,ASSET-00153,Preventive,,0,,
WO-2030751,ASSET-00153,Preventive,,0,,
WO-2030752,ASSET-00153,Preventive,,0,,
WO-2030753,ASSET-00153,Preventive,,0,,
WO-2030754,ASSET-00154,Emergency,CALIBRATION-DRIFT,309,230,000030000140
WO-2030755,ASSET-00154,Corrective,HYDRAULIC-LEAK,219,1530,000030000140
WO-2030756,ASSET-00155,Preventive,,0,,
WO-2030757,ASSET-00155,Corrective,CALIBRATION-DRIFT,38,1149,
WO-2030758,ASSET-00155,Corrective,BELT-FAILURE,129,1530,
WO-2030759,ASSET-00155,Preventive,,0,,
WO-2030760,ASSET-00155,Emergency,BELT-FAILURE,362,1281,
WO-2030761,ASSET-00156,Corrective,SENSOR-FAULT,139,1350,000030000141
WO-2030762,ASSET-00156,Preventive,,0,,000030000141
WO-2030763,ASSET-00156,Preventive,,0,,000030000141
WO-2030764,ASSET-00156,Preventive,,0,,000030000141
WO-2030765,ASSET-00157,Corrective,HYDRAULIC-LEAK,213,344,
WO-2030766,ASSET-00157,Corrective,SENSOR-FAULT,86,323,
WO-2030767,ASSET-00157,Preventive,,0,,
WO-2030768,ASSET-00157,Preventive,,0,,
WO-2030769,ASSET-00157,Preventive,,0,,
WO-2030770,ASSET-00157,Preventive,,0,,
WO-2030771,ASSET-00157,Corrective,CALIBRATION-DRIFT,108,217,
WO-2030772,ASSET-00157,Preventive,,0,,
WO-2030773,ASSET-00157,Preventive,,0,,
WO-2030774,ASSET-00157,Preventive,,0,,
WO-2030775,ASSET-00158,Preventive,,0,,000030000142
WO-2030776,ASSET-00158,Preventive,,0,,000030000142
WO-2030777,ASSET-00158,Preventive,,0,,000030000142
WO-2030778,ASSET-00158,Preventive,,0,,000030000142
WO-2030779,ASSET-00158,Preventive,,0,,000030000142
WO-2030780,ASSET-00158,Corrective,SPINDLE-SEIZURE,221,812,000030000142
WO-2030781,ASSET-00159,Preventive,,0,,000030000143
WO-2030782,ASSET-00159,Corrective,HYDRAULIC-LEAK,92,1561,000030000143
WO-2030783,ASSET-00159,Emergency,SENSOR-FAULT,592,803,000030000143
WO-2030784,ASSET-00159,Preventive,,0,,000030000143
WO-2030785,ASSET-00160,Emergency,CALIBRATION-DRIFT,230,1438,
WO-2030786,ASSET-00160,Emergency,SENSOR-FAULT,431,228,
WO-2030787,ASSET-00160,Preventive,,0,,
WO-2030788,ASSET-00160,Corrective,BELT-FAILURE,172,966,
WO-2030789,ASSET-00161,Corrective,BELT-FAILURE,217,755,000030000144
WO-2030790,ASSET-00161,Preventive,,0,,000030000144
WO-2030791,ASSET-00161,Preventive,,0,,000030000144
WO-2030792,ASSET-00161,Corrective,MOTOR-BURNOUT,104,1048,000030000144
WO-2030793,ASSET-00161,Preventive,,0,,000030000144
WO-2030794,ASSET-00161,Corrective,BEARING-FAILURE,231,1107,000030000144
WO-2030795,ASSET-00162,Preventive,,0,,000030000145
WO-2030796,ASSET-00162,Preventive,,0,,000030000145
WO-2030797,ASSET-00162,Corrective,PNEUMATIC-LEAK,75,1049,000030000145
WO-2030798,ASSET-00162,Preventive,,0,,000030000145
WO-2030799,ASSET-00163,Corrective,CALIBRATION-DRIFT,45,1791,000030000146
WO-2030800,ASSET-00163,Preventive,,0,,000030000146
WO-2030801,ASSET-00163,Emergency,BELT-FAILURE,368,873,000030000146
WO-2030802,ASSET-00163,Preventive,,0,,000030000146
WO-2030803,ASSET-00163,Preventive,,0,,000030000146
WO-2030804,ASSET-00164,Corrective,HYDRAULIC-LEAK,186,1998,000030000147
WO-2030805,ASSET-00164,Preventive,,0,,000030000147
WO-2030806,ASSET-00164,Preventive,,0,,000030000147
WO-2030807,ASSET-00164,Corrective,MOTOR-BURNOUT,211,794,000030000147
WO-2030808,ASSET-00164,Corrective,BEARING-FAILURE,127,1980,000030000147
WO-2030809,ASSET-00164,Preventive,,0,,000030000147
WO-2030810,ASSET-00164,Preventive,,0,,000030000147
WO-2030811,ASSET-00164,Preventive,,0,,000030000147
