WO_Number,Asset_ID,MaintenanceType,Failure_Reason,Downtime_Min,MTBF_Hrs,ERP_Asset_Ref
WO-2120404,ASSET-00081,Corrective,BELT-FAILURE,201,1686,000120000075
WO-2120405,ASSET-00082,Preventive,,0,,000120000076
WO-2120406,ASSET-00082,Preventive,,0,,000120000076
WO-2120407,ASSET-00082,Preventive,,0,,000120000076
WO-2120408,ASSET-00082,Preventive,,0,,000120000076
WO-2120409,ASSET-00082,Preventive,,0,,000120000076
WO-2120410,ASSET-00082,Emergency,BELT-FAILURE,399,448,000120000076
WO-2120411,ASSET-00083,Corrective,BELT-FAILURE,172,1471,000120000077
WO-2120412,ASSET-00083,Preventive,,0,,000120000077
WO-2120413,ASSET-00083,Preventive,,0,,000120000077
WO-2120414,ASSET-00083,Preventive,,0,,000120000077
WO-2120415,ASSET-00084,Corrective,SENSOR-FAULT,118,1615,000120000078
WO-2120416,ASSET-00084,Corrective,SENSOR-FAULT,43,488,000120000078
WO-2120417,ASSET-00084,Preventive,,0,,000120000078
WO-2120418,ASSET-00084,Preventive,,0,,000120000078
WO-2120419,ASSET-00084,Preventive,,0,,000120000078
WO-2120420,ASSET-00084,Corrective,CALIBRATION-DRIFT,51,650,000120000078
WO-2120421,ASSET-00084,Preventive,,0,,000120000078
WO-2120422,ASSET-00084,Preventive,,0,,000120000078
WO-2120423,ASSET-00085,Preventive,,0,,000120000079
WO-2120424,ASSET-00085,Corrective,SENSOR-FAULT,143,831,000120000079
WO-2120425,ASSET-00085,Corrective,CONTROLLER-FAULT,128,1596,000120000079
WO-2120426,ASSET-00085,Preventive,,0,,000120000079
WO-2120427,ASSET-00085,Preventive,,0,,000120000079
WO-2120428,ASSET-00085,Emergency,CONTROLLER-FAULT,123,1580,000120000079
WO-2120429,ASSET-00085,Emergency,DIE-WEAR,308,427,000120000079
WO-2120430,ASSET-00085,Emergency,SPINDLE-SEIZURE,350,821,000120000079
WO-2120431,ASSET-00086,Corrective,SENSOR-FAULT,52,1479,000120000080
WO-2120432,ASSET-00086,Emergency,PNEUMATIC-LEAK,548,969,000120000080
WO-2120433,ASSET-00086,Preventive,,0,,000120000080
WO-2120434,ASSET-00086,Emergency,SENSOR-FAULT,445,602,000120000080
WO-2120435,ASSET-00086,Preventive,,0,,000120000080
WO-2120436,ASSET-00086,Emergency,DIE-WEAR,384,1095,000120000080
WO-2120437,ASSET-00087,Preventive,,0,,000120000081
WO-2120438,ASSET-00087,Corrective,CALIBRATION-DRIFT,56,1907,000120000081
WO-2120439,ASSET-00087,Emergency,HYDRAULIC-LEAK,360,1705,000120000081
WO-2120440,ASSET-00087,Preventive,,0,,000120000081
WO-2120441,ASSET-00087,Corrective,CONTROLLER-FAULT,74,747,000120000081
WO-2120442,ASSET-00087,Preventive,,0,,000120000081
WO-2120443,ASSET-00088,Preventive,,0,,000120000082
WO-2120444,ASSET-00088,Preventive,,0,,000120000082
WO-2120445,ASSET-00088,Corrective,SENSOR-FAULT,45,530,000120000082
WO-2120446,ASSET-00088,Preventive,,0,,000120000082
WO-2120447,ASSET-00088,Preventive,,0,,000120000082
WO-2120448,ASSET-00089,Corrective,CONTROLLER-FAULT,169,1164,000120000083
WO-2120449,ASSET-00089,Corrective,CALIBRATION-DRIFT,192,1015,000120000083
WO-2120450,ASSET-00090,Preventive,,0,,000120000084
WO-2120451,ASSET-00090,Preventive,,0,,000120000084
WO-2120452,ASSET-00090,Preventive,,0,,000120000084
WO-2120453,ASSET-00090,Preventive,,0,,000120000084
WO-2120454,ASSET-00090,Corrective,BEARING-FAILURE,124,801,000120000084
WO-2120455,ASSET-00090,Preventive,,0,,000120000084
WO-2120456,ASSET-00090,Corrective,HYDRAULIC-LEAK,209,332,000120000084
WO-2120457,ASSET-00090,Emergency,SENSOR-FAULT,219,1461,000120000084
WO-2120458,ASSET-00090,Emergency,BEARING-FAILURE,427,1161,000120000084
WO-2120459,ASSET-00091,Preventive,,0,,000120000085
WO-2120460,ASSET-00091,Preventive,,0,,000120000085
WO-2120461,ASSET-00091,Preventive,,0,,000120000085
WO-2120462,ASSET-00091,Corrective,HYDRAULIC-LEAK,47,1409,000120000085
WO-2120463,ASSET-00092,Corrective,MOTOR-BURNOUT,164,1295,000120000086
WO-2120464,ASSET-00092,Preventive,,0,,000120000086
WO-2120465,ASSET-00092,Corrective,CONTROLLER-FAULT,67,442,000120000086
WO-2120466,ASSET-00092,Preventive,,0,,000120000086
WO-2120467,ASSET-00092,Preventive,,0,,000120000086
WO-2120468,ASSET-00092,Corrective,HYDRAULIC-LEAK,90,1019,000120000086
WO-2120469,ASSET-00093,Preventive,,0,,000120000087
WO-2120470,ASSET-00093,Corrective,DIE-WEAR,199,1947,000120000087
WO-2120471,ASSET-00093,Preventive,,0,,000120000087
WO-2120472,ASSET-00093,Preventive,,0,,000120000087
WO-2120473,ASSET-00094,Preventive,,0,,000120000088
WO-2120474,ASSET-00094,Corrective,BELT-FAILURE,165,1001,000120000088
WO-2120475,ASSET-00094,Preventive,,0,,000120000088
WO-2120476,ASSET-00094,Emergency,SPINDLE-SEIZURE,193,954,000120000088
WO-2120477,ASSET-00094,Preventive,,0,,000120000088
WO-2120478,ASSET-00094,Preventive,,0,,000120000088
WO-2120479,ASSET-00095,Preventive,,0,,000120000089
WO-2120480,ASSET-00095,Preventive,,0,,000120000089
WO-2120481,ASSET-00096,Preventive,,0,,000120000090
WO-2120482,ASSET-00096,Corrective,CALIBRATION-DRIFT,226,1995,000120000090
WO-2120483,ASSET-00096,Preventive,,0,,000120000090
WO-2120484,ASSET-00096,Emergency,BELT-FAILURE,195,867,000120000090
WO-2120485,ASSET-00096,Corrective,DIE-WEAR,82,1563,000120000090
WO-2120486,ASSET-00096,Preventive,,0,,000120000090
WO-2120487,ASSET-00097,Preventive,,0,,000120000091
WO-2120488,ASSET-00097,Corrective,HYDRAULIC-LEAK,61,1467,000120000091
WO-2120489,ASSET-00097,Corrective,BEARING-FAILURE,51,1588,000120000091
WO-2120490,ASSET-00097,Preventive,,0,,000120000091
WO-2120491,ASSET-00097,Corrective,BELT-FAILURE,176,540,000120000091
WO-2120492,ASSET-00098,Preventive,,0,,000120000092
WO-2120493,ASSET-00098,Emergency,CALIBRATION-DRIFT,76,1348,000120000092
WO-2120494,ASSET-00098,Corrective,SPINDLE-SEIZURE,224,294,000120000092
WO-2120495,ASSET-00098,Preventive,,0,,000120000092
WO-2120496,ASSET-00098,Corrective,PNEUMATIC-LEAK,122,843,000120000092
WO-2120497,ASSET-00099,Corrective,SENSOR-FAULT,162,439,000120000093
WO-2120498,ASSET-00099,Preventive,,0,,000120000093
WO-2120499,ASSET-00100,Corrective,CALIBRATION-DRIFT,30,657,000120000094
WO-2120500,ASSET-00100,Corrective,DIE-WEAR,138,539,000120000094
WO-2120501,ASSET-00100,Corrective,HYDRAULIC-LEAK,160,1500,000120000094
WO-2120502,ASSET-00100,Preventive,,0,,000120000094
WO-2120503,ASSET-00100,Emergency,MOTOR-BURNOUT,311,1620,000120000094
WO-2120504,ASSET-00100,Preventive,,0,,000120000094
WO-2120505,ASSET-00101,Preventive,,0,,000120000095
WO-2120506,ASSET-00101,Corrective,CALIBRATION-DRIFT,32,1076,000120000095
WO-2120507,ASSET-00101,Corrective,BEARING-FAILURE,208,1302,000120000095
WO-2120508,ASSET-00101,Corrective,PNEUMATIC-LEAK,71,642,000120000095
WO-2120509,ASSET-00101,Corrective,SPINDLE-SEIZURE,205,237,000120000095
WO-2120510,ASSET-00102,Corrective,CONTROLLER-FAULT,193,1610,000120000096
WO-2120511,ASSET-00102,Preventive,,0,,000120000096
WO-2120512,ASSET-00102,Preventive,,0,,000120000096
WO-2120513,ASSET-00102,Preventive,,0,,000120000096
WO-2120514,ASSET-00103,Corrective,CONTROLLER-FAULT,188,1775,000120000097
WO-2120515,ASSET-00103,Preventive,,0,,000120000097
WO-2120516,ASSET-00103,Preventive,,0,,000120000097
WO-2120517,ASSET-00103,Corrective,SPINDLE-SEIZURE,83,546,000120000097
WO-2120518,ASSET-00103,Preventive,,0,,000120000097
WO-2120519,ASSET-00103,Corrective,HYDRAULIC-LEAK,169,682,000120000097
WO-2120520,ASSET-00103,Preventive,,0,,000120000097
WO-2120521,ASSET-00103,Corrective,BELT-FAILURE,143,961,000120000097
WO-2120522,ASSET-00104,Preventive,,0,,000120000098
WO-2120523,ASSET-00104,Preventive,,0,,000120000098
WO-2120524,ASSET-00104,Preventive,,0,,000120000098
WO-2120525,ASSET-00105,Preventive,,0,,000120000099
WO-2120526,ASSET-00105,Emergency,HYDRAULIC-LEAK,595,217,000120000099
WO-2120527,ASSET-00105,Corrective,SPINDLE-SEIZURE,80,1170,000120000099
WO-2120528,ASSET-00105,Emergency,CALIBRATION-DRIFT,548,760,000120000099
WO-2120529,ASSET-00106,Corrective,CALIBRATION-DRIFT,173,452,000120000100
WO-2120530,ASSET-00106,Corrective,BELT-FAILURE,82,1480,000120000100
WO-2120531,ASSET-00106,Preventive,,0,,000120000100
WO-2120532,ASSET-00106,Preventive,,0,,000120000100
WO-2120533,ASSET-00106,Corrective,CALIBRATION-DRIFT,96,935,000120000100
WO-2120534,ASSET-00107,Preventive,,0,,000120000101
WO-2120535,ASSET-00107,Preventive,,0,,000120000101
WO-2120536,ASSET-00107,Preventive,,0,,000120000101
WO-2120537,ASSET-00107,Preventive,,0,,000120000101
WO-2120538,ASSET-00107,Corrective,DIE-WEAR,90,528,000120000101
WO-2120539,ASSET-00107,Corrective,DIE-WEAR,101,1496,000120000101
WO-2120540,ASSET-00108,Preventive,,0,,000120000102
WO-2120541,ASSET-00108,Corrective,CALIBRATION-DRIFT,98,279,000120000102
WO-2120542,ASSET-00109,Corrective,CALIBRATION-DRIFT,139,1694,000120000103
WO-2120543,ASSET-00109,Preventive,,0,,000120000103
WO-2120544,ASSET-00109,Preventive,,0,,000120000103
WO-2120545,ASSET-00109,Corrective,SENSOR-FAULT,176,867,000120000103
WO-2120546,ASSET-00109,Preventive,,0,,000120000103
WO-2120547,ASSET-00109,Corrective,PNEUMATIC-LEAK,237,238,000120000103
WO-2120548,ASSET-00109,Preventive,,0,,000120000103
WO-2120549,ASSET-00110,Corrective,SENSOR-FAULT,201,1421,000120000104
WO-2120550,ASSET-00110,Emergency,HYDRAULIC-LEAK,600,387,000120000104
WO-2120551,ASSET-00110,Corrective,CONTROLLER-FAULT,119,1017,000120000104
WO-2120552,ASSET-00110,Emergency,SENSOR-FAULT,232,1516,000120000104
WO-2120553,ASSET-00110,Corrective,CONTROLLER-FAULT,122,1218,000120000104
WO-2120554,ASSET-00111,Preventive,,0,,000120000105
WO-2120555,ASSET-00111,Preventive,,0,,000120000105
WO-2120556,ASSET-00111,Preventive,,0,,000120000105
WO-2120557,ASSET-00111,Preventive,,0,,000120000105
WO-2120558,ASSET-00111,Corrective,HYDRAULIC-LEAK,144,960,000120000105
WO-2120559,ASSET-00112,Preventive,,0,,000120000106
WO-2120560,ASSET-00112,Preventive,,0,,000120000106
WO-2120561,ASSET-00112,Corrective,DIE-WEAR,221,219,000120000106
WO-2120562,ASSET-00112,Preventive,,0,,000120000106
WO-2120563,ASSET-00112,Emergency,BEARING-FAILURE,499,1439,000120000106
WO-2120564,ASSET-00112,Emergency,CALIBRATION-DRIFT,466,415,000120000106
WO-2120565,ASSET-00113,Corrective,PNEUMATIC-LEAK,145,1773,000120000107
WO-2120566,ASSET-00113,Emergency,BEARING-FAILURE,417,1509,000120000107
WO-2120567,ASSET-00113,Preventive,,0,,000120000107
WO-2120568,ASSET-00113,Corrective,SENSOR-FAULT,34,748,000120000107
WO-2120569,ASSET-00114,Corrective,CALIBRATION-DRIFT,224,1338,000120000108
WO-2120570,ASSET-00114,Preventive,,0,,000120000108
WO-2120571,ASSET-00114,Corrective,BELT-FAILURE,199,1141,000120000108
WO-2120572,ASSET-00114,Preventive,,0,,000120000108
WO-2120573,ASSET-00115,Emergency,DIE-WEAR,219,878,000120000109
WO-2120574,ASSET-00115,Preventive,,0,,000120000109
WO-2120575,ASSET-00115,Preventive,,0,,000120000109
WO-2120576,ASSET-00116,Preventive,,0,,000120000110
WO-2120577,ASSET-00116,Corrective,BELT-FAILURE,208,958,000120000110
WO-2120578,ASSET-00116,Preventive,,0,,000120000110
WO-2120579,ASSET-00117,Corrective,SENSOR-FAULT,31,1617,000120000111
WO-2120580,ASSET-00117,Corrective,CONTROLLER-FAULT,156,1591,000120000111
WO-2120581,ASSET-00118,Emergency,BEARING-FAILURE,269,418,000120000112
WO-2120582,ASSET-00118,Corrective,SENSOR-FAULT,222,468,000120000112
WO-2120583,ASSET-00118,Preventive,,0,,000120000112
WO-2120584,ASSET-00118,Preventive,,0,,000120000112
WO-2120585,ASSET-00118,Preventive,,0,,000120000112
WO-2120586,ASSET-00119,Emergency,BELT-FAILURE,482,1715,000120000113
WO-2120587,ASSET-00119,Corrective,MOTOR-BURNOUT,40,930,000120000113
WO-2120588,ASSET-00119,Corrective,SENSOR-FAULT,225,467,000120000113
WO-2120589,ASSET-00119,Preventive,,0,,000120000113
WO-2120590,ASSET-00120,Preventive,,0,,000120000114
WO-2120591,ASSET-00120,Preventive,,0,,000120000114
WO-2120592,ASSET-00120,Preventive,,0,,000120000114
WO-2120593,ASSET-00120,Corrective,DIE-WEAR,96,1826,000120000114
WO-2120594,ASSET-00121,Corrective,SENSOR-FAULT,152,586,000120000115
WO-2120595,ASSET-00121,Preventive,,0,,000120000115
WO-2120596,ASSET-00121,Preventive,,0,,000120000115
WO-2120597,ASSET-00121,Preventive,,0,,000120000115
WO-2120598,ASSET-00121,Preventive,,0,,000120000115
WO-2120599,ASSET-00121,Preventive,,0,,000120000115
WO-2120600,ASSET-00122,Preventive,,0,,000120000116
WO-2120601,ASSET-00122,Emergency,CALIBRATION-DRIFT,61,491,000120000116
WO-2120602,ASSET-00122,Preventive,,0,,000120000116
WO-2120603,ASSET-00123,Preventive,,0,,000120000117
WO-2120604,ASSET-00123,Corrective,PNEUMATIC-LEAK,30,447,000120000117
WO-2120605,ASSET-00124,Corrective,MOTOR-BURNOUT,98,1825,000120000118
WO-2120606,ASSET-00124,Corrective,HYDRAULIC-LEAK,183,223,000120000118
WO-2120607,ASSET-00124,Preventive,,0,,000120000118
WO-2120608,ASSET-00124,Preventive,,0,,000120000118
WO-2120609,ASSET-00124,Preventive,,0,,000120000118
WO-2120610,ASSET-00124,Corrective,CALIBRATION-DRIFT,38,297,000120000118
WO-2120611,ASSET-00125,Preventive,,0,,000120000119
WO-2120612,ASSET-00125,Preventive,,0,,000120000119
WO-2120613,ASSET-00125,Corrective,SPINDLE-SEIZURE,57,1445,000120000119
WO-2120614,ASSET-00125,Corrective,CONTROLLER-FAULT,74,1910,000120000119
WO-2120615,ASSET-00126,Corrective,BEARING-FAILURE,101,1438,000120000120
WO-2120616,ASSET-00126,Corrective,SENSOR-FAULT,73,783,000120000120
WO-2120617,ASSET-00126,Corrective,DIE-WEAR,232,1799,000120000120
WO-2120618,ASSET-00126,Corrective,SPINDLE-SEIZURE,214,553,000120000120
WO-2120619,ASSET-00127,Corrective,BEARING-FAILURE,198,775,000120000121
WO-2120620,ASSET-00127,Preventive,,0,,000120000121
WO-2120621,ASSET-00127,Preventive,,0,,000120000121
WO-2120622,ASSET-00128,Preventive,,0,,000120000122
WO-2120623,ASSET-00128,Preventive,,0,,000120000122
WO-2120624,ASSET-00128,Corrective,DIE-WEAR,211,856,000120000122
WO-2120625,ASSET-00128,Corrective,HYDRAULIC-LEAK,240,346,000120000122
WO-2120626,ASSET-00128,Corrective,BEARING-FAILURE,47,870,000120000122
WO-2120627,ASSET-00129,Preventive,,0,,000120000123
WO-2120628,ASSET-00129,Emergency,HYDRAULIC-LEAK,267,1059,000120000123
WO-2120629,ASSET-00129,Preventive,,0,,000120000123
WO-2120630,ASSET-00129,Preventive,,0,,000120000123
WO-2120631,ASSET-00129,Preventive,,0,,000120000123
WO-2120632,ASSET-00130,Corrective,HYDRAULIC-LEAK,180,580,000120000124
WO-2120633,ASSET-00130,Corrective,CONTROLLER-FAULT,216,394,000120000124
WO-2120634,ASSET-00130,Emergency,CONTROLLER-FAULT,92,1193,000120000124
WO-2120635,ASSET-00130,Corrective,HYDRAULIC-LEAK,111,1569,000120000124
WO-2120636,ASSET-00130,Preventive,,0,,000120000124
WO-2120637,ASSET-00130,Preventive,,0,,000120000124
WO-2120638,ASSET-00131,Preventive,,0,,000120000125
WO-2120639,ASSET-00131,Corrective,CONTROLLER-FAULT,102,793,000120000125
WO-2120640,ASSET-00131,Preventive,,0,,000120000125
WO-2120641,ASSET-00131,Corrective,MOTOR-BURNOUT,194,1586,000120000125
WO-2120642,ASSET-00131,Preventive,,0,,000120000125
WO-2120643,ASSET-00132,Preventive,,0,,000120000126
WO-2120644,ASSET-00132,Corrective,SENSOR-FAULT,209,631,000120000126
WO-2120645,ASSET-00132,Preventive,,0,,000120000126
WO-2120646,ASSET-00132,Corrective,SPINDLE-SEIZURE,144,1942,000120000126
WO-2120647,ASSET-00132,Preventive,,0,,000120000126
WO-2120648,ASSET-00132,Corrective,DIE-WEAR,98,848,000120000126
WO-2120649,ASSET-00132,Corrective,BEARING-FAILURE,135,594,000120000126
WO-2120650,ASSET-00132,Preventive,,0,,000120000126
WO-2120651,ASSET-00133,Preventive,,0,,000120000127
WO-2120652,ASSET-00133,Preventive,,0,,000120000127
WO-2120653,ASSET-00133,Preventive,,0,,000120000127
WO-2120654,ASSET-00133,Preventive,,0,,000120000127
WO-2120655,ASSET-00133,Corrective,SPINDLE-SEIZURE,151,1874,000120000127
WO-2120656,ASSET-00133,Preventive,,0,,000120000127
WO-2120657,ASSET-00134,Preventive,,0,,000120000128
WO-2120658,ASSET-00134,Preventive,,0,,000120000128
WO-2120659,ASSET-00134,Preventive,,0,,000120000128
WO-2120660,ASSET-00134,Emergency,HYDRAULIC-LEAK,232,767,000120000128
WO-2120661,ASSET-00134,Preventive,,0,,000120000128
WO-2120662,ASSET-00134,Preventive,,0,,000120000128
WO-2120663,ASSET-00134,Emergency,BEARING-FAILURE,504,357,000120000128
WO-2120664,ASSET-00135,Preventive,,0,,000120000129
WO-2120665,ASSET-00135,Corrective,BEARING-FAILURE,173,894,000120000129
WO-2120666,ASSET-00135,Emergency,DIE-WEAR,171,357,000120000129
WO-2120667,ASSET-00136,Corrective,MOTOR-BURNOUT,96,483,000120000130
WO-2120668,ASSET-00136,Preventive,,0,,000120000130
WO-2120669,ASSET-00136,Preventive,,0,,000120000130
WO-2120670,ASSET-00136,Preventive,,0,,000120000130
WO-2120671,ASSET-00136,Preventive,,0,,000120000130
WO-2120672,ASSET-00136,Preventive,,0,,000120000130
WO-2120673,ASSET-00136,Preventive,,0,,000120000130
WO-2120674,ASSET-00136,Preventive,,0,,000120000130
WO-2120675,ASSET-00137,Preventive,,0,,000120000131
WO-2120676,ASSET-00137,Preventive,,0,,000120000131
WO-2120677,ASSET-00137,Preventive,,0,,000120000131
WO-2120678,ASSET-00137,Preventive,,0,,000120000131
WO-2120679,ASSET-00137,Corrective,HYDRAULIC-LEAK,54,588,000120000131
WO-2120680,ASSET-00137,Preventive,,0,,000120000131
WO-2120681,ASSET-00138,Preventive,,0,,000120000132
WO-2120682,ASSET-00138,Corrective,BEARING-FAILURE,103,302,000120000132
WO-2120683,ASSET-00138,Preventive,,0,,000120000132
WO-2120684,ASSET-00138,Corrective,HYDRAULIC-LEAK,185,772,000120000132
WO-2120685,ASSET-00138,Preventive,,0,,000120000132
WO-2120686,ASSET-00139,Preventive,,0,,000120000133
WO-2120687,ASSET-00139,Preventive,,0,,000120000133
WO-2120688,ASSET-00139,Emergency,BELT-FAILURE,541,1631,000120000133
WO-2120689,ASSET-00140,Corrective,HYDRAULIC-LEAK,208,893,000120000134
WO-2120690,ASSET-00140,Corrective,PNEUMATIC-LEAK,212,1857,000120000134
WO-2120691,ASSET-00140,Emergency,HYDRAULIC-LEAK,380,381,000120000134
WO-2120692,ASSET-00140,Preventive,,0,,000120000134
WO-2120693,ASSET-00140,Preventive,,0,,000120000134
WO-2120694,ASSET-00141,Preventive,,0,,000120000135
WO-2120695,ASSET-00141,Preventive,,0,,000120000135
WO-2120696,ASSET-00141,Preventive,,0,,000120000135
WO-2120697,ASSET-00142,Preventive,,0,,000120000136
WO-2120698,ASSET-00142,Preventive,,0,,000120000136
WO-2120699,ASSET-00142,Corrective,DIE-WEAR,189,1973,000120000136
WO-2120700,ASSET-00142,Preventive,,0,,000120000136
WO-2120701,ASSET-00142,Preventive,,0,,000120000136
WO-2120702,ASSET-00142,Corrective,CONTROLLER-FAULT,151,1099,000120000136
WO-2120703,ASSET-00142,Preventive,,0,,000120000136
WO-2120704,ASSET-00143,Preventive,,0,,000120000137
WO-2120705,ASSET-00143,Emergency,SPINDLE-SEIZURE,355,1949,000120000137
WO-2120706,ASSET-00143,Corrective,BELT-FAILURE,43,476,000120000137
WO-2120707,ASSET-00143,Preventive,,0,,000120000137
WO-2120708,ASSET-00143,Preventive,,0,,000120000137
WO-2120709,ASSET-00143,Corrective,BELT-FAILURE,130,1677,000120000137
WO-2120710,ASSET-00143,Preventive,,0,,000120000137
WO-2120711,ASSET-00144,Preventive,,0,,000120000138
WO-2120712,ASSET-00144,Corrective,HYDRAULIC-LEAK,72,422,000120000138
WO-2120713,ASSET-00144,Preventive,,0,,000120000138
WO-2120714,ASSET-00144,Corrective,BEARING-FAILURE,215,1987,000120000138
WO-2120715,ASSET-00145,Corrective,BELT-FAILURE,129,1200,000120000139
WO-2120716,ASSET-00145,Corrective,MOTOR-BURNOUT,36,1296,000120000139
WO-2120717,ASSET-00145,Preventive,,0,,000120000139
WO-2120718,ASSET-00145,Preventive,,0,,000120000139
WO-2120719,ASSET-00145,Corrective,BELT-FAILURE,54,1355,000120000139
WO-2120720,ASSET-00145,Corrective,PNEUMATIC-LEAK,131,745,000120000139
WO-2120721,ASSET-00145,Corrective,BELT-FAILURE,176,411,000120000139
WO-2120722,ASSET-00145,Corrective,PNEUMATIC-LEAK,130,646,000120000139
WO-2120723,ASSET-00146,Corrective,MOTOR-BURNOUT,182,284,000120000140
WO-2120724,ASSET-00146,Corrective,BEARING-FAILURE,204,365,000120000140
WO-2120725,ASSET-00146,Preventive,,0,,000120000140
WO-2120726,ASSET-00146,Preventive,,0,,000120000140
WO-2120727,ASSET-00146,Preventive,,0,,000120000140
WO-2120728,ASSET-00147,Preventive,,0,,000120000141
WO-2120729,ASSET-00147,Preventive,,0,,000120000141
WO-2120730,ASSET-00147,Preventive,,0,,000120000141
