Material_No,Bin_Location,Quantity,Kanban_ID,Ship_From,Ship_To
MAT-442046,F-23-4,3169,KANBAN-00068,Engine Plant US,Assembly Plant US
MAT-310942,B-23-3,1289,KANBAN-00069,Engine Plant US,Assembly Plant US
MAT-131741,C-20-2,2282,KANBAN-00070,Engine Plant US,Assembly Plant US
MAT-329679,A-12-4,4476,KANBAN-00071,Engine Plant US,Assembly Plant US
MAT-575906,F-16-4,3717,KANBAN-00072,Engine Plant US,Assembly Plant US
MAT-679921,D-11-5,2703,KANBAN-00073,Engine Plant US,Assembly Plant US
MAT-191157,C-14-5,1378,KANBAN-00074,Engine Plant US,Assembly Plant US
MAT-836324,B-07-1,1824,KANBAN-00075,Engine Plant US,Assembly Plant US
MAT-983608,B-13-5,709,KANBAN-00076,Engine Plant US,Assembly Plant US
MAT-738131,A-07-5,3253,KANBAN-00077,Engine Plant US,Assembly Plant US
MAT-872936,D-21-3,1423,KANBAN-00078,Engine Plant US,Assembly Plant US
MAT-514492,A-18-3,1615,KANBAN-00079,Engine Plant US,Assembly Plant US
MAT-639544,D-02-2,1894,KANBAN-00080,Engine Plant US,Assembly Plant US
MAT-361416,D-21-2,4693,KANBAN-00081,Engine Plant US,Assembly Plant US
MAT-588645,C-26-3,4072,KANBAN-00082,Engine Plant US,Assembly Plant US
MAT-432572,G-23-1,430,KANBAN-00083,Engine Plant US,Assembly Plant US
MAT-802476,C-04-4,3312,KANBAN-00084,Engine Plant US,Assembly Plant US
MAT-252455,B-11-5,3470,KANBAN-00085,Engine Plant US,Assembly Plant US
MAT-689915,H-24-1,1466,KANBAN-00086,Engine Plant US,Assembly Plant US
MAT-908933,B-08-3,4234,KANBAN-00087,Engine Plant US,Assembly Plant US
MAT-456133,C-22-4,279,KANBAN-00088,Engine Plant US,Assembly Plant US
MAT-851710,D-10-1,4738,KANBAN-00089,Engine Plant US,Assembly Plant US
MAT-547249,E-25-3,3343,KANBAN-00090,Engine Plant US,Assembly Plant US
MAT-694508,C-19-1,806,KANBAN-00091,Engine Plant US,Assembly Plant US
MAT-846399,D-08-5,1790,KANBAN-00092,Engine Plant US,Assembly Plant US
MAT-466492,G-01-2,3423,KANBAN-00093,Engine Plant US,Assembly Plant US
MAT-119678,B-16-2,4405,KANBAN-00094,Engine Plant US,Assembly Plant US
MAT-314619,C-08-3,3521,KANBAN-00095,Engine Plant US,Assembly Plant US
MAT-462572,E-13-2,3228,KANBAN-00096,Engine Plant US,Assembly Plant US
MAT-813828,E-26-4,1403,KANBAN-00097,Engine Plant US,Assembly Plant US
MAT-389674,F-02-5,3024,KANBAN-00098,Engine Plant US,Assembly Plant US
MAT-157352,D-06-3,335,KANBAN-00099,Engine Plant US,Assembly Plant US
MAT-197560,B-03-3,1366,KANBAN-00100,Engine Plant US,Assembly Plant US
MAT-320839,C-25-5,2798,KANBAN-00101,Engine Plant US,Assembly Plant US
MAT-138232,B-04-1,3770,KANBAN-00102,Engine Plant US,Assembly Plant US
MAT-943335,E-06-1,684,KANBAN-00103,Engine Plant US,Assembly Plant US
MAT-560469,A-04-1,178,KANBAN-00104,Engine Plant US,Assembly Plant US
MAT-696616,C-17-3,2449,KANBAN-00105,Engine Plant US,Assembly Plant US
MAT-506475,F-07-2,2928,KANBAN-00106,Engine Plant US,Assembly Plant US
MAT-356118,G-28-2,422,KANBAN-00107,Engine Plant US,Assembly Plant US
MAT-388602,D-09-4,1385,KANBAN-00108,Engine Plant US,Assembly Plant US
MAT-580784,E-16-4,306,KANBAN-00109,Engine Plant US,Assembly Plant US
MAT-460126,E-05-3,3028,KANBAN-00110,Engine Plant US,Assembly Plant US
MAT-848971,B-15-3,726,KANBAN-00111,Engine Plant US,Assembly Plant US
MAT-787961,B-10-3,2683,KANBAN-00112,Engine Plant US,Assembly Plant US
MAT-493934,G-29-2,2722,KANBAN-00113,Engine Plant US,Assembly Plant US
MAT-297084,B-03-4,1952,KANBAN-00114,Engine Plant US,Assembly Plant US
MAT-625515,H-15-2,3124,KANBAN-00115,Engine Plant US,Assembly Plant US
MAT-508638,C-20-2,549,KANBAN-00116,Engine Plant US,Assembly Plant US
MAT-842872,H-01-5,4193,KANBAN-00117,Engine Plant US,Assembly Plant US
MAT-442587,A-08-5,1253,KANBAN-00118,Engine Plant US,Assembly Plant US
MAT-949778,D-17-1,2688,KANBAN-00119,Engine Plant US,Assembly Plant US
MAT-870745,A-13-3,255,KANBAN-00120,Engine Plant US,Assembly Plant US
MAT-570354,H-11-2,2395,KANBAN-00121,Engine Plant US,Assembly Plant US
MAT-355382,D-09-1,4331,KANBAN-00122,Engine Plant US,Assembly Plant US
MAT-858172,E-09-5,3877,KANBAN-00123,Engine Plant US,Assembly Plant US
MAT-994287,A-10-1,559,KANBAN-00124,Engine Plant US,Assembly Plant US
MAT-657592,G-04-5,4939,KANBAN-00125,Engine Plant US,Assembly Plant US
MAT-754114,A-02-2,739,KANBAN-00126,Engine Plant US,Assembly Plant US
MAT-487122,A-08-5,4608,KANBAN-00127,Engine Plant US,Assembly Plant US
MAT-662554,H-17-3,1876,KANBAN-00128,Engine Plant US,Assembly Plant US
MAT-446548,G-27-1,1420,KANBAN-00129,Engine Plant US,Assembly Plant US
MAT-479834,E-19-1,2906,KANBAN-00130,Engine Plant US,Assembly Plant US
MAT-988354,A-07-2,165,KANBAN-00131,Engine Plant US,Assembly Plant US
MAT-199211,A-13-1,3986,KANBAN-00132,Engine Plant US,Assembly Plant US
MAT-780159,B-22-1,531,KANBAN-00133,Engine Plant US,Assembly Plant US
MAT-558526,B-16-4,4960,KANBAN-00134,Engine Plant US,Assembly Plant US
MAT-411176,H-29-1,4542,KANBAN-00135,Engine Plant US,Assembly Plant US
MAT-566861,F-07-2,898,KANBAN-00136,Engine Plant US,Assembly Plant US
MAT-205407,C-12-5,328,KANBAN-00137,Engine Plant US,Assembly Plant US
MAT-999941,D-16-2,4679,KANBAN-00138,Engine Plant US,Assembly Plant US
MAT-583860,F-18-3,1544,KANBAN-00139,Engine Plant US,Assembly Plant US
MAT-733352,C-14-2,2674,KANBAN-00140,Engine Plant US,Assembly Plant US
MAT-119815,F-04-1,3638,KANBAN-00141,Engine Plant US,Assembly Plant US
