WorkOrderID,EquipmentID,WOType,FailureCode,DowntimeMinutes,MTBF_Hours,ERPAssetRef
WO-2171921,ASSET-00391,Corrective,BEARING-FAILURE,240,248,000170000365
WO-2171922,ASSET-00391,Preventive,,0,,000170000365
WO-2171923,ASSET-00391,Corrective,CALIBRATION-DRIFT,168,1873,000170000365
WO-2171924,ASSET-00391,Emergency,PNEUMATIC-LEAK,283,1426,000170000365
WO-2171925,ASSET-00391,Corrective,CALIBRATION-DRIFT,126,936,000170000365
WO-2171926,ASSET-00392,Preventive,,0,,000170000366
WO-2171927,ASSET-00392,Preventive,,0,,000170000366
WO-2171928,ASSET-00392,Preventive,,0,,000170000366
WO-2171929,ASSET-00392,Corrective,BELT-FAILURE,62,549,000170000366
WO-2171930,ASSET-00392,Preventive,,0,,000170000366
WO-2171931,ASSET-00393,Corrective,SENSOR-FAULT,78,1491,000170000367
WO-2171932,ASSET-00393,Emergency,SENSOR-FAULT,164,1393,000170000367
WO-2171933,ASSET-00393,Emergency,DIE-WEAR,83,833,000170000367
WO-2171934,ASSET-00393,Corrective,SENSOR-FAULT,190,260,000170000367
WO-2171935,ASSET-00393,Preventive,,0,,000170000367
WO-2171936,ASSET-00394,Preventive,,0,,000170000368
WO-2171937,ASSET-00394,Corrective,BEARING-FAILURE,229,304,000170000368
WO-2171938,ASSET-00394,Preventive,,0,,000170000368
WO-2171939,ASSET-00394,Preventive,,0,,000170000368
WO-2171940,ASSET-00394,Corrective,PNEUMATIC-LEAK,62,206,000170000368
WO-2171941,ASSET-00395,Corrective,BELT-FAILURE,38,1829,000170000369
WO-2171942,ASSET-00395,Emergency,MOTOR-BURNOUT,370,1018,000170000369
WO-2171943,ASSET-00395,Preventive,,0,,000170000369
WO-2171944,ASSET-00395,Preventive,,0,,000170000369
WO-2171945,ASSET-00395,Preventive,,0,,000170000369
WO-2171946,ASSET-00395,Preventive,,0,,000170000369
WO-2171947,ASSET-00395,Corrective,BELT-FAILURE,46,608,000170000369
WO-2171948,ASSET-00396,Corrective,CONTROLLER-FAULT,225,1934,000170000370
WO-2171949,ASSET-00396,Corrective,SENSOR-FAULT,43,1564,000170000370
WO-2171950,ASSET-00396,Preventive,,0,,000170000370
WO-2171951,ASSET-00396,Corrective,SENSOR-FAULT,202,594,000170000370
WO-2171952,ASSET-00396,Preventive,,0,,000170000370
WO-2171953,ASSET-00396,Preventive,,0,,000170000370
WO-2171954,ASSET-00397,Preventive,,0,,000170000371
WO-2171955,ASSET-00397,Corrective,BEARING-FAILURE,99,676,000170000371
WO-2171956,ASSET-00397,Preventive,,0,,000170000371
WO-2171957,ASSET-00397,Corrective,PNEUMATIC-LEAK,180,630,000170000371
WO-2171958,ASSET-00398,Emergency,MOTOR-BURNOUT,76,1808,000170000372
WO-2171959,ASSET-00399,Preventive,,0,,000170000373
WO-2171960,ASSET-00399,Preventive,,0,,000170000373
WO-2171961,ASSET-00399,Emergency,CONTROLLER-FAULT,125,1815,000170000373
WO-2171962,ASSET-00399,Preventive,,0,,000170000373
WO-2171963,ASSET-00399,Corrective,PNEUMATIC-LEAK,172,1381,000170000373
WO-2171964,ASSET-00400,Corrective,SENSOR-FAULT,202,1789,000170000374
WO-2171965,ASSET-00400,Corrective,SPINDLE-SEIZURE,182,370,000170000374
WO-2171966,ASSET-00400,Corrective,SENSOR-FAULT,164,1437,000170000374
WO-2171967,ASSET-00400,Corrective,BELT-FAILURE,209,309,000170000374
WO-2171968,ASSET-00400,Preventive,,0,,000170000374
WO-2171969,ASSET-00400,Preventive,,0,,000170000374
WO-2171970,ASSET-00400,Emergency,SENSOR-FAULT,269,1278,000170000374
WO-2171971,ASSET-00400,Preventive,,0,,000170000374
WO-2171972,ASSET-00400,Corrective,CALIBRATION-DRIFT,97,1744,000170000374
WO-2171973,ASSET-00400,Corrective,CALIBRATION-DRIFT,203,1145,000170000374
WO-2171974,ASSET-00401,Preventive,,0,,000170000375
WO-2171975,ASSET-00401,Preventive,,0,,000170000375
WO-2171976,ASSET-00401,Preventive,,0,,000170000375
WO-2171977,ASSET-00402,Preventive,,0,,000170000376
WO-2171978,ASSET-00402,Preventive,,0,,000170000376
WO-2171979,ASSET-00402,Preventive,,0,,000170000376
WO-2171980,ASSET-00402,Preventive,,0,,000170000376
WO-2171981,ASSET-00403,Emergency,BELT-FAILURE,333,1959,000170000377
WO-2171982,ASSET-00403,Preventive,,0,,000170000377
WO-2171983,ASSET-00403,Preventive,,0,,000170000377
WO-2171984,ASSET-00403,Preventive,,0,,000170000377
WO-2171985,ASSET-00404,Preventive,,0,,000170000378
WO-2171986,ASSET-00404,Preventive,,0,,000170000378
WO-2171987,ASSET-00405,Corrective,SENSOR-FAULT,99,1790,000170000379
WO-2171988,ASSET-00405,Corrective,BEARING-FAILURE,145,1199,000170000379
WO-2171989,ASSET-00406,Corrective,HYDRAULIC-LEAK,43,1044,000170000380
WO-2171990,ASSET-00406,Corrective,CONTROLLER-FAULT,55,1418,000170000380
WO-2171991,ASSET-00406,Corrective,PNEUMATIC-LEAK,100,1303,000170000380
WO-2171992,ASSET-00407,Preventive,,0,,
WO-2171993,ASSET-00407,Preventive,,0,,
WO-2171994,ASSET-00407,Corrective,MOTOR-BURNOUT,170,1158,
WO-2171995,ASSET-00407,Corrective,MOTOR-BURNOUT,89,1835,
WO-2171996,ASSET-00408,Corrective,DIE-WEAR,35,1297,000170000381
WO-2171997,ASSET-00408,Preventive,,0,,000170000381
WO-2171998,ASSET-00408,Preventive,,0,,000170000381
WO-2171999,ASSET-00408,Preventive,,0,,000170000381
WO-2172000,ASSET-00409,Preventive,,0,,000170000382
WO-2172001,ASSET-00409,Emergency,CALIBRATION-DRIFT,558,1676,000170000382
WO-2172002,ASSET-00409,Preventive,,0,,000170000382
WO-2172003,ASSET-00409,Corrective,BEARING-FAILURE,74,1525,000170000382
WO-2172004,ASSET-00410,Corrective,CALIBRATION-DRIFT,191,1536,
WO-2172005,ASSET-00410,Corrective,MOTOR-BURNOUT,143,1427,
WO-2172006,ASSET-00410,Preventive,,0,,
WO-2172007,ASSET-00410,Emergency,BEARING-FAILURE,590,907,
WO-2172008,ASSET-00411,Preventive,,0,,
WO-2172009,ASSET-00411,Emergency,BELT-FAILURE,580,788,
WO-2172010,ASSET-00411,Corrective,BEARING-FAILURE,90,1580,
WO-2172011,ASSET-00411,Preventive,,0,,
WO-2172012,ASSET-00412,Corrective,MOTOR-BURNOUT,69,464,000170000383
WO-2172013,ASSET-00412,Emergency,CONTROLLER-FAULT,326,636,000170000383
WO-2172014,ASSET-00412,Corrective,MOTOR-BURNOUT,40,959,000170000383
WO-2172015,ASSET-00412,Preventive,,0,,000170000383
WO-2172016,ASSET-00412,Preventive,,0,,000170000383
WO-2172017,ASSET-00413,Preventive,,0,,000170000384
WO-2172018,ASSET-00413,Corrective,CONTROLLER-FAULT,130,306,000170000384
WO-2172019,ASSET-00413,Corrective,BEARING-FAILURE,219,378,000170000384
WO-2172020,ASSET-00413,Corrective,HYDRAULIC-LEAK,167,1286,000170000384
WO-2172021,ASSET-00413,Preventive,,0,,000170000384
WO-2172022,ASSET-00413,Corrective,CONTROLLER-FAULT,93,1723,000170000384
WO-2172023,ASSET-00413,Preventive,,0,,000170000384
WO-2172024,ASSET-00413,Emergency,PNEUMATIC-LEAK,206,1262,000170000384
WO-2172025,ASSET-00414,Corrective,SENSOR-FAULT,88,532,000170000385
WO-2172026,ASSET-00414,Corrective,BEARING-FAILURE,51,1488,000170000385
WO-2172027,ASSET-00414,Preventive,,0,,000170000385
WO-2172028,ASSET-00414,Corrective,BEARING-FAILURE,227,919,000170000385
WO-2172029,ASSET-00414,Preventive,,0,,000170000385
WO-2172030,ASSET-00414,Corrective,SPINDLE-SEIZURE,155,1263,000170000385
WO-2172031,ASSET-00414,Corrective,CONTROLLER-FAULT,64,1223,000170000385
WO-2172032,ASSET-00415,Preventive,,0,,000170000386
WO-2172033,ASSET-00415,Corrective,BELT-FAILURE,230,695,000170000386
WO-2172034,ASSET-00415,Preventive,,0,,000170000386
WO-2172035,ASSET-00416,Preventive,,0,,000170000387
WO-2172036,ASSET-00416,Preventive,,0,,000170000387
WO-2172037,ASSET-00416,Corrective,MOTOR-BURNOUT,174,1378,000170000387
WO-2172038,ASSET-00416,Corrective,SPINDLE-SEIZURE,119,1496,000170000387
WO-2172039,ASSET-00416,Preventive,,0,,000170000387
WO-2172040,ASSET-00416,Corrective,BELT-FAILURE,233,794,000170000387
WO-2172041,ASSET-00417,Corrective,PNEUMATIC-LEAK,139,1834,000170000388
WO-2172042,ASSET-00417,Emergency,PNEUMATIC-LEAK,164,893,000170000388
WO-2172043,ASSET-00417,Corrective,MOTOR-BURNOUT,62,1076,000170000388
WO-2172044,ASSET-00417,Preventive,,0,,000170000388
WO-2172045,ASSET-00417,Preventive,,0,,000170000388
WO-2172046,ASSET-00418,Preventive,,0,,000170000389
WO-2172047,ASSET-00418,Preventive,,0,,000170000389
WO-2172048,ASSET-00418,Preventive,,0,,000170000389
WO-2172049,ASSET-00418,Emergency,CALIBRATION-DRIFT,250,1612,000170000389
WO-2172050,ASSET-00418,Emergency,CALIBRATION-DRIFT,384,1105,000170000389
WO-2172051,ASSET-00418,Corrective,SENSOR-FAULT,185,367,000170000389
WO-2172052,ASSET-00418,Preventive,,0,,000170000389
WO-2172053,ASSET-00418,Corrective,PNEUMATIC-LEAK,111,231,000170000389
WO-2172054,ASSET-00419,Preventive,,0,,000170000390
WO-2172055,ASSET-00419,Preventive,,0,,000170000390
WO-2172056,ASSET-00419,Preventive,,0,,000170000390
WO-2172057,ASSET-00419,Preventive,,0,,000170000390
WO-2172058,ASSET-00419,Corrective,BELT-FAILURE,222,503,000170000390
WO-2172059,ASSET-00419,Preventive,,0,,000170000390
WO-2172060,ASSET-00420,Preventive,,0,,000170000391
WO-2172061,ASSET-00420,Emergency,PNEUMATIC-LEAK,297,1011,000170000391
WO-2172062,ASSET-00420,Preventive,,0,,000170000391
WO-2172063,ASSET-00420,Corrective,BEARING-FAILURE,225,762,000170000391
WO-2172064,ASSET-00421,Preventive,,0,,000170000392
WO-2172065,ASSET-00421,Corrective,MOTOR-BURNOUT,53,269,000170000392
WO-2172066,ASSET-00421,Preventive,,0,,000170000392
WO-2172067,ASSET-00422,Preventive,,0,,000170000393
WO-2172068,ASSET-00422,Preventive,,0,,000170000393
WO-2172069,ASSET-00422,Corrective,SPINDLE-SEIZURE,61,1968,000170000393
WO-2172070,ASSET-00422,Corrective,SENSOR-FAULT,48,720,000170000393
WO-2172071,ASSET-00422,Preventive,,0,,000170000393
WO-2172072,ASSET-00423,Preventive,,0,,000170000394
WO-2172073,ASSET-00423,Preventive,,0,,000170000394
WO-2172074,ASSET-00423,Preventive,,0,,000170000394
WO-2172075,ASSET-00423,Preventive,,0,,000170000394
WO-2172076,ASSET-00423,Preventive,,0,,000170000394
WO-2172077,ASSET-00424,Corrective,SENSOR-FAULT,38,295,000170000395
WO-2172078,ASSET-00424,Corrective,SENSOR-FAULT,101,568,000170000395
WO-2172079,ASSET-00424,Preventive,,0,,000170000395
WO-2172080,ASSET-00424,Preventive,,0,,000170000395
WO-2172081,ASSET-00424,Corrective,BEARING-FAILURE,216,314,000170000395
WO-2172082,ASSET-00425,Emergency,PNEUMATIC-LEAK,96,679,000170000396
WO-2172083,ASSET-00425,Corrective,CONTROLLER-FAULT,71,1503,000170000396
WO-2172084,ASSET-00425,Preventive,,0,,000170000396
WO-2172085,ASSET-00425,Preventive,,0,,000170000396
WO-2172086,ASSET-00425,Emergency,SPINDLE-SEIZURE,190,1581,000170000396
WO-2172087,ASSET-00425,Corrective,BEARING-FAILURE,76,1163,000170000396
WO-2172088,ASSET-00425,Preventive,,0,,000170000396
WO-2172089,ASSET-00426,Preventive,,0,,000170000397
WO-2172090,ASSET-00426,Preventive,,0,,000170000397
WO-2172091,ASSET-00426,Corrective,PNEUMATIC-LEAK,74,1185,000170000397
WO-2172092,ASSET-00426,Preventive,,0,,000170000397
WO-2172093,ASSET-00426,Corrective,PNEUMATIC-LEAK,74,819,000170000397
WO-2172094,ASSET-00426,Emergency,SENSOR-FAULT,264,1132,000170000397
WO-2172095,ASSET-00426,Preventive,,0,,000170000397
WO-2172096,ASSET-00427,Preventive,,0,,000170000398
WO-2172097,ASSET-00427,Corrective,BELT-FAILURE,136,438,000170000398
WO-2172098,ASSET-00427,Preventive,,0,,000170000398
WO-2172099,ASSET-00427,Emergency,DIE-WEAR,168,1693,000170000398
WO-2172100,ASSET-00427,Corrective,SENSOR-FAULT,73,1010,000170000398
WO-2172101,ASSET-00427,Preventive,,0,,000170000398
WO-2172102,ASSET-00428,Preventive,,0,,000170000399
WO-2172103,ASSET-00428,Corrective,BEARING-FAILURE,217,1210,000170000399
WO-2172104,ASSET-00428,Preventive,,0,,000170000399
WO-2172105,ASSET-00428,Preventive,,0,,000170000399
WO-2172106,ASSET-00428,Preventive,,0,,000170000399
WO-2172107,ASSET-00428,Preventive,,0,,000170000399
WO-2172108,ASSET-00429,Preventive,,0,,000170000400
WO-2172109,ASSET-00429,Preventive,,0,,000170000400
WO-2172110,ASSET-00429,Corrective,PNEUMATIC-LEAK,142,1251,000170000400
WO-2172111,ASSET-00429,Preventive,,0,,000170000400
WO-2172112,ASSET-00429,Preventive,,0,,000170000400
WO-2172113,ASSET-00429,Preventive,,0,,000170000400
WO-2172114,ASSET-00429,Corrective,CONTROLLER-FAULT,188,224,000170000400
WO-2172115,ASSET-00430,Corrective,MOTOR-BURNOUT,177,1703,000170000401
WO-2172116,ASSET-00430,Emergency,DIE-WEAR,235,1813,000170000401
WO-2172117,ASSET-00430,Corrective,CONTROLLER-FAULT,238,1808,000170000401
WO-2172118,ASSET-00430,Corrective,MOTOR-BURNOUT,181,275,000170000401
WO-2172119,ASSET-00431,Preventive,,0,,000170000402
WO-2172120,ASSET-00431,Corrective,HYDRAULIC-LEAK,118,565,000170000402
WO-2172121,ASSET-00431,Preventive,,0,,000170000402
WO-2172122,ASSET-00431,Preventive,,0,,000170000402
WO-2172123,ASSET-00432,Preventive,,0,,000170000403
WO-2172124,ASSET-00432,Preventive,,0,,000170000403
WO-2172125,ASSET-00432,Preventive,,0,,000170000403
WO-2172126,ASSET-00432,Preventive,,0,,000170000403
WO-2172127,ASSET-00432,Corrective,PNEUMATIC-LEAK,95,1457,000170000403
WO-2172128,ASSET-00433,Preventive,,0,,000170000404
WO-2172129,ASSET-00433,Preventive,,0,,000170000404
WO-2172130,ASSET-00433,Corrective,MOTOR-BURNOUT,191,1782,000170000404
WO-2172131,ASSET-00433,Emergency,CONTROLLER-FAULT,62,701,000170000404
WO-2172132,ASSET-00433,Preventive,,0,,000170000404
WO-2172133,ASSET-00434,Corrective,CONTROLLER-FAULT,130,1516,000170000405
WO-2172134,ASSET-00434,Corrective,BEARING-FAILURE,214,895,000170000405
WO-2172135,ASSET-00435,Preventive,,0,,000170000406
WO-2172136,ASSET-00435,Preventive,,0,,000170000406
WO-2172137,ASSET-00435,Corrective,CONTROLLER-FAULT,231,849,000170000406
WO-2172138,ASSET-00436,Preventive,,0,,000170000407
WO-2172139,ASSET-00436,Corrective,PNEUMATIC-LEAK,201,367,000170000407
WO-2172140,ASSET-00436,Preventive,,0,,000170000407
WO-2172141,ASSET-00436,Preventive,,0,,000170000407
WO-2172142,ASSET-00437,Preventive,,0,,000170000408
WO-2172143,ASSET-00437,Corrective,DIE-WEAR,129,1960,000170000408
WO-2172144,ASSET-00437,Emergency,MOTOR-BURNOUT,445,1823,000170000408
WO-2172145,ASSET-00437,Preventive,,0,,000170000408
WO-2172146,ASSET-00437,Preventive,,0,,000170000408
WO-2172147,ASSET-00438,Preventive,,0,,000170000410
WO-2172148,ASSET-00438,Corrective,HYDRAULIC-LEAK,30,1786,000170000410
WO-2172149,ASSET-00438,Corrective,BEARING-FAILURE,44,1619,000170000410
WO-2172150,ASSET-00438,Preventive,,0,,000170000410
WO-2172151,ASSET-00439,Preventive,,0,,
WO-2172152,ASSET-00439,Corrective,SPINDLE-SEIZURE,126,1727,
WO-2172153,ASSET-00439,Corrective,HYDRAULIC-LEAK,232,1128,
WO-2172154,ASSET-00439,Corrective,CALIBRATION-DRIFT,222,1894,
WO-2172155,ASSET-00440,Corrective,MOTOR-BURNOUT,34,1769,000170000411
WO-2172156,ASSET-00440,Corrective,DIE-WEAR,216,1501,000170000411
WO-2172157,ASSET-00440,Preventive,,0,,000170000411
WO-2172158,ASSET-00440,Corrective,SPINDLE-SEIZURE,131,1195,000170000411
WO-2172159,ASSET-00441,Preventive,,0,,
WO-2172160,ASSET-00441,Preventive,,0,,
WO-2172161,ASSET-00441,Corrective,CALIBRATION-DRIFT,107,390,
WO-2172162,ASSET-00441,Preventive,,0,,
WO-2172163,ASSET-00442,Preventive,,0,,000170000412
WO-2172164,ASSET-00442,Emergency,SENSOR-FAULT,246,1652,000170000412
WO-2172165,ASSET-00442,Preventive,,0,,000170000412
WO-2172166,ASSET-00443,Preventive,,0,,000170000413
WO-2172167,ASSET-00443,Corrective,BELT-FAILURE,39,1831,000170000413
WO-2172168,ASSET-00443,Corrective,CONTROLLER-FAULT,104,1022,000170000413
WO-2172169,ASSET-00443,Preventive,,0,,000170000413
WO-2172170,ASSET-00443,Preventive,,0,,000170000413
WO-2172171,ASSET-00444,Emergency,CALIBRATION-DRIFT,481,204,000170000414
WO-2172172,ASSET-00444,Preventive,,0,,000170000414
WO-2172173,ASSET-00444,Corrective,SPINDLE-SEIZURE,220,476,000170000414
WO-2172174,ASSET-00444,Corrective,BEARING-FAILURE,163,913,000170000414
WO-2172175,ASSET-00444,Corrective,DIE-WEAR,91,1381,000170000414
WO-2172176,ASSET-00444,Preventive,,0,,000170000414
WO-2172177,ASSET-00444,Corrective,HYDRAULIC-LEAK,176,837,000170000414
WO-2172178,ASSET-00445,Preventive,,0,,000170000415
WO-2172179,ASSET-00446,Preventive,,0,,000170000416
WO-2172180,ASSET-00446,Corrective,CONTROLLER-FAULT,157,438,000170000416
WO-2172181,ASSET-00447,Corrective,HYDRAULIC-LEAK,139,1216,000170000417
WO-2172182,ASSET-00447,Preventive,,0,,000170000417
WO-2172183,ASSET-00447,Preventive,,0,,000170000417
WO-2172184,ASSET-00447,Corrective,SPINDLE-SEIZURE,191,732,000170000417
WO-2172185,ASSET-00447,Preventive,,0,,000170000417
WO-2172186,ASSET-00447,Preventive,,0,,000170000417
WO-2172187,ASSET-00447,Corrective,HYDRAULIC-LEAK,54,1727,000170000417
WO-2172188,ASSET-00448,Corrective,SPINDLE-SEIZURE,240,921,000170000418
WO-2172189,ASSET-00448,Emergency,MOTOR-BURNOUT,529,1560,000170000418
WO-2172190,ASSET-00448,Preventive,,0,,000170000418
WO-2172191,ASSET-00448,Preventive,,0,,000170000418
WO-2172192,ASSET-00449,Preventive,,0,,000170000419
WO-2172193,ASSET-00449,Preventive,,0,,000170000419
WO-2172194,ASSET-00449,Emergency,CONTROLLER-FAULT,319,876,000170000419
WO-2172195,ASSET-00449,Emergency,MOTOR-BURNOUT,441,622,000170000419
WO-2172196,ASSET-00449,Emergency,BEARING-FAILURE,243,826,000170000419
WO-2172197,ASSET-00449,Preventive,,0,,000170000419
WO-2172198,ASSET-00449,Preventive,,0,,000170000419
WO-2172199,ASSET-00449,Corrective,BELT-FAILURE,86,1291,000170000419
WO-2172200,ASSET-00450,Emergency,MOTOR-BURNOUT,209,330,000170000420
WO-2172201,ASSET-00450,Preventive,,0,,000170000420
WO-2172202,ASSET-00450,Corrective,BEARING-FAILURE,194,1154,000170000420
WO-2172203,ASSET-00450,Preventive,,0,,000170000420
WO-2172204,ASSET-00450,Preventive,,0,,000170000420
WO-2172205,ASSET-00450,Preventive,,0,,000170000420
WO-2172206,ASSET-00450,Corrective,BELT-FAILURE,39,922,000170000420
WO-2172207,ASSET-00450,Corrective,CALIBRATION-DRIFT,171,739,000170000420
WO-2172208,ASSET-00450,Preventive,,0,,000170000420
WO-2172209,ASSET-00451,Preventive,,0,,000170000421
WO-2172210,ASSET-00451,Corrective,BELT-FAILURE,67,1754,000170000421
WO-2172211,ASSET-00451,Emergency,BELT-FAILURE,558,1164,000170000421
WO-2172212,ASSET-00451,Preventive,,0,,000170000421
WO-2172213,ASSET-00451,Corrective,BELT-FAILURE,165,1371,000170000421
WO-2172214,ASSET-00452,Emergency,MOTOR-BURNOUT,465,532,000170000422
WO-2172215,ASSET-00452,Preventive,,0,,000170000422
WO-2172216,ASSET-00452,Corrective,SENSOR-FAULT,101,356,000170000422
WO-2172217,ASSET-00452,Preventive,,0,,000170000422
WO-2172218,ASSET-00453,Corrective,BEARING-FAILURE,142,496,000170000423
WO-2172219,ASSET-00453,Corrective,CALIBRATION-DRIFT,160,1069,000170000423
WO-2172220,ASSET-00453,Preventive,,0,,000170000423
WO-2172221,ASSET-00453,Preventive,,0,,000170000423
WO-2172222,ASSET-00453,Corrective,BEARING-FAILURE,173,505,000170000423
WO-2172223,ASSET-00453,Preventive,,0,,000170000423
WO-2172224,ASSET-00453,Preventive,,0,,000170000423
WO-2172225,ASSET-00454,Preventive,,0,,000170000424
WO-2172226,ASSET-00454,Corrective,BELT-FAILURE,204,801,000170000424
WO-2172227,ASSET-00454,Emergency,SPINDLE-SEIZURE,114,1535,000170000424
WO-2172228,ASSET-00454,Emergency,MOTOR-BURNOUT,86,642,000170000424
WO-2172229,ASSET-00454,Corrective,CALIBRATION-DRIFT,240,1438,000170000424
WO-2172230,ASSET-00455,Preventive,,0,,000170000425
WO-2172231,ASSET-00455,Corrective,DIE-WEAR,66,263,000170000425
WO-2172232,ASSET-00455,Preventive,,0,,000170000425
WO-2172233,ASSET-00455,Preventive,,0,,000170000425
WO-2172234,ASSET-00455,Preventive,,0,,000170000425
WO-2172235,ASSET-00455,Corrective,CALIBRATION-DRIFT,217,221,000170000425
WO-2172236,ASSET-00455,Preventive,,0,,000170000425
WO-2172237,ASSET-00455,Preventive,,0,,000170000425
WO-2172238,ASSET-00456,Preventive,,0,,000170000426
WO-2172239,ASSET-00456,Emergency,DIE-WEAR,216,1693,000170000426
WO-2172240,ASSET-00456,Preventive,,0,,000170000426
WO-2172241,ASSET-00456,Preventive,,0,,000170000426
WO-2172242,ASSET-00456,Corrective,SPINDLE-SEIZURE,74,714,000170000426
WO-2172243,ASSET-00457,Emergency,MOTOR-BURNOUT,130,1663,000170000427
WO-2172244,ASSET-00458,Preventive,,0,,000170000428
WO-2172245,ASSET-00458,Preventive,,0,,000170000428
WO-2172246,ASSET-00458,Corrective,BEARING-FAILURE,62,565,000170000428
WO-2172247,ASSET-00458,Preventive,,0,,000170000428
WO-2172248,ASSET-00459,Emergency,HYDRAULIC-LEAK,549,1120,000170000429
WO-2172249,ASSET-00459,Preventive,,0,,000170000429
WO-2172250,ASSET-00459,Corrective,BEARING-FAILURE,103,585,000170000429
WO-2172251,ASSET-00459,Preventive,,0,,000170000429
WO-2172252,ASSET-00459,Preventive,,0,,000170000429
WO-2172253,ASSET-00460,Corrective,CONTROLLER-FAULT,90,934,000170000430
WO-2172254,ASSET-00460,Corrective,CONTROLLER-FAULT,88,1432,000170000430
WO-2172255,ASSET-00460,Emergency,CONTROLLER-FAULT,460,764,000170000430
WO-2172256,ASSET-00460,Preventive,,0,,000170000430
WO-2172257,ASSET-00460,Preventive,,0,,000170000430
WO-2172258,ASSET-00460,Preventive,,0,,000170000430
WO-2172259,ASSET-00460,Corrective,SPINDLE-SEIZURE,230,790,000170000430
WO-2172260,ASSET-00461,Preventive,,0,,000170000431
WO-2172261,ASSET-00461,Preventive,,0,,000170000431
WO-2172262,ASSET-00461,Preventive,,0,,000170000431
WO-2172263,ASSET-00461,Preventive,,0,,000170000431
WO-2172264,ASSET-00461,Preventive,,0,,000170000431
WO-2172265,ASSET-00461,Emergency,CALIBRATION-DRIFT,441,1744,000170000431
WO-2172266,ASSET-00462,Corrective,CONTROLLER-FAULT,114,1800,000170000432
WO-2172267,ASSET-00462,Preventive,,0,,000170000432
WO-2172268,ASSET-00462,Corrective,BELT-FAILURE,103,282,000170000432
WO-2172269,ASSET-00462,Preventive,,0,,000170000432
WO-2172270,ASSET-00463,Preventive,,0,,000170000433
WO-2172271,ASSET-00464,Preventive,,0,,000170000434
WO-2172272,ASSET-00464,Preventive,,0,,000170000434
WO-2172273,ASSET-00464,Preventive,,0,,000170000434
WO-2172274,ASSET-00464,Corrective,SENSOR-FAULT,122,1776,000170000434
WO-2172275,ASSET-00464,Emergency,MOTOR-BURNOUT,248,1328,000170000434
WO-2172276,ASSET-00464,Emergency,HYDRAULIC-LEAK,280,396,000170000434
WO-2172277,ASSET-00464,Preventive,,0,,000170000434
WO-2172278,ASSET-00464,Preventive,,0,,000170000434
WO-2172279,ASSET-00465,Preventive,,0,,
WO-2172280,ASSET-00465,Corrective,SPINDLE-SEIZURE,114,934,
WO-2172281,ASSET-00465,Emergency,DIE-WEAR,452,1127,
WO-2172282,ASSET-00465,Preventive,,0,,
WO-2172283,ASSET-00465,Corrective,CALIBRATION-DRIFT,186,240,
WO-2172284,ASSET-00465,Emergency,HYDRAULIC-LEAK,296,1205,
WO-2172285,ASSET-00465,Corrective,BEARING-FAILURE,35,509,
WO-2172286,ASSET-00466,Preventive,,0,,000170000435
WO-2172287,ASSET-00466,Corrective,BELT-FAILURE,93,1183,000170000435
WO-2172288,ASSET-00466,Corrective,CALIBRATION-DRIFT,159,932,000170000435
WO-2172289,ASSET-00466,Corrective,HYDRAULIC-LEAK,71,1597,000170000435
WO-2172290,ASSET-00466,Preventive,,0,,000170000435
WO-2172291,ASSET-00467,Corrective,SENSOR-FAULT,151,243,000170000436
WO-2172292,ASSET-00467,Corrective,SPINDLE-SEIZURE,109,845,000170000436
WO-2172293,ASSET-00467,Emergency,MOTOR-BURNOUT,286,626,000170000436
WO-2172294,ASSET-00467,Emergency,MOTOR-BURNOUT,444,1957,000170000436
WO-2172295,ASSET-00468,Preventive,,0,,000170000437
WO-2172296,ASSET-00468,Preventive,,0,,000170000437
WO-2172297,ASSET-00468,Corrective,SPINDLE-SEIZURE,126,911,000170000437
WO-2172298,ASSET-00469,Corrective,CALIBRATION-DRIFT,96,1697,000170000438
WO-2172299,ASSET-00469,Preventive,,0,,000170000438
WO-2172300,ASSET-00470,Preventive,,0,,000170000439
WO-2172301,ASSET-00470,Emergency,PNEUMATIC-LEAK,329,1257,000170000439
WO-2172302,ASSET-00470,Emergency,BELT-FAILURE,117,846,000170000439
WO-2172303,ASSET-00470,Corrective,PNEUMATIC-LEAK,238,993,000170000439
WO-2172304,ASSET-00470,Corrective,BELT-FAILURE,36,1122,000170000439
WO-2172305,ASSET-00470,Preventive,,0,,000170000439
WO-2172306,ASSET-00470,Preventive,,0,,000170000439
WO-2172307,ASSET-00470,Emergency,HYDRAULIC-LEAK,334,307,000170000439
WO-2172308,ASSET-00470,Preventive,,0,,000170000439
WO-2172309,ASSET-00470,Preventive,,0,,000170000439
WO-2172310,ASSET-00471,Preventive,,0,,000170000440
WO-2172311,ASSET-00471,Preventive,,0,,000170000440
WO-2172312,ASSET-00471,Corrective,SENSOR-FAULT,66,1631,000170000440
WO-2172313,ASSET-00472,Preventive,,0,,000170000441
WO-2172314,ASSET-00472,Corrective,CALIBRATION-DRIFT,161,1270,000170000441
WO-2172315,ASSET-00472,Corrective,BEARING-FAILURE,131,1930,000170000441
WO-2172316,ASSET-00472,Preventive,,0,,000170000441
WO-2172317,ASSET-00472,Preventive,,0,,000170000441
WO-2172318,ASSET-00472,Emergency,DIE-WEAR,372,505,000170000441
WO-2172319,ASSET-00472,Corrective,SPINDLE-SEIZURE,98,1669,000170000441
WO-2172320,ASSET-00473,Corrective,BELT-FAILURE,85,1088,000170000442
