Werk,Anlagennummer,Anlagenbezeichnung,Kostenstelle,Anschaffungswert,Hersteller
P1160,000170000374,Induction Heating Unit,CC-4837,85839.28,Yaskawa Motoman
P1160,000170000375,Palletizing Robot,CC-4836,106522.34,AIDA
P1160,000170000376,Hydraulic Press,CC-4836,123269.65,Yaskawa Motoman
P1160,000170000377,Ultrasonic Welding Station,CC-4839,26053.08,ABB Robotics
P1160,000170000378,Screw Fastening Station,CC-4836,35303.23,KUKA
P1160,000170000379,Dimensional Measurement Arm,CC-4838,130658.23,Kuka Ag
P1160,000170000380,Overhead Gantry Loader,CC-4836,94325.53,KUKA AG
P1160,000170000381,Adhesive Dispensing Unit,CC-4839,34819.84,FANUC Corporation
P1160,000170000382,Ultrasonic Welding Station,CC-4837,68599.84,DMG MORI
P1160,000170000383,Stamping Press,CC-4836,794373.96,Durr AG
P1160,000170000384,,CC-4839,171916.85,DMG
P1160,000170000385,,CC-4838,146348.35,Kuka Ag
P1160,000170000386,Torque Application Unit,CC-4839,37236.03,Carl
P1160,000170000387,Assembly Torque Wrench Station,CC-4838,27339.36,KUKA AG
P1160,000170000388,Induction Heating Unit,CC-4836,59456.41,KUKA AG
P1160,000170000389,Riveting Station,CC-4836,69264.34,Yaskawa Motoman
P1160,000170000390,Laser Welding Cell,CC-4839,262656.00,Yaskawa Motoman
P1160,000170000391,Leak Test Station,CC-4839,35175.36,Fanuc Corporation
P1160,000170000392,Palletizing Robot,CC-4836,99032.09,FANUC
P1160,000170000393,Vision Inspection Station,CC-4836,81141.44,KUKA AG
P1160,000170000394,Injection Molding Machine,CC-4836,442953.03,Mazak Corporation
P1160,000170000395,Automated Guided Vehicle,CC-4838,104041.53,ABB Robotics
P1160,000170000396,Leak Test Station,CC-4839,55972.70,KUKA AG
P1160,000170000397,Leak Test Station,CC-4837,38484.02,Haas Automation
P1160,000170000398,Conveyor System,CC-4838,107015.66,Mazak Corporation
P1160,000170000399,CNC Machining Center,CC-4838,424535.03,Eisenmann SE
P1160,000170000400,Induction Heating Unit,CC-4836,37922.10,KUKA AG
P1160,000170000401,Final Functional Test Bench,CC-4838,61226.84,ABB Robotics
P1160,000170000402,Laser Welding Cell,CC-4839,277780.58,ABB Robotics
P1160,000170000403,Hydraulic Press,CC-4837,188333.51,KUKA AG
P1160,000170000404,,CC-4837,102688.13,ABB Robotics
P1160,000170000405,Laser Welding Cell,CC-4837,336113.37,Atlas Copco
P1160,000170000406,Wheel Alignment Rig,CC-4836,80065.65,Miller Electric
P1160,000170000407,,CC-4837,36104.05,KUKA
P1160,000170000408,Riveting Station,CC-4836,49671.48,KUKA AG
P1160,000170000409,Riveting Station,CC-4836,33536.97,KUKA
P1160,000170000410,Hydraulic Press,CC-4836,132173.04,Siemens
P1160,000170000411,Overhead Gantry Loader,CC-4839,150686.94,Carl Zeiss Industrial Metrology
P1160,000170000412,Screw Fastening Station,CC-4839,17403.40,Miller Electric
P1160,000170000413,Battery Pack Assembly Cell,CC-4837,576239.20,Yaskawa Motoman
P1160,000170000414,CNC Machining Center,CC-4837,394931.31,DMG MORI
P1160,000170000415,Hydraulic Press,CC-4839,245591.98,ABB Robotics
P1160,000170000416,Leak Test Station,CC-4838,39560.67,FANUC Corporation
P1160,000170000417,Ultrasonic Welding Station,CC-4837,30385.70,Mazak Corporation
P1160,000170000418,Final Functional Test Bench,CC-4836,82638.90,ABB Robotics
P1160,000170000419,Final Functional Test Bench,CC-4838,192589.09,Miller Electric
P1160,000170000420,Paint Application Robot,CC-4838,209084.67,ABB Robotics
P1160,000170000421,Overhead Gantry Loader,CC-4837,118950.70,Dematic
P1160,000170000422,Paint Application Robot,CC-4836,221186.55,KUKA
P1160,000170000423,Hydraulic Press,CC-4837,234026.21,KUKA AG
P1160,000170000424,Hydraulic Press,CC-4838,294363.06,mazak corporation
P1160,000170000425,Overhead Gantry Loader,CC-4839,81691.17,FANUC Corporation
P1160,000170000426,Overhead Gantry Loader,CC-4836,138999.22,Yaskawa Motoman
P1160,000170000427,Riveting Station,,69051.17,Bosch Rexroth
P1160,000170000428,Leak Test Station,CC-4837,37718.93,Eisenmann SE
P1160,000170000429,Coil Winding Machine,CC-4839,177310.27,ABB ROBOTICS
P1160,000170000430,Palletizing Robot,CC-4839,150177.99,ABB Robotics
P1160,000170000431,Coil Winding Machine,CC-4836,197907.06,Fives
P1160,000170000432,Coil Winding Machine,CC-4838,88705.34,Atlas Copco
P1160,000170000433,Hydraulic Press,CC-4839,386177.59,DMG MORI
P1160,000170000434,Injection Molding Machine,CC-4837,298541.21,FANUC Corporation
P1160,000170000435,Battery Pack Assembly Cell,CC-4837,237922.69,Dmg Mori
P1160,000170000436,Conveyor System,CC-4839,52466.15,Schuler Group
P1160,000170000437,CNC Machining Center,CC-4836,394171.48,Mazak Corporation
P1160,000170000438,Adhesive Dispensing Unit,CC-4838,43183.26,KUKA AG
P1160,000170000439,Final Functional Test Bench,CC-4836,167274.43,Mazak Corporation
P1160,000170000440,Coil Winding Machine,CC-4839,135210.85,Siemens
P1160,000170000441,Induction Heating Unit,CC-4836,75112.85,FANUC CORPORATION
P1160,000170000442,Vision Inspection Station,CC-4838,75903.65,Fives Group
P1160,000170000443,Battery Pack Assembly Cell,CC-4837,271856.61,Rockwell Automation
P1160,000170000444,Dimensional Measurement Arm,CC-4838,76278.87,KUKA AG
P1160,000170000445,Ultrasonic Welding Station,CC-4838,73247.58,ABB Robotics
P1160,000170000446,Dimensional Measurement Arm,CC-4838,63197.60,KUKA AG
P1160,000170000447,CNC Machining Center,CC-4839,375265.16,ABB
P1160,000170000448,Laser Welding Cell,CC-4838,381523.38,Miller Electric
P1160,000170000449,Laser Welding Cell,CC-4836,224967.11,KUKA AG
P1160,000170000450,Automated Guided Vehicle,CC-4836,119376.92,FANUC
P1160,000170000451,,CC-4839,350839.67,ABB Robotics
P1160,000170000452,Wheel Alignment Rig,CC-4836,77746.71,Atlas Copco
P1160,000170000453,Torque Application Unit,CC-4837,20700.78,Abb Robotics
P1160,000170000454,,CC-4838,139237.58,ABB Robotics
P1160,000170000455,Injection Molding Machine,CC-4839,411576.81,Haas Automation
P1160,000170000456,Leak Test Station,CC-4837,47717.08,Schuler
P1160,000170000457,Riveting Station,CC-4839,36590.45,Yaskawa
P1160,000170000458,Palletizing Robot,CC-4837,178216.28,kuka ag
P1160,000170000459,Hydraulic Press,CC-4836,293434.07,KUKA AG
P1160,000170000460,CNC Machining Center,CC-4839,201964.30,ABB Robotics
P1160,000170000461,Battery Pack Assembly Cell,CC-4836,342999.93,ABB Robotics
P1160,000170000462,Laser Welding Cell,CC-4839,207096.94,Siemens AG
P1160,000170000463,Robotic Welding Cell,CC-4839,271160.67,kuka ag
P1160,000170000464,Robotic Welding Cell,CC-4836,183715.64,KUKA AG
P1160,000170000465,Ultrasonic Welding Station,CC-4837,51340.12,ABB Robotics
P1160,000170000466,CNC Machining Center,CC-4837,206274.64,Miller
P1160,000170000467,Hydraulic Press,CC-4838,357501.85,KUKA AG
P1160,000170000468,Induction Heating Unit,CC-4838,31449.46,FANUC Corporation
P1160,000170000469,Injection Molding Machine,CC-4837,422474.64,ABB ROBOTICS
P1160,000170000470,Automated Guided Vehicle,CC-4839,84076.91,Schuler Group
P1160,000170000471,Stamping Press,CC-4837,943280.02,ABB Robotics
P1160,000170000472,Leak Test Station,CC-4836,33203.88,KUKA
P1160,000170000473,Adhesive Dispensing Unit,CC-4836,42840.63,DMG MORI
P1160,000170000474,Overhead Gantry Loader,CC-4836,68174.56,FANUC Corporation
P1160,000170000475,Coil Winding Machine,CC-4837,168217.61,KUKA
P1160,000170000476,Hydraulic Press,CC-4838,157661.39,Schuler
P1160,000170000477,Injection Molding Machine,CC-4839,226418.39,FANUC
P1160,000170000478,Dimensional Measurement Arm,CC-4837,89021.61,Siemens AG
P1160,000170000479,Palletizing Robot,CC-4836,102850.42,Ingersoll Rand
P1160,000170000480,Automated Guided Vehicle,CC-4839,100635.94,FANUC
P1160,000170000481,Laser Welding Cell,CC-4838,346495.38,ABB Robotics
P1160,000170000482,Overhead Gantry Loader,CC-4837,60271.49,ABB
P1160,000170000483,Conveyor System,CC-4836,132128.43,Mazak Corporation
P1160,000170000484,Robotic Welding Cell,CC-4836,215607.58,ABB Robotics
P1160,000170000485,Overhead Gantry Loader,CC-4839,131455.63,Haas Automation
P1160,000170000486,Paint Application Robot,CC-4836,245299.76,MILLER ELECTRIC
P1160,000170000487,CNC Machining Center,CC-4836,356845.47,Yaskawa Motoman
P1160,000170000488,Paint Application Robot,CC-4837,220405.23,Carl Zeiss Industrial Metrology
P1160,000170000489,Adhesive Dispensing Unit,CC-4836,89895.43,ABB Robotics
P1160,000170000490,Paint Application Robot,CC-4839,202548.95,bosch rexroth
P1160,000170000491,Stamping Press,CC-4836,906440.21,KUKA
P1160,000170000492,Induction Heating Unit,CC-4837,59909.20,Atlas Copco
P1160,000170000493,Leak Test Station,CC-4839,37311.83,ABB Robotics
P1160,000170000494,Laser Welding Cell,CC-4838,221596.67,AIDA Engineering
P1160,000170000495,Screw Fastening Station,CC-4839,13443.50,Rockwell Automation
P1160,000170000496,Stamping Press,CC-4839,579012.26,ABB Robotics
P1160,000170000497,Dimensional Measurement Arm,CC-4838,76448.33,FANUC Corporation
P1160,000170000498,,CC-4838,77621.44,KUKA
P1160,000170000499,Robotic Welding Cell,CC-4836,209733.49,Haas
P1160,000170000500,Screw Fastening Station,CC-4836,15284.38,Yaskawa Motoman
P1160,000170000501,Battery Pack Assembly Cell,CC-4839,493358.44,DMG MORI
P1160,000170000502,Paint Application Robot,CC-4837,157931.39,Bosch Rexroth
P1160,000170000503,Torque Application Unit,CC-4838,22954.86,Dematic
P1160,000170000504,Dimensional Measurement Arm,CC-4836,113157.80,Mazak Corporation
P1160,000170000505,Paint Application Robot,CC-4837,306900.49,ABB Robotics
P1160,000170000506,Conveyor System,CC-4837,128553.61,Bosch
P1160,000170000507,Leak Test Station,CC-4836,41060.62,Durr AG
P1160,000170000508,Riveting Station,CC-4837,51611.28,ABB Robotics
P1160,000170000509,Hydraulic Press,CC-4838,235057.22,Schuler Group
P1160,000170000510,Screw Fastening Station,CC-4836,25241.46,ABB
P1160,000170000511,Robotic Welding Cell,CC-4837,145874.85,KUKA AG
P1160,000170000512,Final Functional Test Bench,CC-4839,134374.65,Lincoln Electric
P1160,000170000513,Ultrasonic Welding Station,CC-4836,47621.37,abb robotics
P1160,000170000514,Torque Application Unit,CC-4837,22769.29,KUKA AG
P1160,000170000515,Palletizing Robot,,110539.95,Miller Electric
P1160,000170000516,Paint Application Robot,CC-4839,264222.21,Mazak Corporation
P1160,000170000517,Assembly Torque Wrench Station,CC-4836,21176.18,ABB
P1160,000170000518,Torque Application Unit,CC-4837,40360.24,Miller Electric
P1160,000170000519,CNC Machining Center,CC-4837,320295.83,Carl Zeiss Industrial Metrology
P1160,000170000520,Vision Inspection Station,CC-4836,59157.25,Ingersoll Rand
P1160,000170000521,Battery Pack Assembly Cell,CC-4839,277031.50,Bosch
P1160,000170000522,Laser Welding Cell,CC-4837,360988.40,rockwell automation
P1160,000170000523,Laser Welding Cell,CC-4837,223214.86,Mazak
P1160,000170000524,Coil Winding Machine,CC-4836,165931.59,Ingersoll Rand
P1160,000170000525,Battery Pack Assembly Cell,CC-4839,253292.03,ABB Robotics
P1160,000170000526,Stamping Press,CC-4836,390138.71,Haas Automation
P1160,000170000527,Dimensional Measurement Arm,CC-4837,91639.91,ABB Robotics
P1160,000170000528,Screw Fastening Station,CC-4838,36318.38,Yaskawa Motoman
P1160,000170000529,Wheel Alignment Rig,CC-4836,59169.27,Siemens AG
P1160,000170000530,Wheel Alignment Rig,CC-4837,32222.15,Atlas
P1160,000170000531,Dimensional Measurement Arm,CC-4836,119902.20,Schuler Group
P1160,000170000532,Vision Inspection Station,CC-4839,31298.46,KUKA
P1160,000170000533,Paint Application Robot,CC-4839,290213.85,Miller Electric
P1160,000170000534,Torque Application Unit,CC-4839,36380.14,KUKA AG
P1160,000170000535,Laser Welding Cell,CC-4839,312236.65,Fanuc Corporation
P1160,000170000536,Leak Test Station,CC-4838,40261.01,Schuler Group
P1160,000170000537,CNC Machining Center,CC-4838,215931.60,KUKA AG
P1160,000170000538,Hydraulic Press,CC-4839,148744.74,KUKA AG
P1160,000170000539,Palletizing Robot,CC-4837,136126.67,KUKA
P1160,000170000540,Vision Inspection Station,,83677.36,Schuler Group
P1160,000170000541,Robotic Welding Cell,CC-4839,136266.61,KUKA AG
P1160,000170000542,Riveting Station,CC-4836,42508.71,COMAU
P1160,000170000543,Paint Application Robot,CC-4836,214442.52,Rockwell Automation
P1160,000170000544,Injection Molding Machine,CC-4838,359949.40,KUKA AG
P1160,000170000545,Laser Welding Cell,CC-4838,375180.17,DMG MORI
P1160,000170000546,Final Functional Test Bench,CC-4839,126286.08,Yaskawa Motoman
P1160,000170000547,Torque Application Unit,CC-4839,41936.82,Lincoln
P1160,000170000548,Robotic Welding Cell,CC-4836,138409.93,dmg mori
P1160,000170000549,Final Functional Test Bench,,97262.65,FANUC
P1160,000170000550,Robotic Welding Cell,,129860.80,ABB Robotics
P1160,000170000551,Robotic Welding Cell,CC-4839,123375.56,KUKA
P1160,000170000552,Coil Winding Machine,CC-4839,202891.93,DMG MORI
P1160,000170000553,Hydraulic Press,CC-4837,218378.81,ABB Robotics
P1160,000170000554,Conveyor System,CC-4839,98265.95,KUKA AG
P1160,000170000555,Laser Welding Cell,,324257.14,Ingersoll Rand
P1160,000170000556,Battery Pack Assembly Cell,CC-4838,411023.98,Carl Zeiss Industrial Metrology
P1160,000170000557,Adhesive Dispensing Unit,CC-4838,82608.82,Yaskawa Motoman
P1160,000170000558,Induction Heating Unit,CC-4839,47159.74,ABB Robotics
P1160,000170000559,Coil Winding Machine,CC-4837,97061.65,KUKA AG
P1160,000170000560,Overhead Gantry Loader,CC-4836,76986.51,Bosch
P1160,000170000561,Paint Application Robot,CC-4838,243221.99,KUKA AG
P1160,000170000562,Adhesive Dispensing Unit,CC-4836,52541.28,Miller Electric
P1160,000170000563,Coil Winding Machine,CC-4836,117575.44,Durr
P1160,000170000564,Leak Test Station,CC-4839,32851.03,Rockwell Automation
P1160,000170000565,CNC Machining Center,CC-4837,421830.99,KUKA AG
P1160,000170000566,Robotic Welding Cell,CC-4839,211682.36,KUKA AG
P1160,000170000567,Assembly Torque Wrench Station,CC-4838,20178.24,KUKA AG
P1160,000170000568,Screw Fastening Station,CC-4837,23032.96,KUKA
P1160,000170000569,Coil Winding Machine,CC-4839,89150.26,DMG MORI
P1160,000170000570,Coil Winding Machine,CC-4839,122916.18,ABB Robotics
P1160,000170000571,Coil Winding Machine,CC-4837,130661.71,Rockwell Automation
P1160,000170000572,Overhead Gantry Loader,CC-4836,77074.86,Carl Zeiss Industrial Metrology
P1160,000170000573,Laser Welding Cell,CC-4839,397730.78,Bosch Rexroth
P1160,000170000574,Conveyor System,CC-4836,132819.86,FANUC Corporation
P1160,000170000575,,CC-4836,431129.02,KUKA AG
P1160,000170000576,Vision Inspection Station,CC-4839,29955.26,Yaskawa Motoman
P1160,000170000577,Robotic Welding Cell,CC-4838,122486.35,FANUC
P1160,000170000578,Robotic Welding Cell,CC-4838,248542.03,Yaskawa
P1160,000170000579,Adhesive Dispensing Unit,CC-4836,82945.65,ABB Robotics
P1160,000170000580,Coil Winding Machine,CC-4836,128218.33,Lincoln Electric
P1160,000170000581,Riveting Station,CC-4838,50199.33,Bosch Rexroth
P1160,000170000582,Injection Molding Machine,CC-4839,315549.63,KUKA
P1160,000170000583,Riveting Station,CC-4837,69966.16,KUKA AG
P1160,000170000584,Automated Guided Vehicle,CC-4838,43741.89,ABB Robotics
P1160,000170000585,Screw Fastening Station,CC-4839,23105.96,Bosch Rexroth
P1160,000170000586,Induction Heating Unit,CC-4838,54733.28,KUKA
P1160,000170000587,Coil Winding Machine,CC-4837,124791.33,KUKA
P1160,000170000588,Hydraulic Press,CC-4837,124371.31,Yaskawa
P1160,000170000589,Hydraulic Press,CC-4838,289874.77,Mazak Corporation
P1160,000170000590,Automated Guided Vehicle,CC-4839,87037.99,ABB Robotics
P1160,000170000591,Injection Molding Machine,CC-4836,346857.13,Durr Ag
P1160,000170000592,Overhead Gantry Loader,CC-4839,158324.48,Siemens AG
P1160,000170000593,Ultrasonic Welding Station,CC-4838,42119.13,ABB Robotics
P1160,000170000594,Paint Application Robot,CC-4838,193731.60,ABB Robotics
P1160,000170000595,Robotic Welding Cell,CC-4839,124119.24,Eisenmann SE
P1160,000170000596,Final Functional Test Bench,CC-4837,145292.85,Yaskawa
P1160,000170000597,Dimensional Measurement Arm,CC-4837,129838.75,ABB Robotics
P1160,000170000598,Wheel Alignment Rig,CC-4836,64200.63,KUKA AG
P1160,000170000599,Palletizing Robot,CC-4837,79887.92,Yaskawa Motoman
P1160,000170000600,Paint Application Robot,CC-4838,235660.21,Miller Electric
P1160,000170000601,Wheel Alignment Rig,CC-4836,49988.27,KUKA
P1160,000170000602,Hydraulic Press,CC-4838,254175.66,Yaskawa Motoman
P1160,000170000603,Overhead Gantry Loader,CC-4838,109075.52,KUKA
P1160,000170000604,Robotic Welding Cell,,227767.18,KUKA AG
P1160,000170000605,Final Functional Test Bench,CC-4837,94764.66,Kuka Ag
P1160,000170000606,Injection Molding Machine,CC-4836,331626.46,KUKA
P1160,000170000607,Riveting Station,CC-4837,40252.15,Yaskawa
P1160,000170000608,Robotic Welding Cell,CC-4837,244444.79,KUKA AG
P1160,000170000609,Dimensional Measurement Arm,CC-4839,87845.86,abb robotics
P1160,000170000610,Wheel Alignment Rig,CC-4839,61359.78,Dmg Mori
P1160,000170000611,Wheel Alignment Rig,CC-4839,72688.72,DMG MORI
P1160,000170000612,Conveyor System,CC-4838,105492.67,ABB Robotics
P1160,000170000613,Assembly Torque Wrench Station,CC-4837,29719.67,ABB Robotics
P1160,000170000614,Coil Winding Machine,CC-4838,169424.47,ABB Robotics
P1160,000170000615,Ultrasonic Welding Station,CC-4837,53894.74,Fanuc Corporation
P1160,000170000616,Final Functional Test Bench,CC-4839,196855.07,DMG MORI
P1160,000170000617,Ultrasonic Welding Station,CC-4836,64089.69,KUKA AG
P1160,000170000618,,CC-4838,70798.68,AIDA Engineering
P1160,000170000619,Palletizing Robot,CC-4838,150695.57,ABB
P1160,000170000620,Vision Inspection Station,CC-4837,30722.22,Lincoln Electric
P1160,000170000621,Stamping Press,CC-4836,488240.57,Eisenmann SE
P1160,000170000622,Screw Fastening Station,CC-4837,25491.18,Fives Group
P1160,000170000623,Coil Winding Machine,CC-4837,180169.36,Miller Electric
P1160,000170000624,Screw Fastening Station,CC-4837,24147.59,Bosch
P1160,000170000625,Leak Test Station,CC-4836,38339.92,Ingersoll Rand
P1160,000170000626,Leak Test Station,CC-4839,67005.53,Ingersoll
P1160,000170000627,Conveyor System,CC-4837,83318.97,DMG MORI
P1160,000170000628,Automated Guided Vehicle,CC-4839,71362.64,KUKA
P1160,000170000629,Paint Application Robot,CC-4836,316292.15,Carl Zeiss Industrial Metrology
P1160,000170000630,Automated Guided Vehicle,CC-4839,94122.28,KUKA
P1160,000170000631,Laser Welding Cell,CC-4836,217719.34,KUKA
P1160,000170000632,Paint Application Robot,CC-4838,336807.71,Bosch Rexroth
P1160,000170000633,Coil Winding Machine,CC-4837,151418.11,Durr AG
P1160,000170000634,Ultrasonic Welding Station,CC-4839,41181.65,ABB Robotics
P1160,000170000635,Induction Heating Unit,CC-4836,44381.22,Yaskawa Motoman
P1160,000170000636,,CC-4839,56273.32,Miller Electric
P1160,000170000637,Laser Welding Cell,CC-4837,346618.14,KUKA AG
P1160,000170000638,Hydraulic Press,CC-4839,309008.28,ABB Robotics
P1160,000170000639,Hydraulic Press,CC-4839,285228.86,ABB Robotics
P1160,000170000640,Hydraulic Press,CC-4836,190012.93,Fives Group
P1160,000170000641,Battery Pack Assembly Cell,CC-4838,319100.39,KUKA AG
P1160,000170000642,CNC Machining Center,CC-4836,252255.16,ABB Robotics
P1160,000170000643,Final Functional Test Bench,CC-4838,165754.53,Haas Automation
P1160,000170000644,CNC Machining Center,CC-4837,185496.18,DMG MORI
P1160,000170000645,Overhead Gantry Loader,CC-4839,77157.85,ABB Robotics
P1160,000170000646,Conveyor System,CC-4838,103250.50,Schuler Group
P1160,000170000647,Coil Winding Machine,CC-4838,142476.20,ABB Robotics
P1160,000170000648,CNC Machining Center,CC-4838,411416.62,Atlas
P1160,000170000649,CNC Machining Center,CC-4836,220590.16,Atlas Copco
P1160,000170000650,Overhead Gantry Loader,CC-4839,98171.62,Lincoln Electric
P1160,000170000651,Screw Fastening Station,CC-4839,39330.57,KUKA AG
P1160,000170000652,Induction Heating Unit,CC-4838,78637.88,KUKA AG
P1160,000170000653,Conveyor System,,59003.70,KUKA
P1160,000170000654,Vision Inspection Station,CC-4836,31996.70,dmg mori
P1160,000170000655,Laser Welding Cell,CC-4838,327116.55,DMG MORI
P1160,000170000656,Riveting Station,CC-4839,55586.59,Yaskawa Motoman
P1160,000170000657,Coil Winding Machine,CC-4838,160534.09,FANUC
P1160,000170000658,Assembly Torque Wrench Station,CC-4839,23574.10,ABB Robotics
P1160,000170000659,Vision Inspection Station,CC-4837,56244.07,FANUC
P1160,000170000660,Hydraulic Press,CC-4836,357439.02,Eisenmann
P1160,000170000661,,CC-4837,289622.12,Schuler Group
P1160,000170000662,Torque Application Unit,CC-4839,30928.28,AIDA
P1160,000170000663,Screw Fastening Station,CC-4836,12062.80,KUKA AG
P1160,000170000664,Battery Pack Assembly Cell,CC-4838,398742.23,Miller Electric
P1160,000170000665,Overhead Gantry Loader,CC-4837,173809.30,abb robotics
P1160,000170000666,Coil Winding Machine,CC-4837,145985.72,Dematic
P1160,000170000667,Conveyor System,CC-4839,84843.49,Lincoln Electric
P1160,000170000668,Leak Test Station,CC-4836,50989.26,Haas Automation
P1160,000170000669,Injection Molding Machine,CC-4838,175521.85,ABB Robotics
P1160,000170000670,Hydraulic Press,CC-4837,199230.53,Durr
P1160,000170000671,CNC Machining Center,CC-4838,307648.60,FANUC Corporation
P1160,000170000672,Final Functional Test Bench,CC-4836,173036.01,Comau
P1160,000170000673,Robotic Welding Cell,CC-4837,252639.92,ABB Robotics
P1160,000170000674,Final Functional Test Bench,CC-4836,121057.64,ABB
P1160,000170000675,Palletizing Robot,CC-4836,117274.49,Dematic
P1160,000170000676,Laser Welding Cell,CC-4838,398552.95,KUKA AG
P1160,000170000677,Assembly Torque Wrench Station,CC-4836,13415.58,KUKA AG
P1160,000170000678,Induction Heating Unit,CC-4839,71737.71,FANUC Corporation
P1160,000170000679,Coil Winding Machine,,180821.81,KUKA AG
P1160,000170000680,CNC Machining Center,CC-4838,428136.44,Atlas Copco
P1160,000170000681,Ultrasonic Welding Station,,31802.50,Haas Automation
P1160,000170000682,Conveyor System,CC-4837,87858.51,Bosch Rexroth
P1160,000170000683,Stamping Press,CC-4839,1169326.52,KUKA AG
P1160,000170000684,Robotic Welding Cell,CC-4839,262156.85,Yaskawa Motoman
P1160,000170000685,Assembly Torque Wrench Station,CC-4837,27940.23,KUKA
P1160,000170000686,Stamping Press,CC-4838,1154204.06,FANUC Corporation
P1160,000170000687,Ultrasonic Welding Station,CC-4839,67825.53,DMG MORI
P1160,000170000688,Screw Fastening Station,CC-4837,15187.57,DMG MORI
P1160,000170000689,,CC-4836,44777.67,FANUC Corporation
P1160,000170000690,Adhesive Dispensing Unit,CC-4839,64400.29,Haas
P1160,000170000691,Leak Test Station,CC-4839,34444.47,Yaskawa Motoman
P1160,000170000692,Final Functional Test Bench,CC-4838,66581.66,KUKA
P1160,000170000693,Paint Application Robot,CC-4837,184669.27,FANUC
P1160,000170000694,Robotic Welding Cell,CC-4839,262008.79,FANUC Corporation
P1160,000170000695,Adhesive Dispensing Unit,CC-4836,43862.67,Haas Automation
P1160,000170000696,Battery Pack Assembly Cell,CC-4837,577572.10,ABB Robotics
P1160,000170000697,Paint Application Robot,CC-4837,155321.06,kuka ag
P1160,000170000698,Overhead Gantry Loader,CC-4839,145328.83,ABB Robotics
P1160,000170000699,Battery Pack Assembly Cell,CC-4838,577529.07,Schuler
P1160,000170000700,Paint Application Robot,CC-4836,257528.34,KUKA
P1160,000170000701,Coil Winding Machine,CC-4838,183376.42,ATLAS COPCO
P1160,000170000702,Hydraulic Press,CC-4838,102279.71,Miller
P1160,000170000703,Screw Fastening Station,CC-4837,35145.61,Ingersoll Rand
P1160,000170000704,Vision Inspection Station,CC-4838,60218.90,Miller Electric
P1160,000170000705,Injection Molding Machine,CC-4839,382423.79,Kuka Ag
P1160,000170000706,Laser Welding Cell,CC-4838,240191.21,Yaskawa Motoman
P1160,000170000707,Leak Test Station,CC-4837,40172.63,Durr AG
P1160,000170000708,Ultrasonic Welding Station,CC-4837,40605.46,KUKA
P1160,000170000709,Paint Application Robot,CC-4838,216667.46,KUKA AG
P1160,000170000710,Automated Guided Vehicle,CC-4839,43089.59,Lincoln Electric
P1160,000170000711,Torque Application Unit,CC-4836,32280.01,KUKA AG
P1160,000170000712,Induction Heating Unit,CC-4838,68834.15,Schuler Group
P1160,000170000713,Wheel Alignment Rig,CC-4839,73164.10,Lincoln Electric
P1160,000170000714,Wheel Alignment Rig,CC-4839,36613.38,Atlas Copco
P1160,000170000715,Wheel Alignment Rig,CC-4837,68151.84,Fives Group
P1160,000170000716,Stamping Press,CC-4837,363932.25,KUKA AG
P1160,000170000717,Vision Inspection Station,CC-4839,53024.92,FANUC Corporation
P1160,000170000718,Palletizing Robot,CC-4839,123449.38,Fives Group
P1160,000170000719,Induction Heating Unit,CC-4838,70298.76,KUKA AG
P1160,000170000720,Automated Guided Vehicle,CC-4837,102470.69,DMG
P1160,000170000721,Injection Molding Machine,CC-4836,491827.71,Mazak Corporation
P1160,000170000722,CNC Machining Center,CC-4839,359228.88,KUKA AG
P1160,000170000723,Induction Heating Unit,CC-4839,63381.33,FANUC Corporation
P1160,000170000724,Assembly Torque Wrench Station,CC-4839,34156.87,DMG MORI
P1160,000170000725,Overhead Gantry Loader,CC-4836,167331.26,Miller Electric
P1160,000170000726,Palletizing Robot,CC-4836,115171.03,FANUC Corporation
P1160,000170000727,CNC Machining Center,,400562.22,Yaskawa
P1160,000170000728,Laser Welding Cell,CC-4839,287486.94,Lincoln
P1160,000170000729,Hydraulic Press,CC-4836,101527.45,ABB
P1160,000170000730,Stamping Press,CC-4838,605899.99,KUKA
P1160,000170000731,CNC Machining Center,CC-4836,444858.14,Comau
P1160,000170000732,Hydraulic Press,CC-4839,326192.59,Haas Automation
P1160,000170000733,Leak Test Station,CC-4836,35693.68,KUKA
P1160,000170000734,Hydraulic Press,CC-4838,276371.39,Kuka Ag
P1160,000170000735,Overhead Gantry Loader,CC-4839,127016.94,KUKA
P1160,000170000736,Overhead Gantry Loader,CC-4839,73638.15,KUKA AG
P1160,000170000737,Battery Pack Assembly Cell,CC-4836,468796.29,ABB Robotics
P1160,000170000738,Riveting Station,CC-4838,48879.62,KUKA
P1160,000170000739,Laser Welding Cell,CC-4839,342229.02,ABB Robotics
P1160,000170000740,Laser Welding Cell,CC-4838,335095.38,DMG MORI
P1160,000170000741,Laser Welding Cell,CC-4837,316379.85,miller electric
P1160,000170000742,Wheel Alignment Rig,CC-4839,74528.31,KUKA AG
P1160,000170000743,Riveting Station,CC-4838,25687.31,DMG MORI
P1160,000170000744,Vision Inspection Station,CC-4836,44792.86,Miller Electric
P1160,000170000745,Palletizing Robot,CC-4839,139885.16,ABB Robotics
P1160,000170000746,Conveyor System,CC-4838,61729.29,KUKA
P1160,000170000747,Torque Application Unit,CC-4837,19740.52,ABB Robotics
