MaterialNumber,StorageBin,QtyOnHand,KanbanCardID,IssuingPlant,ReceivingPlant
MAT-573362,D-29-1,559,KANBAN-00170,Paint Shop DE,Assembly Plant CN
MAT-224531,H-05-5,2833,KANBAN-00171,Paint Shop DE,Assembly Plant CN
MAT-567896,D-10-1,3701,KANBAN-00172,Paint Shop DE,Assembly Plant CN
MAT-244998,G-13-2,2163,KANBAN-00173,Paint Shop DE,Assembly Plant CN
MAT-582071,E-23-1,1973,KANBAN-00174,Paint Shop DE,Assembly Plant CN
MAT-352802,C-10-1,3395,KANBAN-00175,Paint Shop DE,Assembly Plant CN
MAT-411857,G-14-2,58,KANBAN-00176,Paint Shop DE,Assembly Plant CN
MAT-323690,F-25-1,4153,KANBAN-00177,Paint Shop DE,Assembly Plant CN
MAT-944026,B-24-3,4401,KANBAN-00178,Paint Shop DE,Assembly Plant CN
MAT-963522,F-09-1,217,KANBAN-00179,Paint Shop DE,Assembly Plant CN
MAT-416234,C-21-3,3217,KANBAN-00180,Paint Shop DE,Assembly Plant CN
MAT-716174,C-04-4,4983,KANBAN-00181,Paint Shop DE,Assembly Plant CN
MAT-464980,F-13-1,4502,KANBAN-00182,Paint Shop DE,Assembly Plant CN
MAT-501159,D-03-4,4744,KANBAN-00183,Paint Shop DE,Assembly Plant CN
MAT-944215,E-29-5,3906,KANBAN-00184,Paint Shop DE,Assembly Plant CN
MAT-115858,F-29-4,3862,KANBAN-00185,Paint Shop DE,Assembly Plant CN
MAT-834684,G-01-5,3937,KANBAN-00186,Paint Shop DE,Assembly Plant CN
MAT-288785,G-08-4,3392,KANBAN-00187,Paint Shop DE,Assembly Plant CN
MAT-945119,E-23-1,2239,KANBAN-00188,Paint Shop DE,Assembly Plant CN
MAT-401130,D-15-4,2071,KANBAN-00189,Paint Shop DE,Assembly Plant CN
MAT-793341,F-01-1,2453,KANBAN-00190,Paint Shop DE,Assembly Plant CN
MAT-924461,C-14-2,4380,KANBAN-00191,Paint Shop DE,Assembly Plant CN
MAT-300718,C-23-2,4555,KANBAN-00192,Paint Shop DE,Assembly Plant CN
MAT-343015,G-12-2,2818,KANBAN-00193,Paint Shop DE,Assembly Plant CN
MAT-175800,H-20-3,4015,KANBAN-00001,Seating & Interior Plant PL,Assembly Plant CN
MAT-794170,H-25-4,1600,KANBAN-00002,Seating & Interior Plant PL,Assembly Plant CN
MAT-707096,B-22-3,543,KANBAN-00003,Seating & Interior Plant PL,Assembly Plant CN
MAT-603735,G-23-4,3039,KANBAN-00004,Seating & Interior Plant PL,Assembly Plant CN
MAT-171612,E-25-5,2944,KANBAN-00005,Seating & Interior Plant PL,Assembly Plant CN
MAT-819140,H-07-3,1049,KANBAN-00006,Seating & Interior Plant PL,Assembly Plant CN
MAT-806927,B-29-3,4641,KANBAN-00007,Seating & Interior Plant PL,Assembly Plant CN
MAT-626597,G-09-1,3133,KANBAN-00008,Seating & Interior Plant PL,Assembly Plant CN
MAT-411517,D-24-3,4279,KANBAN-00009,Seating & Interior Plant PL,Assembly Plant CN
MAT-429253,E-01-4,2438,KANBAN-00010,Seating & Interior Plant PL,Assembly Plant CN
MAT-421733,C-21-3,3482,KANBAN-00011,Seating & Interior Plant PL,Assembly Plant CN
MAT-211513,H-05-2,569,KANBAN-00012,Seating & Interior Plant PL,Assembly Plant CN
MAT-739340,F-29-4,2157,KANBAN-00013,Seating & Interior Plant PL,Assembly Plant CN
MAT-778523,A-17-4,2153,KANBAN-00014,Seating & Interior Plant PL,Assembly Plant CN
MAT-421427,F-27-4,4652,KANBAN-00015,Seating & Interior Plant PL,Assembly Plant CN
MAT-288258,D-23-1,4673,KANBAN-00016,Seating & Interior Plant PL,Assembly Plant CN
MAT-742237,G-28-1,2241,KANBAN-00017,Seating & Interior Plant PL,Assembly Plant CN
MAT-478368,F-04-3,2090,KANBAN-00018,Seating & Interior Plant PL,Assembly Plant CN
MAT-342617,A-26-3,312,KANBAN-00019,Seating & Interior Plant PL,Assembly Plant CN
MAT-638407,C-01-4,3890,KANBAN-00020,Seating & Interior Plant PL,Assembly Plant CN
MAT-401879,C-11-1,2641,KANBAN-00021,Seating & Interior Plant PL,Assembly Plant CN
MAT-558221,G-27-2,1289,KANBAN-00022,Seating & Interior Plant PL,Assembly Plant CN
MAT-766414,H-13-3,2897,KANBAN-00023,Seating & Interior Plant PL,Assembly Plant CN
MAT-555857,H-14-1,2202,KANBAN-00024,Seating & Interior Plant PL,Assembly Plant CN
MAT-927166,H-22-1,4280,KANBAN-00025,Seating & Interior Plant PL,Assembly Plant CN
MAT-728084,E-18-2,626,KANBAN-00026,Seating & Interior Plant PL,Assembly Plant CN
MAT-652301,B-29-2,1314,KANBAN-00027,Seating & Interior Plant PL,Assembly Plant CN
MAT-349501,D-15-4,554,KANBAN-00028,Seating & Interior Plant PL,Assembly Plant CN
MAT-469133,F-07-1,2836,KANBAN-00029,Seating & Interior Plant PL,Assembly Plant CN
MAT-993266,A-03-5,2393,KANBAN-00030,Seating & Interior Plant PL,Assembly Plant CN
MAT-530891,A-15-1,3769,KANBAN-00031,Seating & Interior Plant PL,Assembly Plant CN
MAT-600129,F-03-1,2968,KANBAN-00032,Seating & Interior Plant PL,Assembly Plant CN
MAT-241310,D-05-3,750,KANBAN-00033,Seating & Interior Plant PL,Assembly Plant CN
MAT-816677,F-29-5,3646,KANBAN-00034,Seating & Interior Plant PL,Assembly Plant CN
MAT-911747,H-09-3,2535,KANBAN-00035,Seating & Interior Plant PL,Assembly Plant CN
MAT-341079,F-08-3,3010,KANBAN-00036,Seating & Interior Plant PL,Assembly Plant CN
MAT-481250,H-21-2,4199,KANBAN-00037,Seating & Interior Plant PL,Assembly Plant CN
MAT-132401,A-26-2,3484,KANBAN-00038,Seating & Interior Plant PL,Assembly Plant CN
MAT-114505,H-09-5,2467,KANBAN-00039,Seating & Interior Plant PL,Assembly Plant CN
MAT-107965,H-27-3,3557,KANBAN-00040,Seating & Interior Plant PL,Assembly Plant CN
MAT-453349,C-28-4,3895,KANBAN-00041,Seating & Interior Plant PL,Assembly Plant CN
MAT-722780,B-22-5,4276,KANBAN-00042,Seating & Interior Plant PL,Assembly Plant CN
MAT-606025,H-08-3,2826,KANBAN-00043,Seating & Interior Plant PL,Assembly Plant CN
MAT-959990,H-10-2,3215,KANBAN-00044,Seating & Interior Plant PL,Assembly Plant CN
MAT-238553,F-20-4,1683,KANBAN-00045,Seating & Interior Plant PL,Assembly Plant CN
MAT-355250,D-22-1,4989,KANBAN-00046,Seating & Interior Plant PL,Assembly Plant CN
MAT-880938,A-02-5,1926,KANBAN-00047,Seating & Interior Plant PL,Assembly Plant CN
MAT-880392,A-21-5,3566,KANBAN-00048,Seating & Interior Plant PL,Assembly Plant CN
MAT-283984,G-29-2,2882,KANBAN-00049,Seating & Interior Plant PL,Assembly Plant CN
MAT-361346,E-23-4,494,KANBAN-00050,Seating & Interior Plant PL,Assembly Plant CN
MAT-330387,A-01-5,2156,KANBAN-00051,Seating & Interior Plant PL,Assembly Plant CN
MAT-902280,H-25-5,4269,KANBAN-00052,Seating & Interior Plant PL,Assembly Plant CN
MAT-907740,E-07-3,4399,KANBAN-00053,Seating & Interior Plant PL,Assembly Plant CN
MAT-225998,C-20-2,2668,KANBAN-00054,Seating & Interior Plant PL,Assembly Plant CN
MAT-905773,G-12-3,4887,KANBAN-00055,Seating & Interior Plant PL,Assembly Plant CN
MAT-684209,B-13-4,1348,KANBAN-00056,Seating & Interior Plant PL,Assembly Plant CN
MAT-851390,F-08-5,113,KANBAN-00057,Seating & Interior Plant PL,Assembly Plant CN
MAT-962687,D-22-2,607,KANBAN-00058,Seating & Interior Plant PL,Assembly Plant CN
MAT-849209,D-26-4,4513,KANBAN-00059,Seating & Interior Plant PL,Assembly Plant CN
MAT-932429,E-17-1,3070,KANBAN-00060,Seating & Interior Plant PL,Assembly Plant CN
MAT-435834,A-01-1,2457,KANBAN-00061,Seating & Interior Plant PL,Assembly Plant CN
MAT-830264,D-10-1,3664,KANBAN-00062,Seating & Interior Plant PL,Assembly Plant CN
MAT-316779,F-14-5,4165,KANBAN-00063,Seating & Interior Plant PL,Assembly Plant CN
MAT-320323,H-27-5,195,KANBAN-00064,Seating & Interior Plant PL,Assembly Plant CN
MAT-981214,H-06-4,3746,KANBAN-00065,Seating & Interior Plant PL,Assembly Plant CN
MAT-218142,G-21-3,647,KANBAN-00066,Seating & Interior Plant PL,Assembly Plant CN
MAT-537513,G-24-5,2812,KANBAN-00067,Seating & Interior Plant PL,Assembly Plant CN
MAT-141130,C-15-1,3580,KANBAN-00068,Seating & Interior Plant PL,Assembly Plant CN
MAT-312260,F-07-1,2192,KANBAN-00069,Seating & Interior Plant PL,Assembly Plant CN
MAT-648640,H-15-3,3375,KANBAN-00070,Seating & Interior Plant PL,Assembly Plant CN
MAT-173065,A-07-3,3817,KANBAN-00071,Seating & Interior Plant PL,Assembly Plant CN
MAT-682881,B-18-3,4363,KANBAN-00072,Seating & Interior Plant PL,Assembly Plant CN
MAT-551325,C-18-3,1813,KANBAN-00073,Seating & Interior Plant PL,Assembly Plant CN
MAT-202828,E-12-2,3985,KANBAN-00074,Seating & Interior Plant PL,Assembly Plant CN
MAT-533625,A-13-5,1662,KANBAN-00075,Seating & Interior Plant PL,Assembly Plant CN
MAT-633487,C-13-1,3469,KANBAN-00076,Seating & Interior Plant PL,Assembly Plant CN
MAT-270317,G-10-2,2741,KANBAN-00077,Seating & Interior Plant PL,Assembly Plant CN
MAT-212217,H-10-5,1511,KANBAN-00078,Seating & Interior Plant PL,Assembly Plant CN
MAT-616732,G-08-3,3694,KANBAN-00079,Seating & Interior Plant PL,Assembly Plant CN
MAT-877965,B-21-2,1238,KANBAN-00080,Seating & Interior Plant PL,Assembly Plant CN
MAT-529040,F-11-2,3708,KANBAN-00081,Seating & Interior Plant PL,Assembly Plant CN
MAT-180910,G-14-4,3098,KANBAN-00082,Seating & Interior Plant PL,Assembly Plant CN
MAT-858853,H-15-3,2864,KANBAN-00083,Seating & Interior Plant PL,Assembly Plant CN
MAT-488282,A-20-4,3560,KANBAN-00084,Seating & Interior Plant PL,Assembly Plant CN
MAT-462121,B-02-2,2362,KANBAN-00085,Seating & Interior Plant PL,Assembly Plant CN
MAT-832245,B-16-1,1578,KANBAN-00086,Seating & Interior Plant PL,Assembly Plant CN
MAT-823557,D-01-3,1864,KANBAN-00087,Seating & Interior Plant PL,Assembly Plant CN
MAT-970212,F-13-3,2376,KANBAN-00088,Seating & Interior Plant PL,Assembly Plant CN
MAT-187886,E-10-1,496,KANBAN-00089,Seating & Interior Plant PL,Assembly Plant CN
MAT-995741,A-18-3,397,KANBAN-00090,Seating & Interior Plant PL,Assembly Plant CN
MAT-408843,H-12-3,4748,KANBAN-00091,Seating & Interior Plant PL,Assembly Plant CN
MAT-359307,D-23-2,2391,KANBAN-00092,Seating & Interior Plant PL,Assembly Plant CN
MAT-853173,A-23-1,1011,KANBAN-00093,Seating & Interior Plant PL,Assembly Plant CN
MAT-749435,G-27-3,2596,KANBAN-00094,Seating & Interior Plant PL,Assembly Plant CN
MAT-332617,E-04-4,3421,KANBAN-00095,Seating & Interior Plant PL,Assembly Plant CN
MAT-602970,B-28-1,3093,KANBAN-00096,Seating & Interior Plant PL,Assembly Plant CN
MAT-672916,D-16-2,2988,KANBAN-00097,Seating & Interior Plant PL,Assembly Plant CN
MAT-640530,D-03-3,275,KANBAN-00098,Seating & Interior Plant PL,Assembly Plant CN
MAT-645503,F-17-1,4954,KANBAN-00099,Seating & Interior Plant PL,Assembly Plant CN
MAT-778590,G-17-4,2220,KANBAN-00100,Seating & Interior Plant PL,Assembly Plant CN
MAT-106881,A-07-1,4132,KANBAN-00101,Seating & Interior Plant PL,Assembly Plant CN
MAT-778570,D-03-4,578,KANBAN-00102,Seating & Interior Plant PL,Assembly Plant CN
MAT-662184,A-27-4,814,KANBAN-00103,Seating & Interior Plant PL,Assembly Plant CN
MAT-653977,B-07-5,4799,KANBAN-00104,Seating & Interior Plant PL,Assembly Plant CN
MAT-707953,F-01-4,1004,KANBAN-00105,Seating & Interior Plant PL,Assembly Plant CN
MAT-393024,F-10-2,618,KANBAN-00106,Seating & Interior Plant PL,Assembly Plant CN
MAT-954794,F-17-1,3044,KANBAN-00107,Seating & Interior Plant PL,Assembly Plant CN
MAT-646799,F-26-3,3916,KANBAN-00108,Seating & Interior Plant PL,Assembly Plant CN
MAT-620287,E-10-2,2015,KANBAN-00109,Seating & Interior Plant PL,Assembly Plant CN
MAT-592020,D-10-2,1091,KANBAN-00110,Seating & Interior Plant PL,Assembly Plant CN
MAT-828872,H-05-1,4007,KANBAN-00111,Seating & Interior Plant PL,Assembly Plant CN
MAT-274005,F-27-3,3258,KANBAN-00112,Seating & Interior Plant PL,Assembly Plant CN
MAT-312349,F-26-3,4422,KANBAN-00113,Seating & Interior Plant PL,Assembly Plant CN
MAT-766714,B-16-1,1884,KANBAN-00114,Seating & Interior Plant PL,Assembly Plant CN
MAT-472133,B-12-5,1376,KANBAN-00115,Seating & Interior Plant PL,Assembly Plant CN
MAT-283223,D-22-1,598,KANBAN-00116,Seating & Interior Plant PL,Assembly Plant CN
MAT-319502,E-02-4,4834,KANBAN-00117,Seating & Interior Plant PL,Assembly Plant CN
MAT-270344,E-22-1,4304,KANBAN-00118,Seating & Interior Plant PL,Assembly Plant CN
MAT-430414,A-25-4,3889,KANBAN-00119,Seating & Interior Plant PL,Assembly Plant CN
MAT-325375,D-15-3,4966,KANBAN-00120,Seating & Interior Plant PL,Assembly Plant CN
MAT-912424,G-24-3,4210,KANBAN-00121,Seating & Interior Plant PL,Assembly Plant CN
MAT-683570,E-15-3,2825,KANBAN-00122,Seating & Interior Plant PL,Assembly Plant CN
MAT-925121,B-14-4,3714,KANBAN-00123,Seating & Interior Plant PL,Assembly Plant CN
MAT-563896,E-13-2,2212,KANBAN-00124,Seating & Interior Plant PL,Assembly Plant CN
MAT-870669,B-14-2,874,KANBAN-00125,Seating & Interior Plant PL,Assembly Plant CN
MAT-755562,F-02-3,2593,KANBAN-00126,Seating & Interior Plant PL,Assembly Plant CN
MAT-789486,D-22-4,808,KANBAN-00127,Seating & Interior Plant PL,Assembly Plant CN
MAT-586625,D-14-1,3607,KANBAN-00128,Seating & Interior Plant PL,Assembly Plant CN
MAT-683418,A-04-2,3908,KANBAN-00129,Seating & Interior Plant PL,Assembly Plant CN
MAT-426209,G-18-5,2110,KANBAN-00130,Seating & Interior Plant PL,Assembly Plant CN
MAT-143062,A-25-4,1671,KANBAN-00131,Seating & Interior Plant PL,Assembly Plant CN
MAT-718912,G-06-5,4121,KANBAN-00132,Seating & Interior Plant PL,Assembly Plant CN
MAT-516707,C-25-4,278,KANBAN-00133,Seating & Interior Plant PL,Assembly Plant CN
MAT-983912,H-21-2,1812,KANBAN-00134,Seating & Interior Plant PL,Assembly Plant CN
MAT-123888,F-14-4,4536,KANBAN-00135,Seating & Interior Plant PL,Assembly Plant CN
MAT-431677,H-16-5,3354,KANBAN-00136,Seating & Interior Plant PL,Assembly Plant CN
MAT-883722,D-19-3,1954,KANBAN-00137,Seating & Interior Plant PL,Assembly Plant CN
MAT-998248,A-03-2,3587,KANBAN-00138,Seating & Interior Plant PL,Assembly Plant CN
MAT-786686,B-10-5,420,KANBAN-00139,Seating & Interior Plant PL,Assembly Plant CN
MAT-878878,B-02-4,2488,KANBAN-00140,Seating & Interior Plant PL,Assembly Plant CN
MAT-916986,G-14-2,3604,KANBAN-00141,Seating & Interior Plant PL,Assembly Plant CN
MAT-628113,A-17-4,1038,KANBAN-00142,Seating & Interior Plant PL,Assembly Plant CN
MAT-407454,A-19-4,1148,KANBAN-00143,Seating & Interior Plant PL,Assembly Plant CN
MAT-295869,H-03-3,4570,KANBAN-00144,Seating & Interior Plant PL,Assembly Plant CN
MAT-526861,F-08-4,4197,KANBAN-00145,Seating & Interior Plant PL,Assembly Plant CN
MAT-664696,A-20-3,2456,KANBAN-00146,Seating & Interior Plant PL,Assembly Plant CN
MAT-931412,A-14-4,4778,KANBAN-00147,Seating & Interior Plant PL,Assembly Plant CN
MAT-466655,A-14-2,595,KANBAN-00148,Seating & Interior Plant PL,Assembly Plant CN
MAT-501227,H-11-5,4395,KANBAN-00149,Seating & Interior Plant PL,Assembly Plant CN
MAT-106614,B-12-4,3711,KANBAN-00150,Seating & Interior Plant PL,Assembly Plant CN
MAT-610993,G-08-3,4313,KANBAN-00151,Seating & Interior Plant PL,Assembly Plant CN
MAT-581871,H-14-5,3942,KANBAN-00152,Seating & Interior Plant PL,Assembly Plant CN
MAT-934497,C-24-3,3629,KANBAN-00153,Seating & Interior Plant PL,Assembly Plant CN
MAT-415934,E-01-1,4335,KANBAN-00154,Seating & Interior Plant PL,Assembly Plant CN
MAT-952051,A-14-5,4235,KANBAN-00155,Seating & Interior Plant PL,Assembly Plant CN
MAT-424702,D-07-4,513,KANBAN-00156,Seating & Interior Plant PL,Assembly Plant CN
MAT-632943,F-07-1,3055,KANBAN-00157,Seating & Interior Plant PL,Assembly Plant CN
MAT-146853,G-07-4,4746,KANBAN-00158,Seating & Interior Plant PL,Assembly Plant CN
MAT-814187,G-06-5,2728,KANBAN-00159,Seating & Interior Plant PL,Assembly Plant CN
MAT-172992,C-19-5,4293,KANBAN-00160,Seating & Interior Plant PL,Assembly Plant CN
MAT-370398,H-22-2,3237,KANBAN-00161,Seating & Interior Plant PL,Assembly Plant CN
MAT-610172,F-17-5,445,KANBAN-00162,Seating & Interior Plant PL,Assembly Plant CN
MAT-498067,D-18-2,3610,KANBAN-00163,Seating & Interior Plant PL,Assembly Plant CN
MAT-401191,H-02-2,4818,KANBAN-00164,Seating & Interior Plant PL,Assembly Plant CN
MAT-998912,C-27-3,4223,KANBAN-00165,Seating & Interior Plant PL,Assembly Plant CN
MAT-531068,C-10-2,2946,KANBAN-00166,Seating & Interior Plant PL,Assembly Plant CN
MAT-490623,F-25-3,3111,KANBAN-00001,Electronics & Wiring Harness Plant MX,Assembly Plant CN
MAT-379134,B-01-3,721,KANBAN-00002,Electronics & Wiring Harness Plant MX,Assembly Plant CN
MAT-935780,F-09-3,332,KANBAN-00003,Electronics & Wiring Harness Plant MX,Assembly Plant CN
MAT-400178,H-13-1,1105,KANBAN-00004,Electronics & Wiring Harness Plant MX,Assembly Plant CN
MAT-573373,F-09-5,1779,KANBAN-00005,Electronics & Wiring Harness Plant MX,Assembly Plant CN
MAT-791050,C-10-3,110,KANBAN-00006,Electronics & Wiring Harness Plant MX,Assembly Plant CN
MAT-240960,E-22-5,2508,KANBAN-00007,Electronics & Wiring Harness Plant MX,Assembly Plant CN
MAT-732538,E-06-5,537,KANBAN-00008,Electronics & Wiring Harness Plant MX,Assembly Plant CN
MAT-787144,C-04-5,1102,KANBAN-00009,Electronics & Wiring Harness Plant MX,Assembly Plant CN
MAT-952347,F-11-3,4513,KANBAN-00010,Electronics & Wiring Harness Plant MX,Assembly Plant CN
MAT-184248,A-11-4,3674,KANBAN-00011,Electronics & Wiring Harness Plant MX,Assembly Plant CN
MAT-305879,A-13-4,4822,KANBAN-00012,Electronics & Wiring Harness Plant MX,Assembly Plant CN
MAT-178703,B-05-2,1336,KANBAN-00013,Electronics & Wiring Harness Plant MX,Assembly Plant CN
MAT-673898,H-16-1,473,KANBAN-00014,Electronics & Wiring Harness Plant MX,Assembly Plant CN
MAT-832858,H-04-3,3193,KANBAN-00015,Electronics & Wiring Harness Plant MX,Assembly Plant CN
MAT-602871,B-12-2,3241,KANBAN-00016,Electronics & Wiring Harness Plant MX,Assembly Plant CN
MAT-885834,G-16-5,4459,KANBAN-00017,Electronics & Wiring Harness Plant MX,Assembly Plant CN
MAT-374790,B-11-1,4403,KANBAN-00018,Electronics & Wiring Harness Plant MX,Assembly Plant CN
MAT-700782,B-21-4,1226,KANBAN-00019,Electronics & Wiring Harness Plant MX,Assembly Plant CN
MAT-828547,D-23-5,3605,KANBAN-00020,Electronics & Wiring Harness Plant MX,Assembly Plant CN
MAT-202561,B-03-3,3129,KANBAN-00021,Electronics & Wiring Harness Plant MX,Assembly Plant CN
MAT-750425,A-10-4,3065,KANBAN-00022,Electronics & Wiring Harness Plant MX,Assembly Plant CN
MAT-977801,G-01-3,150,KANBAN-00023,Electronics & Wiring Harness Plant MX,Assembly Plant CN
MAT-151506,D-07-1,1933,KANBAN-00024,Electronics & Wiring Harness Plant MX,Assembly Plant CN
MAT-865053,A-28-2,1284,KANBAN-00025,Electronics & Wiring Harness Plant MX,Assembly Plant CN
MAT-492046,H-09-1,324,KANBAN-00026,Electronics & Wiring Harness Plant MX,Assembly Plant CN
MAT-355598,A-22-2,963,KANBAN-00027,Electronics & Wiring Harness Plant MX,Assembly Plant CN
MAT-267218,A-26-5,399,KANBAN-00028,Electronics & Wiring Harness Plant MX,Assembly Plant CN
MAT-481555,E-23-5,121,KANBAN-00029,Electronics & Wiring Harness Plant MX,Assembly Plant CN
MAT-941873,A-27-4,145,KANBAN-00030,Electronics & Wiring Harness Plant MX,Assembly Plant CN
MAT-951277,B-02-5,2471,KANBAN-00031,Electronics & Wiring Harness Plant MX,Assembly Plant CN
MAT-555356,A-05-1,3187,KANBAN-00032,Electronics & Wiring Harness Plant MX,Assembly Plant CN
MAT-127781,H-05-5,1604,KANBAN-00033,Electronics & Wiring Harness Plant MX,Assembly Plant CN
MAT-994608,B-11-2,4787,KANBAN-00034,Electronics & Wiring Harness Plant MX,Assembly Plant CN
MAT-310035,B-24-3,2775,KANBAN-00035,Electronics & Wiring Harness Plant MX,Assembly Plant CN
MAT-876222,F-20-5,567,KANBAN-00036,Electronics & Wiring Harness Plant MX,Assembly Plant CN
MAT-152707,F-12-4,4865,KANBAN-00037,Electronics & Wiring Harness Plant MX,Assembly Plant CN
MAT-504539,B-13-2,1660,KANBAN-00038,Electronics & Wiring Harness Plant MX,Assembly Plant CN
MAT-979706,G-12-4,2744,KANBAN-00039,Electronics & Wiring Harness Plant MX,Assembly Plant CN
MAT-741889,H-22-2,1689,KANBAN-00040,Electronics & Wiring Harness Plant MX,Assembly Plant CN
MAT-253990,H-16-5,3822,KANBAN-00041,Electronics & Wiring Harness Plant MX,Assembly Plant CN
MAT-685919,C-25-5,448,KANBAN-00042,Electronics & Wiring Harness Plant MX,Assembly Plant CN
MAT-316507,E-22-5,3214,KANBAN-00043,Electronics & Wiring Harness Plant MX,Assembly Plant CN
MAT-857543,G-20-1,875,KANBAN-00044,Electronics & Wiring Harness Plant MX,Assembly Plant CN
MAT-367733,D-16-3,2202,KANBAN-00045,Electronics & Wiring Harness Plant MX,Assembly Plant CN
MAT-679972,H-28-4,656,KANBAN-00046,Electronics & Wiring Harness Plant MX,Assembly Plant CN
MAT-184442,D-29-5,3916,KANBAN-00047,Electronics & Wiring Harness Plant MX,Assembly Plant CN
MAT-314745,F-15-2,4943,KANBAN-00048,Electronics & Wiring Harness Plant MX,Assembly Plant CN
MAT-471625,G-16-2,1094,KANBAN-00049,Electronics & Wiring Harness Plant MX,Assembly Plant CN
MAT-482060,F-16-4,1585,KANBAN-00050,Electronics & Wiring Harness Plant MX,Assembly Plant CN
MAT-794956,E-01-5,690,KANBAN-00051,Electronics & Wiring Harness Plant MX,Assembly Plant CN
MAT-146719,F-22-4,3037,KANBAN-00052,Electronics & Wiring Harness Plant MX,Assembly Plant CN
MAT-140549,G-01-2,4232,KANBAN-00053,Electronics & Wiring Harness Plant MX,Assembly Plant CN
MAT-252894,A-19-5,2781,KANBAN-00054,Electronics & Wiring Harness Plant MX,Assembly Plant CN
MAT-225930,B-07-5,4028,KANBAN-00055,Electronics & Wiring Harness Plant MX,Assembly Plant CN
MAT-871245,D-13-5,4383,KANBAN-00056,Electronics & Wiring Harness Plant MX,Assembly Plant CN
MAT-642258,G-18-1,2396,KANBAN-00057,Electronics & Wiring Harness Plant MX,Assembly Plant CN
MAT-228739,H-27-5,4267,KANBAN-00058,Electronics & Wiring Harness Plant MX,Assembly Plant CN
MAT-785733,F-13-1,4316,KANBAN-00059,Electronics & Wiring Harness Plant MX,Assembly Plant CN
MAT-501940,E-29-4,1035,KANBAN-00060,Electronics & Wiring Harness Plant MX,Assembly Plant CN
MAT-905969,C-22-2,3672,KANBAN-00061,Electronics & Wiring Harness Plant MX,Assembly Plant CN
MAT-296522,C-15-4,197,KANBAN-00062,Electronics & Wiring Harness Plant MX,Assembly Plant CN
MAT-535960,F-03-1,4870,KANBAN-00063,Electronics & Wiring Harness Plant MX,Assembly Plant CN
MAT-858844,H-06-4,1363,KANBAN-00064,Electronics & Wiring Harness Plant MX,Assembly Plant CN
MAT-450716,E-01-4,2017,KANBAN-00065,Electronics & Wiring Harness Plant MX,Assembly Plant CN
MAT-776071,H-08-1,710,KANBAN-00066,Electronics & Wiring Harness Plant MX,Assembly Plant CN
MAT-175260,F-22-1,793,KANBAN-00067,Electronics & Wiring Harness Plant MX,Assembly Plant CN
MAT-999321,C-07-5,1788,KANBAN-00068,Electronics & Wiring Harness Plant MX,Assembly Plant CN
MAT-128261,G-27-4,4971,KANBAN-00069,Electronics & Wiring Harness Plant MX,Assembly Plant CN
MAT-436766,C-20-2,2407,KANBAN-00070,Electronics & Wiring Harness Plant MX,Assembly Plant CN
MAT-166295,G-02-1,2712,KANBAN-00071,Electronics & Wiring Harness Plant MX,Assembly Plant CN
MAT-289934,D-02-2,116,KANBAN-00072,Electronics & Wiring Harness Plant MX,Assembly Plant CN
MAT-320791,B-22-1,2064,KANBAN-00073,Electronics & Wiring Harness Plant MX,Assembly Plant CN
MAT-553996,A-09-5,133,KANBAN-00074,Electronics & Wiring Harness Plant MX,Assembly Plant CN
MAT-209890,A-01-1,1222,KANBAN-00075,Electronics & Wiring Harness Plant MX,Assembly Plant CN
MAT-494991,D-14-3,621,KANBAN-00076,Electronics & Wiring Harness Plant MX,Assembly Plant CN
MAT-363997,D-09-3,4041,KANBAN-00077,Electronics & Wiring Harness Plant MX,Assembly Plant CN
MAT-215980,D-08-1,4817,KANBAN-00078,Electronics & Wiring Harness Plant MX,Assembly Plant CN
MAT-351077,A-08-1,574,KANBAN-00079,Electronics & Wiring Harness Plant MX,Assembly Plant CN
MAT-562720,E-23-2,971,KANBAN-00080,Electronics & Wiring Harness Plant MX,Assembly Plant CN
MAT-191389,F-20-2,2778,KANBAN-00081,Electronics & Wiring Harness Plant MX,Assembly Plant CN
MAT-737752,G-03-3,2598,KANBAN-00082,Electronics & Wiring Harness Plant MX,Assembly Plant CN
MAT-609298,F-21-1,1453,KANBAN-00083,Electronics & Wiring Harness Plant MX,Assembly Plant CN
MAT-100956,D-14-2,120,KANBAN-00084,Electronics & Wiring Harness Plant MX,Assembly Plant CN
MAT-175816,C-16-2,4639,KANBAN-00085,Electronics & Wiring Harness Plant MX,Assembly Plant CN
MAT-969132,B-08-2,4998,KANBAN-00086,Electronics & Wiring Harness Plant MX,Assembly Plant CN
MAT-826479,B-29-3,280,KANBAN-00087,Electronics & Wiring Harness Plant MX,Assembly Plant CN
MAT-780006,F-03-4,3618,KANBAN-00088,Electronics & Wiring Harness Plant MX,Assembly Plant CN
MAT-771617,B-08-3,2149,KANBAN-00089,Electronics & Wiring Harness Plant MX,Assembly Plant CN
MAT-378911,F-08-3,4020,KANBAN-00090,Electronics & Wiring Harness Plant MX,Assembly Plant CN
MAT-241996,E-23-1,3410,KANBAN-00091,Electronics & Wiring Harness Plant MX,Assembly Plant CN
MAT-201599,B-16-5,681,KANBAN-00092,Electronics & Wiring Harness Plant MX,Assembly Plant CN
MAT-861628,B-27-2,3148,KANBAN-00093,Electronics & Wiring Harness Plant MX,Assembly Plant CN
MAT-261457,A-16-2,312,KANBAN-00094,Electronics & Wiring Harness Plant MX,Assembly Plant CN
