PROD_LINE,PROC_NUMBER,PROC_NAME_LOCAL,STATION_ID,EQUIP_REF,PRODUCT_REF,MATERIAL_REF
L42,PR-0003,TORQUE TIGHTENING,S01,000170000239,MER-VEH-EV-0001,
L42,PR-0050,QC REVIEW - STEERING COLUMN,S02,000170000240,MER-VEH-EV-0001,
L42,PR-0011,EOL FUNCTIONAL CHECK,S02,000170000241,MER-VEH-EV-0001,
L43,PR-0026,CAMSHAFT FITTING,S01,000170000242,MER-VEH-EV-0001,MER-BODY-SHELL-0003
L43,PR-0001,DISPENSING SEALING COMPOUND,S02,000170000243,MER-VEH-EV-0001,MER-INVERTER-0035
L44,PR-0128,GRINDING - ROOF RAIL,S01,000170000244,MER-VEH-EV-0001,
L44,PR-0001,DISPENSING SEALING COMPOUND,S02,000170000245,MER-VEH-EV-0001,MER-DOORS-0004
L44,PR-0004,AOI CHECK,S02,000170000246,MER-VEH-EV-0001,
L44,PR-0147,TRIMMING - BATTERY MODULE,S02,000170000247,MER-VEH-EV-0001,
L44,PR-0042,ASSEMBLY - WIRE HARNESS,S03,000170000248,MER-VEH-EV-0001,MER-DOOR-PANELS-0019
L44,PR-0011,EOL FUNCTIONAL CHECK,S03,000170000249,MER-VEH-EV-0001,
L44,PR-0090,TESTING - WIRE HARNESS,S04,000170000250,MER-VEH-EV-0001,
L44,PR-0001,DISPENSING SEALING COMPOUND,S04,000170000251,MER-VEH-EV-0001,MER-BUMPER-FRONT-0006
L44,PR-0001,DISPENSING SEALING COMPOUND,S04,000170000252,MER-VEH-EV-0001,MER-BRAKE-SYSTEM-0012
L45,PR-0001,DISPENSING SEALING COMPOUND,S01,000170000253,MER-VEH-EV-0001,MER-DASHBOARD-0017
L45,PR-0003,TORQUE TIGHTENING,S02,000170000254,MER-VEH-EV-0001,
L45,PR-0036,MOLDING - HOOD PANEL,S02,000170000255,MER-VEH-EV-0001,MER-BRAKE-SYSTEM-0012
L45,PR-0013,DOOR FITMENT,S03,000170000256,MER-VEH-EV-0001,MER-DC-DC-CONVERTER-0036
L46,PR-0007,BASE COAT SPRAY,S01,000170000257,MER-VEH-EV-0001,MER-LOW-VOLTAGE-BATT-0023
L46,PR-0056,BUMPER FASCIA CURING,S02,000170000258,MER-VEH-EV-0001,
L47,PR-0004,AOI CHECK,S01,000170000259,MER-VEH-EV-0001,
L47,PR-0001,DISPENSING SEALING COMPOUND,S02,,MER-VEH-EV-0001,MER-SEATS-0016
L47,PR-0006,ELECTROCOAT DIP,S02,000170000260,MER-VEH-EV-0001,MER-STEERING-SYSTEM-0013
L47,PR-0051,BATTERY MODULE DISPENSING,S02,000170000261,MER-VEH-EV-0001,MER-HEADLINER-0020
L48,PR-0009,CELL STACK ASSEMBLY,S01,000170000262,MER-VEH-EV-0001,MER-WHEELS-0014
L48,PR-0175,SEAL APPLICATION - RADIATOR CORE,S01,000170000263,MER-VEH-EV-0001,MER-ROTOR-0032
L48,PR-0086,STEERING COLUMN DRILLING,S02,000170000264,MER-VEH-EV-0001,
L48,PR-0059,DRILLING - TRUNK LID,S02,000170000265,MER-VEH-EV-0001,
L48,PR-0053,PRESS FORMING - DOOR MODULE,S02,000170000266,MER-VEH-EV-0001,MER-REAR-SUSPENSION-0011
L48,PR-0017,BLANKING OPERATION,S03,000170000268,MER-VEH-EV-0001,
L49,PR-0112,MOLDING - GLASS PANEL,S01,000170000269,MER-VEH-EV-0001,MER-BATTERY-MANAGEME-0028
L49,PR-0018,DRAW FORMING,S01,000170000270,MER-VEH-EV-0001,MER-CENTER-CONSOLE-0018
L49,PR-0005,LEAK TEST,S01,000170000271,MER-VEH-EV-0001,
L49,PR-0002,RESISTANCE WELDING,S02,000170000272,MER-VEH-EV-0001,MER-BRAKE-SYSTEM-0012
L49,PR-0067,ENGINE BLOCK FORMING,S02,000170000273,MER-VEH-EV-0001,MER-DOOR-PANELS-0019
L49,PR-0005,LEAK TEST,S03,000170000274,MER-VEH-EV-0001,
L49,PR-0059,DRILLING - TRUNK LID,S03,000170000275,MER-VEH-EV-0001,
L50,PR-0181,CURING - HOOD PANEL,S01,000170000276,MER-VEH-EV-0001,
L50,PR-0006,ELECTROCOAT DIP,S02,000170000277,MER-VEH-EV-0001,MER-BUMPER-FRONT-0006
L51,PR-0004,AOI CHECK,S01,000170000278,MER-VEH-EV-0001,
L51,PR-0001,DISPENSING SEALING COMPOUND,S01,,MER-VEH-EV-0001,MER-WIRING-HARNESS-0022
L51,PR-0009,CELL STACK ASSEMBLY,S01,000170000279,MER-VEH-EV-0001,MER-BATTERY-HOUSING-0029
L51,PR-0026,CAMSHAFT FITTING,S02,000170000280,MER-VEH-EV-0001,MER-LIGHTING-SYSTEM-0024
L51,PR-0004,AOI CHECK,S02,000170000281,MER-VEH-EV-0001,
L52,PR-0010,HARNESS ROUTING,S01,000170000282,MER-VEH-EV-0001,MER-BODY-SHELL-0003
L52,PR-0013,DOOR FITMENT,S01,000170000283,MER-VEH-EV-0001,MER-LIGHTING-SYSTEM-0024
L52,PR-0003,TORQUE TIGHTENING,S01,000170000284,MER-VEH-EV-0001,
L52,PR-0001,DISPENSING SEALING COMPOUND,S02,000170000285,MER-VEH-EV-0001,MER-BODY-SHELL-0003
L52,PR-0002,RESISTANCE WELDING,S03,000170000286,MER-VEH-EV-0001,MER-SEATS-0016
L53,PR-0063,GRINDING - BODY PANEL,S01,000170000287,MER-VEH-EV-0001,
L53,PR-0003,TORQUE TIGHTENING,S01,000170000288,MER-VEH-EV-0001,
L53,PR-0001,DISPENSING SEALING COMPOUND,S01,000170000289,MER-VEH-EV-0001,MER-INFOTAINMENT-UNI-0025
L53,PR-0007,BASE COAT SPRAY,S02,,MER-VEH-EV-0001,MER-DC-DC-CONVERTER-0036
L53,PR-0031,PRESS FORMING - TRANSMISSION HOUSING,S02,000170000290,MER-VEH-EV-0001,MER-CHARGING-CABLE-0040
L53,PR-0047,SEALING - ENGINE BLOCK,S03,000170000291,MER-VEH-EV-0001,MER-HEADLINER-0020
L53,PR-0006,ELECTROCOAT DIP,S03,000170000292,MER-VEH-EV-0001,MER-FRONT-SUSPENSION-0010
L53,PR-0016,SHEET METAL FORMING,S03,000170000293,MER-VEH-EV-0001,MER-MOTOR-HOUSING-0033
L54,PR-0045,STAMPING - CENTER CONSOLE,S01,,MER-VEH-EV-0001,MER-SEATS-0016
L54,PR-0105,EXHAUST MANIFOLD FORMING,S01,000170000294,MER-VEH-EV-0001,MER-LOW-VOLTAGE-BATT-0023
L54,PR-0024,CIRCUIT BOARD ASSEMBLY,S01,000170000295,MER-VEH-EV-0001,MER-FRONT-SUSPENSION-0010
L54,PR-0033,GLASS PANEL MACHINING,S02,000170000296,MER-VEH-EV-0001,
L55,PR-0001,DISPENSING SEALING COMPOUND,S01,,MER-VEH-EV-0001,MER-SEATS-0016
L55,PR-0007,BASE COAT SPRAY,S01,000170000297,MER-VEH-EV-0001,MER-DOOR-PANELS-0019
L55,PR-0104,WELDING - DASHBOARD ASSEMBLY,S02,000170000298,MER-VEH-EV-0001,MER-BATTERY-HOUSING-0029
L56,PR-0001,DISPENSING SEALING COMPOUND,S01,000170000299,MER-VEH-EV-0001,MER-DC-DC-CONVERTER-0036
L56,PR-0003,TORQUE TIGHTENING,S01,000170000300,MER-VEH-EV-0001,
L56,PR-0030,CYLINDER BORING,S01,000170000301,MER-VEH-EV-0001,
L56,PR-0113,BODY PANEL CUTTING,S02,000170000302,MER-VEH-EV-0001,
L56,PR-0001,DISPENSING SEALING COMPOUND,S02,000170000303,MER-VEH-EV-0001,MER-FENDERS-0008
L56,PR-0094,GRINDING - CHASSIS FRAME,S03,,MER-VEH-EV-0001,
L56,PR-0002,RESISTANCE WELDING,S04,000170000304,MER-VEH-EV-0001,MER-LOW-VOLTAGE-BATT-0023
L57,PR-0088,BORING - ROOF RAIL,S01,000170000305,MER-VEH-EV-0001,
L57,PR-0105,EXHAUST MANIFOLD FORMING,S01,000170000306,MER-VEH-EV-0001,MER-CHARGING-CABLE-0040
L57,PR-0054,VERIFICATION - CHASSIS FRAME,S02,000170000307,MER-VEH-EV-0001,
L57,PR-0128,GRINDING - ROOF RAIL,S02,000170000308,MER-VEH-EV-0001,
L57,PR-0160,SHAPING - RADIATOR CORE,S02,000170000309,MER-VEH-EV-0001,MER-BODY-SHELL-0003
L57,PR-0129,ADJUSTMENT - SEAT FRAME,S03,,MER-VEH-EV-0001,
L57,PR-0011,EOL FUNCTIONAL CHECK,S03,000170000310,MER-VEH-EV-0001,
L58,PR-0009,CELL STACK ASSEMBLY,S01,000170000311,MER-VEH-EV-0001,MER-LOW-VOLTAGE-BATT-0023
L58,PR-0001,DISPENSING SEALING COMPOUND,S02,000170000312,MER-VEH-EV-0001,MER-STATOR-0031
L58,PR-0002,RESISTANCE WELDING,S02,,MER-VEH-EV-0001,MER-BUMPER-FRONT-0006
L58,PR-0026,CAMSHAFT FITTING,S02,000170000313,MER-VEH-EV-0001,MER-BATTERY-CELL-MOD-0027
L59,PR-0001,DISPENSING SEALING COMPOUND,S01,000170000314,MER-VEH-EV-0001,MER-CENTER-CONSOLE-0018
L59,PR-0143,CUTTING - HOOD PANEL,S01,000170000315,MER-VEH-EV-0001,
L59,PR-0002,RESISTANCE WELDING,S01,000170000316,MER-VEH-EV-0001,MER-LIGHTING-SYSTEM-0024
L59,PR-0001,DISPENSING SEALING COMPOUND,S02,,MER-VEH-EV-0001,MER-BATTERY-HOUSING-0029
L60,PR-0002,RESISTANCE WELDING,S01,,MER-VEH-EV-0001,MER-BUMPER-REAR-0007
L60,PR-0001,DISPENSING SEALING COMPOUND,S01,000170000317,MER-VEH-EV-0001,MER-HOOD-0005
L60,PR-0001,DISPENSING SEALING COMPOUND,S01,000170000318,MER-VEH-EV-0001,MER-STEERING-SYSTEM-0013
L60,PR-0018,DRAW FORMING,S02,000170000319,MER-VEH-EV-0001,MER-BRAKE-SYSTEM-0012
L60,PR-0003,TORQUE TIGHTENING,S02,000170000320,MER-VEH-EV-0001,
L60,PR-0062,TRIMMING - WHEEL HUB,S03,000170000321,MER-VEH-EV-0001,
L60,PR-0006,ELECTROCOAT DIP,S04,000170000322,MER-VEH-EV-0001,MER-BRAKE-SYSTEM-0012
L60,PR-0037,INSPECTION - GLASS PANEL,S04,,MER-VEH-EV-0001,
L60,PR-0036,MOLDING - HOOD PANEL,S04,000170000323,MER-VEH-EV-0001,MER-ONBOARD-CHARGER-0037
L61,PR-0001,DISPENSING SEALING COMPOUND,S01,000170000324,MER-VEH-EV-0001,MER-BATTERY-MANAGEME-0028
L61,PR-0001,DISPENSING SEALING COMPOUND,S01,000170000325,MER-VEH-EV-0001,MER-SEATS-0016
L61,PR-0079,BUILD - TRUNK LID,S02,000170000326,MER-VEH-EV-0001,MER-LIGHTING-SYSTEM-0024
L61,PR-0035,SEAL APPLICATION - TRANSMISSION HOUSING,S02,000170000327,MER-VEH-EV-0001,MER-BUMPER-REAR-0007
L61,PR-0002,RESISTANCE WELDING,S02,000170000328,MER-VEH-EV-0001,MER-FENDERS-0008
L62,PR-0031,PRESS FORMING - TRANSMISSION HOUSING,S01,000170000329,MER-VEH-EV-0001,MER-BUMPER-FRONT-0006
L62,PR-0004,AOI CHECK,S02,000170000330,MER-VEH-EV-0001,
L62,PR-0001,DISPENSING SEALING COMPOUND,S02,,MER-VEH-EV-0001,MER-CENTER-CONSOLE-0018
L62,PR-0002,RESISTANCE WELDING,S02,000170000331,MER-VEH-EV-0001,MER-INFOTAINMENT-UNI-0025
L62,PR-0048,GRINDING - TRUNK LID,S03,000170000332,MER-VEH-EV-0001,
L62,PR-0006,ELECTROCOAT DIP,S04,,MER-VEH-EV-0001,MER-HEADLINER-0020
L62,PR-0014,ALIGNMENT CHECK,S04,000170000334,MER-VEH-EV-0001,
L62,PR-0001,DISPENSING SEALING COMPOUND,S04,000170000335,MER-VEH-EV-0001,MER-LOW-VOLTAGE-BATT-0023
L63,PR-0001,DISPENSING SEALING COMPOUND,S01,000170000336,MER-VEH-EV-0001,MER-FENDERS-0008
L63,PR-0002,RESISTANCE WELDING,S02,000170000337,MER-VEH-EV-0001,MER-BATTERY-CELL-MOD-0027
L63,PR-0009,CELL STACK ASSEMBLY,S02,,MER-VEH-EV-0001,MER-LOW-VOLTAGE-BATT-0023
L63,PR-0082,CURING - STEERING COLUMN,S03,000170000338,MER-VEH-EV-0001,
L64,PR-0050,QC REVIEW - STEERING COLUMN,S01,000170000339,MER-VEH-EV-0001,
L64,PR-0001,DISPENSING SEALING COMPOUND,S02,000170000340,MER-VEH-EV-0001,MER-CHARGE-PORT-0039
L64,PR-0001,DISPENSING SEALING COMPOUND,S03,000170000341,MER-VEH-EV-0001,MER-REAR-SUSPENSION-0011
L64,PR-0002,RESISTANCE WELDING,S03,000170000342,MER-VEH-EV-0001,MER-DOORS-0004
L64,PR-0084,DEPOSITION - ENGINE BLOCK,S04,000170000343,MER-VEH-EV-0001,MER-DOOR-PANELS-0019
L64,PR-0012,UNDERBODY SEAM SEALING,S04,000170000344,MER-VEH-EV-0001,MER-FRONT-SUSPENSION-0010
L64,PR-0064,CENTER CONSOLE TRIMMING,S04,000170000345,MER-VEH-EV-0001,
L65,PR-0005,LEAK TEST,S01,000170000346,MER-VEH-EV-0001,
L65,PR-0018,DRAW FORMING,S01,000170000347,MER-VEH-EV-0001,MER-FENDERS-0008
L65,PR-0019,PIERCING STATION,S02,000170000348,MER-VEH-EV-0001,
L65,PR-0022,COVER STITCHING,S02,000170000349,MER-VEH-EV-0001,MER-REAR-SUSPENSION-0011
L65,PR-0009,CELL STACK ASSEMBLY,S03,000170000350,MER-VEH-EV-0001,MER-BATTERY-MANAGEME-0028
L65,PR-0002,RESISTANCE WELDING,S03,000170000351,MER-VEH-EV-0001,MER-CENTER-CONSOLE-0018
L65,PR-0007,BASE COAT SPRAY,S03,000170000352,MER-VEH-EV-0001,MER-DC-DC-CONVERTER-0036
L66,PR-0173,FASTENING - TRANSMISSION HOUSING,S01,000170000353,MER-VEH-EV-0001,MER-BUMPER-FRONT-0006
L66,PR-0003,TORQUE TIGHTENING,S01,000170000354,MER-VEH-EV-0001,
L66,PR-0040,SHAPING - GLASS PANEL,S01,000170000355,MER-VEH-EV-0001,MER-ONBOARD-CHARGER-0037
L66,PR-0145,MOULDING - WHEEL HUB,S02,000170000356,MER-VEH-EV-0001,MER-DASHBOARD-0017
L66,PR-0016,SHEET METAL FORMING,S02,000170000357,MER-VEH-EV-0001,MER-WIRING-HARNESS-0022
L66,PR-0010,HARNESS ROUTING,S02,000170000358,MER-VEH-EV-0001,MER-MOTOR-HOUSING-0033
L66,PR-0001,DISPENSING SEALING COMPOUND,S03,000170000359,MER-VEH-EV-0001,MER-HEADLINER-0020
L66,PR-0047,SEALING - ENGINE BLOCK,S03,000170000360,MER-VEH-EV-0001,MER-FENDERS-0008
L66,PR-0119,FENDER PANEL TRIMMING,S03,000170000361,MER-VEH-EV-0001,
L67,PR-0179,INSPECTION - WIRE HARNESS,S01,000170000362,MER-VEH-EV-0001,
L67,PR-0002,RESISTANCE WELDING,S01,000170000363,MER-VEH-EV-0001,MER-REAR-SUSPENSION-0011
L67,PR-0125,PACKAGING - BRAKE CALIPER,S01,000170000364,MER-VEH-EV-0001,MER-ONBOARD-CHARGER-0037
L67,PR-0005,LEAK TEST,S02,000170000365,MER-VEH-EV-0001,
L67,PR-0021,FOAM MOLDING,S03,000170000366,MER-VEH-EV-0001,MER-HOOD-0005
L67,PR-0002,RESISTANCE WELDING,S03,000170000367,MER-VEH-EV-0001,MER-ONBOARD-CHARGER-0037
L67,PR-0002,RESISTANCE WELDING,S03,000170000368,MER-VEH-EV-0001,MER-BATTERY-CELL-MOD-0027
L67,PR-0021,FOAM MOLDING,S04,000170000369,MER-VEH-EV-0001,MER-HEADLINER-0020
L67,PR-0010,HARNESS ROUTING,S04,000170000370,MER-VEH-EV-0001,MER-STEERING-SYSTEM-0013
L67,PR-0163,BRAKE CALIPER GRINDING,S04,000170000371,MER-VEH-EV-0001,
L68,PR-0003,TORQUE TIGHTENING,S01,000170000372,MER-VEH-EV-0001,
L68,PR-0098,DRILLING - BATTERY MODULE,S01,000170000373,MER-VEH-EV-0001,
L68,PR-0008,CLEARCOAT APPLICATION,S01,000170000374,MER-VEH-EV-0001,MER-INVERTER-0035
L68,PR-0001,DISPENSING SEALING COMPOUND,S02,000170000375,MER-VEH-EV-0001,MER-DOORS-0004
L69,PR-0002,RESISTANCE WELDING,S01,000170000376,MER-VEH-EV-0001,MER-BATTERY-HOUSING-0029
L69,PR-0048,GRINDING - TRUNK LID,S01,000170000377,MER-VEH-EV-0001,
L69,PR-0072,CALIBRATION - BATTERY MODULE,S01,000170000378,MER-VEH-EV-0001,
L69,PR-0001,DISPENSING SEALING COMPOUND,S02,000170000379,MER-VEH-EV-0001,MER-FRONT-SUSPENSION-0010
L69,PR-0006,ELECTROCOAT DIP,S03,000170000380,MER-VEH-EV-0001,MER-SEATS-0016
L69,PR-0010,HARNESS ROUTING,S03,,MER-VEH-EV-0001,MER-DOORS-0004
L70,PR-0021,FOAM MOLDING,S01,000170000381,MER-VEH-EV-0001,MER-LOW-VOLTAGE-BATT-0023
L70,PR-0026,CAMSHAFT FITTING,S01,000170000382,MER-VEH-EV-0001,MER-BUMPER-REAR-0007
L70,PR-0074,SETTING - RADIATOR CORE,S02,,MER-VEH-EV-0001,
L70,PR-0003,TORQUE TIGHTENING,S02,,MER-VEH-EV-0001,
L70,PR-0001,DISPENSING SEALING COMPOUND,S02,000170000383,MER-VEH-EV-0001,MER-BUMPER-FRONT-0006
L70,PR-0002,RESISTANCE WELDING,S03,000170000384,MER-VEH-EV-0001,MER-WHEELS-0014
L70,PR-0138,CENTER CONSOLE COATING,S04,000170000385,MER-VEH-EV-0001,MER-HEADLINER-0020
L70,PR-0014,ALIGNMENT CHECK,S04,000170000386,MER-VEH-EV-0001,
L70,PR-0002,RESISTANCE WELDING,S04,000170000387,MER-VEH-EV-0001,MER-CHARGE-PORT-0039
L71,PR-0057,TRANSMISSION HOUSING TRIMMING,S01,000170000388,MER-VEH-EV-0001,
L71,PR-0018,DRAW FORMING,S01,000170000389,MER-VEH-EV-0001,MER-MOTOR-HOUSING-0033
L71,PR-0005,LEAK TEST,S01,000170000390,MER-VEH-EV-0001,
L71,PR-0001,DISPENSING SEALING COMPOUND,S02,000170000391,MER-VEH-EV-0001,MER-DASHBOARD-0017
L71,PR-0056,BUMPER FASCIA CURING,S03,000170000392,MER-VEH-EV-0001,
L71,PR-0038,SETTING - BODY PANEL,S03,000170000393,MER-VEH-EV-0001,
L71,PR-0003,TORQUE TIGHTENING,S03,000170000394,MER-VEH-EV-0001,
L71,PR-0003,TORQUE TIGHTENING,S04,000170000395,MER-VEH-EV-0001,
L71,PR-0003,TORQUE TIGHTENING,S04,000170000396,MER-VEH-EV-0001,
L72,PR-0029,CONNECTOR FITMENT,S01,000170000397,MER-VEH-EV-0001,MER-LIGHTING-SYSTEM-0024
L72,PR-0003,TORQUE TIGHTENING,S01,000170000398,MER-VEH-EV-0001,
L72,PR-0003,TORQUE TIGHTENING,S02,000170000399,MER-VEH-EV-0001,
L72,PR-0005,LEAK TEST,S02,000170000400,MER-VEH-EV-0001,
L72,PR-0178,BAKING - ENGINE BLOCK,S03,000170000401,MER-VEH-EV-0001,
L72,PR-0008,CLEARCOAT APPLICATION,S03,000170000402,MER-VEH-EV-0001,MER-STATOR-0031
L73,PR-0005,LEAK TEST,S01,000170000403,MER-VEH-EV-0001,
L73,PR-0009,CELL STACK ASSEMBLY,S02,000170000404,MER-VEH-EV-0001,MER-SEATS-0016
L73,PR-0038,SETTING - BODY PANEL,S02,000170000405,MER-VEH-EV-0001,
L73,PR-0101,SEALING - REAR AXLE,S02,000170000406,MER-VEH-EV-0001,MER-STATOR-0031
L73,PR-0190,CUTTING - CHASSIS FRAME,S03,000170000407,MER-VEH-EV-0001,
L74,PR-0010,HARNESS ROUTING,S01,000170000408,MER-VEH-EV-0001,MER-BATTERY-CELL-MOD-0027
L74,PR-0008,CLEARCOAT APPLICATION,S01,000170000410,MER-VEH-EV-0001,MER-BATTERY-MANAGEME-0028
L74,PR-0004,AOI CHECK,S02,,MER-VEH-EV-0001,
L74,PR-0055,ENGINE BLOCK CALIBRATION,S02,000170000411,MER-VEH-EV-0001,
L75,PR-0026,CAMSHAFT FITTING,S01,,MER-VEH-EV-0001,MER-CHARGING-CABLE-0040
L75,PR-0005,LEAK TEST,S01,000170000412,MER-VEH-EV-0001,
L75,PR-0012,UNDERBODY SEAM SEALING,S01,000170000413,MER-VEH-EV-0001,MER-SEATS-0016
L75,PR-0002,RESISTANCE WELDING,S02,000170000414,MER-VEH-EV-0001,MER-HOOD-0005
L75,PR-0033,GLASS PANEL MACHINING,S03,000170000415,MER-VEH-EV-0001,
L76,PR-0002,RESISTANCE WELDING,S01,000170000416,MER-VEH-EV-0001,MER-WIRING-HARNESS-0022
L76,PR-0004,AOI CHECK,S01,000170000417,MER-VEH-EV-0001,
L76,PR-0001,DISPENSING SEALING COMPOUND,S01,000170000418,MER-VEH-EV-0001,MER-WHEELS-0014
L76,PR-0002,RESISTANCE WELDING,S02,000170000419,MER-VEH-EV-0001,MER-DOORS-0004
L76,PR-0002,RESISTANCE WELDING,S02,000170000420,MER-VEH-EV-0001,MER-BUMPER-REAR-0007
L76,PR-0042,ASSEMBLY - WIRE HARNESS,S03,000170000421,MER-VEH-EV-0001,MER-WIRING-HARNESS-0022
L76,PR-0033,GLASS PANEL MACHINING,S03,000170000422,MER-VEH-EV-0001,
L77,PR-0013,DOOR FITMENT,S01,000170000423,MER-VEH-EV-0001,MER-CHARGE-PORT-0039
L77,PR-0005,LEAK TEST,S01,000170000424,MER-VEH-EV-0001,
L77,PR-0105,EXHAUST MANIFOLD FORMING,S01,000170000425,MER-VEH-EV-0001,MER-WHEELS-0014
L77,PR-0101,SEALING - REAR AXLE,S02,000170000426,MER-VEH-EV-0001,MER-WIRING-HARNESS-0022
L77,PR-0019,PIERCING STATION,S02,000170000427,MER-VEH-EV-0001,
L77,PR-0027,CRANKSHAFT MACHINING,S03,000170000428,MER-VEH-EV-0001,
L77,PR-0061,TRIMMING OPERATION - SUSPENSION ARM,S03,000170000429,MER-VEH-EV-0001,
L77,PR-0039,COATING - HOOD PANEL,S03,000170000430,MER-VEH-EV-0001,MER-FENDERS-0008
L78,PR-0002,RESISTANCE WELDING,S01,000170000431,MER-VEH-EV-0001,MER-BUMPER-REAR-0007
L78,PR-0011,EOL FUNCTIONAL CHECK,S02,000170000432,MER-VEH-EV-0001,
L78,PR-0001,DISPENSING SEALING COMPOUND,S03,000170000433,MER-VEH-EV-0001,MER-ROTOR-0032
L78,PR-0065,SEAT FRAME CURING,S03,000170000434,MER-VEH-EV-0001,
L78,PR-0026,CAMSHAFT FITTING,S03,,MER-VEH-EV-0001,MER-LIGHTING-SYSTEM-0024
L78,PR-0177,ADJUSTMENT - BUMPER FASCIA,S04,000170000435,MER-VEH-EV-0001,
L79,PR-0001,DISPENSING SEALING COMPOUND,S01,000170000436,MER-VEH-EV-0001,MER-FENDERS-0008
L79,PR-0011,EOL FUNCTIONAL CHECK,S02,000170000437,MER-VEH-EV-0001,
L79,PR-0040,SHAPING - GLASS PANEL,S02,000170000438,MER-VEH-EV-0001,MER-HEADLINER-0020
L79,PR-0092,DRILLING - FENDER PANEL,S03,000170000439,MER-VEH-EV-0001,
L80,PR-0085,DEFLASHING - BRAKE CALIPER,S01,000170000440,MER-VEH-EV-0001,
L80,PR-0002,RESISTANCE WELDING,S01,000170000441,MER-VEH-EV-0001,MER-LOW-VOLTAGE-BATT-0023
L80,PR-0181,CURING - HOOD PANEL,S01,000170000442,MER-VEH-EV-0001,
L80,PR-0180,BORING - WHEEL HUB,S02,000170000443,MER-VEH-EV-0001,
L80,PR-0167,WIRE HARNESS TRIMMING,S02,000170000444,MER-VEH-EV-0001,
L80,PR-0021,FOAM MOLDING,S02,000170000445,MER-VEH-EV-0001,MER-DOORS-0004
L80,PR-0075,WELD - DOOR MODULE,S03,000170000446,MER-VEH-EV-0001,MER-STEERING-SYSTEM-0013
L80,PR-0001,DISPENSING SEALING COMPOUND,S03,000170000447,MER-VEH-EV-0001,MER-INVERTER-0035
L80,PR-0003,TORQUE TIGHTENING,S03,000170000448,MER-VEH-EV-0001,
L81,PR-0001,DISPENSING SEALING COMPOUND,S01,000170000449,MER-VEH-EV-0001,MER-SEATS-0016
L81,PR-0011,EOL FUNCTIONAL CHECK,S01,000170000450,MER-VEH-EV-0001,
L81,PR-0163,BRAKE CALIPER GRINDING,S02,000170000451,MER-VEH-EV-0001,
L82,PR-0025,FORMATION CYCLING,S01,000170000452,MER-VEH-EV-0001,
L82,PR-0008,CLEARCOAT APPLICATION,S01,000170000453,MER-VEH-EV-0001,MER-BATTERY-MANAGEME-0028
L82,PR-0059,DRILLING - TRUNK LID,S01,000170000454,MER-VEH-EV-0001,
L82,PR-0014,ALIGNMENT CHECK,S02,000170000455,MER-VEH-EV-0001,
L82,PR-0008,CLEARCOAT APPLICATION,S03,000170000456,MER-VEH-EV-0001,MER-LIGHTING-SYSTEM-0024
L82,PR-0023,TRIM FITMENT,S03,000170000457,MER-VEH-EV-0001,MER-BODY-SHELL-0003
L82,PR-0011,EOL FUNCTIONAL CHECK,S04,000170000458,MER-VEH-EV-0001,
L82,PR-0024,CIRCUIT BOARD ASSEMBLY,S04,000170000459,MER-VEH-EV-0001,MER-CHARGE-PORT-0039
L83,PR-0063,GRINDING - BODY PANEL,S01,000170000460,MER-VEH-EV-0001,
L83,PR-0009,CELL STACK ASSEMBLY,S01,000170000461,MER-VEH-EV-0001,MER-CHARGE-PORT-0039
L83,PR-0006,ELECTROCOAT DIP,S02,000170000462,MER-VEH-EV-0001,MER-BATTERY-CELL-MOD-0027
L83,PR-0015,WINDING OPERATION,S03,000170000463,MER-VEH-EV-0001,MER-BUMPER-REAR-0007
L83,PR-0115,GLASS PANEL PACKAGING,S03,000170000464,MER-VEH-EV-0001,MER-INVERTER-0035
L84,PR-0007,BASE COAT SPRAY,S01,000170000465,MER-VEH-EV-0001,MER-BODY-SHELL-0003
L84,PR-0082,CURING - STEERING COLUMN,S01,000170000466,MER-VEH-EV-0001,
L84,PR-0021,FOAM MOLDING,S01,000170000467,MER-VEH-EV-0001,MER-HEADLINER-0020
L84,PR-0001,DISPENSING SEALING COMPOUND,S02,000170000468,MER-VEH-EV-0001,MER-CENTER-CONSOLE-0018
L84,PR-0009,CELL STACK ASSEMBLY,S02,000170000469,MER-VEH-EV-0001,MER-BATTERY-MANAGEME-0028
L84,PR-0002,RESISTANCE WELDING,S02,000170000470,MER-VEH-EV-0001,MER-BUMPER-REAR-0007
L84,PR-0001,DISPENSING SEALING COMPOUND,S03,,MER-VEH-EV-0001,MER-DC-DC-CONVERTER-0036
L84,PR-0002,RESISTANCE WELDING,S03,000170000471,MER-VEH-EV-0001,MER-LOW-VOLTAGE-BATT-0023
L84,PR-0037,INSPECTION - GLASS PANEL,S03,000170000472,MER-VEH-EV-0001,
L85,PR-0022,COVER STITCHING,S01,,MER-VEH-EV-0001,MER-BRAKE-SYSTEM-0012
L85,PR-0013,DOOR FITMENT,S01,000170000473,MER-VEH-EV-0001,MER-STEERING-SYSTEM-0013
L85,PR-0010,HARNESS ROUTING,S01,000170000474,MER-VEH-EV-0001,MER-BATTERY-MANAGEME-0028
L85,PR-0006,ELECTROCOAT DIP,S02,000170000475,MER-VEH-EV-0001,MER-FENDERS-0008
L85,PR-0103,DISPENSING - FUEL RAIL,S02,000170000476,MER-VEH-EV-0001,MER-STEERING-SYSTEM-0013
