Characteristic_No,Station_Ref,Value,UpperSpecLimit,LowerSpecLimit,ProcessCapability
K1172,S02,120.559,125.193,115.718,2.02
K1173,S02,185.992,189.261,182.794,1.61
K1173,S02,186.551,189.261,182.794,1.61
K1174,S01,49.178,50.256,48.638,1.72
K1174,S01,49.417,50.256,48.638,1.72
K1174,S01,49.222,50.256,48.638,1.72
K1174,S01,49.614,50.256,48.638,1.72
K1174,S01,49.266,50.256,48.638,1.72
K1175,S01,135.923,136.355,135.083,1.51
K1175,S01,135.793,136.355,135.083,1.51
K1175,S01,135.666,136.355,135.083,1.51
K1175,S01,135.508,136.355,135.083,1.51
K1175,S01,135.8,136.355,135.083,1.51
K1176,S02,87.63,93.552,83.996,0.92
K1176,S02,87.962,93.552,83.996,0.92
K1176,S02,88.193,93.552,83.996,0.92
K1177,S02,26.529,30.811,23.497,0.95
K1177,S02,27.232,30.811,23.497,0.95
K1177,S02,28.051,30.811,23.497,0.95
K1177,S02,24.934,30.811,23.497,0.95
K1177,S02,24.258,30.811,23.497,0.95
K1178,S02,35.251,39.38,32.411,0.83
K1178,S02,33.634,39.38,32.411,0.83
K1179,S03,64.696,68.448,58.52,1.18
K1179,S03,65.016,68.448,58.52,1.18
K1179,S03,66.684,68.448,58.52,1.18
K1180,S01,33.996,38.092,30.549,1.5
K1180,S01,33.507,38.092,30.549,1.5
K1181,S01,83.151,86.127,80.202,0.8
K1181,S01,82.62,86.127,80.202,0.8
K1182,S02,155.69,161.051,151.257,0.79
K1182,S02,154.723,161.051,151.257,0.79
K1182,S02,158.493,161.051,151.257,0.79
K1183,S01,30.699,31.972,29.218,1.35
K1183,S01,30.713,31.972,29.218,1.35
K1183,S01,30.821,31.972,29.218,1.35
K1184,S02,22.416,26.647,19.216,0.97
K1184,S02,22.445,26.647,19.216,0.97
K1184,S02,23.272,26.647,19.216,0.97
K1184,S02,22.359,26.647,19.216,0.97
K1185,S02,91.339,94.333,87.279,0.96
K1185,S02,90.721,94.333,87.279,0.96
K1186,S02,41.812,46.729,37.136,0.81
K1186,S02,42.63,46.729,37.136,0.81
K1187,S03,173.021,174.328,171.132,1.53
K1187,S03,172.489,174.328,171.132,1.53
K1187,S03,172.363,174.328,171.132,1.53
K1187,S03,173.02,174.328,171.132,1.53
K1188,S01,168.777,174.429,164.881,1.93
K1188,S01,168.862,174.429,164.881,1.93
K1188,S01,170.055,174.429,164.881,1.93
K1189,S01,194.027,198.214,188.315,0.72
K1189,S01,192.712,198.214,188.315,0.72
K1189,S01,191.352,198.214,188.315,0.72
K1189,S01,193.933,198.214,188.315,0.72
K1190,S02,60.553,64.757,56.096,1.24
K1190,S02,59.31,64.757,56.096,1.24
K1191,S01,93.551,96.187,90.63,0.64
K1191,S01,94.081,96.187,90.63,0.64
K1191,S01,94.609,96.187,90.63,0.64
K1191,S01,91.719,96.187,90.63,0.64
K1192,S01,15.78,19.23,11.68,1.61
K1192,S01,14.978,19.23,11.68,1.61
K1192,S01,13.618,19.23,11.68,1.61
K1193,S01,187.356,194.014,184.496,1.24
K1193,S01,191.082,194.014,184.496,1.24
K1194,S02,37.931,41.979,34.48,1.53
K1194,S02,37.96,41.979,34.48,1.53
K1194,S02,38.849,41.979,34.48,1.53
K1194,S02,38.735,41.979,34.48,1.53
K1194,S02,39.164,41.979,34.48,1.53
K1195,S02,13.328,15.322,11.031,1.47
K1195,S02,12.851,15.322,11.031,1.47
K1195,S02,12.797,15.322,11.031,1.47
K1196,S01,109.152,110.633,106.307,0.73
K1196,S01,107.048,110.633,106.307,0.73
K1197,S02,119.301,122.506,116.326,1.74
K1197,S02,119.161,122.506,116.326,1.74
K1197,S02,119.807,122.506,116.326,1.74
K1197,S02,119.834,122.506,116.326,1.74
K1197,S02,119.068,122.506,116.326,1.74
K1198,S02,101.573,102.052,100.608,0.87
K1198,S02,101.601,102.052,100.608,0.87
K1199,S03,130.761,133.587,128.529,2.03
K1199,S03,131.415,133.587,128.529,2.03
K1199,S03,131.128,133.587,128.529,2.03
K1199,S03,130.504,133.587,128.529,2.03
K1199,S03,130.732,133.587,128.529,2.03
K1200,S03,30.711,34.63,27.451,0.97
K1200,S03,31.603,34.63,27.451,0.97
K1201,S03,20.839,22.735,17.649,2.16
K1201,S03,20.095,22.735,17.649,2.16
K1201,S03,20.345,22.735,17.649,2.16
K1201,S03,20.391,22.735,17.649,2.16
K1202,S01,185.474,192.869,183.045,1.43
K1202,S01,188.354,192.869,183.045,1.43
K1202,S01,188.357,192.869,183.045,1.43
K1203,S01,153.146,154.218,151.849,2.16
K1203,S01,153.21,154.218,151.849,2.16
K1203,S01,153.464,154.218,151.849,2.16
K1204,S02,190.256,193.41,187.634,1.88
K1204,S02,189.862,193.41,187.634,1.88
K1204,S02,190.503,193.41,187.634,1.88
K1204,S02,190.483,193.41,187.634,1.88
K1204,S02,190.396,193.41,187.634,1.88
K1205,S02,67.415,71.084,65.016,1.55
K1205,S02,67.238,71.084,65.016,1.55
K1205,S02,67.1,71.084,65.016,1.55
K1205,S02,69.126,71.084,65.016,1.55
K1205,S02,68.223,71.084,65.016,1.55
K1206,S02,75.839,77.5,74.565,1.05
K1206,S02,76.013,77.5,74.565,1.05
K1207,S03,24.341,26.096,22.156,1.07
K1207,S03,24.407,26.096,22.156,1.07
K1207,S03,23.214,26.096,22.156,1.07
K1208,S03,162.916,165.651,159.818,1.33
K1208,S03,161.718,165.651,159.818,1.33
K1208,S03,161.846,165.651,159.818,1.33
K1208,S03,160.58,165.651,159.818,1.33
K1209,S01,67.31,69.2,65.773,2.12
K1209,S01,67.497,69.2,65.773,2.12
K1209,S01,66.854,69.2,65.773,2.12
K1210,S01,14.255,15.228,13.296,1.9
K1210,S01,14.168,15.228,13.296,1.9
K1211,S02,61.559,63.607,60.376,1.84
K1211,S02,62.514,63.607,60.376,1.84
K1212,S02,139.388,142.431,135.419,1.97
K1212,S02,139.379,142.431,135.419,1.97
K1212,S02,138.212,142.431,135.419,1.97
K1212,S02,138.734,142.431,135.419,1.97
K1213,S02,119.176,122.124,116.071,0.64
K1213,S02,119.8,122.124,116.071,0.64
K1213,S02,121.427,122.124,116.071,0.64
K1213,S02,120.1,122.124,116.071,0.64
K1214,S01,48.059,50.132,45.442,0.82
K1214,S01,46.836,50.132,45.442,0.82
K1214,S01,46.498,50.132,45.442,0.82
K1215,S01,165.754,166.974,165.028,1.84
K1215,S01,165.958,166.974,165.028,1.84
K1216,S02,193.298,194.648,190.274,1.44
K1216,S02,192.266,194.648,190.274,1.44
K1216,S02,193.09,194.648,190.274,1.44
K1217,S02,172.349,177.548,171.288,0.75
K1217,S02,174.47,177.548,171.288,0.75
K1217,S02,174.658,177.548,171.288,0.75
K1218,S02,69.746,72.262,68.337,1.34
K1218,S02,70.383,72.262,68.337,1.34
K1218,S02,70.456,72.262,68.337,1.34
K1218,S02,69.956,72.262,68.337,1.34
K1219,S03,31.235,35.746,26.947,1.46
K1219,S03,31.287,35.746,26.947,1.46
K1219,S03,31.426,35.746,26.947,1.46
K1220,S03,161.815,162.218,156.488,0.79
K1220,S03,160.472,162.218,156.488,0.79
K1220,S03,157.185,162.218,156.488,0.79
K1220,S03,158.494,162.218,156.488,0.79
K1220,S03,159.506,162.218,156.488,0.79
K1221,S03,88.329,91.195,84.683,1.1
K1221,S03,87.575,91.195,84.683,1.1
K1221,S03,87.484,91.195,84.683,1.1
K1221,S03,88.531,91.195,84.683,1.1
K1221,S03,88.153,91.195,84.683,1.1
K1222,S01,172.996,175.688,166.923,0.96
K1222,S01,174.89,175.688,166.923,0.96
K1222,S01,171.887,175.688,166.923,0.96
K1222,S01,169.775,175.688,166.923,0.96
K1223,S02,49.801,52.586,48.276,1.22
K1223,S02,49.453,52.586,48.276,1.22
K1223,S02,50.478,52.586,48.276,1.22
K1223,S02,50.416,52.586,48.276,1.22
K1224,S03,23.267,24.615,20.793,0.63
K1224,S03,22.932,24.615,20.793,0.63
K1224,S03,23.508,24.615,20.793,0.63
K1224,S03,23.338,24.615,20.793,0.63
K1225,S03,98.668,103.732,95.777,0.92
K1225,S03,97.033,103.732,95.777,0.92
K1225,S03,99.197,103.732,95.777,0.92
K1225,S03,99.463,103.732,95.777,0.92
K1226,S03,78.333,79.795,74.126,1.08
K1226,S03,77.861,79.795,74.126,1.08
K1226,S03,76.508,79.795,74.126,1.08
K1227,S04,89.776,93.537,87.792,1.78
K1227,S04,89.633,93.537,87.792,1.78
K1227,S04,91.76,93.537,87.792,1.78
K1227,S04,91.174,93.537,87.792,1.78
K1227,S04,90.801,93.537,87.792,1.78
K1228,S04,66.741,68.985,64.731,0.72
K1228,S04,66.965,68.985,64.731,0.72
K1229,S04,55.959,57.57,53.597,1.33
K1229,S04,55.835,57.57,53.597,1.33
K1229,S04,55.506,57.57,53.597,1.33
K1229,S04,55.634,57.57,53.597,1.33
K1230,S01,57.453,60.176,56.212,0.98
K1230,S01,58.136,60.176,56.212,0.98
K1230,S01,57.946,60.176,56.212,0.98
K1231,S01,123.361,124.049,122.811,0.74
K1231,S01,123.551,124.049,122.811,0.74
K1231,S01,123.308,124.049,122.811,0.74
K1231,S01,123.792,124.049,122.811,0.74
K1231,S01,124.22,124.049,122.811,0.74
K1232,S02,51.011,54.855,46.218,1.92
K1232,S02,49.604,54.855,46.218,1.92
K1232,S02,50.235,54.855,46.218,1.92
K1233,S02,32.181,34.161,30.542,1.52
K1233,S02,33.054,34.161,30.542,1.52
K1234,S02,89.145,91.428,86.792,0.85
K1234,S02,88.831,91.428,86.792,0.85
K1235,S01,34.806,37.436,32.6,1.85
K1235,S01,35.202,37.436,32.6,1.85
K1235,S01,35.347,37.436,32.6,1.85
K1236,S01,165.474,166.673,164.307,1.94
K1236,S01,165.684,166.673,164.307,1.94
K1237,S02,189.46,193.147,184.322,0.84
K1237,S02,189.844,193.147,184.322,0.84
K1237,S02,188.331,193.147,184.322,0.84
K1237,S02,188.307,193.147,184.322,0.84
K1238,S01,52.651,57.003,49.029,1.88
K1238,S01,53.346,57.003,49.029,1.88
K1238,S01,52.572,57.003,49.029,1.88
K1238,S01,53.723,57.003,49.029,1.88
K1239,S01,144.016,147.159,139.069,1.93
K1239,S01,144.222,147.159,139.069,1.93
K1240,S01,87.089,89.758,85.005,1.62
K1240,S01,87.844,89.758,85.005,1.62
K1240,S01,87.179,89.758,85.005,1.62
K1241,S02,189.12,192.433,184.129,1.45
K1241,S02,188.518,192.433,184.129,1.45
K1242,S01,81.504,86.684,76.76,1.27
K1242,S01,80.968,86.684,76.76,1.27
K1242,S01,81.194,86.684,76.76,1.27
K1242,S01,83.911,86.684,76.76,1.27
K1243,S01,48.142,48.872,46.403,0.74
K1243,S01,47.56,48.872,46.403,0.74
K1244,S02,54.915,57.762,53.984,0.72
K1244,S02,57.332,57.762,53.984,0.72
K1245,S02,27.582,32.917,24.062,1.75
K1245,S02,29.731,32.917,24.062,1.75
K1245,S02,29.391,32.917,24.062,1.75
K1245,S02,29.862,32.917,24.062,1.75
K1246,S01,22.324,27.12,18.292,1.27
K1246,S01,23.415,27.12,18.292,1.27
K1247,S01,167.945,169.545,166.361,2.07
K1247,S01,168.038,169.545,166.361,2.07
K1248,S01,120.166,120.791,116.671,1.49
K1248,S01,118.83,120.791,116.671,1.49
K1248,S01,118.962,120.791,116.671,1.49
K1249,S02,191.216,193.225,187.813,1.28
K1249,S02,190.977,193.225,187.813,1.28
K1250,S02,44.962,45.251,43.642,0.84
K1250,S02,44.527,45.251,43.642,0.84
K1250,S02,44.194,45.251,43.642,0.84
K1250,S02,45.03,45.251,43.642,0.84
K1251,S02,58.092,59.46,57.319,1.6
K1251,S02,58.579,59.46,57.319,1.6
K1251,S02,58.37,59.46,57.319,1.6
K1252,S01,174.922,176.007,174.045,1.15
K1252,S01,174.884,176.007,174.045,1.15
K1252,S01,175.589,176.007,174.045,1.15
K1252,S01,175.355,176.007,174.045,1.15
K1253,S01,100.774,101.592,99.642,0.68
K1253,S01,100.865,101.592,99.642,0.68
K1253,S01,101.035,101.592,99.642,0.68
K1253,S01,100.621,101.592,99.642,0.68
K1254,S02,181.082,183.818,179.509,1.38
K1254,S02,180.944,183.818,179.509,1.38
K1255,S02,30.894,36.212,26.345,1.98
K1255,S02,31.539,36.212,26.345,1.98
K1256,S02,119.257,120.083,116.487,0.73
K1256,S02,119.166,120.083,116.487,0.73
K1256,S02,118.616,120.083,116.487,0.73
K1257,S03,173.502,174.399,172.933,0.71
K1257,S03,173.509,174.399,172.933,0.71
K1257,S03,173.594,174.399,172.933,0.71
K1257,S03,173.969,174.399,172.933,0.71
K1258,S04,131.359,135.737,127.619,1.7
K1258,S04,131.151,135.737,127.619,1.7
K1258,S04,130.537,135.737,127.619,1.7
K1258,S04,131.642,135.737,127.619,1.7
K1258,S04,132.26,135.737,127.619,1.7
K1259,S04,14.78,18.67,11.346,1.07
K1259,S04,14.933,18.67,11.346,1.07
K1260,S04,124.746,126.096,122.037,1.35
K1260,S04,124.292,126.096,122.037,1.35
K1260,S04,123.652,126.096,122.037,1.35
K1260,S04,124.377,126.096,122.037,1.35
K1260,S04,124.308,126.096,122.037,1.35
K1261,S01,73.26,74.872,71.588,0.74
K1261,S01,73.385,74.872,71.588,0.74
K1261,S01,74.321,74.872,71.588,0.74
K1261,S01,72.935,74.872,71.588,0.74
K1262,S01,156.106,157.238,154.269,1.59
K1262,S01,156.226,157.238,154.269,1.59
K1263,S01,58.998,59.404,57.442,1.67
K1263,S01,58.55,59.404,57.442,1.67
K1263,S01,58.316,59.404,57.442,1.67
K1263,S01,58.553,59.404,57.442,1.67
K1263,S01,58.405,59.404,57.442,1.67
K1264,S02,116.174,119.346,110.583,1.0
K1264,S02,114.175,119.346,110.583,1.0
K1264,S02,116.403,119.346,110.583,1.0
K1265,S02,85.774,91.182,81.736,0.87
K1265,S02,88.067,91.182,81.736,0.87
K1265,S02,85.015,91.182,81.736,0.87
K1265,S02,86.018,91.182,81.736,0.87
K1265,S02,84.986,91.182,81.736,0.87
K1266,S03,150.364,150.775,149.58,0.8
K1266,S03,150.103,150.775,149.58,0.8
K1266,S03,150.535,150.775,149.58,0.8
K1267,S03,181.048,182.643,178.074,0.65
K1267,S03,180.228,182.643,178.074,0.65
K1267,S03,178.314,182.643,178.074,0.65
K1267,S03,179.352,182.643,178.074,0.65
K1267,S03,181.187,182.643,178.074,0.65
K1268,S03,184.258,186.26,182.876,1.65
K1268,S03,184.231,186.26,182.876,1.65
K1268,S03,184.257,186.26,182.876,1.65
K1268,S03,184.29,186.26,182.876,1.65
K1269,S01,130.031,133.834,125.718,1.65
K1269,S01,128.838,133.834,125.718,1.65
K1270,S01,20.394,22.064,19.889,1.36
K1270,S01,21.302,22.064,19.889,1.36
K1270,S01,20.586,22.064,19.889,1.36
K1270,S01,21.28,22.064,19.889,1.36
K1270,S01,20.419,22.064,19.889,1.36
K1271,S01,191.518,193.769,188.569,1.14
K1271,S01,192.776,193.769,188.569,1.14
K1271,S01,189.607,193.769,188.569,1.14
K1272,S02,128.806,131.273,125.189,1.0
K1272,S02,127.716,131.273,125.189,1.0
K1272,S02,127.764,131.273,125.189,1.0
K1272,S02,127.579,131.273,125.189,1.0
K1272,S02,127.474,131.273,125.189,1.0
K1273,S02,77.522,84.698,76.097,0.94
K1273,S02,80.246,84.698,76.097,0.94
K1273,S02,82.78,84.698,76.097,0.94
K1274,S01,193.656,197.151,188.283,1.49
K1274,S01,192.727,197.151,188.283,1.49
K1274,S01,195.749,197.151,188.283,1.49
K1274,S01,193.168,197.151,188.283,1.49
K1274,S01,193.189,197.151,188.283,1.49
K1275,S01,77.005,79.757,72.587,1.37
K1275,S01,76.201,79.757,72.587,1.37
K1276,S02,188.381,192.677,184.566,1.62
K1276,S02,187.705,192.677,184.566,1.62
K1277,S01,110.612,113.055,107.014,1.14
K1277,S01,110.448,113.055,107.014,1.14
K1277,S01,110.182,113.055,107.014,1.14
K1278,S01,16.926,18.027,15.569,1.78
K1278,S01,16.968,18.027,15.569,1.78
K1278,S01,16.774,18.027,15.569,1.78
K1278,S01,17.018,18.027,15.569,1.78
K1278,S01,16.634,18.027,15.569,1.78
K1279,S01,141.242,148.378,138.506,1.66
K1279,S01,143.461,148.378,138.506,1.66
K1279,S01,144.017,148.378,138.506,1.66
K1279,S01,143.622,148.378,138.506,1.66
K1280,S02,37.877,41.077,32.102,1.66
K1280,S02,36.711,41.077,32.102,1.66
K1281,S02,160.422,161.559,159.184,1.34
K1281,S02,160.314,161.559,159.184,1.34
K1282,S03,68.249,68.89,67.824,1.84
K1282,S03,68.555,68.89,67.824,1.84
K1282,S03,68.226,68.89,67.824,1.84
K1282,S03,68.387,68.89,67.824,1.84
K1282,S03,68.312,68.89,67.824,1.84
K1283,S01,15.215,16.411,12.666,1.41
K1283,S01,14.662,16.411,12.666,1.41
K1283,S01,14.572,16.411,12.666,1.41
K1283,S01,14.553,16.411,12.666,1.41
K1283,S01,14.571,16.411,12.666,1.41
K1284,S02,134.311,138.886,131.935,1.11
K1284,S02,136.923,138.886,131.935,1.11
K1284,S02,134.317,138.886,131.935,1.11
K1284,S02,134.727,138.886,131.935,1.11
K1285,S02,170.597,173.899,168.585,1.09
K1285,S02,169.127,173.899,168.585,1.09
K1285,S02,172.708,173.899,168.585,1.09
K1285,S02,170.648,173.899,168.585,1.09
K1285,S02,170.458,173.899,168.585,1.09
K1286,S03,14.724,15.971,12.919,1.79
K1286,S03,14.509,15.971,12.919,1.79
K1286,S03,14.447,15.971,12.919,1.79
K1287,S03,192.788,198.155,190.78,0.81
K1287,S03,195.193,198.155,190.78,0.81
K1287,S03,193.566,198.155,190.78,0.81
K1287,S03,193.801,198.155,190.78,0.81
K1287,S03,193.745,198.155,190.78,0.81
K1288,S01,155.159,158.802,150.701,2.18
K1288,S01,153.604,158.802,150.701,2.18
K1288,S01,153.813,158.802,150.701,2.18
K1289,S02,102.498,106.435,100.236,1.81
K1289,S02,103.309,106.435,100.236,1.81
K1289,S02,103.162,106.435,100.236,1.81
K1289,S02,103.57,106.435,100.236,1.81
K1289,S02,103.934,106.435,100.236,1.81
K1290,S02,174.69,177.519,171.463,2.05
K1290,S02,174.085,177.519,171.463,2.05
K1290,S02,175.892,177.519,171.463,2.05
K1290,S02,174.941,177.519,171.463,2.05
K1291,S01,145.75,151.781,142.671,0.88
K1291,S01,147.665,151.781,142.671,0.88
K1291,S01,152.961,151.781,142.671,0.88
K1291,S01,148.184,151.781,142.671,0.88
K1292,S02,87.598,90.605,84.943,2.12
K1292,S02,88.45,90.605,84.943,2.12
K1292,S02,87.613,90.605,84.943,2.12
K1292,S02,87.465,90.605,84.943,2.12
K1292,S02,88.036,90.605,84.943,2.12
K1293,S01,101.911,107.778,98.676,1.24
K1293,S01,104.197,107.778,98.676,1.24
K1293,S01,103.741,107.778,98.676,1.24
K1293,S01,104.948,107.778,98.676,1.24
K1294,S01,167.891,168.313,167.307,0.96
K1294,S01,167.8,168.313,167.307,0.96
K1295,S02,175.165,176.572,171.039,0.69
K1295,S02,174.469,176.572,171.039,0.69
K1295,S02,173.08,176.572,171.039,0.69
K1295,S02,174.91,176.572,171.039,0.69
K1296,S02,98.331,101.031,95.525,1.85
K1296,S02,98.449,101.031,95.525,1.85
K1296,S02,99.608,101.031,95.525,1.85
K1296,S02,98.041,101.031,95.525,1.85
K1297,S03,126.555,133.529,124.422,1.18
K1297,S03,130.239,133.529,124.422,1.18
K1298,S03,87.177,91.713,82.052,2.06
K1298,S03,87.07,91.713,82.052,2.06
K1298,S03,86.317,91.713,82.052,2.06
K1298,S03,86.785,91.713,82.052,2.06
K1298,S03,86.073,91.713,82.052,2.06
K1299,S01,197.127,199.09,194.913,0.64
K1299,S01,195.759,199.09,194.913,0.64
K1299,S01,198.147,199.09,194.913,0.64
K1300,S01,148.204,148.848,146.857,0.85
K1300,S01,147.675,148.848,146.857,0.85
K1300,S01,147.848,148.848,146.857,0.85
K1300,S01,147.867,148.848,146.857,0.85
K1301,S01,91.182,95.943,88.84,1.7
K1301,S01,91.884,95.943,88.84,1.7
K1302,S02,125.099,127.088,124.065,1.04
K1302,S02,126.215,127.088,124.065,1.04
K1302,S02,125.023,127.088,124.065,1.04
K1303,S03,63.106,67.862,60.135,1.26
K1303,S03,62.91,67.862,60.135,1.26
K1303,S03,65.401,67.862,60.135,1.26
K1304,S01,42.108,45.427,38.991,0.77
K1304,S01,41.3,45.427,38.991,0.77
K1304,S01,42.329,45.427,38.991,0.77
K1305,S01,196.423,200.493,191.082,1.46
K1305,S01,195.976,200.493,191.082,1.46
K1305,S01,195.622,200.493,191.082,1.46
K1306,S02,60.208,62.696,58.79,1.31
K1306,S02,60.209,62.696,58.79,1.31
K1306,S02,61.579,62.696,58.79,1.31
K1306,S02,59.683,62.696,58.79,1.31
K1306,S02,60.73,62.696,58.79,1.31
K1307,S02,172.177,174.47,168.254,1.82
K1307,S02,171.342,174.47,168.254,1.82
K1307,S02,171.491,174.47,168.254,1.82
K1307,S02,171.506,174.47,168.254,1.82
K1308,S02,54.928,59.646,52.175,0.87
K1308,S02,55.518,59.646,52.175,0.87
K1308,S02,54.165,59.646,52.175,0.87
K1308,S02,58.488,59.646,52.175,0.87
K1309,S01,138.714,139.936,137.948,1.9
K1309,S01,139.077,139.936,137.948,1.9
K1310,S01,49.532,52.697,44.331,1.25
K1310,S01,48.985,52.697,44.331,1.25
K1311,S02,78.106,82.598,74.161,1.74
K1311,S02,76.982,82.598,74.161,1.74
K1311,S02,80.072,82.598,74.161,1.74
K1311,S02,78.232,82.598,74.161,1.74
K1312,S02,68.16,68.964,67.35,2.17
K1312,S02,68.155,68.964,67.35,2.17
K1312,S02,68.008,68.964,67.35,2.17
K1312,S02,68.239,68.964,67.35,2.17
K1312,S02,68.07,68.964,67.35,2.17
K1313,S02,13.144,17.727,8.648,2.1
K1313,S02,12.94,17.727,8.648,2.1
K1313,S02,12.182,17.727,8.648,2.1
K1313,S02,12.457,17.727,8.648,2.1
K1313,S02,12.883,17.727,8.648,2.1
K1314,S01,141.678,145.738,138.674,1.51
K1314,S01,140.808,145.738,138.674,1.51
K1314,S01,142.463,145.738,138.674,1.51
K1314,S01,142.242,145.738,138.674,1.51
K1315,S01,133.598,134.751,133.146,0.94
K1315,S01,133.77,134.751,133.146,0.94
K1315,S01,133.327,134.751,133.146,0.94
K1316,S01,59.543,60.63,58.821,1.67
K1316,S01,59.742,60.63,58.821,1.67
K1317,S02,68.793,72.899,64.927,1.88
K1317,S02,67.4,72.899,64.927,1.88
K1318,S02,40.217,45.256,36.253,1.86
K1318,S02,40.55,45.256,36.253,1.86
K1318,S02,40.93,45.256,36.253,1.86
K1319,S03,180.567,182.802,178.181,0.87
K1319,S03,181.962,182.802,178.181,0.87
K1319,S03,181.761,182.802,178.181,0.87
K1319,S03,180.655,182.802,178.181,0.87
K1320,S03,18.643,19.358,16.404,1.05
K1320,S03,17.394,19.358,16.404,1.05
K1320,S03,17.844,19.358,16.404,1.05
K1321,S03,110.869,112.348,108.898,2.1
K1321,S03,110.768,112.348,108.898,2.1
K1321,S03,110.975,112.348,108.898,2.1
K1321,S03,110.609,112.348,108.898,2.1
K1321,S03,110.776,112.348,108.898,2.1
K1322,S04,61.63,62.224,61.187,1.57
K1322,S04,61.878,62.224,61.187,1.57
K1322,S04,61.606,62.224,61.187,1.57
K1322,S04,61.338,62.224,61.187,1.57
K1323,S04,24.459,30.607,20.908,2.02
K1323,S04,24.73,30.607,20.908,2.02
K1323,S04,26.023,30.607,20.908,2.02
K1324,S04,122.349,125.815,119.156,1.89
K1324,S04,123.498,125.815,119.156,1.89
K1325,S01,142.597,143.761,141.349,1.11
K1325,S01,142.771,143.761,141.349,1.11
K1325,S01,142.938,143.761,141.349,1.11
K1325,S01,142.919,143.761,141.349,1.11
K1325,S01,143.0,143.761,141.349,1.11
K1326,S01,154.052,158.052,149.474,1.6
K1326,S01,154.889,158.052,149.474,1.6
K1327,S01,112.864,115.542,106.561,0.66
K1327,S01,109.92,115.542,106.561,0.66
K1327,S01,111.015,115.542,106.561,0.66
K1328,S02,94.26,96.599,91.915,0.61
K1328,S02,94.97,96.599,91.915,0.61
K1328,S02,93.911,96.599,91.915,0.61
K1328,S02,93.419,96.599,91.915,0.61
K1329,S03,60.147,61.639,58.488,2.14
K1329,S03,60.0,61.639,58.488,2.14
K1329,S03,60.066,61.639,58.488,2.14
K1329,S03,59.841,61.639,58.488,2.14
K1330,S01,55.861,57.383,54.233,0.69
K1330,S01,55.321,57.383,54.233,0.69
K1330,S01,56.413,57.383,54.233,0.69
K1330,S01,56.205,57.383,54.233,0.69
K1330,S01,54.848,57.383,54.233,0.69
K1331,S02,87.6,92.327,83.302,2.09
K1331,S02,88.767,92.327,83.302,2.09
K1331,S02,88.0,92.327,83.302,2.09
K1332,S01,111.212,114.358,110.256,1.59
K1332,S01,112.304,114.358,110.256,1.59
K1332,S01,112.195,114.358,110.256,1.59
K1333,S01,46.335,47.726,44.322,2.09
K1333,S01,45.93,47.726,44.322,2.09
K1334,S01,137.252,138.736,130.361,0.73
K1334,S01,134.407,138.736,130.361,0.73
K1335,S02,116.523,119.195,114.631,2.16
K1335,S02,117.251,119.195,114.631,2.16
K1335,S02,117.054,119.195,114.631,2.16
K1335,S02,116.513,119.195,114.631,2.16
K1336,S02,156.143,157.896,154.764,1.85
K1336,S02,156.163,157.896,154.764,1.85
K1336,S02,156.404,157.896,154.764,1.85
K1336,S02,155.967,157.896,154.764,1.85
K1336,S02,156.295,157.896,154.764,1.85
K1337,S02,108.539,112.626,105.563,1.75
K1337,S02,109.877,112.626,105.563,1.75
K1337,S02,109.459,112.626,105.563,1.75
K1337,S02,109.964,112.626,105.563,1.75
K1338,S01,27.441,32.793,24.806,1.44
K1338,S01,28.731,32.793,24.806,1.44
K1338,S01,28.421,32.793,24.806,1.44
K1339,S01,19.824,21.46,19.103,1.26
K1339,S01,19.963,21.46,19.103,1.26
K1339,S01,19.645,21.46,19.103,1.26
K1339,S01,19.944,21.46,19.103,1.26
K1340,S01,145.409,148.347,141.987,0.9
K1340,S01,145.697,148.347,141.987,0.9
K1341,S02,120.057,124.523,116.55,1.64
K1341,S02,121.142,124.523,116.55,1.64
K1342,S02,130.779,133.995,129.152,0.64
K1342,S02,133.036,133.995,129.152,0.64
K1342,S02,130.771,133.995,129.152,0.64
K1343,S03,37.164,40.012,34.367,1.43
K1343,S03,37.67,40.012,34.367,1.43
K1343,S03,37.143,40.012,34.367,1.43
K1344,S03,87.072,87.729,85.318,0.7
K1344,S03,86.737,87.729,85.318,0.7
K1344,S03,86.399,87.729,85.318,0.7
K1344,S03,86.794,87.729,85.318,0.7
K1344,S03,87.359,87.729,85.318,0.7
K1345,S04,170.309,172.597,164.807,2.09
K1345,S04,168.429,172.597,164.807,2.09
K1345,S04,168.389,172.597,164.807,2.09
K1346,S04,115.93,120.542,112.246,1.14
K1346,S04,118.907,120.542,112.246,1.14
K1346,S04,118.177,120.542,112.246,1.14
K1346,S04,117.354,120.542,112.246,1.14
K1347,S04,93.557,97.426,90.428,2.13
K1347,S04,93.133,97.426,90.428,2.13
K1347,S04,93.491,97.426,90.428,2.13
K1347,S04,94.249,97.426,90.428,2.13
K1347,S04,94.092,97.426,90.428,2.13
K1348,S01,39.935,41.767,37.586,1.08
K1348,S01,39.873,41.767,37.586,1.08
K1348,S01,39.642,41.767,37.586,1.08
K1348,S01,40.359,41.767,37.586,1.08
K1348,S01,39.6,41.767,37.586,1.08
K1349,S01,189.722,193.474,185.376,1.79
K1349,S01,188.926,193.474,185.376,1.79
K1349,S01,189.339,193.474,185.376,1.79
K1349,S01,189.193,193.474,185.376,1.79
K1349,S01,188.74,193.474,185.376,1.79
