WorkOrderID,EquipmentID,WOType,FailureCode,DowntimeMinutes,MTBF_Hours,ERPAssetRef
WO-2080401,ASSET-00078,Preventive,,0,,000080000074
WO-2080402,ASSET-00078,Preventive,,0,,000080000074
WO-2080403,ASSET-00079,Preventive,,0,,000080000075
WO-2080404,ASSET-00079,Corrective,BELT-FAILURE,216,613,000080000075
WO-2080405,ASSET-00079,Preventive,,0,,000080000075
WO-2080406,ASSET-00079,Corrective,MOTOR-BURNOUT,136,932,000080000075
WO-2080407,ASSET-00080,Preventive,,0,,000080000076
WO-2080408,ASSET-00080,Preventive,,0,,000080000076
WO-2080409,ASSET-00080,Preventive,,0,,000080000076
WO-2080410,ASSET-00080,Preventive,,0,,000080000076
WO-2080411,ASSET-00080,Emergency,HYDRAULIC-LEAK,547,1498,000080000076
WO-2080412,ASSET-00080,Preventive,,0,,000080000076
WO-2080413,ASSET-00080,Preventive,,0,,000080000076
WO-2080414,ASSET-00080,Preventive,,0,,000080000076
WO-2080415,ASSET-00081,Corrective,CONTROLLER-FAULT,141,502,
WO-2080416,ASSET-00081,Emergency,SPINDLE-SEIZURE,163,656,
WO-2080417,ASSET-00081,Preventive,,0,,
WO-2080418,ASSET-00081,Preventive,,0,,
WO-2080419,ASSET-00081,Corrective,PNEUMATIC-LEAK,129,587,
WO-2080420,ASSET-00081,Emergency,HYDRAULIC-LEAK,463,1211,
WO-2080421,ASSET-00081,Preventive,,0,,
WO-2080422,ASSET-00081,Preventive,,0,,
WO-2080423,ASSET-00081,Preventive,,0,,
WO-2080424,ASSET-00082,Corrective,BELT-FAILURE,34,653,000080000077
WO-2080425,ASSET-00082,Preventive,,0,,000080000077
WO-2080426,ASSET-00082,Preventive,,0,,000080000077
WO-2080427,ASSET-00082,Preventive,,0,,000080000077
WO-2080428,ASSET-00082,Corrective,DIE-WEAR,33,1632,000080000077
WO-2080429,ASSET-00082,Preventive,,0,,000080000077
WO-2080430,ASSET-00083,Corrective,BELT-FAILURE,32,641,000080000078
WO-2080431,ASSET-00083,Corrective,BEARING-FAILURE,37,474,000080000078
WO-2080432,ASSET-00083,Corrective,CONTROLLER-FAULT,76,477,000080000078
WO-2080433,ASSET-00083,Preventive,,0,,000080000078
WO-2080434,ASSET-00083,Preventive,,0,,000080000078
WO-2080435,ASSET-00083,Corrective,HYDRAULIC-LEAK,44,1183,000080000078
WO-2080436,ASSET-00084,Corrective,SENSOR-FAULT,37,636,000080000079
WO-2080437,ASSET-00084,Preventive,,0,,000080000079
WO-2080438,ASSET-00084,Preventive,,0,,000080000079
WO-2080439,ASSET-00084,Preventive,,0,,000080000079
WO-2080440,ASSET-00084,Preventive,,0,,000080000079
WO-2080441,ASSET-00084,Corrective,SPINDLE-SEIZURE,30,634,000080000079
WO-2080442,ASSET-00085,Corrective,BEARING-FAILURE,184,968,000080000080
WO-2080443,ASSET-00085,Preventive,,0,,000080000080
WO-2080444,ASSET-00085,Preventive,,0,,000080000080
WO-2080445,ASSET-00086,Corrective,MOTOR-BURNOUT,39,1176,000080000081
WO-2080446,ASSET-00086,Preventive,,0,,000080000081
WO-2080447,ASSET-00087,Preventive,,0,,000080000082
WO-2080448,ASSET-00087,Corrective,CALIBRATION-DRIFT,137,216,000080000082
WO-2080449,ASSET-00087,Corrective,BELT-FAILURE,81,1099,000080000082
WO-2080450,ASSET-00088,Corrective,SENSOR-FAULT,204,1160,000080000083
WO-2080451,ASSET-00088,Preventive,,0,,000080000083
WO-2080452,ASSET-00088,Preventive,,0,,000080000083
WO-2080453,ASSET-00088,Preventive,,0,,000080000083
WO-2080454,ASSET-00088,Emergency,MOTOR-BURNOUT,141,332,000080000083
WO-2080455,ASSET-00088,Preventive,,0,,000080000083
WO-2080456,ASSET-00088,Corrective,HYDRAULIC-LEAK,100,1709,000080000083
WO-2080457,ASSET-00089,Preventive,,0,,000080000084
WO-2080458,ASSET-00089,Corrective,CALIBRATION-DRIFT,119,845,000080000084
WO-2080459,ASSET-00089,Preventive,,0,,000080000084
WO-2080460,ASSET-00089,Preventive,,0,,000080000084
WO-2080461,ASSET-00089,Preventive,,0,,000080000084
WO-2080462,ASSET-00089,Corrective,BELT-FAILURE,151,1484,000080000084
WO-2080463,ASSET-00089,Preventive,,0,,000080000084
WO-2080464,ASSET-00089,Preventive,,0,,000080000084
WO-2080465,ASSET-00089,Preventive,,0,,000080000084
WO-2080466,ASSET-00090,Preventive,,0,,000080000085
WO-2080467,ASSET-00090,Corrective,CONTROLLER-FAULT,149,1428,000080000085
WO-2080468,ASSET-00090,Preventive,,0,,000080000085
WO-2080469,ASSET-00090,Preventive,,0,,000080000085
WO-2080470,ASSET-00090,Preventive,,0,,000080000085
WO-2080471,ASSET-00090,Preventive,,0,,000080000085
WO-2080472,ASSET-00090,Preventive,,0,,000080000085
WO-2080473,ASSET-00091,Emergency,CALIBRATION-DRIFT,500,502,000080000086
WO-2080474,ASSET-00091,Preventive,,0,,000080000086
WO-2080475,ASSET-00091,Corrective,BELT-FAILURE,113,1407,000080000086
WO-2080476,ASSET-00091,Emergency,BELT-FAILURE,182,1181,000080000086
WO-2080477,ASSET-00091,Preventive,,0,,000080000086
WO-2080478,ASSET-00091,Corrective,HYDRAULIC-LEAK,169,757,000080000086
WO-2080479,ASSET-00091,Preventive,,0,,000080000086
WO-2080480,ASSET-00091,Preventive,,0,,000080000086
WO-2080481,ASSET-00092,Emergency,CALIBRATION-DRIFT,347,1219,000080000087
WO-2080482,ASSET-00092,Corrective,BELT-FAILURE,82,224,000080000087
WO-2080483,ASSET-00092,Preventive,,0,,000080000087
WO-2080484,ASSET-00092,Emergency,SENSOR-FAULT,569,1381,000080000087
WO-2080485,ASSET-00092,Preventive,,0,,000080000087
WO-2080486,ASSET-00092,Preventive,,0,,000080000087
WO-2080487,ASSET-00092,Preventive,,0,,000080000087
WO-2080488,ASSET-00092,Corrective,HYDRAULIC-LEAK,211,1498,000080000087
WO-2080489,ASSET-00092,Preventive,,0,,000080000087
WO-2080490,ASSET-00093,Preventive,,0,,000080000088
WO-2080491,ASSET-00093,Emergency,SPINDLE-SEIZURE,380,1614,000080000088
WO-2080492,ASSET-00093,Preventive,,0,,000080000088
WO-2080493,ASSET-00093,Preventive,,0,,000080000088
WO-2080494,ASSET-00094,Emergency,CALIBRATION-DRIFT,381,1574,
WO-2080495,ASSET-00094,Corrective,MOTOR-BURNOUT,132,693,
WO-2080496,ASSET-00094,Preventive,,0,,
WO-2080497,ASSET-00094,Corrective,DIE-WEAR,95,745,
WO-2080498,ASSET-00095,Preventive,,0,,000080000089
WO-2080499,ASSET-00095,Preventive,,0,,000080000089
WO-2080500,ASSET-00095,Preventive,,0,,000080000089
WO-2080501,ASSET-00095,Corrective,HYDRAULIC-LEAK,232,1459,000080000089
WO-2080502,ASSET-00096,Corrective,CONTROLLER-FAULT,81,1398,000080000090
WO-2080503,ASSET-00096,Emergency,HYDRAULIC-LEAK,419,1417,000080000090
WO-2080504,ASSET-00096,Corrective,DIE-WEAR,119,253,000080000090
WO-2080505,ASSET-00096,Preventive,,0,,000080000090
WO-2080506,ASSET-00096,Corrective,SENSOR-FAULT,61,1199,000080000090
WO-2080507,ASSET-00096,Preventive,,0,,000080000090
WO-2080508,ASSET-00096,Corrective,MOTOR-BURNOUT,72,1312,000080000090
WO-2080509,ASSET-00097,Preventive,,0,,000080000091
WO-2080510,ASSET-00097,Corrective,MOTOR-BURNOUT,100,552,000080000091
WO-2080511,ASSET-00097,Corrective,SENSOR-FAULT,74,1378,000080000091
WO-2080512,ASSET-00097,Corrective,BELT-FAILURE,32,538,000080000091
WO-2080513,ASSET-00097,Preventive,,0,,000080000091
WO-2080514,ASSET-00097,Preventive,,0,,000080000091
WO-2080515,ASSET-00097,Preventive,,0,,000080000091
WO-2080516,ASSET-00097,Preventive,,0,,000080000091
WO-2080517,ASSET-00097,Emergency,BELT-FAILURE,293,739,000080000091
WO-2080518,ASSET-00097,Corrective,MOTOR-BURNOUT,166,319,000080000091
WO-2080519,ASSET-00098,Corrective,HYDRAULIC-LEAK,137,446,000080000092
WO-2080520,ASSET-00098,Preventive,,0,,000080000092
WO-2080521,ASSET-00098,Preventive,,0,,000080000092
WO-2080522,ASSET-00098,Emergency,SPINDLE-SEIZURE,90,588,000080000092
WO-2080523,ASSET-00098,Corrective,PNEUMATIC-LEAK,71,1461,000080000092
WO-2080524,ASSET-00099,Preventive,,0,,000080000093
WO-2080525,ASSET-00099,Corrective,PNEUMATIC-LEAK,38,983,000080000093
WO-2080526,ASSET-00099,Preventive,,0,,000080000093
WO-2080527,ASSET-00099,Preventive,,0,,000080000093
WO-2080528,ASSET-00099,Preventive,,0,,000080000093
WO-2080529,ASSET-00099,Corrective,MOTOR-BURNOUT,97,1508,000080000093
WO-2080530,ASSET-00099,Preventive,,0,,000080000093
WO-2080531,ASSET-00100,Corrective,CALIBRATION-DRIFT,44,1077,
WO-2080532,ASSET-00100,Preventive,,0,,
WO-2080533,ASSET-00100,Preventive,,0,,
WO-2080534,ASSET-00100,Preventive,,0,,
WO-2080535,ASSET-00100,Preventive,,0,,
WO-2080536,ASSET-00100,Emergency,CONTROLLER-FAULT,489,719,
WO-2080537,ASSET-00101,Preventive,,0,,
WO-2080538,ASSET-00101,Corrective,SPINDLE-SEIZURE,228,927,
WO-2080539,ASSET-00101,Corrective,HYDRAULIC-LEAK,79,1435,
WO-2080540,ASSET-00101,Corrective,SPINDLE-SEIZURE,149,1703,
WO-2080541,ASSET-00101,Preventive,,0,,
WO-2080542,ASSET-00101,Preventive,,0,,
WO-2080543,ASSET-00101,Preventive,,0,,
WO-2080544,ASSET-00101,Corrective,DIE-WEAR,145,1886,
WO-2080545,ASSET-00102,Preventive,,0,,000080000094
WO-2080546,ASSET-00102,Corrective,HYDRAULIC-LEAK,81,908,000080000094
WO-2080547,ASSET-00102,Corrective,MOTOR-BURNOUT,118,788,000080000094
WO-2080548,ASSET-00103,Emergency,DIE-WEAR,414,1709,000080000095
WO-2080549,ASSET-00103,Preventive,,0,,000080000095
WO-2080550,ASSET-00103,Preventive,,0,,000080000095
WO-2080551,ASSET-00103,Preventive,,0,,000080000095
WO-2080552,ASSET-00104,Preventive,,0,,000080000096
WO-2080553,ASSET-00104,Corrective,BELT-FAILURE,208,331,000080000096
WO-2080554,ASSET-00104,Corrective,SENSOR-FAULT,177,1736,000080000096
WO-2080555,ASSET-00104,Emergency,DIE-WEAR,326,1452,000080000096
WO-2080556,ASSET-00104,Preventive,,0,,000080000096
WO-2080557,ASSET-00105,Preventive,,0,,000080000097
WO-2080558,ASSET-00105,Preventive,,0,,000080000097
WO-2080559,ASSET-00105,Preventive,,0,,000080000097
WO-2080560,ASSET-00105,Preventive,,0,,000080000097
WO-2080561,ASSET-00105,Preventive,,0,,000080000097
WO-2080562,ASSET-00105,Preventive,,0,,000080000097
WO-2080563,ASSET-00105,Emergency,BEARING-FAILURE,71,522,000080000097
WO-2080564,ASSET-00105,Preventive,,0,,000080000097
WO-2080565,ASSET-00105,Preventive,,0,,000080000097
WO-2080566,ASSET-00105,Preventive,,0,,000080000097
WO-2080567,ASSET-00106,Preventive,,0,,000080000098
WO-2080568,ASSET-00106,Preventive,,0,,000080000098
WO-2080569,ASSET-00107,Preventive,,0,,000080000099
WO-2080570,ASSET-00107,Corrective,SENSOR-FAULT,86,1097,000080000099
WO-2080571,ASSET-00107,Preventive,,0,,000080000099
WO-2080572,ASSET-00107,Preventive,,0,,000080000099
WO-2080573,ASSET-00107,Preventive,,0,,000080000099
WO-2080574,ASSET-00108,Preventive,,0,,000080000100
WO-2080575,ASSET-00108,Preventive,,0,,000080000100
WO-2080576,ASSET-00108,Preventive,,0,,000080000100
WO-2080577,ASSET-00108,Corrective,CALIBRATION-DRIFT,195,743,000080000100
WO-2080578,ASSET-00108,Preventive,,0,,000080000100
WO-2080579,ASSET-00108,Corrective,MOTOR-BURNOUT,103,1316,000080000100
WO-2080580,ASSET-00109,Preventive,,0,,000080000101
WO-2080581,ASSET-00109,Corrective,CONTROLLER-FAULT,103,222,000080000101
WO-2080582,ASSET-00109,Preventive,,0,,000080000101
WO-2080583,ASSET-00110,Preventive,,0,,000080000102
WO-2080584,ASSET-00110,Preventive,,0,,000080000102
WO-2080585,ASSET-00110,Preventive,,0,,000080000102
WO-2080586,ASSET-00110,Preventive,,0,,000080000102
WO-2080587,ASSET-00110,Preventive,,0,,000080000102
WO-2080588,ASSET-00111,Emergency,MOTOR-BURNOUT,117,1811,000080000103
WO-2080589,ASSET-00111,Preventive,,0,,000080000103
WO-2080590,ASSET-00111,Corrective,BELT-FAILURE,215,1151,000080000103
WO-2080591,ASSET-00111,Preventive,,0,,000080000103
WO-2080592,ASSET-00111,Emergency,BELT-FAILURE,564,1731,000080000103
WO-2080593,ASSET-00112,Emergency,CONTROLLER-FAULT,97,1571,000080000104
WO-2080594,ASSET-00112,Preventive,,0,,000080000104
WO-2080595,ASSET-00112,Corrective,PNEUMATIC-LEAK,161,1610,000080000104
WO-2080596,ASSET-00112,Preventive,,0,,000080000104
WO-2080597,ASSET-00112,Preventive,,0,,000080000104
WO-2080598,ASSET-00112,Emergency,CONTROLLER-FAULT,490,288,000080000104
WO-2080599,ASSET-00112,Corrective,PNEUMATIC-LEAK,228,1000,000080000104
WO-2080600,ASSET-00113,Preventive,,0,,000080000105
WO-2080601,ASSET-00114,Preventive,,0,,000080000106
WO-2080602,ASSET-00114,Preventive,,0,,000080000106
WO-2080603,ASSET-00114,Corrective,BEARING-FAILURE,85,433,000080000106
WO-2080604,ASSET-00115,Preventive,,0,,000080000107
WO-2080605,ASSET-00115,Preventive,,0,,000080000107
WO-2080606,ASSET-00115,Preventive,,0,,000080000107
WO-2080607,ASSET-00115,Corrective,MOTOR-BURNOUT,63,361,000080000107
WO-2080608,ASSET-00116,Corrective,BELT-FAILURE,132,1324,000080000108
WO-2080609,ASSET-00116,Emergency,SENSOR-FAULT,592,369,000080000108
WO-2080610,ASSET-00116,Preventive,,0,,000080000108
WO-2080611,ASSET-00117,Preventive,,0,,000080000109
WO-2080612,ASSET-00117,Corrective,SENSOR-FAULT,106,1313,000080000109
WO-2080613,ASSET-00117,Preventive,,0,,000080000109
WO-2080614,ASSET-00118,Preventive,,0,,000080000110
WO-2080615,ASSET-00118,Corrective,SPINDLE-SEIZURE,171,1109,000080000110
WO-2080616,ASSET-00118,Corrective,PNEUMATIC-LEAK,234,1316,000080000110
WO-2080617,ASSET-00118,Preventive,,0,,000080000110
WO-2080618,ASSET-00119,Preventive,,0,,000080000111
WO-2080619,ASSET-00119,Corrective,SENSOR-FAULT,177,1113,000080000111
WO-2080620,ASSET-00119,Preventive,,0,,000080000111
WO-2080621,ASSET-00119,Preventive,,0,,000080000111
WO-2080622,ASSET-00119,Corrective,MOTOR-BURNOUT,186,1428,000080000111
WO-2080623,ASSET-00120,Corrective,HYDRAULIC-LEAK,124,628,000080000112
WO-2080624,ASSET-00120,Preventive,,0,,000080000112
WO-2080625,ASSET-00120,Corrective,DIE-WEAR,154,1030,000080000112
WO-2080626,ASSET-00121,Corrective,CONTROLLER-FAULT,87,943,000080000113
WO-2080627,ASSET-00121,Emergency,CALIBRATION-DRIFT,378,828,000080000113
WO-2080628,ASSET-00122,Emergency,SPINDLE-SEIZURE,408,1501,000080000114
WO-2080629,ASSET-00122,Preventive,,0,,000080000114
WO-2080630,ASSET-00122,Emergency,SENSOR-FAULT,231,733,000080000114
WO-2080631,ASSET-00122,Emergency,PNEUMATIC-LEAK,287,1777,000080000114
WO-2080632,ASSET-00122,Preventive,,0,,000080000114
WO-2080633,ASSET-00122,Corrective,SENSOR-FAULT,219,827,000080000114
WO-2080634,ASSET-00122,Corrective,BEARING-FAILURE,214,371,000080000114
WO-2080635,ASSET-00122,Preventive,,0,,000080000114
WO-2080636,ASSET-00122,Preventive,,0,,000080000114
WO-2080637,ASSET-00123,Preventive,,0,,000080000115
WO-2080638,ASSET-00123,Preventive,,0,,000080000115
WO-2080639,ASSET-00123,Preventive,,0,,000080000115
WO-2080640,ASSET-00123,Corrective,SENSOR-FAULT,178,1580,000080000115
WO-2080641,ASSET-00123,Preventive,,0,,000080000115
WO-2080642,ASSET-00124,Corrective,BELT-FAILURE,61,721,000080000116
WO-2080643,ASSET-00124,Preventive,,0,,000080000116
WO-2080644,ASSET-00124,Preventive,,0,,000080000116
WO-2080645,ASSET-00124,Preventive,,0,,000080000116
WO-2080646,ASSET-00124,Preventive,,0,,000080000116
WO-2080647,ASSET-00124,Preventive,,0,,000080000116
WO-2080648,ASSET-00124,Corrective,BEARING-FAILURE,178,1374,000080000116
WO-2080649,ASSET-00125,Preventive,,0,,000080000117
WO-2080650,ASSET-00125,Corrective,CALIBRATION-DRIFT,33,361,000080000117
WO-2080651,ASSET-00125,Preventive,,0,,000080000117
WO-2080652,ASSET-00125,Preventive,,0,,000080000117
WO-2080653,ASSET-00126,Corrective,BEARING-FAILURE,59,983,000080000118
WO-2080654,ASSET-00126,Corrective,MOTOR-BURNOUT,98,1636,000080000118
WO-2080655,ASSET-00126,Preventive,,0,,000080000118
WO-2080656,ASSET-00126,Preventive,,0,,000080000118
WO-2080657,ASSET-00126,Corrective,BELT-FAILURE,76,1676,000080000118
WO-2080658,ASSET-00127,Corrective,BEARING-FAILURE,158,1570,000080000119
WO-2080659,ASSET-00127,Corrective,CALIBRATION-DRIFT,160,1640,000080000119
WO-2080660,ASSET-00127,Preventive,,0,,000080000119
WO-2080661,ASSET-00128,Preventive,,0,,000080000121
WO-2080662,ASSET-00129,Preventive,,0,,000080000122
WO-2080663,ASSET-00129,Corrective,CALIBRATION-DRIFT,173,1342,000080000122
WO-2080664,ASSET-00129,Emergency,SENSOR-FAULT,323,1986,000080000122
WO-2080665,ASSET-00129,Emergency,HYDRAULIC-LEAK,72,1486,000080000122
WO-2080666,ASSET-00130,Corrective,SENSOR-FAULT,87,1618,000080000123
WO-2080667,ASSET-00130,Preventive,,0,,000080000123
WO-2080668,ASSET-00130,Preventive,,0,,000080000123
WO-2080669,ASSET-00130,Corrective,DIE-WEAR,96,1229,000080000123
WO-2080670,ASSET-00131,Preventive,,0,,000080000124
WO-2080671,ASSET-00131,Corrective,DIE-WEAR,207,566,000080000124
WO-2080672,ASSET-00131,Preventive,,0,,000080000124
WO-2080673,ASSET-00132,Preventive,,0,,000080000125
WO-2080674,ASSET-00132,Preventive,,0,,000080000125
WO-2080675,ASSET-00132,Preventive,,0,,000080000125
WO-2080676,ASSET-00132,Preventive,,0,,000080000125
WO-2080677,ASSET-00132,Preventive,,0,,000080000125
WO-2080678,ASSET-00133,Preventive,,0,,000080000126
WO-2080679,ASSET-00133,Corrective,BEARING-FAILURE,117,1544,000080000126
WO-2080680,ASSET-00133,Preventive,,0,,000080000126
WO-2080681,ASSET-00133,Corrective,BELT-FAILURE,222,639,000080000126
WO-2080682,ASSET-00134,Preventive,,0,,000080000127
WO-2080683,ASSET-00134,Corrective,SPINDLE-SEIZURE,166,1267,000080000127
WO-2080684,ASSET-00134,Preventive,,0,,000080000127
WO-2080685,ASSET-00134,Corrective,MOTOR-BURNOUT,180,1387,000080000127
WO-2080686,ASSET-00134,Corrective,MOTOR-BURNOUT,180,1546,000080000127
WO-2080687,ASSET-00135,Corrective,DIE-WEAR,135,460,000080000128
WO-2080688,ASSET-00135,Preventive,,0,,000080000128
WO-2080689,ASSET-00135,Corrective,SPINDLE-SEIZURE,52,263,000080000128
WO-2080690,ASSET-00135,Preventive,,0,,000080000128
WO-2080691,ASSET-00135,Emergency,PNEUMATIC-LEAK,591,1462,000080000128
WO-2080692,ASSET-00135,Corrective,BELT-FAILURE,173,1207,000080000128
WO-2080693,ASSET-00135,Preventive,,0,,000080000128
WO-2080694,ASSET-00135,Corrective,DIE-WEAR,71,924,000080000128
WO-2080695,ASSET-00135,Preventive,,0,,000080000128
WO-2080696,ASSET-00135,Preventive,,0,,000080000128
WO-2080697,ASSET-00136,Corrective,CONTROLLER-FAULT,134,1560,000080000129
WO-2080698,ASSET-00136,Corrective,PNEUMATIC-LEAK,55,1553,000080000129
WO-2080699,ASSET-00136,Preventive,,0,,000080000129
WO-2080700,ASSET-00136,Preventive,,0,,000080000129
WO-2080701,ASSET-00136,Corrective,SPINDLE-SEIZURE,113,1058,000080000129
WO-2080702,ASSET-00137,Preventive,,0,,000080000130
WO-2080703,ASSET-00137,Preventive,,0,,000080000130
WO-2080704,ASSET-00137,Preventive,,0,,000080000130
WO-2080705,ASSET-00138,Preventive,,0,,000080000131
WO-2080706,ASSET-00138,Preventive,,0,,000080000131
WO-2080707,ASSET-00138,Corrective,SENSOR-FAULT,135,757,000080000131
WO-2080708,ASSET-00138,Preventive,,0,,000080000131
WO-2080709,ASSET-00138,Emergency,MOTOR-BURNOUT,222,412,000080000131
WO-2080710,ASSET-00138,Corrective,CALIBRATION-DRIFT,169,1150,000080000131
WO-2080711,ASSET-00138,Preventive,,0,,000080000131
WO-2080712,ASSET-00139,Corrective,DIE-WEAR,51,1557,000080000132
WO-2080713,ASSET-00139,Emergency,CALIBRATION-DRIFT,545,609,000080000132
WO-2080714,ASSET-00140,Preventive,,0,,000080000133
WO-2080715,ASSET-00140,Corrective,BELT-FAILURE,193,1497,000080000133
WO-2080716,ASSET-00140,Preventive,,0,,000080000133
WO-2080717,ASSET-00140,Preventive,,0,,000080000133
WO-2080718,ASSET-00142,Corrective,SPINDLE-SEIZURE,197,1420,000080000136
WO-2080719,ASSET-00142,Preventive,,0,,000080000136
WO-2080720,ASSET-00142,Corrective,CONTROLLER-FAULT,234,688,000080000136
WO-2080721,ASSET-00142,Corrective,BEARING-FAILURE,130,1156,000080000136
WO-2080722,ASSET-00143,Corrective,SPINDLE-SEIZURE,200,340,
WO-2080723,ASSET-00143,Preventive,,0,,
WO-2080724,ASSET-00143,Emergency,SENSOR-FAULT,129,299,
WO-2080725,ASSET-00144,Corrective,DIE-WEAR,193,1047,000080000137
WO-2080726,ASSET-00144,Corrective,CALIBRATION-DRIFT,30,1471,000080000137
WO-2080727,ASSET-00144,Preventive,,0,,000080000137
WO-2080728,ASSET-00144,Preventive,,0,,000080000137
WO-2080729,ASSET-00144,Preventive,,0,,000080000137
WO-2080730,ASSET-00144,Preventive,,0,,000080000137
WO-2080731,ASSET-00144,Preventive,,0,,000080000137
WO-2080732,ASSET-00144,Corrective,HYDRAULIC-LEAK,166,1015,000080000137
WO-2080733,ASSET-00145,Preventive,,0,,000080000138
WO-2080734,ASSET-00145,Preventive,,0,,000080000138
WO-2080735,ASSET-00145,Preventive,,0,,000080000138
WO-2080736,ASSET-00145,Corrective,HYDRAULIC-LEAK,61,476,000080000138
WO-2080737,ASSET-00146,Corrective,CONTROLLER-FAULT,130,1488,000080000139
WO-2080738,ASSET-00146,Preventive,,0,,000080000139
WO-2080739,ASSET-00146,Preventive,,0,,000080000139
WO-2080740,ASSET-00146,Preventive,,0,,000080000139
WO-2080741,ASSET-00146,Corrective,SENSOR-FAULT,227,718,000080000139
WO-2080742,ASSET-00147,Preventive,,0,,000080000140
WO-2080743,ASSET-00147,Corrective,MOTOR-BURNOUT,131,1903,000080000140
WO-2080744,ASSET-00147,Corrective,SENSOR-FAULT,151,656,000080000140
WO-2080745,ASSET-00147,Corrective,SENSOR-FAULT,205,1444,000080000140
WO-2080746,ASSET-00148,Emergency,CONTROLLER-FAULT,196,1267,000080000141
WO-2080747,ASSET-00148,Corrective,SPINDLE-SEIZURE,79,1568,000080000141
WO-2080748,ASSET-00148,Preventive,,0,,000080000141
WO-2080749,ASSET-00148,Corrective,MOTOR-BURNOUT,227,1777,000080000141
WO-2080750,ASSET-00148,Preventive,,0,,000080000141
WO-2080751,ASSET-00149,Preventive,,0,,000080000142
WO-2080752,ASSET-00149,Preventive,,0,,000080000142
WO-2080753,ASSET-00149,Corrective,DIE-WEAR,89,1817,000080000142
WO-2080754,ASSET-00149,Corrective,SPINDLE-SEIZURE,101,719,000080000142
WO-2080755,ASSET-00149,Preventive,,0,,000080000142
WO-2080756,ASSET-00149,Preventive,,0,,000080000142
WO-2080757,ASSET-00150,Corrective,MOTOR-BURNOUT,228,1403,000080000143
WO-2080758,ASSET-00150,Preventive,,0,,000080000143
WO-2080759,ASSET-00150,Corrective,PNEUMATIC-LEAK,210,410,000080000143
WO-2080760,ASSET-00150,Corrective,CONTROLLER-FAULT,150,429,000080000143
WO-2080761,ASSET-00151,Corrective,BEARING-FAILURE,196,343,
WO-2080762,ASSET-00151,Preventive,,0,,
WO-2080763,ASSET-00151,Corrective,PNEUMATIC-LEAK,139,1234,
WO-2080764,ASSET-00151,Preventive,,0,,
WO-2080765,ASSET-00151,Preventive,,0,,
WO-2080766,ASSET-00152,Corrective,BELT-FAILURE,97,738,000080000144
WO-2080767,ASSET-00152,Corrective,CONTROLLER-FAULT,33,1252,000080000144
WO-2080768,ASSET-00152,Preventive,,0,,000080000144
WO-2080769,ASSET-00152,Preventive,,0,,000080000144
WO-2080770,ASSET-00153,Emergency,BEARING-FAILURE,117,628,000080000145
WO-2080771,ASSET-00153,Corrective,CONTROLLER-FAULT,107,250,000080000145
WO-2080772,ASSET-00153,Corrective,SENSOR-FAULT,225,1124,000080000145
WO-2080773,ASSET-00154,Corrective,BELT-FAILURE,162,980,
WO-2080774,ASSET-00154,Corrective,HYDRAULIC-LEAK,224,1429,
WO-2080775,ASSET-00154,Preventive,,0,,
WO-2080776,ASSET-00154,Emergency,DIE-WEAR,443,900,
WO-2080777,ASSET-00154,Preventive,,0,,
WO-2080778,ASSET-00155,Preventive,,0,,000080000146
WO-2080779,ASSET-00155,Preventive,,0,,000080000146
WO-2080780,ASSET-00155,Corrective,SPINDLE-SEIZURE,214,338,000080000146
WO-2080781,ASSET-00155,Preventive,,0,,000080000146
WO-2080782,ASSET-00156,Preventive,,0,,000080000147
WO-2080783,ASSET-00156,Corrective,PNEUMATIC-LEAK,155,378,000080000147
WO-2080784,ASSET-00156,Corrective,PNEUMATIC-LEAK,233,1155,000080000147
WO-2080785,ASSET-00156,Preventive,,0,,000080000147
WO-2080786,ASSET-00156,Emergency,SPINDLE-SEIZURE,401,357,000080000147
WO-2080787,ASSET-00156,Corrective,CONTROLLER-FAULT,36,1491,000080000147
WO-2080788,ASSET-00157,Preventive,,0,,000080000148
WO-2080789,ASSET-00157,Corrective,BEARING-FAILURE,117,1822,000080000148
WO-2080790,ASSET-00157,Preventive,,0,,000080000148
WO-2080791,ASSET-00157,Corrective,HYDRAULIC-LEAK,185,1637,000080000148
WO-2080792,ASSET-00157,Corrective,CALIBRATION-DRIFT,147,280,000080000148
WO-2080793,ASSET-00157,Corrective,BELT-FAILURE,95,1015,000080000148
WO-2080794,ASSET-00157,Emergency,SENSOR-FAULT,306,1177,000080000148
WO-2080795,ASSET-00158,Emergency,BEARING-FAILURE,491,369,000080000149
WO-2080796,ASSET-00158,Preventive,,0,,000080000149
WO-2080797,ASSET-00158,Corrective,DIE-WEAR,53,1743,000080000149
WO-2080798,ASSET-00158,Preventive,,0,,000080000149
WO-2080799,ASSET-00159,Preventive,,0,,000080000150
WO-2080800,ASSET-00159,Preventive,,0,,000080000150
WO-2080801,ASSET-00159,Preventive,,0,,000080000150
WO-2080802,ASSET-00159,Preventive,,0,,000080000150
WO-2080803,ASSET-00159,Preventive,,0,,000080000150
WO-2080804,ASSET-00160,Emergency,HYDRAULIC-LEAK,177,936,000080000151
WO-2080805,ASSET-00160,Corrective,PNEUMATIC-LEAK,182,1523,000080000151
WO-2080806,ASSET-00160,Emergency,DIE-WEAR,565,1244,000080000151
WO-2080807,ASSET-00160,Preventive,,0,,000080000151
WO-2080808,ASSET-00160,Preventive,,0,,000080000151
WO-2080809,ASSET-00160,Preventive,,0,,000080000151
